 	a66	a87	a23	a83	a50	a21	a12	a18	a31	a47	a12	a47	a21	a85	a5	a37	a5	a37	a12	a43	a75	a92	a36	a44	a93	a4	a15	a7	a84	a57	a87	a23	a99	a10	</S>
les	0.0288203	0.0412808	0.0213775	0.0228847	0.0165893	0.0132269	0.0149858	0.0152066	0.0144686	0.011491	0.0100822	0.0155806	0.0184861	0.0203705	0.0211838	0.0249031	0.0244098	0.0205566	0.0383669	0.026733	0.0423699	0.0689358	0.0341631	0.0404553	0.048163	0.0532509	0.0507189	0.0375309	0.0265835	0.0356756	0.0309341	0.0267017	0.0293259	0.0243936	0.029794
jeunes	0.00714612	0.0197615	0.033429	0.0353692	0.0442501	0.0490153	0.0706434	0.0842832	0.0881204	0.0886163	0.0990718	0.126582	0.135041	0.036338	0.0101216	0.00511639	0.00381211	0.00401419	0.00116153	0.00769097	0.00205161	0.00249472	0.0019903	0.00571816	0.0041526	0.0050044	0.00363836	0.00282875	0.0031342	0.00680662	0.00286727	0.00279261	0.00306904	0.00260351	0.00126365
gens	0.115084	0.122892	0.0790411	0.0660447	0.0330021	0.0333024	0.0321882	0.0278441	0.0434836	0.0348549	0.0394512	0.0231833	0.0280614	0.0487462	0.0362761	0.028054	0.00894752	0.0102668	0.00646799	0.0148665	0.00997372	0.0187943	0.00745734	0.019859	0.0104903	0.0144112	0.0135101	0.00830911	0.00946304	0.00866617	0.00752979	0.0111532	0.00856253	0.0168254	0.00293708
ont	0.0528157	0.0475794	0.0406881	0.0476701	0.0386113	0.0181336	0.024175	0.0220938	0.0306083	0.0164968	0.0213896	0.0155262	0.012248	0.0153932	0.0184618	0.0194638	0.0183453	0.0195821	0.0135104	0.0238029	0.0140485	0.019085	0.0187874	0.0157771	0.0219551	0.0228999	0.0219939	0.0306321	0.0238951	0.0533397	0.0439576	0.0480594	0.0361627	0.0483481	0.0644631
implanté	0.105564	0.0698242	0.0613554	0.0997268	0.0643484	0.0471105	0.0546631	0.0436287	0.0640822	0.0301732	0.0310796	0.0223598	0.0182944	0.0397656	0.0335249	0.0255912	0.0231836	0.0189007	0.0114813	0.0140832	0.00869471	0.0172759	0.00473252	0.00721019	0.00531656	0.0029671	0.00403103	0.00382269	0.00554183	0.00697601	0.00951208	0.00648938	0.00836975	0.0101581	0.0201613
une	0.131952	0.0530944	0.0807702	0.0299415	0.0218179	0.0170275	0.0172316	0.0161087	0.0316723	0.0125548	0.0183676	0.0189321	0.0159006	0.0317544	0.0262532	0.0279413	0.0266391	0.0162055	0.0266292	0.0196765	0.034409	0.0282628	0.022755	0.0263545	0.0199723	0.0153514	0.0295556	0.0194182	0.0279618	0.0212961	0.0264148	0.0220278	0.0186687	0.0156697	0.0314123
église	0.0461374	0.0215085	0.0230731	0.020084	0.0193738	0.0207455	0.0222924	0.0294275	0.047897	0.0243233	0.0435496	0.0381158	0.0301855	0.043963	0.0464622	0.0302908	0.0415696	0.0251479	0.0452657	0.0255361	0.0477673	0.0291027	0.0253378	0.0271065	0.0272031	0.0328925	0.0324687	0.0154593	0.0217212	0.013375	0.0200408	0.0153173	0.0159313	0.0133729	0.0179545
ici	0.0651401	0.0417426	0.0307129	0.0247241	0.0196765	0.0282058	0.0302344	0.0452604	0.061695	0.0458915	0.0511296	0.0642233	0.0494673	0.0497186	0.0419756	0.0353404	0.043665	0.031492	0.0198789	0.031889	0.0274952	0.0312253	0.0204893	0.0268142	0.0152619	0.0261316	0.0174691	0.0035628	0.00592968	0.00191582	0.00330752	0.00322165	0.00172754	0.00197026	0.0014153
dans	0.118195	0.0337062	0.0296062	0.0166606	0.0122919	0.0197866	0.0101327	0.0138544	0.0178866	0.0137018	0.0127413	0.0267168	0.0285603	0.0437465	0.0406681	0.0444369	0.0437335	0.0284279	0.0156955	0.0309215	0.0251999	0.0439247	0.0315217	0.0542429	0.0254893	0.0326722	0.0464853	0.0189324	0.0185818	0.0115556	0.0196453	0.0211549	0.0158572	0.0145781	0.0186887
le	0.0445232	0.0163422	0.00951542	0.00641108	0.00348891	0.00386689	0.00212327	0.00257719	0.00280793	0.00223274	0.00250026	0.00348879	0.00442401	0.0114247	0.0172041	0.0232995	0.019805	0.0146665	0.0238182	0.0239295	0.0214116	0.0283112	0.0275235	0.0419618	0.0364543	0.0230583	0.0672384	0.0436976	0.0566438	0.0825113	0.0750157	0.0696314	0.0519507	0.0406022	0.0955387
village	0.0650968	0.0428148	0.0306387	0.0269103	0.0139561	0.0134299	0.0125021	0.0117615	0.0166392	0.0106083	0.00872762	0.0101949	0.0137367	0.0370591	0.0632191	0.0688036	0.0465004	0.0379355	0.027168	0.0497312	0.0414493	0.0444397	0.0276034	0.0470397	0.0225233	0.0259102	0.0380113	0.0195829	0.0179224	0.0251457	0.0168594	0.0271994	0.0125169	0.0138644	0.0124981
</S>	0.0385686	0.0162331	0.0100892	0.00922518	0.00431911	0.00532257	0.00534044	0.00425966	0.00525159	0.00430639	0.00315938	0.00394318	0.00652105	0.0232348	0.0231166	0.0238554	0.0141265	0.00684854	0.0172495	0.0137226	0.0242426	0.0238547	0.0484131	0.07012	0.0713848	0.0671378	0.110476	0.0605094	0.0500917	0.0438983	0.0347103	0.0488797	0.0258384	0.0404769	0.0412733
