 	a87	a23	a87	a10	a87	a62	a47	a96	a70	a94	a75	a43	a75	a90	a4	a93	a56	a11	a75	a73	a2	a76	a44	a11	a75	a73	a44	a4	a66	a36	a2	a57	a87	a23	a87	a23	a87	</S>
la	0.0988381	0.113819	0.0739668	0.0675936	0.036755	0.0299739	0.0282793	0.0173784	0.0219447	0.0246483	0.0252223	0.0347221	0.0284168	0.0194435	0.0165059	0.0209281	0.0151033	0.0124015	0.0115579	0.0118807	0.01603	0.0277644	0.0234279	0.0175355	0.00736094	0.00691554	0.0079056	0.0101992	0.0070209	0.0100815	0.0159791	0.0230775	0.018397	0.0127644	0.0149665	0.0218493	0.0144461	0.0348994
tornade	0.00205464	0.00558905	0.013442	0.0410782	0.0282137	0.0458615	0.0410315	0.0466664	0.0420176	0.0668595	0.070107	0.0809578	0.0864632	0.0678511	0.0545823	0.0717354	0.067116	0.0786398	0.0116999	0.0134227	0.00874051	0.00812306	0.00791131	0.00667251	0.0069405	0.00882217	0.00753264	0.00180455	0.0020407	0.00134709	0.000890524	0.000726849	0.000814461	0.000212799	0.00041236	0.000751192	0.000633432	0.000234111
a	0.00634078	0.011478	0.0114367	0.0409113	0.0255791	0.0304126	0.0306878	0.0236252	0.0130247	0.017655	0.0228449	0.0508501	0.0402622	0.0194134	0.0399423	0.0471773	0.151571	0.138509	0.0589128	0.0409785	0.0385465	0.04481	0.045627	0.0122145	0.00670632	0.00656822	0.00856934	0.00148778	0.00122327	0.000855895	0.00106405	0.00157069	0.00308028	0.000453319	0.00130756	0.00212114	0.00158862	0.000592742
fait	0.0066151	0.00182331	0.00125215	0.00236626	0.00471891	0.0124673	0.00734795	0.0217844	0.0141413	0.0248652	0.0324309	0.0661913	0.0438513	0.0396063	0.0412093	0.0434677	0.0592507	0.111471	0.041463	0.0823703	0.0746333	0.0483948	0.0924864	0.0220911	0.026401	0.0208969	0.0190001	0.00746474	0.00645359	0.00304754	0.00164258	0.00241075	0.00256859	0.00191774	0.00295303	0.00290689	0.00270762	0.00332977
tomber	0.044517	0.0365498	0.0225867	0.00889462	0.0180447	0.0235433	0.0219181	0.0302901	0.0284999	0.0310774	0.0305996	0.0239531	0.0252309	0.0282434	0.013213	0.0121682	0.0199127	0.0313878	0.0341028	0.0446139	0.0918183	0.0964948	0.0823437	0.0389931	0.0169375	0.0233092	0.0285204	0.014597	0.0125537	0.00655112	0.00834937	0.00677837	0.00653058	0.00562119	0.00553801	0.0103366	0.00654615	0.00883368
les	0.0455745	0.0498005	0.0313031	0.0203134	0.0268759	0.0400796	0.0319	0.034348	0.0694947	0.0476189	0.0417817	0.0198778	0.0209203	0.0247247	0.0147051	0.014068	0.0117271	0.0147112	0.0201329	0.0140156	0.0221073	0.0359753	0.0251167	0.0207967	0.0177993	0.0254445	0.0409323	0.0282391	0.0225207	0.0131156	0.0169043	0.0161591	0.0155353	0.0177948	0.0159432	0.0266264	0.0205691	0.0244477
bananiers	0.0522806	0.0319654	0.0233086	0.0177385	0.0264899	0.0274306	0.0286078	0.0334069	0.0477677	0.0457648	0.0447126	0.0109985	0.0121263	0.0157697	0.0139081	0.0142247	0.0129469	0.018019	0.0254247	0.0229309	0.0182154	0.0285425	0.0250124	0.0283767	0.0199411	0.0241694	0.0318883	0.0275457	0.0272892	0.0186921	0.0215906	0.0169455	0.0152849	0.0240736	0.0287842	0.0414461	0.0344066	0.0419735
dans	0.0546153	0.0435551	0.024398	0.017464	0.0140554	0.0146557	0.018219	0.00843821	0.0118763	0.00959741	0.00611992	0.00375001	0.00385868	0.0101995	0.00490464	0.00624195	0.00406217	0.00504533	0.00630042	0.00577946	0.00444351	0.00494406	0.00687184	0.00914164	0.0124101	0.017762	0.0340926	0.0461782	0.0638774	0.0705226	0.084884	0.0519909	0.0497315	0.0647772	0.0426494	0.0384892	0.047866	0.0762314
le	0.0288648	0.0239756	0.0211187	0.0186936	0.0193254	0.0156462	0.016374	0.00727902	0.00799125	0.00806635	0.00766449	0.00784808	0.0123616	0.0155372	0.0178128	0.0207152	0.0161817	0.0311607	0.0206505	0.0353672	0.0322718	0.0424024	0.0443234	0.026456	0.0225613	0.0197784	0.0286003	0.0404205	0.0396965	0.0376082	0.035363	0.0301161	0.031734	0.0287814	0.027789	0.0431075	0.0507722	0.0655833
champ	0.0285966	0.0207523	0.0202809	0.0149281	0.0126027	0.0100375	0.0110782	0.00860532	0.0105685	0.0118913	0.013792	0.00811507	0.012499	0.0179147	0.0155383	0.0201782	0.0130459	0.0213447	0.0191406	0.0293511	0.0283579	0.0502324	0.0501955	0.0332901	0.0226716	0.0272074	0.032765	0.0351446	0.0302005	0.0200207	0.0372309	0.039811	0.0370078	0.0364077	0.0346616	0.056285	0.0516515	0.0565975
</S>	0.0619508	0.0343494	0.0222806	0.0156641	0.0078679	0.00498735	0.00488181	0.00220397	0.00472271	0.00349188	0.00301081	0.00214389	0.00298956	0.00409009	0.00191703	0.0023209	0.00132007	0.00183754	0.00178723	0.00207275	0.00256591	0.00411648	0.00466474	0.00452602	0.00772023	0.0140278	0.0302964	0.0434806	0.049206	0.0481187	0.056267	0.0753958	0.0543774	0.0455915	0.053928	0.0762317	0.0730707	0.170525
