 	a57	a97	a83	a90	a94	a11	a56	a75	a85	a56	a96	a75	a85	a41	a15	a85	a5	a18	a25	a87	a23	a99	a54	a47	a37	a70	a21	a5	a11	a75	a21	a61	a34	a56	a96	a0	a24	a0	a10	a87	a97	a38	a97	</S>
approche-toi	0.0314214	0.0291193	0.028337	0.0330635	0.0407798	0.0401303	0.0413953	0.0637887	0.0339154	0.0256896	0.0199279	0.0220099	0.0208389	0.0158443	0.0160572	0.0114302	0.012617	0.00872357	0.0115434	0.0127906	0.00946829	0.00913725	0.012654	0.0112039	0.011812	0.0139478	0.021676	0.0380333	0.030348	0.0270871	0.015737	0.0163258	0.0146225	0.0191539	0.0147201	0.0143185	0.0138476	0.0139934	0.0174934	0.0114624	0.0172396	0.0274813	0.0366111	0.0622026
de	0.0120715	0.0108299	0.0140912	0.0178553	0.0237696	0.0183065	0.0173906	0.0255195	0.0195098	0.0186868	0.0300681	0.0415049	0.028587	0.0494626	0.0311265	0.0390142	0.0416977	0.065553	0.0708031	0.0690911	0.0463505	0.0458717	0.0284626	0.0158824	0.0124806	0.0239246	0.00806624	0.0120837	0.0146825	0.008463	0.00873156	0.0104947	0.00767022	0.0133753	0.0125778	0.0112311	0.0124381	0.0103762	0.00697058	0.00998019	0.00878241	0.00768088	0.00963293	0.00885104
moi	0.0421954	0.0126378	0.0126477	0.0131493	0.0318672	0.0266214	0.0325574	0.0460744	0.0328055	0.0182446	0.051021	0.0421167	0.0303822	0.0392591	0.0519709	0.0467534	0.0609574	0.0540059	0.0426106	0.0407356	0.0266859	0.028591	0.0235585	0.0150135	0.0146826	0.0184687	0.00669221	0.00603472	0.00821706	0.00393022	0.0037613	0.00372858	0.00188955	0.00281322	0.00279545	0.0041596	0.00664782	0.00760385	0.0067679	0.00985772	0.00921114	0.0110353	0.0262312	0.0230094
pour	0.0323222	0.0342525	0.0196791	0.023894	0.0203462	0.0203538	0.034656	0.0293242	0.037716	0.0367391	0.0657493	0.0701066	0.0710161	0.050613	0.0391228	0.0278572	0.0381266	0.0262583	0.0192744	0.019493	0.0176766	0.0171547	0.0126272	0.0053264	0.00468871	0.00548628	0.00447506	0.0086429	0.0092678	0.0097089	0.0104546	0.00956747	0.00816693	0.00763422	0.00929881	0.0134789	0.0137661	0.0127733	0.0108119	0.0189475	0.0135424	0.0185433	0.0196654	0.0213942
que	0.0435636	0.030481	0.0228011	0.0297927	0.0246179	0.0237939	0.0261481	0.0248763	0.0323029	0.0462868	0.0376829	0.0481549	0.0555709	0.0455471	0.0506101	0.0449866	0.0433613	0.0380685	0.0254332	0.0201993	0.0184253	0.0169357	0.01762	0.011514	0.0129642	0.012104	0.0087963	0.012876	0.0113428	0.0105804	0.00812625	0.0079355	0.0104685	0.0070859	0.00976225	0.0106295	0.00866872	0.00787237	0.00589238	0.0211287	0.00827635	0.0127362	0.0160958	0.0178841
je	0.0761199	0.0221049	0.0143127	0.0105095	0.0148332	0.0178042	0.015171	0.023716	0.0388616	0.0189921	0.0216962	0.0482162	0.0292366	0.0187057	0.03362	0.0182629	0.0200958	0.00892776	0.00990644	0.00908794	0.00868481	0.00481797	0.00622188	0.0104771	0.00864495	0.00928712	0.00922165	0.0375	0.0478274	0.0393233	0.0354977	0.050352	0.0399286	0.0196874	0.0185079	0.0214703	0.016519	0.0200234	0.0214401	0.0303416	0.0224737	0.0204509	0.0230406	0.00807966
te	0.0537326	0.0314911	0.0223466	0.0262972	0.0181135	0.0169063	0.0117127	0.011807	0.0256315	0.0209419	0.0153527	0.0452865	0.0410154	0.0311933	0.0464319	0.0338229	0.0317445	0.021479	0.0229601	0.0226456	0.0186114	0.0118974	0.00872718	0.010485	0.0121291	0.0110567	0.00929135	0.0207177	0.0220693	0.0197945	0.0234109	0.0255818	0.0181747	0.0100991	0.00926534	0.0110847	0.00960516	0.0125789	0.0176496	0.0331575	0.0257755	0.0302201	0.0445821	0.0331231
transmette	0.0351989	0.0323162	0.022779	0.0293876	0.0272911	0.0249082	0.025321	0.0217856	0.033324	0.0289614	0.016174	0.0274432	0.0300997	0.0258444	0.0320635	0.0244247	0.0232327	0.0183766	0.0197609	0.0247893	0.0169643	0.0103173	0.00808869	0.00454946	0.00507875	0.00717922	0.0109044	0.0211852	0.0216331	0.0225944	0.0231677	0.0258997	0.0182886	0.0122628	0.0103761	0.017209	0.0109268	0.0167059	0.0192992	0.0284002	0.0250809	0.0278677	0.0531701	0.0593686
un	0.0242867	0.0252004	0.0176141	0.0369436	0.0180389	0.0125547	0.0138965	0.0117342	0.0158942	0.0132706	0.0185846	0.0227279	0.0325903	0.0350129	0.0542901	0.0478529	0.055836	0.0612542	0.0594551	0.0427298	0.03274	0.0202571	0.00921276	0.00309512	0.00293943	0.00386126	0.00212352	0.00494865	0.0071632	0.00722003	0.0101806	0.016528	0.0198604	0.0139482	0.0145035	0.0145484	0.013451	0.0151605	0.0150482	0.0348316	0.0277997	0.0237212	0.0323379	0.034752
message	0.0283627	0.0200307	0.0159845	0.0250569	0.0272295	0.01773	0.0279607	0.0245615	0.0363946	0.0365022	0.0318804	0.0291783	0.0447755	0.0420412	0.0517838	0.0415599	0.0338861	0.0374677	0.0387618	0.0333742	0.0276658	0.0233444	0.0269885	0.0197582	0.0165828	0.0200441	0.0114506	0.0126116	0.0130466	0.00860501	0.00839592	0.00885137	0.00751458	0.00574832	0.00604439	0.00630168	0.00606585	0.00690102	0.0105056	0.0145506	0.0144118	0.0204619	0.0238856	0.0357417
