 	a66	a87	a23	a87	a23	a40	a47	a44	a37	a44	a11	a54	a44	a54	a47	a7	a93	a56	a21	a5	a18	a27	a90	a79	a44	a58	a82	a87	a23	a87	</S>
le	0.060763	0.057822	0.0345639	0.0695174	0.0415554	0.0499635	0.0688605	0.0899537	0.0587319	0.0286243	0.0153498	0.0105707	0.0102291	0.0122148	0.0136065	0.0133847	0.0167953	0.0156754	0.0192225	0.0148215	0.0176089	0.0224607	0.0208497	0.0387931	0.0348793	0.040434	0.0311573	0.0195822	0.0170589	0.0134928	0.0414571
père	0.00125204	0.00290151	0.00307318	0.0128391	0.0134404	0.148667	0.0780677	0.115804	0.0762019	0.102914	0.108263	0.0753317	0.0718849	0.0486357	0.037561	0.0343082	0.0199546	0.0143898	0.0072034	0.00707298	0.00268675	0.00341469	0.00221959	0.00197189	0.000672631	0.00180569	0.00187297	0.00171724	0.000722082	0.0020497	0.00110148
fait	0.0521425	0.0298461	0.0766186	0.0871512	0.0708814	0.0831708	0.0519541	0.0440491	0.0249853	0.0985223	0.0585645	0.0425893	0.0238557	0.0293781	0.0147988	0.016973	0.020147	0.0212344	0.00967923	0.0108878	0.0159856	0.0231146	0.0115858	0.015493	0.0058378	0.0095962	0.0110256	0.0129513	0.00827455	0.0125606	0.0061458
suivre	0.00748742	0.00442467	0.00377601	0.00390483	0.00309814	0.00326413	0.00425749	0.0101469	0.0152155	0.0434568	0.0753096	0.140144	0.233485	0.21552	0.0602916	0.0280813	0.0258724	0.0335744	0.0128963	0.00996933	0.00390425	0.00514403	0.00472825	0.00658233	0.00489261	0.00585913	0.00680662	0.00610528	0.00648565	0.00627927	0.00903726
le	0.104416	0.0361425	0.0298217	0.0499609	0.0456039	0.0417411	0.0597485	0.0634696	0.0560449	0.0491041	0.0447471	0.0321156	0.0203446	0.0314812	0.0364704	0.0378161	0.0372484	0.0229524	0.0188618	0.0172292	0.0125169	0.013053	0.00786229	0.0139406	0.0094659	0.0194799	0.0159219	0.0101023	0.0167758	0.0105703	0.0349913
chemin	0.0514436	0.0170493	0.0199715	0.0153048	0.0138873	0.00789103	0.00900252	0.0130457	0.011714	0.0138891	0.030119	0.0256947	0.0110709	0.0138845	0.0163481	0.0167278	0.0201078	0.0157501	0.0215374	0.0267344	0.0292764	0.0358608	0.040057	0.0445186	0.0470398	0.0764085	0.0728922	0.0751646	0.0872388	0.0653368	0.0550328
de	0.0966842	0.0581381	0.0591138	0.0497008	0.0487526	0.0375416	0.0325819	0.0523799	0.0334373	0.0193826	0.0253347	0.0167994	0.00664768	0.00780252	0.00926553	0.0173896	0.0171041	0.0206835	0.024649	0.0279063	0.0244103	0.0249332	0.0184989	0.0226776	0.0245534	0.0320849	0.0275349	0.0338595	0.0347124	0.0352596	0.0601801
l'	0.0839579	0.0536739	0.0614714	0.0638731	0.0566324	0.0309102	0.020926	0.0309475	0.0197625	0.00954534	0.00691258	0.00621094	0.00302242	0.00271226	0.00385005	0.00908805	0.00861852	0.0109539	0.00904308	0.00747504	0.00943771	0.0161907	0.0288723	0.0380791	0.0489761	0.032752	0.0416792	0.0531795	0.0574286	0.0561216	0.117696
école	0.0305161	0.0289806	0.0303848	0.0305248	0.0314989	0.0303739	0.0236102	0.0292095	0.02767	0.0115687	0.00981702	0.0102219	0.00337781	0.00290142	0.00704737	0.0152263	0.0153768	0.0205896	0.0275663	0.0167216	0.0127353	0.0199999	0.0397079	0.0483779	0.048244	0.0639823	0.0594137	0.0731849	0.066984	0.0819762	0.08221
à	0.0416039	0.0341918	0.030754	0.0392444	0.0287838	0.0300828	0.0181442	0.0299145	0.0225957	0.0084395	0.00492477	0.00348832	0.0013227	0.00106051	0.00175391	0.00498224	0.00435303	0.00767769	0.00802579	0.00543999	0.00481681	0.0119963	0.0289922	0.0580674	0.0887754	0.0526967	0.0652098	0.0685968	0.0742613	0.0776522	0.142152
ses	0.0392641	0.0507751	0.0468292	0.0583516	0.0473983	0.0313781	0.0179729	0.0293563	0.0232034	0.0111481	0.0062533	0.00542899	0.0029242	0.00301618	0.00487652	0.0069925	0.00649596	0.00963324	0.0114425	0.00776927	0.0112917	0.0154963	0.0189671	0.0544871	0.0670029	0.0520377	0.055366	0.0419621	0.0448372	0.0493555	0.168687
enfants	0.061102	0.0585602	0.056796	0.0646082	0.0583813	0.0492735	0.0267954	0.0371245	0.0269816	0.0132788	0.0128837	0.0119544	0.00713606	0.00700298	0.00805663	0.0127371	0.00994109	0.0180978	0.0157052	0.0130713	0.0203313	0.0214206	0.0272855	0.0427507	0.0440931	0.0285657	0.0314407	0.0322679	0.0346182	0.0356159	0.112123
</S>	0.117497	0.0812155	0.0742184	0.078189	0.0572104	0.0437787	0.024726	0.0239107	0.0175667	0.00603893	0.0055942	0.00419854	0.00230878	0.00210263	0.00257672	0.00670483	0.00525434	0.0100929	0.00798338	0.008524	0.0160599	0.0173614	0.0332077	0.0425766	0.0468489	0.0285421	0.0319879	0.0353424	0.0402123	0.0356818	0.0924874
