 	a66	a87	a23	a87	a23	a87	a23	a87	a23	a54	a47	a15	a7	a15	a47	a6	a0	a56	a96	a98	a85	a6	a0	a56	a61	a11	a93	a70	a66	a27	a57	a87	a23	a87	</S>
leur	0.0263708	0.0385782	0.0359205	0.0461121	0.0348717	0.0338618	0.0425079	0.0423789	0.0457494	0.0396734	0.049333	0.0571551	0.0619188	0.0396004	0.0307336	0.0416935	0.029608	0.010693	0.00813729	0.00904032	0.0079379	0.00689525	0.00836692	0.0108534	0.016751	0.0206523	0.023432	0.0201653	0.0196453	0.0243162	0.0225902	0.0216479	0.0252884	0.0144688	0.0330516
père	0.0024604	0.00233386	0.00254484	0.00571006	0.0104584	0.0319555	0.056587	0.0705314	0.0803029	0.0919529	0.0550008	0.0647673	0.0765918	0.0737548	0.121135	0.0969584	0.0666879	0.0221619	0.00937189	0.00493576	0.00720089	0.00349399	0.00451848	0.00489966	0.0039312	0.00525088	0.00391903	0.00153093	0.00116653	0.00266101	0.00256589	0.00194907	0.00359222	0.00348956	0.00362754
a	0.052439	0.0240486	0.0255658	0.0275581	0.0294231	0.039107	0.0322688	0.0360532	0.0388543	0.0319123	0.0268286	0.0273519	0.0439381	0.0544651	0.0582157	0.0515484	0.027658	0.0311759	0.0320005	0.0312091	0.0303553	0.0142619	0.00933619	0.0058324	0.00553123	0.00667369	0.00928976	0.00856905	0.0127851	0.0145898	0.0221965	0.024414	0.0276047	0.0487629	0.0381757
acheté	0.00938586	0.00957092	0.00669836	0.00574266	0.00556847	0.00450177	0.00455699	0.005781	0.00646834	0.00439424	0.00541351	0.00580781	0.00886853	0.0142853	0.025644	0.0651768	0.0714763	0.0897083	0.103839	0.165724	0.0713566	0.0844128	0.0416224	0.0233957	0.00851248	0.00774059	0.0051886	0.00950271	0.0205788	0.0169785	0.017064	0.0202933	0.0183002	0.0167656	0.0196757
un	0.0468245	0.0332866	0.0315729	0.0286586	0.026157	0.0262878	0.0214312	0.0219309	0.0126631	0.00890877	0.0158599	0.00873321	0.0120016	0.0132948	0.0139908	0.01508	0.0145818	0.0358971	0.0378614	0.105503	0.0705854	0.0469543	0.0428313	0.0254694	0.0393486	0.0216017	0.022425	0.0225389	0.0217426	0.0312366	0.0239919	0.0195875	0.0241662	0.0175844	0.0394107
pagne	0.0379115	0.0341184	0.0253767	0.0243076	0.0240117	0.0200588	0.0167486	0.0157288	0.00799348	0.00830789	0.00932264	0.00572072	0.00605401	0.00709443	0.0105415	0.0136703	0.023177	0.0338587	0.0315126	0.0490363	0.0496072	0.0763885	0.0755445	0.0476665	0.0578343	0.0383727	0.0258676	0.0209616	0.0221109	0.0318681	0.0239055	0.0291561	0.034945	0.0303912	0.030829
pour	0.061904	0.0573382	0.0444614	0.0429232	0.0451663	0.0458213	0.0344977	0.0382966	0.0158491	0.0106931	0.0151902	0.00449929	0.00730266	0.00591597	0.0086778	0.0133805	0.0155728	0.0142833	0.00821565	0.0142419	0.0163933	0.035459	0.0348295	0.0275496	0.0389724	0.0281061	0.0260351	0.0280484	0.0284857	0.0335942	0.0256487	0.0341917	0.0353645	0.040139	0.0629517
sa	0.0876795	0.0409685	0.0414321	0.0412582	0.0392827	0.0421805	0.0290818	0.0263313	0.0170397	0.0144648	0.0145348	0.00853829	0.0156831	0.0141055	0.0219801	0.0211534	0.0138263	0.0161866	0.00878438	0.00891111	0.0157082	0.0140846	0.0128514	0.0117241	0.0182552	0.0166553	0.0171249	0.0167867	0.0256338	0.0324771	0.0320223	0.0401928	0.0448841	0.0575464	0.12063
femme	0.0433432	0.0248149	0.0308338	0.0302547	0.029369	0.0311132	0.0270534	0.0260094	0.0186836	0.017745	0.0166972	0.00847608	0.00988296	0.00802819	0.0101046	0.0136788	0.0122769	0.0183853	0.0265298	0.0230333	0.0383692	0.0247306	0.0129082	0.0132798	0.0133779	0.00719951	0.00705621	0.00914271	0.0200328	0.0501711	0.0386381	0.0683639	0.0955343	0.0917562	0.083126
</S>	0.0428914	0.0380485	0.0551224	0.0560687	0.0488067	0.0425887	0.0326862	0.0316623	0.0158214	0.0118356	0.0131106	0.0100438	0.014075	0.0119354	0.0153098	0.0123752	0.0111706	0.0219383	0.0110554	0.0263722	0.0249536	0.0147286	0.0143163	0.012704	0.0106781	0.00419993	0.00456344	0.00539397	0.0101664	0.0309433	0.0254362	0.0407354	0.0573335	0.0558353	0.165094
