 	a66	a87	a23	a30	a18	a61	a12	a96	a62	a31	a62	a66	a44	a90	a25	a92	a44	a93	a4	a13	a11	a70	a13	a93	a90	a79	a44	a98	a47	a36	a2	a57	a87	a23	a87	</S>
le	0.0372465	0.0356853	0.0485425	0.0467537	0.0154194	0.0149187	0.0158691	0.0164933	0.0167203	0.0132174	0.0124521	0.0141466	0.0136786	0.0109421	0.0133457	0.0195145	0.0333963	0.0134411	0.0342112	0.035785	0.0369179	0.0343365	0.0574341	0.0695085	0.0399342	0.0299399	0.0368224	0.0259157	0.0279768	0.0280482	0.0318547	0.0161611	0.0156581	0.0209858	0.0256544	0.0410725
héron	0.00133618	0.00213043	0.00693812	0.0105978	0.00817555	0.0135931	0.0176537	0.0313886	0.0372187	0.0444635	0.0327333	0.105804	0.0710751	0.134819	0.128834	0.0844539	0.0407114	0.11959	0.0233337	0.0238887	0.00841032	0.00774281	0.0121095	0.0100469	0.00422711	0.0051465	0.00495039	0.00490153	0.000493933	0.000851745	0.000274776	0.000307316	0.000522322	0.000380473	0.000569905	0.000325153
a	0.0346319	0.0325692	0.0587729	0.0685294	0.0682489	0.0436302	0.0407988	0.0304751	0.0345084	0.0418839	0.0236384	0.0514946	0.0448175	0.0700212	0.0410266	0.0428266	0.0394829	0.0291286	0.0183392	0.012689	0.00785351	0.00731149	0.011889	0.0103679	0.025572	0.028741	0.0198619	0.0296365	0.00282123	0.0114941	0.0022112	0.00328868	0.00513856	0.00306109	0.0022527	0.000986031
une	0.0144264	0.00994107	0.0075089	0.00727722	0.0110022	0.0118833	0.0171278	0.0351215	0.0376578	0.0576333	0.03883	0.0409805	0.026215	0.0655301	0.0454153	0.0534104	0.0321165	0.0602488	0.0240777	0.0310661	0.0140971	0.0210253	0.0225235	0.0244717	0.0208509	0.0256539	0.0387064	0.0273612	0.0208844	0.0233123	0.017405	0.0183312	0.0239466	0.0266772	0.0237353	0.0235481
tête	0.0358771	0.0327992	0.0308458	0.0254378	0.0261801	0.0258327	0.026986	0.0325021	0.0313731	0.0311516	0.031167	0.041707	0.0347214	0.0217769	0.0219624	0.0228663	0.0220329	0.0304364	0.054492	0.0386387	0.0481062	0.036648	0.0379043	0.0322799	0.0284379	0.0335591	0.0214177	0.0162672	0.00664713	0.017071	0.0109179	0.0125143	0.020806	0.0202286	0.0179208	0.0204875
ressortie	0.0839087	0.0775923	0.0369705	0.0142211	0.0497924	0.0198317	0.0312162	0.0221997	0.0237686	0.0227097	0.0155964	0.0119102	0.0114394	0.00683745	0.00930266	0.0107467	0.0221303	0.0199067	0.0322846	0.0183752	0.018559	0.0178399	0.0159647	0.0110378	0.0194456	0.0342099	0.0322289	0.0263957	0.0387322	0.0324842	0.0416483	0.0382508	0.0359795	0.0354216	0.0314755	0.0295858
et	0.058831	0.0583379	0.0471636	0.0323242	0.0533786	0.0591933	0.0666104	0.0438313	0.042545	0.028433	0.0254801	0.0275569	0.0284173	0.024672	0.019318	0.0134286	0.0147639	0.0234637	0.0150147	0.0155661	0.00975172	0.00921327	0.0153735	0.0112081	0.0118083	0.0181571	0.0172489	0.0200661	0.0275251	0.0226822	0.0238174	0.0233109	0.0226065	0.0238179	0.0180785	0.0270047
un	0.0655273	0.0412407	0.0643096	0.0377581	0.0538988	0.0226924	0.0289088	0.0269432	0.0290312	0.0436955	0.0456444	0.044311	0.0572966	0.0356616	0.024008	0.0158626	0.0182222	0.0166781	0.0116903	0.00952785	0.00615871	0.00524039	0.00615284	0.00503427	0.00492866	0.00705885	0.0107891	0.0253457	0.028218	0.0295131	0.0217364	0.0376879	0.0285229	0.0264031	0.0259041	0.0383979
long	0.03329	0.0299397	0.0419564	0.0262241	0.0208621	0.0138867	0.0165086	0.0156698	0.0222738	0.0226299	0.0343807	0.0314815	0.0411842	0.0332638	0.0350371	0.0290005	0.0294877	0.0167304	0.0174919	0.0126519	0.00877746	0.0110108	0.012189	0.0137847	0.0155909	0.0181571	0.0259832	0.036505	0.0450348	0.048365	0.0418328	0.0429759	0.0483601	0.0516643	0.0310207	0.0247975
bec	0.0382643	0.0362363	0.0369097	0.0251151	0.0236165	0.0149567	0.0140113	0.0132049	0.00789488	0.00826075	0.0104812	0.00985136	0.0172825	0.00918432	0.00850353	0.00862144	0.013551	0.00831686	0.0115132	0.00733105	0.0064034	0.00890512	0.00924834	0.00843879	0.008543	0.0119846	0.0196069	0.0551878	0.051977	0.0659636	0.0497884	0.0607457	0.0425367	0.0603152	0.0678439	0.149405
</S>	0.0325214	0.0294663	0.0306869	0.0234712	0.0237509	0.0189538	0.018757	0.0207744	0.0143909	0.017013	0.0185929	0.0183235	0.0210961	0.0127505	0.0101155	0.0102577	0.012845	0.0131833	0.0139362	0.0116593	0.00904951	0.0113579	0.0123418	0.00910836	0.0158753	0.0168163	0.0211862	0.0417401	0.0402898	0.0473641	0.0371451	0.0691273	0.0494917	0.0523877	0.059811	0.134362
