 	a66	a10	a87	a10	a97	a40	a73	a7	a44	a90	a56	a96	a98	a85	a6	a0	a75	a5	a43	a75	a6	a37	a93	a70	a93	a70	a11	a70	a90	a98	a47	a37	a66	a38	a5	a36	a27	a30	a97	a99	a97	a38	a97	a30	</S>
les	0.0559119	0.0618332	0.0485215	0.0612458	0.0645393	0.0331735	0.0523764	0.0707747	0.0666445	0.0357609	0.0256429	0.0372755	0.0185861	0.0212628	0.0187666	0.0128004	0.00788683	0.00964942	0.00761252	0.0052494	0.00830091	0.0106918	0.0120489	0.0147757	0.0103583	0.0088075	0.0107457	0.0135118	0.0131628	0.01404	0.0144723	0.00902139	0.00431038	0.00782083	0.00488134	0.00467782	0.0040409	0.00589187	0.00607075	0.00868125	0.00801845	0.0127801	0.0141578	0.0241662	0.0390509
soldats	0.00303194	0.00505686	0.0074055	0.00794068	0.0104181	0.0208057	0.0921484	0.0754152	0.0761159	0.102242	0.104619	0.073448	0.054316	0.0542598	0.0540357	0.0297105	0.020346	0.0217045	0.0227831	0.0200422	0.0187681	0.0133112	0.00981972	0.0104131	0.0162419	0.0194653	0.00695633	0.00650138	0.00364501	0.00340576	0.00335954	0.00217673	0.00213161	0.00263022	0.00171622	0.00154744	0.00168967	0.00182319	0.00252731	0.00207809	0.00258712	0.00229251	0.00357248	0.00353051	0.00196412
font	0.0146417	0.00831265	0.0105273	0.0129823	0.025471	0.0569019	0.0814194	0.0726341	0.078798	0.0608418	0.047485	0.024607	0.0158988	0.0161088	0.0219622	0.0280494	0.0221973	0.0526315	0.0517784	0.0594754	0.0384334	0.0206723	0.0118843	0.0102227	0.0132282	0.00754654	0.00447125	0.00327597	0.00460554	0.00596667	0.00692719	0.00415824	0.00458605	0.00725227	0.00370082	0.00476342	0.00660015	0.00481942	0.00621684	0.0067173	0.00725892	0.0111151	0.0153455	0.0178811	0.0096267
travailler	0.00861613	0.00401496	0.00409368	0.00882809	0.00403278	0.00252555	0.00596766	0.00414218	0.00670837	0.00620131	0.0073988	0.00499114	0.0147301	0.0189337	0.0214938	0.040624	0.0323143	0.026077	0.0466525	0.0421799	0.0355333	0.0373158	0.0374047	0.0261341	0.0207832	0.0199758	0.0161255	0.0100392	0.0175024	0.0131624	0.0148177	0.0217771	0.0277207	0.0185583	0.0325746	0.0238778	0.0302984	0.040203	0.0320193	0.0402701	0.0487133	0.03856	0.028708	0.0256991	0.0316999
le	0.0193515	0.00647583	0.00777115	0.0105404	0.00769694	0.00585634	0.00303619	0.00343516	0.00662622	0.0162183	0.0120317	0.0120229	0.0263818	0.0293768	0.0423	0.0740455	0.0564799	0.0325693	0.0413594	0.0387885	0.0327389	0.0347232	0.0327037	0.0267303	0.0394872	0.0257327	0.0364946	0.0367362	0.0342177	0.022524	0.0190137	0.0222883	0.02092	0.0133566	0.0124883	0.00897121	0.0119245	0.00818116	0.00791027	0.0146253	0.0125564	0.0205358	0.0129969	0.0168235	0.0229558
voleur	0.0235071	0.00811357	0.00787936	0.0101089	0.00841024	0.00883064	0.00957544	0.00521166	0.00366759	0.00589464	0.00631995	0.00412839	0.00919516	0.00904905	0.00868127	0.0119775	0.00965983	0.0150961	0.0132983	0.0156543	0.0230163	0.0166173	0.027182	0.020184	0.0298614	0.0222745	0.029246	0.0385433	0.0504575	0.0350845	0.0512007	0.094018	0.0627257	0.0501387	0.0325871	0.0317858	0.0231939	0.0176836	0.016918	0.0232638	0.0139399	0.0212891	0.0208153	0.0241061	0.0296084
qu'	0.0693754	0.0339165	0.0272181	0.0250086	0.0248028	0.0224913	0.0120771	0.00850228	0.00788059	0.0175865	0.0206695	0.0240084	0.0453497	0.0422954	0.0353159	0.0340794	0.0287688	0.034994	0.0281429	0.0212899	0.0207148	0.019076	0.0181801	0.0157699	0.0184567	0.0128614	0.013601	0.0182813	0.0173192	0.0119384	0.0167363	0.0374843	0.0278942	0.0170006	0.011486	0.0105205	0.0161548	0.0153537	0.0127957	0.00971893	0.013242	0.0152604	0.0160111	0.0194514	0.0309185
ils	0.0514675	0.0372972	0.0270892	0.021974	0.0173357	0.014717	0.00626238	0.00505951	0.00463357	0.00439989	0.00232291	0.00359431	0.00414014	0.00474035	0.0079352	0.00758254	0.00726835	0.00675763	0.008698	0.0114262	0.0105612	0.0107587	0.0106216	0.0119666	0.0087498	0.00487372	0.00778852	0.0276925	0.0404492	0.0427635	0.0661081	0.0808532	0.0634273	0.0543612	0.0234007	0.0312721	0.0424005	0.0198201	0.0274118	0.0176425	0.0252158	0.025985	0.0279892	0.0356194	0.0275659
ont	0.0385667	0.0125313	0.014672	0.0117461	0.0120824	0.00676714	0.0013851	0.00191377	0.00117416	0.00221118	0.00232343	0.00375459	0.00829825	0.0127443	0.0147322	0.0130561	0.020597	0.0280061	0.0237977	0.0285913	0.0226657	0.0359169	0.0352177	0.0434861	0.0347886	0.0342655	0.0429763	0.0654282	0.0497946	0.0324544	0.0271639	0.0356462	0.0203568	0.0201678	0.0102192	0.015476	0.0181336	0.0167164	0.0206601	0.0186196	0.0256906	0.0255698	0.0283541	0.0299836	0.0312975
arrêté	0.0557241	0.0225672	0.0200814	0.0176093	0.0131112	0.00295154	0.00127253	0.000991666	0.000757651	0.00155428	0.00164474	0.00261452	0.00560268	0.00918159	0.00859466	0.00882284	0.00806115	0.00916527	0.00962664	0.0122983	0.0151879	0.0201933	0.0199656	0.0211142	0.0210979	0.0173932	0.0160546	0.0256684	0.0251371	0.0236376	0.0226333	0.0405257	0.0214132	0.0257755	0.0136738	0.0182443	0.0287991	0.0266872	0.0388079	0.0375562	0.0518054	0.0549619	0.0614466	0.0558911	0.0840956
</S>	0.0423666	0.0126607	0.0132868	0.0128032	0.00870834	0.0016682	0.000277791	0.000270458	0.000240771	0.000360212	0.000261139	0.000447276	0.00103467	0.00205312	0.00281107	0.00232859	0.00267928	0.00199896	0.00262481	0.00450693	0.0053522	0.0101952	0.00967381	0.0119835	0.0105676	0.00638458	0.00587302	0.0136314	0.020093	0.029298	0.0318589	0.0429468	0.0260465	0.0410259	0.0366176	0.0335628	0.0421763	0.0438204	0.0511006	0.0590689	0.0717267	0.0672417	0.0646069	0.0608899	0.0908691
