 	a84	a10	a87	a23	a18	a53	a93	a56	a12	a96	a62	a88	a75	a92	a85	a79	a15	a7	a84	a57	a87	a23	a87	a10	a83	a75	a79	a37	a75	a85	a47	a36	a54	a47	a92	a37	a6	a36	a2	a57	a10	a87	a23	a97	a99	a87	a23	</S>
ses	0.0422479	0.0499896	0.0364094	0.0451032	0.0585026	0.0531597	0.0453201	0.0898122	0.0547682	0.0430338	0.0310834	0.025486	0.0227777	0.012865	0.0130357	0.0118697	0.0129469	0.00964581	0.00669269	0.00819564	0.00843111	0.00716784	0.00978204	0.0110543	0.0172612	0.0107582	0.0097177	0.017886	0.0105684	0.0174908	0.0339456	0.02494	0.0170521	0.0170211	0.00715307	0.0133942	0.00970075	0.0153856	0.00680035	0.0044301	0.00570198	0.00721979	0.00680186	0.00556633	0.00546488	0.00561298	0.00731583	0.0134309
parents	0.00251326	0.00440965	0.004724	0.00815502	0.01063	0.0114456	0.00928407	0.03581	0.0318666	0.0228902	0.0334095	0.0403293	0.0964584	0.216091	0.106329	0.0263548	0.0506943	0.0391283	0.0398443	0.0338635	0.0298664	0.0347608	0.0120114	0.0119495	0.00285088	0.00691324	0.00316488	0.00190581	0.00139426	0.0020115	0.000991701	0.004737	0.00774588	0.00707554	0.00520136	0.00354244	0.0020503	0.00132293	0.00442755	0.00491459	0.00211507	0.00542574	0.00328381	0.00160599	0.00536532	0.00219657	0.00556829	0.00137068
ne	0.016612	0.0123414	0.0141087	0.00716664	0.00679964	0.00867834	0.015708	0.0191406	0.0285086	0.0327452	0.0494702	0.0329191	0.0285085	0.0263166	0.0939605	0.0343766	0.0485533	0.0895327	0.0912851	0.0499819	0.0350734	0.0203159	0.0291741	0.0267323	0.0189287	0.0202595	0.0141539	0.00812574	0.00857571	0.00491439	0.0052534	0.0110208	0.00790081	0.00439726	0.00279611	0.00392863	0.00269061	0.0036375	0.00949738	0.00476842	0.00511949	0.00687639	0.00504985	0.00379674	0.00836201	0.00621642	0.00969127	0.00602955
veulent	0.0864188	0.0532429	0.0269096	0.0118604	0.0173357	0.0403699	0.0555138	0.024562	0.0492541	0.061724	0.0712876	0.0313513	0.0337718	0.0204319	0.0348539	0.0271675	0.0356118	0.0355402	0.0300056	0.0357692	0.0215291	0.00914919	0.0106709	0.00820962	0.00676416	0.00834581	0.00934816	0.00661726	0.00816286	0.00439572	0.00610523	0.0062904	0.00683107	0.00543706	0.00499068	0.00508586	0.00706411	0.00926833	0.0167031	0.00902117	0.00822874	0.00490655	0.00537144	0.00655402	0.0050632	0.00561604	0.00508568	0.00620235
plus	0.0404552	0.0350411	0.0359074	0.0509317	0.0245899	0.0294917	0.0331196	0.015899	0.0116408	0.0185684	0.0122081	0.0100169	0.00901697	0.00625466	0.0113083	0.0112499	0.016651	0.020823	0.0236252	0.0225171	0.0324161	0.0329135	0.0576644	0.0521878	0.0453576	0.0267476	0.0346112	0.0262931	0.0214721	0.0190382	0.024732	0.0251159	0.0161874	0.0101682	0.00398845	0.00422271	0.00586268	0.00938314	0.0115462	0.00528499	0.00688014	0.0116652	0.0196333	0.0134104	0.0117315	0.00864516	0.00799696	0.0155279
de	0.0142014	0.0129517	0.0120486	0.00973806	0.00862215	0.00632812	0.00549726	0.00619973	0.0044929	0.00616314	0.00532971	0.00746535	0.00836433	0.0077054	0.0184098	0.0229305	0.0393969	0.041081	0.0472884	0.0573575	0.0700129	0.0770893	0.0916632	0.0726678	0.049966	0.0309648	0.0355917	0.0192016	0.0216543	0.0175247	0.0136912	0.0155985	0.00899898	0.00933664	0.00773726	0.00827197	0.010382	0.0158314	0.0133817	0.00672749	0.00735314	0.00766683	0.00702983	0.00784877	0.00659284	0.00933553	0.00831449	0.00799314
lui	0.0305923	0.026476	0.0202671	0.0109945	0.00884272	0.0119939	0.00922736	0.00583182	0.00423663	0.00760054	0.00466207	0.00582133	0.00465064	0.00322609	0.00967276	0.0121198	0.0265325	0.0236537	0.0294934	0.0411044	0.0551889	0.0431125	0.0518963	0.0491791	0.0437299	0.0366076	0.0380053	0.0215913	0.0279054	0.0211029	0.0209002	0.0252433	0.0142757	0.018802	0.0201329	0.0159085	0.0221597	0.017498	0.0166222	0.0187313	0.0168063	0.0131777	0.0129364	0.0201003	0.012675	0.0184168	0.0133914	0.0169034
parce	0.0198915	0.0181514	0.0175469	0.00881763	0.00673323	0.00719834	0.00440708	0.00354738	0.00307437	0.0057466	0.00307048	0.00774951	0.0103555	0.00787886	0.0182669	0.0279362	0.0442088	0.0428603	0.0419512	0.0484288	0.0456699	0.0269027	0.0371307	0.046028	0.0438733	0.046993	0.0439247	0.030451	0.032641	0.02443	0.0245788	0.0293051	0.0150466	0.0173142	0.01879	0.015013	0.02448	0.0152111	0.012339	0.013379	0.011876	0.0103194	0.0086167	0.0106746	0.00821822	0.0142583	0.0127687	0.0119458
qu'	0.0520499	0.0447723	0.0349326	0.0206806	0.0163975	0.0282353	0.020037	0.0117927	0.00900827	0.0100094	0.0060365	0.00894609	0.00938696	0.00646513	0.0119963	0.0123743	0.0205407	0.0199899	0.0169383	0.017594	0.0136304	0.00588439	0.0143708	0.020833	0.0217931	0.0134571	0.0164043	0.0157348	0.0125319	0.0109768	0.0132588	0.0113839	0.00539282	0.00907508	0.0109278	0.0151696	0.0139438	0.0177768	0.0266812	0.0132925	0.0312539	0.0371283	0.0330103	0.0419841	0.0431035	0.0492844	0.0628795	0.0406535
il	0.0322254	0.0301046	0.0275628	0.0208024	0.0177483	0.0209711	0.015639	0.0136027	0.0166063	0.0142408	0.00862145	0.0117217	0.00701877	0.0065307	0.0123608	0.00794618	0.0138093	0.0177899	0.0166786	0.026684	0.0157021	0.00640285	0.0167045	0.0232037	0.032717	0.0206725	0.0329894	0.0381677	0.0269863	0.0216413	0.02688	0.0193457	0.0124823	0.013545	0.0104614	0.0137684	0.0133404	0.0193457	0.0277383	0.00825249	0.0201453	0.0256329	0.0220916	0.0175538	0.0268717	0.0369977	0.0601225	0.0515725
