 	a66	a87	a23	a40	a37	a44	a54	a15	a47	a36	a6	a37	a61	a96	a88	a44	a90	a25	a92	a98	a79	a44	a4	a70	a13	a99	a87	a23	a99	a87	</S>
les	0.0418907	0.0358306	0.0456267	0.0640881	0.123702	0.118886	0.124133	0.0888876	0.0468109	0.0328957	0.0102361	0.0076928	0.01127	0.010381	0.0251642	0.0131936	0.0144038	0.00408359	0.0059632	0.00637394	0.00889932	0.011261	0.020731	0.0128578	0.0105405	0.0135277	0.011745	0.0152427	0.0222528	0.0175937	0.0238355
femmes	0.00292419	0.00295329	0.00437133	0.0110042	0.0222785	0.0349819	0.0562798	0.0894686	0.131646	0.128459	0.0983873	0.120444	0.0892308	0.0587643	0.080187	0.0157367	0.0141088	0.00438354	0.00581688	0.00657246	0.00361399	0.00133702	0.00087006	0.000791719	0.000502416	0.000369196	0.00166354	0.00194574	0.00295753	0.00454202	0.00340784
emballent	0.0682901	0.0615014	0.0322271	0.0309293	0.0553374	0.0332469	0.0236499	0.0213682	0.0242005	0.0338546	0.025967	0.0329254	0.0351535	0.0210434	0.028936	0.0239052	0.044515	0.07714	0.0694691	0.0314764	0.0135209	0.00843098	0.00635219	0.009697	0.00572674	0.00976711	0.0208573	0.0305568	0.0443677	0.0375037	0.0380833
du	0.0406216	0.0266127	0.0229334	0.0244843	0.0630929	0.0663285	0.0607231	0.0782847	0.0437053	0.0339235	0.0262799	0.0220919	0.0158947	0.00947385	0.00781471	0.00477898	0.00988519	0.0135312	0.0163298	0.0164952	0.0117908	0.015004	0.0168299	0.0188108	0.0245583	0.0346264	0.0461409	0.0556892	0.0413649	0.0498594	0.08204
manioc	0.0248945	0.0183564	0.0068386	0.00498637	0.00985713	0.00826566	0.00867963	0.0060916	0.00974346	0.0269028	0.0238319	0.0415573	0.0337696	0.0335782	0.0719542	0.0741621	0.101767	0.0517474	0.0576478	0.0464643	0.0469627	0.043069	0.0235422	0.0342748	0.025286	0.0343311	0.0273258	0.0335102	0.0305783	0.0184883	0.021536
avec	0.0507911	0.0571021	0.0324178	0.0173001	0.0177666	0.00984055	0.00585855	0.00354486	0.0108529	0.0361153	0.0370948	0.0475108	0.0325749	0.0231901	0.0273161	0.0223484	0.0281487	0.0186905	0.0165875	0.0148529	0.016669	0.0287424	0.0241646	0.0231068	0.0368688	0.0283318	0.0621595	0.0767157	0.0605201	0.0427579	0.0900587
les	0.0901478	0.0664526	0.0383271	0.020844	0.0295962	0.0137654	0.00759222	0.00585505	0.019274	0.0526219	0.0550109	0.046231	0.0333673	0.0211776	0.0243419	0.0175725	0.021611	0.0176968	0.0161298	0.0145664	0.0211607	0.0281525	0.0298856	0.0309244	0.035595	0.0249307	0.0481612	0.0392769	0.0414493	0.032536	0.0557464
feuilles	0.0981918	0.0576191	0.0434581	0.0282537	0.0253541	0.0176746	0.0128535	0.0124856	0.0151896	0.018925	0.0154636	0.0122388	0.0147116	0.0142473	0.0199473	0.0150897	0.0179031	0.0170427	0.0243239	0.0253218	0.0453163	0.0523288	0.0438558	0.0579688	0.0434124	0.0329125	0.0648301	0.0312803	0.0440617	0.0392018	0.0385365
sauvages	0.106407	0.0408434	0.0532907	0.0407806	0.0374514	0.0246617	0.0208496	0.0184429	0.011131	0.00823231	0.00519217	0.00386892	0.00420865	0.00380951	0.011886	0.00958418	0.0206242	0.00746105	0.00875267	0.00830986	0.0125029	0.0253779	0.037118	0.0356938	0.0366925	0.0302253	0.0958245	0.0578221	0.0729085	0.0645371	0.0855096
awoyo	0.035621	0.0259569	0.0213686	0.0121565	0.0107313	0.00772002	0.00518411	0.00729483	0.00823458	0.00996232	0.0119623	0.0122794	0.014463	0.0161565	0.0255916	0.0347766	0.0326582	0.0291916	0.0345062	0.0358655	0.0196186	0.0276946	0.0470749	0.03483	0.0385245	0.0386882	0.118788	0.0753083	0.0738152	0.0740559	0.0599208
</S>	0.0317093	0.0176425	0.0120305	0.00695261	0.00833628	0.0067944	0.00616506	0.00612448	0.00687918	0.0138033	0.0125977	0.0148158	0.0140312	0.0131993	0.0222607	0.0211765	0.0340577	0.0239058	0.0262134	0.0277924	0.0300684	0.057424	0.0761515	0.0710829	0.0742227	0.0635536	0.0825607	0.0480672	0.0559162	0.0381089	0.0763556
