 	a66	a87	a23	a18	a5	a36	a24	a31	a21	a85	a37	a21	a47	a31	a0	a62	a93	a94	a93	a34	a92	a37	a44	a26	a82	a87	a23	a87	a23	a87	</S>
cette	0.0453136	0.0846721	0.0474783	0.0442764	0.0367137	0.0423928	0.0642364	0.0467312	0.0449238	0.0285835	0.0326195	0.0313512	0.0243145	0.0232035	0.0398992	0.0135766	0.0162713	0.0104935	0.0139883	0.0158214	0.0207734	0.0250734	0.0556406	0.0321024	0.047827	0.0373867	0.015701	0.0208467	0.0132976	0.0114533	0.0130373
manière	0.00791617	0.0154745	0.0471684	0.114954	0.0590675	0.0434613	0.0599745	0.0650989	0.050832	0.0660682	0.043814	0.0499796	0.0141005	0.0280528	0.0127642	0.0245608	0.0179879	0.0122665	0.0112448	0.0283897	0.0271879	0.0137704	0.0175826	0.0117414	0.0131176	0.0271506	0.0183655	0.0170118	0.0230446	0.0466474	0.0112035
de	0.0803503	0.0374767	0.0323453	0.0169315	0.015796	0.0244203	0.0183922	0.0199914	0.0196485	0.0210562	0.0155347	0.0125671	0.0142372	0.010686	0.0107696	0.00790976	0.00866824	0.00958021	0.0127755	0.0166951	0.028081	0.0274708	0.0456036	0.0849333	0.0396357	0.0528384	0.0620208	0.0554183	0.0578505	0.103099	0.0372167
t'	0.0610759	0.0314835	0.018374	0.00481691	0.00585947	0.0169843	0.0198885	0.0274078	0.0437917	0.0582074	0.108766	0.0759062	0.0918243	0.0628008	0.0464159	0.0291733	0.023978	0.0283522	0.0260102	0.0121668	0.0165532	0.0134556	0.0156077	0.0124567	0.0111416	0.0198583	0.022331	0.0268782	0.0161254	0.0403118	0.0119976
énivrer	0.0247675	0.0162152	0.0113842	0.00650686	0.00874854	0.0125985	0.0166081	0.0230407	0.0317693	0.0570963	0.0486778	0.0319524	0.0806565	0.12045	0.0770462	0.0669751	0.0912178	0.0782494	0.052616	0.0127233	0.00936156	0.00390123	0.00531554	0.00516063	0.00507488	0.0120874	0.013552	0.0147511	0.013227	0.0248901	0.0233787
te	0.0290858	0.036816	0.0363167	0.0305388	0.0185745	0.020645	0.0186305	0.017056	0.0217305	0.034027	0.0294376	0.0239289	0.0398465	0.047744	0.0409305	0.0336738	0.0393048	0.0248783	0.0235868	0.0214693	0.0273048	0.0131845	0.0151893	0.0132319	0.0267384	0.0318668	0.039412	0.0323745	0.0541014	0.0736716	0.0847034
tuera	0.0378582	0.0357004	0.037208	0.0208313	0.017173	0.016818	0.0120962	0.0122412	0.01466	0.0357628	0.0335054	0.0166788	0.0218339	0.0137608	0.0154937	0.0171955	0.019212	0.0213618	0.019702	0.0240121	0.0377266	0.016858	0.0313131	0.0284904	0.0679285	0.0573188	0.0370779	0.0316474	0.0748584	0.0543641	0.119312
un	0.0409624	0.0281937	0.0181466	0.0089802	0.00641188	0.0059616	0.0055979	0.00463736	0.00379979	0.00500491	0.00545281	0.00383627	0.00537955	0.00518426	0.00976293	0.0154241	0.0133971	0.0150774	0.0141169	0.0138361	0.0220655	0.0300509	0.0486725	0.0600736	0.0711629	0.0826143	0.103632	0.0720493	0.0939379	0.0720876	0.11449
jour	0.0571485	0.0606713	0.068037	0.0409407	0.0231292	0.024301	0.0243738	0.0193635	0.0145136	0.0132191	0.0125556	0.00752404	0.00766364	0.00747583	0.00865949	0.0108598	0.0152495	0.0144045	0.00930459	0.00671341	0.00984813	0.0116873	0.0196651	0.0176605	0.0381305	0.0614468	0.0732107	0.0746793	0.0795308	0.0816411	0.0863919
</S>	0.0621267	0.0695271	0.0640566	0.0278775	0.014993	0.016757	0.0153395	0.0133712	0.0100813	0.010669	0.010034	0.00666033	0.0128609	0.0162467	0.017444	0.01763	0.0339312	0.030655	0.0181908	0.0102557	0.0162461	0.0146914	0.0213859	0.0149569	0.0313571	0.048614	0.0607274	0.0553645	0.0670962	0.0594032	0.13145
