 	a66	a87	a23	a40	a36	a44	a26	a38	a70	a44	a98	a47	a92	a37	a54	a47	a6	a0	a61	a18	a71	a11	a93	a96	a70	a13	a9	a99	a87	a23	a87	</S>
les	0.0509643	0.110006	0.0954262	0.108153	0.092035	0.0909329	0.108389	0.0516645	0.0375937	0.0246001	0.0214511	0.0114884	0.0145695	0.0121679	0.0109837	0.0077209	0.0101164	0.00716443	0.00944568	0.00650066	0.00850302	0.0115334	0.00863198	0.0105624	0.00766742	0.00729733	0.0107869	0.00615466	0.00747925	0.00887933	0.00851388	0.0226176
têtards	0.00120041	0.00448262	0.0106924	0.0102697	0.0207525	0.0278383	0.0247633	0.0767126	0.111763	0.0815338	0.162932	0.149495	0.154635	0.0598356	0.0351161	0.0302311	0.0135411	0.00673313	0.00256224	0.00134321	0.000717618	0.000521842	0.000473273	0.000778743	0.000593265	0.00097083	0.00137749	0.00133237	0.00141736	0.00129534	0.00213757	0.00195169
à	0.0236386	0.0160367	0.00625602	0.0139715	0.0266045	0.0239106	0.0283948	0.0580805	0.072114	0.0989785	0.109329	0.0743991	0.0956866	0.0635332	0.0575144	0.0330776	0.0179924	0.0173408	0.026551	0.0176582	0.0235917	0.0175371	0.00444405	0.00540498	0.00524104	0.00536186	0.00799615	0.0100129	0.00733249	0.0138755	0.00865741	0.00947687
grosse	0.0244991	0.0232327	0.0090456	0.00818408	0.0113198	0.00891678	0.0104087	0.0181092	0.0326888	0.0688565	0.110545	0.0750692	0.0805726	0.0474099	0.0280139	0.0318814	0.0199062	0.0255118	0.0267661	0.0550385	0.0641314	0.0368618	0.0187329	0.0166076	0.0189596	0.0246752	0.0192608	0.0227329	0.0206625	0.0167733	0.0170123	0.00761373
tête	0.0262963	0.0294182	0.0188289	0.0149818	0.0164465	0.0175749	0.0153294	0.0189156	0.0184185	0.0185002	0.0192975	0.0109617	0.0232424	0.0126937	0.0352574	0.0582832	0.0664488	0.070358	0.0885611	0.0678226	0.0640923	0.0415848	0.0325405	0.0316663	0.0296391	0.0265544	0.0230534	0.019204	0.0140405	0.0213645	0.0195315	0.0290919
plate	0.042271	0.0198898	0.0195663	0.0160084	0.0176652	0.0170002	0.0149242	0.0157976	0.015585	0.0153411	0.0116828	0.0113313	0.0270552	0.018757	0.0354749	0.0341251	0.0297605	0.0381918	0.0365081	0.0644144	0.0729355	0.075567	0.0479457	0.0328315	0.0348471	0.0428157	0.0288497	0.0294418	0.0186727	0.0269654	0.038304	0.0494741
nagent	0.0506527	0.0311766	0.0406668	0.0251123	0.0150397	0.0109707	0.00976578	0.0108556	0.0100351	0.0217607	0.0174948	0.0180546	0.0277578	0.0212888	0.0352813	0.038466	0.0539685	0.0507577	0.0381092	0.0315615	0.053114	0.047617	0.0360174	0.0300335	0.0383245	0.0335555	0.0344762	0.0425572	0.0227932	0.0272856	0.0277908	0.047659
dans	0.0555182	0.0260022	0.0300422	0.0109634	0.00332074	0.00246594	0.00304967	0.00229761	0.00387197	0.00888397	0.00814032	0.00880838	0.0108928	0.0128669	0.0135549	0.0170282	0.0238021	0.0223454	0.0177236	0.0193782	0.0327039	0.0450467	0.0431098	0.035501	0.0522344	0.0589534	0.081954	0.0841048	0.0741701	0.0570188	0.0768053	0.0574412
l'	0.0343116	0.0244244	0.0324432	0.013845	0.00469071	0.00308396	0.0041794	0.00450179	0.00761271	0.0134867	0.0164612	0.01779	0.0201757	0.0249518	0.0233588	0.0396722	0.0579232	0.0500987	0.0286543	0.0198581	0.0230213	0.0306104	0.0311546	0.0260801	0.0477964	0.0513256	0.0636423	0.071092	0.0629993	0.0426139	0.0514947	0.0566459
étang	0.0383768	0.0314698	0.0519052	0.0274859	0.0114424	0.00640295	0.00928856	0.00889227	0.0114777	0.0179646	0.0235285	0.0178276	0.0162509	0.0141737	0.0186164	0.0271805	0.0389265	0.0340171	0.0402882	0.0343116	0.0286434	0.0197907	0.0188958	0.0182559	0.0235218	0.0287253	0.0470428	0.0489551	0.0538182	0.0479771	0.0700999	0.114447
</S>	0.0860488	0.0492184	0.04193	0.0359496	0.0131544	0.00609344	0.0097667	0.00890674	0.0146878	0.0199198	0.0261275	0.0200829	0.0203985	0.017897	0.0196337	0.0217836	0.0242508	0.0251657	0.0238373	0.0216254	0.016453	0.0197725	0.0167827	0.0188949	0.0266993	0.0274037	0.0405525	0.0608395	0.0637648	0.0539772	0.068251	0.0801307
