 	a66	a87	a23	a87	a23	a87	a23	a79	a44	a70	a34	a37	a79	a98	a15	a79	a75	a5	a12	a47	a31	a62	a88	a62	a47	a31	a0	a24	a9	a10	a87	a23	a83	a54	a47	a7	a15	a6	a37	a79	a25	a15	a56	a43	a21	a47	a88	a93	a4	a44	a54	a36	a2	a57	a87	a23	a99	a87	</S>
mon	0.014989	0.0161933	0.0175529	0.0141116	0.0126574	0.0153364	0.0114351	0.0274964	0.0223079	0.0224039	0.0275962	0.0231472	0.0380871	0.0483131	0.0254378	0.0207889	0.0159846	0.0141299	0.0344783	0.0260511	0.0152489	0.0273826	0.027279	0.0334108	0.0411456	0.0289137	0.0163652	0.0187728	0.020253	0.0112676	0.0103593	0.0112413	0.00816788	0.0159295	0.0115663	0.0140132	0.00751077	0.0109275	0.00709355	0.0105254	0.0128056	0.00848299	0.00560164	0.0040241	0.00786706	0.00662034	0.00540934	0.00561545	0.00679776	0.00680116	0.00837517	0.00677631	0.00521107	0.00566765	0.0100932	0.0154243	0.0227753	0.0223207	0.0374588
frère	0.00250826	0.00542077	0.0142389	0.0106159	0.0366644	0.0348878	0.0665081	0.0857491	0.0544721	0.104384	0.0915527	0.0977997	0.0903553	0.07628	0.0467745	0.0232683	0.0160643	0.0119246	0.0168659	0.00880301	0.00649471	0.00518216	0.00335464	0.00358291	0.0039111	0.00418692	0.00246196	0.0023521	0.00201721	0.00270929	0.00561784	0.00365836	0.00284573	0.00224381	0.0039318	0.00574366	0.00206403	0.00407667	0.0038533	0.005681	0.00453028	0.00518965	0.00489712	0.00326988	0.000927896	0.00132833	0.00194345	0.00049951	0.000688289	0.000264605	0.000513475	0.000314432	0.000188227	0.000300874	0.000370613	0.00101042	0.000714189	0.00130198	0.000640124
ainé	0.0134437	0.0152073	0.0149633	0.022445	0.0115953	0.0231121	0.0129479	0.0201597	0.027269	0.0381252	0.0644769	0.0794363	0.124515	0.0714178	0.0460398	0.025126	0.0217821	0.0082868	0.0124344	0.0108354	0.00821298	0.00922416	0.0119684	0.00719479	0.00834558	0.00444956	0.00926778	0.00475526	0.00737714	0.0106561	0.00562081	0.00519257	0.00816899	0.00814029	0.014756	0.00908658	0.0234639	0.0197796	0.0201526	0.0101278	0.0056714	0.00344369	0.00345411	0.00224754	0.00424316	0.00457081	0.00361799	0.00347259	0.00513177	0.00782382	0.00968244	0.00961198	0.00742663	0.00715949	0.0091799	0.0126164	0.00769426	0.0148016	0.00859099
est	0.0151851	0.00739825	0.00623417	0.00638459	0.0036462	0.00480891	0.00289462	0.00301417	0.00276045	0.00513166	0.00850006	0.00772464	0.00585823	0.0133294	0.0171342	0.0216534	0.020765	0.0218283	0.0131593	0.0195691	0.011666	0.0308209	0.0078773	0.0150651	0.0292077	0.030947	0.0199976	0.031426	0.0260294	0.0284464	0.0233301	0.0346171	0.0523884	0.0446487	0.0402322	0.0214435	0.0383127	0.018226	0.0194772	0.00885882	0.00815881	0.00717023	0.00893488	0.00638513	0.00722375	0.00732694	0.00789791	0.00739729	0.00584035	0.0102144	0.0115853	0.0161773	0.00915956	0.0128859	0.0195721	0.0221479	0.0224178	0.0308537	0.0386532
cachotier	0.0267754	0.0164721	0.0129612	0.0180054	0.0115311	0.0175311	0.0177454	0.00966196	0.0194616	0.0146629	0.0163924	0.0193882	0.0105851	0.0168942	0.0274121	0.0317767	0.0281038	0.0254781	0.0259156	0.0290849	0.0267964	0.0299512	0.0244979	0.029062	0.0316946	0.032891	0.026549	0.039807	0.0286622	0.0260257	0.0328453	0.0294567	0.0274399	0.0199335	0.018682	0.021224	0.0126399	0.0123995	0.00942579	0.00845954	0.00746336	0.00704032	0.0125701	0.00956905	0.00775167	0.00924256	0.00904531	0.00735961	0.0045183	0.00323307	0.00313615	0.00261226	0.00192442	0.00265912	0.00429317	0.00358751	0.00662371	0.00391893	0.00916925
il	0.0069156	0.00488944	0.00455463	0.0040933	0.00232223	0.00288876	0.00194865	0.00405916	0.00678603	0.0085315	0.0135988	0.0156224	0.01309	0.0250071	0.0277568	0.030049	0.044198	0.0440662	0.0729628	0.0472659	0.0404805	0.0427795	0.0512557	0.0541215	0.0356606	0.0342138	0.0273629	0.0418037	0.0358122	0.0165464	0.0124571	0.0115276	0.00898044	0.0148398	0.00703254	0.00861111	0.00605318	0.00674946	0.00292001	0.00399368	0.00475625	0.00406044	0.00348617	0.00218409	0.00215595	0.00307737	0.00452208	0.00340412	0.00434887	0.00561458	0.00791645	0.00992487	0.00721209	0.0105009	0.012804	0.014043	0.0122305	0.0159575	0.027993
se	0.0228046	0.0096853	0.00232772	0.00512525	0.00196899	0.00318563	0.00195993	0.00387235	0.00950388	0.00560055	0.0126612	0.0134032	0.00650453	0.00796631	0.0155706	0.028819	0.0459906	0.0193982	0.0288246	0.0300751	0.0266415	0.0432013	0.049996	0.0303916	0.0385552	0.0190515	0.0434802	0.0432979	0.0511964	0.0540817	0.0354268	0.0364315	0.0398976	0.027984	0.0243178	0.0162743	0.0199139	0.0143236	0.0118646	0.0107155	0.013298	0.0104818	0.0104214	0.00625255	0.0039722	0.011214	0.00516917	0.00527928	0.00225564	0.00159124	0.00206422	0.00168929	0.00170303	0.00103899	0.00144681	0.00171794	0.00266999	0.00273021	0.00271378
marie	0.0222646	0.0125557	0.00442175	0.00906069	0.00347946	0.00580665	0.00436979	0.00670148	0.0131665	0.00743699	0.0122061	0.0183507	0.021209	0.0204679	0.0349414	0.0562861	0.0626652	0.0331165	0.0319006	0.0268824	0.0223386	0.0313178	0.0355841	0.0228212	0.0386252	0.0170557	0.0384029	0.0314867	0.0426758	0.0590877	0.0332813	0.0288428	0.0291229	0.0179976	0.0190163	0.0105189	0.0163201	0.00723235	0.00502278	0.00465952	0.00466279	0.00453758	0.00387624	0.00346752	0.00223712	0.00837038	0.00325528	0.00316819	0.00187695	0.00167646	0.00301385	0.00311279	0.00229543	0.00263505	0.00464427	0.00521616	0.00648375	0.00801429	0.00875614
en	0.0149833	0.0118951	0.00897678	0.0098599	0.00510817	0.00634194	0.00419728	0.00574149	0.00730834	0.00752148	0.0130395	0.00603879	0.00458235	0.00951225	0.0126303	0.021542	0.0345425	0.0314314	0.0371516	0.0293595	0.0289672	0.0242255	0.0312421	0.0274403	0.0317797	0.0227748	0.0317445	0.0223288	0.0332475	0.0422652	0.0288461	0.0260844	0.0270836	0.0209489	0.0198	0.0149227	0.0144776	0.0090192	0.00582817	0.00582764	0.00617168	0.00744094	0.00415428	0.00504794	0.00396323	0.00921598	0.00524815	0.00734748	0.00773862	0.00849895	0.0164805	0.0164462	0.0171762	0.0123502	0.0171299	0.0184721	0.0174792	0.0228678	0.0461528
secret	0.00605954	0.00336348	0.00359695	0.00410877	0.00377806	0.00542104	0.00528206	0.00469439	0.00387382	0.00342233	0.00493539	0.0046048	0.00257195	0.0055008	0.00818995	0.0143788	0.0242073	0.0203916	0.0253188	0.0343877	0.0530268	0.0288878	0.0483573	0.0299161	0.0336545	0.0294723	0.0415588	0.0292294	0.0352351	0.0355888	0.0285826	0.0245143	0.0239099	0.0163731	0.0132604	0.0122222	0.00810097	0.00859965	0.00842346	0.00921303	0.0106139	0.0105956	0.00835223	0.00846174	0.00812443	0.0138969	0.0128033	0.0118873	0.00879182	0.0119607	0.0139337	0.0145332	0.0104222	0.0128729	0.0149024	0.0230139	0.0288733	0.0266838	0.0430625
