 	a66	a87	a97	a87	a97	a79	a90	a75	a56	a96	a75	a37	a26	a11	a62	a96	a34	a75	a5	a37	a47	a96	a62	a21	a5	a43	a47	a34	a93	a13	a30	a13	a70	a56	a79	a44	a54	a36	a2	a57	a3	a97	a38	</S>
tout	0.0380536	0.0534558	0.0472526	0.0486909	0.0559123	0.0771097	0.0685546	0.0695311	0.0424484	0.0357361	0.0246828	0.024825	0.0259331	0.021359	0.0138938	0.0171451	0.0124746	0.00959911	0.0084583	0.00624016	0.00485379	0.00649829	0.00492513	0.0068158	0.00434012	0.00544377	0.00436113	0.00497494	0.00648099	0.00945865	0.0141302	0.0138944	0.0103489	0.0146568	0.0152362	0.0149222	0.0182933	0.0158176	0.0284236	0.036355	0.0157012	0.0155324	0.0119188	0.0152606
s'	0.0118904	0.00952579	0.0122891	0.0164185	0.0182305	0.0133554	0.0109665	0.018914	0.0279596	0.0251201	0.0253483	0.0343855	0.0350943	0.0250214	0.0282363	0.0185609	0.0155263	0.0164127	0.0180085	0.0196361	0.0356595	0.017877	0.0221076	0.0192268	0.0207481	0.0174771	0.0300975	0.0275837	0.0159851	0.01735	0.0163098	0.0185305	0.0270129	0.021753	0.0279443	0.0252463	0.0213491	0.0201782	0.0267398	0.0400836	0.0437437	0.0314923	0.0414058	0.0131981
était	0.0338589	0.0217986	0.0207347	0.013396	0.019605	0.0104377	0.00895516	0.0112223	0.0143639	0.014129	0.0112938	0.0179388	0.0342113	0.0351862	0.0441291	0.0508175	0.0225142	0.0236862	0.0376654	0.0376119	0.0595159	0.0252329	0.0387371	0.013617	0.0207215	0.0118822	0.0234934	0.0103872	0.00670464	0.0050463	0.00309862	0.00267242	0.00811364	0.0105203	0.0168636	0.021797	0.021832	0.0245586	0.0244823	0.0472569	0.0425629	0.0192558	0.033625	0.0244672
passé	0.0248252	0.0229824	0.026279	0.0287703	0.026379	0.0370606	0.0232102	0.0215175	0.021865	0.0150508	0.0220438	0.026508	0.0244289	0.0170792	0.0160392	0.0125094	0.0189456	0.0223867	0.0246017	0.0266826	0.031725	0.039171	0.0388596	0.0292834	0.0383447	0.0279463	0.0231405	0.0339283	0.0628223	0.0665822	0.0324578	0.0151439	0.0197016	0.0083346	0.00771176	0.0112892	0.0112467	0.00580954	0.00529203	0.00589756	0.00754007	0.00523343	0.00490132	0.0084718
comme	0.0536327	0.0430517	0.0378496	0.0269409	0.0228014	0.00991296	0.00413679	0.00761058	0.0117369	0.0165599	0.0196364	0.0295729	0.026751	0.0250763	0.021705	0.0210102	0.0144232	0.0128467	0.0120984	0.0118627	0.0117711	0.00714846	0.00650978	0.00870687	0.00586359	0.00647038	0.00558505	0.00977022	0.00454481	0.00572299	0.00555598	0.00753421	0.0119822	0.0103796	0.0150305	0.0272432	0.0370941	0.0490072	0.0321131	0.0466783	0.0535568	0.0399195	0.0642773	0.0983185
le	0.0240424	0.0148932	0.0106807	0.0148604	0.011574	0.00738584	0.00356885	0.0069957	0.0113515	0.0146214	0.0259719	0.0323221	0.0260065	0.0236258	0.02753	0.0311459	0.0223048	0.0227503	0.0269499	0.0270189	0.02271	0.0168202	0.0123066	0.0173799	0.00679699	0.0107241	0.0162332	0.0136043	0.0201336	0.0240357	0.0260296	0.0421789	0.02679	0.0325377	0.0578195	0.0383474	0.0359826	0.0481093	0.0310807	0.03245	0.0244491	0.0177306	0.0184225	0.0217275
chef	0.0177822	0.0104607	0.00829734	0.00987531	0.00958612	0.00468855	0.00327268	0.00391386	0.00589944	0.0104188	0.0176356	0.0117731	0.0096159	0.0126692	0.0169342	0.0303372	0.0337808	0.0337973	0.0299416	0.040305	0.0427441	0.0190554	0.013005	0.0218489	0.013528	0.023777	0.0367909	0.0314394	0.0275943	0.0322781	0.0279056	0.0162863	0.0291667	0.0249821	0.0307958	0.0279462	0.0385936	0.0916037	0.0333716	0.0277863	0.019635	0.0117123	0.014503	0.0226658
l'	0.0403834	0.0220475	0.0173464	0.00865698	0.00599031	0.00476127	0.00433413	0.00830017	0.00638638	0.011354	0.00946515	0.0172907	0.00927635	0.015809	0.0140006	0.0194635	0.0101854	0.0121972	0.00956977	0.00762621	0.00564427	0.00319781	0.00221329	0.00406714	0.00265566	0.00413513	0.00517828	0.00958826	0.00645641	0.00995759	0.0229569	0.0289227	0.037957	0.0475011	0.0721784	0.0604472	0.0748478	0.102664	0.0591764	0.0499709	0.0348118	0.0251168	0.0265026	0.0494082
avait	0.0204838	0.0108467	0.0118192	0.014941	0.0207715	0.0234661	0.0177904	0.0208346	0.0157573	0.0226958	0.0230912	0.0264896	0.0249275	0.0342213	0.0302852	0.0348951	0.0366029	0.0383845	0.0338629	0.0322166	0.0324727	0.0237843	0.0212992	0.0229222	0.0196652	0.0196649	0.0163374	0.0081694	0.00646552	0.00579182	0.00548886	0.00502244	0.00834667	0.00897067	0.0127078	0.0190976	0.0340473	0.035214	0.0233031	0.0283965	0.0280155	0.0251658	0.0288683	0.0663994
prédit	0.0277863	0.0211394	0.0211696	0.0143836	0.0166555	0.0130429	0.00548956	0.0102297	0.0123063	0.0187746	0.0161235	0.0262442	0.0257361	0.0275446	0.0219905	0.0229752	0.0171347	0.0175059	0.0161815	0.0153229	0.0106909	0.00977921	0.00763306	0.0129073	0.00936001	0.00981557	0.00819105	0.00396567	0.00266151	0.00287249	0.00364407	0.00366047	0.00661794	0.00975167	0.0113147	0.023532	0.0459639	0.0431808	0.0408129	0.062851	0.0621086	0.0422305	0.0540324	0.144685
</S>	0.0373516	0.0228576	0.0179145	0.0103391	0.0100006	0.00813692	0.00414379	0.00814564	0.0138039	0.0165503	0.0150396	0.0314075	0.0424872	0.0289533	0.0242897	0.0197538	0.0126707	0.01342	0.0147104	0.0129387	0.00856675	0.00822673	0.00877553	0.0165575	0.0116511	0.0157821	0.0139776	0.0105893	0.00576121	0.00859941	0.011659	0.0113132	0.0252442	0.0315911	0.022825	0.0306016	0.046277	0.0360312	0.0406803	0.0528701	0.0471514	0.0386937	0.0495558	0.0821043
