 	a85	a87	a23	a87	a23	a57	a20	a73	a56	a66	a11	a90	a41	a94	a54	a73	a37	a27	a53	a69	a4	a70	a98	a71	a9	a38	a93	a4	a70	a13	a15	a94	a15	a73	a94	a41	a73	a84	a57	a87	</S>
je	0.0356024	0.0310748	0.0165514	0.0194064	0.0164002	0.0192874	0.0544154	0.0538073	0.0525492	0.033787	0.0362837	0.0457582	0.0408948	0.0497949	0.0303628	0.0342964	0.0211804	0.025222	0.0306757	0.0216675	0.0265986	0.0160101	0.0162451	0.0113493	0.0135319	0.0105824	0.00941273	0.00825934	0.00804105	0.00862665	0.0187577	0.00907104	0.0141121	0.00567109	0.0128118	0.0157804	0.0222563	0.0194796	0.0211961	0.0183296	0.044859
vais	0.0074932	0.00604287	0.00571263	0.00913347	0.00758593	0.0149675	0.0310435	0.0482541	0.0418219	0.0400768	0.0626374	0.0373194	0.0583499	0.0311995	0.0354033	0.0216222	0.0239715	0.0190709	0.0118954	0.0176925	0.00877993	0.0188156	0.0196524	0.0139493	0.0361756	0.0287088	0.0211178	0.0196419	0.0266377	0.00986455	0.0137697	0.0156757	0.0217867	0.0241052	0.0208829	0.0235909	0.0362651	0.0341123	0.0249729	0.0250458	0.0251554
chercher	0.0335272	0.0271659	0.0153306	0.0187644	0.0148586	0.0162611	0.0135595	0.0131343	0.0175805	0.0116231	0.0158417	0.0111989	0.0110843	0.00721394	0.00875869	0.00491157	0.0048567	0.00564354	0.00590509	0.00632303	0.00498209	0.00563206	0.00589877	0.005214	0.00882943	0.00666016	0.00691567	0.00442178	0.0035552	0.00382711	0.00515253	0.0145939	0.0299292	0.0621982	0.108446	0.116867	0.0559707	0.0483597	0.0547305	0.0731818	0.111091
du	0.0462626	0.069714	0.0558138	0.0615598	0.0444003	0.0268732	0.0195506	0.0152633	0.0138319	0.00666661	0.0083152	0.00829288	0.00829854	0.0047636	0.00233406	0.00270399	0.00479604	0.00705135	0.00285386	0.0116174	0.0185099	0.0159549	0.0143064	0.0260023	0.00765645	0.0196729	0.016284	0.0180518	0.0422607	0.0643585	0.063481	0.0550861	0.0446835	0.0323602	0.0265091	0.0266982	0.0163471	0.0179765	0.0123617	0.0128144	0.0276613
bois	0.0352973	0.0264646	0.0193781	0.0146763	0.0160745	0.0112487	0.0172167	0.0276308	0.0318752	0.0372145	0.0272236	0.0352681	0.0243388	0.0197412	0.00539561	0.00853547	0.00886144	0.00524615	0.00504237	0.0193758	0.00807638	0.0206816	0.0166888	0.0150954	0.0130282	0.0274453	0.0309613	0.035724	0.0542544	0.045694	0.0568658	0.0405338	0.0440812	0.0298708	0.0247539	0.0226104	0.0317252	0.0230418	0.0233541	0.0258733	0.0135351
pour	0.0670156	0.0496489	0.0334969	0.0250971	0.022949	0.0185452	0.026502	0.0466791	0.0372256	0.0315751	0.0344849	0.0776633	0.082473	0.0438669	0.018321	0.0234143	0.0411374	0.0114183	0.00977173	0.0104871	0.00562754	0.00894492	0.00734718	0.00827432	0.0174988	0.016349	0.0117506	0.0116125	0.0127543	0.012764	0.0152387	0.0100819	0.00700154	0.0081355	0.00615979	0.00717166	0.0163404	0.0170662	0.0154865	0.0302971	0.0423249
faire	0.0889592	0.0533156	0.0337643	0.0244878	0.0148542	0.0148391	0.0181551	0.0208289	0.0176338	0.0079697	0.011635	0.0117916	0.00708076	0.00596397	0.00589121	0.00571843	0.00521391	0.00246177	0.00322481	0.0033893	0.00376391	0.0048884	0.0049167	0.00799141	0.00976053	0.0225587	0.018222	0.017407	0.0259879	0.0266542	0.0324218	0.0286892	0.0301296	0.0270341	0.0239501	0.015138	0.0560589	0.0315929	0.0596194	0.107662	0.0883754
du	0.0496329	0.0384966	0.0344949	0.0284641	0.0252602	0.021513	0.0203806	0.0278556	0.0223844	0.0133068	0.0171393	0.0176532	0.0131185	0.00798576	0.00604492	0.0039736	0.00562198	0.00337213	0.00573727	0.00640078	0.0098531	0.0174735	0.0185498	0.00972846	0.0141066	0.0209257	0.0272742	0.0177332	0.023622	0.0330608	0.0299622	0.0408299	0.0377217	0.0297672	0.0425919	0.0364949	0.043639	0.0421886	0.0370439	0.0449487	0.0536481
feu	0.0446121	0.0386834	0.0277962	0.0214242	0.0141494	0.0135496	0.0278801	0.0233188	0.0360795	0.0160394	0.0145633	0.0158401	0.0102816	0.00760332	0.00934738	0.00514117	0.00343684	0.00469249	0.00650148	0.00859573	0.00709094	0.00527316	0.00820137	0.00692551	0.0067733	0.0107123	0.0226125	0.0133241	0.0225901	0.0366503	0.0322832	0.0381102	0.040087	0.0257226	0.0457197	0.0584447	0.0687717	0.0556857	0.0526589	0.0471831	0.0456435
</S>	0.0723487	0.0418307	0.025197	0.0156586	0.0119746	0.00964265	0.00938179	0.0113567	0.0196778	0.00862185	0.0114925	0.0127699	0.00816781	0.00803385	0.00808005	0.00370715	0.00492575	0.00642318	0.00637736	0.00532627	0.00737409	0.00623348	0.00602365	0.00841173	0.00772851	0.0086893	0.00854263	0.00550231	0.00948774	0.00757888	0.0133324	0.0115677	0.016137	0.0160262	0.0171748	0.0217734	0.0612634	0.0826957	0.101044	0.135611	0.146809
