 	a66	a87	a23	a83	a54	a41	a5	a18	a36	a85	a6	a79	a37	a21	a92	a25	a92	a25	a56	a21	a47	a31	a47	a75	a5	a41	a75	a85	a6	a36	a26	a57	a87	a23	a99	a87	a97	</S>
j'	0.049365	0.0714546	0.0628727	0.0691343	0.0641756	0.0960221	0.140606	0.0367977	0.0132638	0.00636724	0.0109952	0.00664971	0.0052637	0.00473825	0.004023	0.00464382	0.00498256	0.00633879	0.00889994	0.0128147	0.0072687	0.0224478	0.0268498	0.0227899	0.0286783	0.0144666	0.00798254	0.00939094	0.0138783	0.0126059	0.0125065	0.0105393	0.0163293	0.0105882	0.0178141	0.0219322	0.0179711	0.0465513
adresse	0.014306	0.0127881	0.0142128	0.0106862	0.014401	0.0137799	0.0326809	0.0597514	0.0604292	0.0479303	0.0473399	0.0644828	0.053806	0.0588498	0.0474913	0.0431201	0.034737	0.0267515	0.0218352	0.0113455	0.00740344	0.00726875	0.00492403	0.00692531	0.00603643	0.0122477	0.020164	0.0212665	0.0291974	0.0269093	0.0163036	0.0266343	0.0225511	0.0201599	0.0238679	0.0177066	0.0213363	0.0183724
mes	0.0227062	0.02406	0.0145344	0.0176204	0.0371392	0.0247263	0.0452493	0.0180268	0.0188613	0.0282393	0.0510816	0.0711467	0.0731536	0.0688807	0.0424023	0.0411577	0.0190556	0.00850849	0.0111098	0.00838934	0.00589599	0.00919125	0.00933996	0.0172147	0.014351	0.0158207	0.0139678	0.0213607	0.0308978	0.0273235	0.0190991	0.0256777	0.0226507	0.023386	0.0241741	0.0199136	0.0313564	0.0223303
regrets	0.0984086	0.0743458	0.0426839	0.0193756	0.0252939	0.0108003	0.0131277	0.00984004	0.00960241	0.0101867	0.0115758	0.0119962	0.0113706	0.00914833	0.0069934	0.00727075	0.0075475	0.00715519	0.0119327	0.010336	0.0142256	0.0230769	0.030765	0.0320256	0.0283416	0.03	0.0167418	0.0156087	0.0228093	0.0195757	0.018895	0.0334628	0.0243504	0.0379784	0.0496116	0.0404325	0.0604242	0.0926833
au	0.0664231	0.0500168	0.0329322	0.0187375	0.0228946	0.0164746	0.00959948	0.0138246	0.00924699	0.017007	0.0279852	0.0524792	0.0378778	0.028296	0.0226705	0.0289449	0.0183034	0.0116857	0.00874833	0.0070099	0.00808629	0.0104352	0.00999289	0.0134326	0.0118059	0.0172426	0.0235439	0.0176169	0.0184254	0.023354	0.0290611	0.0287591	0.0263694	0.0606257	0.0475108	0.0327161	0.0521698	0.0676947
sorcier	0.037043	0.0303827	0.0284284	0.0194474	0.0303995	0.019874	0.0153789	0.0227285	0.0289913	0.043443	0.0714916	0.0788846	0.0798646	0.06931	0.0683644	0.0634082	0.063047	0.0396109	0.0249677	0.0125002	0.00768804	0.00739424	0.00805316	0.00739427	0.00524879	0.00372154	0.00314924	0.00492642	0.0121969	0.0057259	0.00418782	0.00540188	0.0130878	0.00991775	0.0115609	0.0126387	0.0150301	0.0151108
qui	0.0671055	0.0480055	0.0347092	0.0188557	0.0246188	0.0144632	0.0121338	0.014212	0.0241431	0.036686	0.0436435	0.0574011	0.0453652	0.0351932	0.0144409	0.0184769	0.0250581	0.0123993	0.0122433	0.0135186	0.0128682	0.0157233	0.0122163	0.014883	0.0113555	0.00921699	0.00880772	0.0132377	0.0414501	0.0252303	0.0175847	0.0213687	0.0391884	0.0371643	0.044509	0.0357784	0.0361104	0.0306342
a	0.0535347	0.0391521	0.0246122	0.0104098	0.0152652	0.0069597	0.00702032	0.00512368	0.00468863	0.00791935	0.012697	0.01369	0.00947329	0.0101482	0.00637458	0.00819169	0.00893442	0.0065433	0.00616411	0.00906322	0.0125239	0.0186113	0.0189794	0.0352969	0.0165909	0.0341491	0.0248948	0.0319098	0.0516272	0.0340148	0.0296954	0.0499296	0.0637645	0.0675771	0.0716731	0.0640114	0.0562791	0.0525064
fait	0.057583	0.0306393	0.0270723	0.0143263	0.00972486	0.0084492	0.00524898	0.00337323	0.00350351	0.00400236	0.00768767	0.0111258	0.0139283	0.0186056	0.0108363	0.0161324	0.0143662	0.0117728	0.0130859	0.012522	0.0142379	0.016004	0.0305956	0.0344046	0.0231203	0.0261829	0.0170763	0.0209847	0.0319505	0.0216726	0.021618	0.0244087	0.0572937	0.0420699	0.0655063	0.0860595	0.0549573	0.117871
de	0.0613604	0.0373594	0.0247752	0.0170482	0.0121845	0.0106915	0.00737904	0.00836989	0.00613881	0.0106334	0.023588	0.0231805	0.0312549	0.0384728	0.0224358	0.0318995	0.027193	0.0191678	0.0174646	0.0133858	0.0127459	0.012932	0.0187131	0.0202553	0.013098	0.0131845	0.0118012	0.0164454	0.0275233	0.0145794	0.0111447	0.0180963	0.0450263	0.0339139	0.0566441	0.0723373	0.0545068	0.103069
