 	a66	a10	a97	a3	a30	a93	a62	a93	a90	a98	a79	a92	a12	a43	a62	a34	a56	a25	a92	a0	a75	a92	a56	a70	a13	a3	a97	a9	a97	a3	a87	</S>
cette	0.0445208	0.0565742	0.0422073	0.027428	0.0291482	0.0331107	0.0516201	0.0389341	0.0210549	0.0221669	0.0200911	0.0254046	0.0244401	0.0257324	0.0152827	0.0130471	0.0109516	0.0102309	0.0183793	0.0231101	0.0336202	0.0618731	0.0471462	0.0399377	0.0426331	0.0360633	0.0343174	0.0321373	0.0308324	0.0241896	0.0208079	0.0430067
femme	0.00714488	0.0111608	0.0137813	0.0137664	0.0334641	0.0563671	0.029308	0.0359594	0.0629123	0.0979524	0.105295	0.0870347	0.0877689	0.0470565	0.0396653	0.0404041	0.0211797	0.0269434	0.0300995	0.0276711	0.0360237	0.0288323	0.0137691	0.00750934	0.00626224	0.00766245	0.00482995	0.00443615	0.00413669	0.00357543	0.00306848	0.00495915
a	0.0544111	0.0605616	0.0705026	0.0652607	0.0532146	0.0477296	0.0438061	0.0494818	0.0404374	0.0244802	0.0339802	0.0158301	0.0225405	0.0183935	0.0146479	0.018279	0.0194676	0.0139181	0.00738434	0.01003	0.0091921	0.00912372	0.0159752	0.0197697	0.0286875	0.0234031	0.0271681	0.0260363	0.0302639	0.0306248	0.0555365	0.039862
caché	0.0191627	0.00919353	0.00712086	0.00700655	0.00526101	0.00462426	0.00586647	0.00422603	0.0137592	0.0214074	0.0206068	0.0331027	0.0603738	0.0577592	0.0751146	0.0712434	0.0614236	0.0574744	0.0987662	0.106984	0.0600325	0.0330462	0.0148529	0.0107753	0.0139422	0.0121701	0.0108572	0.0139806	0.0180348	0.02356	0.0173957	0.0308755
sa	0.0578587	0.0429063	0.0379427	0.039226	0.0319114	0.0194397	0.0248736	0.0103317	0.0222548	0.0178624	0.0101642	0.00894645	0.00817063	0.00629762	0.0192631	0.00940103	0.0149698	0.0139258	0.0235558	0.0436226	0.0250844	0.0145351	0.0147439	0.00583927	0.00793957	0.0103907	0.0315678	0.0239204	0.0557762	0.0710255	0.0735536	0.202699
hotte	0.0870039	0.0429793	0.0399127	0.0283896	0.0204053	0.0266323	0.0309824	0.0195112	0.0323636	0.0593213	0.0483116	0.0401351	0.047312	0.0267003	0.0306965	0.0259529	0.0192855	0.0225152	0.0181206	0.0231892	0.0274064	0.0147561	0.0147106	0.0106427	0.00945226	0.01597	0.0162978	0.00878668	0.0200025	0.03168	0.0528935	0.087681
dans	0.0740436	0.0472995	0.0350011	0.0242827	0.0233786	0.0335478	0.0425399	0.0236441	0.0257815	0.032199	0.0174887	0.0231377	0.0226295	0.014823	0.0191015	0.00810954	0.0125441	0.0138757	0.0221367	0.0329546	0.0374464	0.0260129	0.0219026	0.0143455	0.0143137	0.0162037	0.0277981	0.0114579	0.0385255	0.0482497	0.0709866	0.124239
les	0.0361962	0.0173026	0.0130409	0.00688185	0.00679083	0.00874418	0.0163541	0.0199588	0.0107302	0.021297	0.0104247	0.0111845	0.00860537	0.00588826	0.00671843	0.00374769	0.00800879	0.0072456	0.0134039	0.0285631	0.0215554	0.0239615	0.0331389	0.0303518	0.0416799	0.0376953	0.0538486	0.0458305	0.09537	0.0880828	0.0928108	0.174588
herbes	0.0209808	0.0139662	0.00931197	0.00642405	0.00519899	0.00377762	0.00345881	0.00365261	0.00321901	0.00535704	0.00537763	0.00605302	0.00960929	0.011922	0.0214188	0.0160866	0.018614	0.0228689	0.0370868	0.0484446	0.0532639	0.0414951	0.0498968	0.0476284	0.0545631	0.0669577	0.0958685	0.0800433	0.0874026	0.0604063	0.0572961	0.0323493
</S>	0.0154335	0.017552	0.013142	0.00799367	0.0100813	0.0128865	0.0196381	0.0218791	0.0125094	0.0152026	0.0081236	0.00699793	0.00559978	0.00613496	0.00563903	0.00271958	0.00492539	0.00466769	0.0162098	0.0272427	0.0312551	0.040861	0.0515716	0.0482656	0.0642639	0.0513088	0.0775716	0.0563853	0.0936295	0.0702172	0.0570861	0.123006
