 	a66	a87	a23	a62	a88	a71	a62	a47	a21	a85	a6	a92	a37	a21	a12	a96	a75	a92	a37	a56	a24	a47	a31	a43	a75	a92	a37	a21	a5	a36	a54	a47	a36	a2	a57	a87	a23	a99	a97	</S>
n'	0.0395146	0.0585734	0.069106	0.0491029	0.059977	0.0575484	0.0786387	0.092493	0.0667712	0.0266159	0.0145492	0.0108138	0.007191	0.00615865	0.00819693	0.00444986	0.00725713	0.00749564	0.00786076	0.00808081	0.0133818	0.0126589	0.0180949	0.0283211	0.0425568	0.0242524	0.0097249	0.0127147	0.00817691	0.00858815	0.0107649	0.0117232	0.0120541	0.0137077	0.00967013	0.00879606	0.0130537	0.0133964	0.0146477	0.0333207
as-tu	0.034115	0.0215652	0.0357121	0.0370832	0.0290439	0.0261255	0.0305674	0.0457589	0.0385336	0.0242576	0.0204989	0.0238006	0.0308703	0.0229311	0.043493	0.0153667	0.0440886	0.0487002	0.0457207	0.0296453	0.0319298	0.0430022	0.0239789	0.0127727	0.0104545	0.0146744	0.0118552	0.0119622	0.0162055	0.0148896	0.0149457	0.0113248	0.0133989	0.0117975	0.0161884	0.0174941	0.0185088	0.0227778	0.0172396	0.0167217
pas	0.0295293	0.0159814	0.0154714	0.0146619	0.0143371	0.0148728	0.0173198	0.0383816	0.0368758	0.0354027	0.0385759	0.0424005	0.0671918	0.0609814	0.0819648	0.0533339	0.0521496	0.0819794	0.0408527	0.0312568	0.0176695	0.0154627	0.00752537	0.00439858	0.00476709	0.00238529	0.00428061	0.00622779	0.00949356	0.00689417	0.00562445	0.00962069	0.00777322	0.0156553	0.0105917	0.0116533	0.0107648	0.0151691	0.0330202	0.0175019
trouvé	0.0474257	0.0355643	0.025631	0.0179322	0.0168317	0.0142001	0.00842546	0.00975478	0.00950854	0.0131611	0.00685534	0.00749575	0.00661803	0.0083552	0.00939417	0.0114212	0.0207906	0.0228984	0.0198988	0.0203826	0.027514	0.0305656	0.0228592	0.0272711	0.0243474	0.0403193	0.0542162	0.0373531	0.0359675	0.0254683	0.047056	0.0223743	0.0340929	0.0248463	0.0442085	0.0371756	0.0333735	0.0374273	0.0247984	0.0362207
un	0.0438544	0.0183842	0.0113404	0.00641647	0.00734801	0.00505539	0.00482391	0.00472687	0.00702332	0.00941679	0.00635249	0.0105096	0.0169864	0.0250018	0.0330725	0.0449358	0.0470417	0.052757	0.0369327	0.0373796	0.040033	0.0328823	0.0288145	0.0322086	0.0341814	0.0432775	0.0466614	0.0345117	0.0320095	0.0259239	0.0390569	0.0240023	0.0324779	0.0134859	0.0188164	0.0165416	0.0181929	0.0179036	0.0154106	0.0242487
emploi	0.0304752	0.0155471	0.00979132	0.00856054	0.0121825	0.0110978	0.00658118	0.00766013	0.0106972	0.0250779	0.0120925	0.017169	0.0204174	0.0213081	0.0327513	0.028481	0.0504525	0.0581911	0.0424755	0.064436	0.0459006	0.0508246	0.0370457	0.0432776	0.0361337	0.0221221	0.0404896	0.0371938	0.0245241	0.0249551	0.0273681	0.0260103	0.0242674	0.0165656	0.013613	0.0112707	0.0124537	0.00781906	0.00654966	0.00617043
depuis	0.0924001	0.0544053	0.0357785	0.0239291	0.01095	0.00620827	0.00617541	0.00653298	0.00718611	0.0227668	0.0192305	0.0239964	0.0270909	0.033144	0.0410639	0.0158564	0.0172447	0.0235625	0.0166896	0.022162	0.0306799	0.0417173	0.0416891	0.0311338	0.0239482	0.0214298	0.0276788	0.0273258	0.019333	0.0111051	0.0289163	0.0335976	0.0435224	0.0213278	0.0184048	0.0160293	0.0180402	0.0124897	0.0163151	0.00894231
que	0.105401	0.0632965	0.0314047	0.0242036	0.0140192	0.00785489	0.0152737	0.0115286	0.0121222	0.0177811	0.0177778	0.0221162	0.0198386	0.0222791	0.0201693	0.00865805	0.00799888	0.0114501	0.00686236	0.00794374	0.0116761	0.00934495	0.0174599	0.0124969	0.0140758	0.0105276	0.0168097	0.023738	0.0268744	0.0205258	0.0302149	0.0517424	0.0551068	0.0449948	0.0260956	0.0372501	0.0366478	0.0368229	0.0449093	0.024707
tu	0.0771914	0.0491257	0.0273736	0.0196272	0.0173305	0.00801815	0.0122747	0.00756794	0.00760794	0.0133954	0.0098412	0.0133407	0.0120742	0.0162801	0.0187011	0.00721808	0.00863521	0.0119327	0.00898991	0.0129249	0.0139614	0.0142633	0.0216624	0.0129924	0.0200161	0.0106502	0.0115295	0.0228031	0.0271509	0.0193899	0.0352575	0.0545144	0.0578625	0.0481701	0.0323934	0.0390167	0.0427763	0.0510674	0.0607834	0.0442884
es	0.043857	0.0185992	0.0109685	0.0054477	0.00460476	0.00205223	0.00467113	0.00481092	0.00475393	0.00931483	0.00840261	0.0142119	0.0180324	0.0329052	0.037521	0.0184095	0.0237922	0.031083	0.0195315	0.0212973	0.0212074	0.0277306	0.0316571	0.0256255	0.0336143	0.0145787	0.0211167	0.0316043	0.0288314	0.0167676	0.0388772	0.0486239	0.0524498	0.0385032	0.0310154	0.0310902	0.0293587	0.0432782	0.0575948	0.0422084
