 	a23	a18	a83	a9	a75	a47	a6	a47	a0	a75	a6	a36	a75	a47	a36	a2	a57	a87	a23	a13	a9	a62	a75	a79	a44	a7	a90	a96	a56	a93	a70	a11	a24	a50	a62	a88	a71	a90	a92	a79	a54	a92	a6	a7	a36	a2	a57	a87	a23	a38	a99	a30	</S>
le	0.0293306	0.0217489	0.0221629	0.0126812	0.0164953	0.017998	0.0227404	0.0243997	0.0245568	0.047768	0.059624	0.0576276	0.0709398	0.0781825	0.0649491	0.0490263	0.0624249	0.036643	0.033436	0.0150628	0.0140861	0.0177633	0.0118766	0.00922079	0.0079659	0.00540299	0.00615131	0.00295133	0.00113763	0.0031532	0.00254842	0.00517402	0.00820068	0.0109781	0.0100693	0.0143155	0.0104526	0.00870555	0.00691548	0.00444449	0.00332759	0.00469281	0.00326394	0.00436165	0.00469881	0.00409237	0.00867885	0.00350157	0.00497319	0.00640421	0.00539635	0.00813913	0.00915856
côté	0.000295558	0.00138705	0.00734607	0.0104002	0.0269011	0.0445293	0.0303409	0.0330762	0.0205321	0.0300191	0.0417864	0.0361233	0.0383213	0.029159	0.0266107	0.0310082	0.0419903	0.0428054	0.0543025	0.0433497	0.0797413	0.0551024	0.0485428	0.0439814	0.0269845	0.025822	0.0189556	0.0288911	0.021047	0.0137451	0.0134992	0.00537076	0.00451985	0.00279941	0.00156381	0.00254221	0.00113443	0.000955203	0.0012062	0.00102135	0.00186754	0.00242787	0.00242302	0.00129327	0.000874869	0.000439085	0.000471726	0.000400169	0.000485021	0.000377724	0.000393623	0.000646362	0.000189575
paternel	0.0113868	0.0144029	0.0160866	0.0213904	0.0267918	0.0430092	0.0380259	0.0448687	0.0261553	0.0514902	0.0635153	0.0609191	0.0680799	0.0309067	0.0398684	0.0254537	0.0249831	0.0201467	0.0181147	0.0248136	0.012502	0.0366713	0.0392705	0.0351351	0.0369627	0.0241931	0.0156972	0.0169876	0.0106383	0.0124235	0.00854703	0.00770374	0.00904707	0.00611388	0.00601952	0.00639184	0.00781978	0.00435548	0.00720055	0.00375057	0.00303471	0.00478336	0.00237003	0.00252164	0.00172066	0.00105467	0.00119181	0.000974	0.000969612	0.00073185	0.000741736	0.00129138	0.000774589
de	0.0517671	0.0128975	0.0131385	0.00950494	0.00825496	0.0159136	0.0121658	0.0191234	0.0142359	0.0195636	0.0300801	0.0258158	0.0434801	0.0338585	0.0266658	0.0249638	0.0156893	0.0179012	0.0103376	0.00564135	0.00423969	0.0192719	0.0139111	0.0152284	0.0292951	0.027247	0.0177664	0.0105376	0.0205084	0.018823	0.0093359	0.0293751	0.0219871	0.0278812	0.0273843	0.0169493	0.0367839	0.012335	0.0180654	0.00761852	0.00628484	0.0111369	0.0129714	0.0114346	0.0142751	0.0182783	0.0139546	0.0216656	0.0186777	0.0155429	0.0167623	0.0189387	0.0245338
ma	0.0264744	0.0120925	0.0155007	0.0105203	0.00810642	0.0120328	0.00786996	0.0094179	0.00401898	0.00641406	0.012254	0.0170954	0.018994	0.0091352	0.0110335	0.0173269	0.0258485	0.0264543	0.022241	0.0120313	0.0137676	0.0261874	0.0202236	0.0182529	0.0245005	0.0188927	0.0242453	0.018523	0.0217079	0.0230221	0.0186031	0.0150123	0.0389896	0.0290229	0.0339471	0.0243939	0.044644	0.0195436	0.0206101	0.0174998	0.0135768	0.0334817	0.0331948	0.0233774	0.0133546	0.0145163	0.0155405	0.0159277	0.0194588	0.0130065	0.0142876	0.015734	0.0180919
femme	0.0120899	0.0034804	0.00191799	0.00295666	0.00170971	0.00414692	0.00508985	0.00638199	0.0062484	0.015083	0.013893	0.0271603	0.0292603	0.0124198	0.0265277	0.030862	0.0272838	0.0371867	0.0316449	0.0111668	0.0189914	0.0144596	0.0202223	0.0126743	0.0180295	0.0115566	0.0124372	0.0118124	0.00854863	0.014456	0.0121636	0.0141355	0.0222351	0.018115	0.0185425	0.0148254	0.0231388	0.0225433	0.0318665	0.0361851	0.029495	0.0309631	0.032694	0.0196824	0.0152971	0.0133905	0.027904	0.0209795	0.0312209	0.0172818	0.0228548	0.0386055	0.0361824
m'	0.00821101	0.00308355	0.00237867	0.00351492	0.00203662	0.00526926	0.0072327	0.00924331	0.00909475	0.0263122	0.0195381	0.0409172	0.0528772	0.0344318	0.0549242	0.0529339	0.0583685	0.0362268	0.0283212	0.0148159	0.0155352	0.0153663	0.0175393	0.0124441	0.0189886	0.0166135	0.0260936	0.0312684	0.0178267	0.0322614	0.0277321	0.0264878	0.0160207	0.00993752	0.00648519	0.00516545	0.00448899	0.00309747	0.010136	0.0137092	0.00893416	0.0103748	0.0157906	0.0152084	0.020325	0.0139273	0.00996865	0.0195639	0.0151545	0.012926	0.0154114	0.0208477	0.0246382
a	0.0137836	0.00569303	0.00491619	0.00605931	0.00498804	0.00757762	0.00894866	0.0104214	0.010491	0.0343768	0.0283754	0.0422653	0.033157	0.0308354	0.0368127	0.0298393	0.0542637	0.0229803	0.0145492	0.00982448	0.0154311	0.0179846	0.0201381	0.0101268	0.0118875	0.0111992	0.0252374	0.0121884	0.00790415	0.00954627	0.0112301	0.0116306	0.00679137	0.00381751	0.00404775	0.00385421	0.00453344	0.00402639	0.00949347	0.0103866	0.00751625	0.0101006	0.0173956	0.0229509	0.0493289	0.0299325	0.0232449	0.040318	0.034298	0.0312806	0.0341326	0.0412755	0.0366123
exigé	0.0219945	0.0129731	0.0113092	0.00923506	0.00986148	0.0121011	0.0108514	0.0144501	0.011608	0.0412119	0.0372789	0.041357	0.0374995	0.0300436	0.0450329	0.0469169	0.0265272	0.0325226	0.0340818	0.0158462	0.017253	0.0117912	0.0126801	0.00905023	0.0100881	0.0161727	0.0169653	0.00801015	0.00920634	0.0106054	0.00990815	0.0165624	0.00883066	0.00901293	0.00850216	0.00743338	0.00549908	0.00554815	0.00686818	0.0121518	0.0077186	0.00590701	0.00903938	0.0134237	0.0262384	0.0159337	0.0204066	0.0181321	0.0311219	0.0209745	0.0264177	0.0282239	0.0616207
beaucoup	0.0310566	0.0214677	0.0186429	0.0168567	0.0106447	0.0147663	0.0085393	0.0124072	0.0118979	0.0148298	0.0138091	0.0102469	0.01342	0.0138672	0.013875	0.0081327	0.00866845	0.00545182	0.00837736	0.00917964	0.00928078	0.0146028	0.0218621	0.019198	0.0229685	0.0221434	0.0301218	0.0168557	0.0114146	0.0166806	0.0221895	0.0285484	0.017905	0.0182718	0.0153093	0.0127086	0.0127043	0.00790007	0.0136924	0.0128766	0.00975099	0.0195367	0.0227192	0.0281818	0.0260071	0.0255862	0.0229845	0.0291403	0.033433	0.0362471	0.0337643	0.0368235	0.0624537
d'	0.0321072	0.0206512	0.0190295	0.0190628	0.0156907	0.0195085	0.0133179	0.0160124	0.0140665	0.0170097	0.0188457	0.0129218	0.0136187	0.0106095	0.0118852	0.0101927	0.00615097	0.00643275	0.01003	0.00957062	0.00861645	0.0165564	0.0189777	0.0160333	0.0171819	0.0163812	0.0173749	0.0127284	0.00651557	0.0116044	0.0103907	0.015337	0.0159653	0.0172675	0.0191728	0.0191061	0.0204918	0.0167122	0.0207519	0.0136822	0.0117279	0.0196782	0.0228579	0.0273695	0.0303212	0.0231147	0.0270045	0.0327833	0.0374901	0.0324219	0.0357784	0.0413063	0.0505844
argent	0.0517224	0.031271	0.0317915	0.024014	0.0218458	0.0217537	0.0140309	0.0178729	0.0149558	0.0175622	0.0184868	0.0117356	0.0135317	0.0142978	0.0116317	0.00877369	0.00537905	0.00434887	0.00506691	0.00426814	0.00192543	0.00550633	0.00533415	0.00612745	0.0057662	0.00658505	0.00669621	0.00377884	0.00211478	0.0047145	0.00362003	0.00648816	0.00565947	0.00721692	0.00843616	0.00789038	0.0082057	0.00829128	0.00941844	0.013728	0.00918743	0.0117586	0.0163935	0.0328486	0.0427875	0.0349446	0.042839	0.0407983	0.0512903	0.0471686	0.0475102	0.0531865	0.0974431
pour	0.0755334	0.0623544	0.0512324	0.0357971	0.0268862	0.0228774	0.0186931	0.0273655	0.0150927	0.0153884	0.0177228	0.0108412	0.0140333	0.0263775	0.0133228	0.0134235	0.00891074	0.00461466	0.00403125	0.00310686	0.00194211	0.00279518	0.00410146	0.00401992	0.00571621	0.00698494	0.0112146	0.00560052	0.00606697	0.0081322	0.00843304	0.0128731	0.0053948	0.00717523	0.00692904	0.00740713	0.00913913	0.0124274	0.012794	0.0138199	0.00943246	0.0114371	0.0140461	0.0204674	0.0301193	0.0230064	0.0267822	0.0196085	0.0386075	0.0241039	0.0387102	0.0338777	0.0892294
la	0.0525252	0.0452419	0.0383844	0.0315334	0.0170736	0.0168266	0.0119889	0.0174195	0.00760192	0.00814957	0.00960424	0.00984655	0.0115427	0.0182282	0.0118793	0.012166	0.0090173	0.00615001	0.00604852	0.00471252	0.0027065	0.00671247	0.00947026	0.0107139	0.0170134	0.0183878	0.0282185	0.0155068	0.0147958	0.0196032	0.0232962	0.0234404	0.0141261	0.0162587	0.0152741	0.0141678	0.017726	0.0149553	0.0225332	0.0253573	0.0153778	0.0252961	0.0263674	0.0253431	0.0234006	0.0184129	0.0215659	0.0154075	0.0262373	0.0149427	0.0227774	0.0200802	0.068587
dot	0.0619255	0.0460134	0.0284715	0.0258297	0.016774	0.0203208	0.0157523	0.0205499	0.011387	0.0117037	0.0113257	0.00896278	0.0100365	0.0101253	0.00723667	0.0079233	0.00561926	0.00474456	0.00359152	0.00354181	0.00285009	0.00596607	0.00528622	0.00632744	0.00824053	0.0096063	0.0146769	0.00962398	0.00846797	0.0139314	0.0124596	0.0194288	0.0119343	0.0139764	0.0170455	0.0122583	0.0183017	0.016589	0.0227081	0.02747	0.0208732	0.030728	0.0339372	0.0383854	0.0343604	0.0229938	0.0274007	0.0287326	0.0346328	0.0242018	0.0322544	0.0330714	0.0494445
</S>	0.0780816	0.0394925	0.0275623	0.0283991	0.0137972	0.00953134	0.010544	0.0107968	0.00843575	0.00924348	0.0113666	0.0078973	0.00967573	0.0074881	0.00542075	0.00585758	0.00432685	0.00353364	0.00267559	0.00197883	0.00169005	0.00248085	0.00230292	0.003691	0.00398384	0.00498468	0.00376917	0.00308204	0.00306849	0.00581928	0.00451613	0.00827358	0.00497122	0.00679811	0.00617727	0.00511936	0.0054741	0.00477901	0.00612184	0.00839984	0.00834708	0.0166535	0.0264013	0.0448568	0.0442359	0.0462435	0.0386004	0.0525274	0.0519404	0.0464591	0.0584891	0.0581614	0.115476
