 	a23	a85	a87	a23	a87	a23	a79	a20	a73	a44	a26	a90	a76	a90	a32	a54	a73	a15	a73	a94	a38	a76	a90	a32	a24	a41	a15	a73	a58	a15	a73	a94	a13	a82	a87	</S>
il	0.0200979	0.0297166	0.0184522	0.0137018	0.0144617	0.0100161	0.0132119	0.0231427	0.018069	0.0249517	0.0691627	0.0851833	0.0637064	0.0940179	0.0750821	0.0188909	0.0160879	0.0324488	0.00705794	0.00729456	0.0068784	0.0112228	0.0168142	0.00975836	0.00681427	0.00904485	0.00700135	0.0226116	0.03197	0.0180068	0.0135378	0.063575	0.0317411	0.0280952	0.0287892	0.0393848
alla	0.00171624	0.0025707	0.00411394	0.00929599	0.00820749	0.012021	0.0080701	0.0125079	0.0184181	0.0386634	0.0520374	0.0689866	0.0487789	0.0735156	0.0444329	0.0217449	0.0560831	0.0298492	0.0483249	0.0455801	0.0355789	0.0371481	0.0601218	0.0518196	0.0388118	0.0178123	0.0072945	0.00308583	0.0048947	0.00416809	0.00747056	0.012456	0.0212864	0.0305379	0.0304564	0.0321387
faire	0.0124939	0.0158595	0.0134974	0.0174896	0.01289	0.00974591	0.00957063	0.0123244	0.0278644	0.0418241	0.0401347	0.057811	0.0371642	0.0481432	0.0513578	0.013831	0.017723	0.0101488	0.00902471	0.00695289	0.00571481	0.00545115	0.0141249	0.00973389	0.00735715	0.00441062	0.00236115	0.00642468	0.00929062	0.0259552	0.0241739	0.0230665	0.0698883	0.103943	0.0835061	0.138747
ses	0.0850192	0.0796279	0.0697066	0.0526327	0.05994	0.0588196	0.0498569	0.035045	0.0374113	0.0591949	0.0264343	0.0307126	0.0219285	0.0268526	0.0196324	0.0239404	0.0155288	0.00882705	0.0101153	0.0207356	0.0211409	0.0141133	0.0109993	0.00893772	0.0084061	0.0211423	0.0241522	0.00932291	0.0100143	0.0104222	0.00988672	0.00961216	0.00949763	0.0101382	0.0114239	0.0188284
besoins	0.0509477	0.0405119	0.0468574	0.0320194	0.0316583	0.0416786	0.0324761	0.0142645	0.0267809	0.0374143	0.0231681	0.0367204	0.0527803	0.0227066	0.0250797	0.0354545	0.0315457	0.0213801	0.0324632	0.0325018	0.0343071	0.0344384	0.0245971	0.0258727	0.0247589	0.0204659	0.0138348	0.00957775	0.0125397	0.0119292	0.0102535	0.0166371	0.0174698	0.0224497	0.02153	0.0309288
loin	0.0375798	0.0526309	0.0666559	0.0582008	0.0392054	0.0209576	0.0257619	0.0194337	0.0405086	0.0444472	0.0413814	0.0392093	0.0388373	0.0308785	0.0289918	0.0205383	0.0144121	0.00747665	0.0131772	0.0108068	0.010215	0.00718309	0.0125322	0.0105057	0.010955	0.0126249	0.0132752	0.0172677	0.0220517	0.0202971	0.0216925	0.0296625	0.0357903	0.0403959	0.0358833	0.0485767
de	0.0926853	0.0571387	0.0384691	0.0370474	0.0413584	0.0302765	0.0257666	0.0287782	0.0276349	0.0282611	0.0415415	0.0354495	0.042865	0.0393735	0.0316807	0.0260767	0.018979	0.0109213	0.00902232	0.0101924	0.0150142	0.007824	0.0101171	0.00676477	0.00594683	0.00896715	0.0117989	0.0099193	0.00958195	0.00841275	0.0110721	0.0177917	0.0321199	0.0465858	0.049838	0.0747274
tout	0.057465	0.0497687	0.0348623	0.024915	0.0302787	0.0172213	0.0153541	0.0202191	0.0148874	0.015598	0.0170856	0.0193003	0.0181821	0.0287671	0.0147053	0.0134779	0.0364626	0.0289787	0.0194371	0.0322569	0.0666957	0.0368587	0.0465108	0.0413289	0.0268846	0.0193219	0.0197991	0.0108393	0.014265	0.0175499	0.0159973	0.0189333	0.0275501	0.0293833	0.0348697	0.0639891
regard	0.0534338	0.037659	0.0315473	0.0256011	0.0250956	0.0151732	0.0154196	0.0183344	0.01187	0.0129025	0.0113704	0.0126926	0.0116903	0.0134389	0.00825681	0.0090823	0.0161051	0.0131733	0.00696647	0.012594	0.0293804	0.0129932	0.0368505	0.0202478	0.0155741	0.0178778	0.0159948	0.00811649	0.0129072	0.0156046	0.0194093	0.0278828	0.0610015	0.0706193	0.0920183	0.181115
</S>	0.0244335	0.0291239	0.0207569	0.0139812	0.0136956	0.0088829	0.00772373	0.0105651	0.00758412	0.00810274	0.00847327	0.00944	0.00780293	0.00895824	0.00716649	0.00816661	0.010524	0.00708905	0.00797604	0.0104346	0.0138543	0.00737058	0.0146565	0.00932716	0.00985944	0.021918	0.0156292	0.0127559	0.0226704	0.0284095	0.0478534	0.0690657	0.0917634	0.10595	0.0949239	0.203112
