 	a66	a87	a97	a83	a75	a92	a37	a44	a90	a25	a69	a93	a69	a4	a57	a82	a3	a97	a79	a53	a4	a58	a62	a47	a62	a34	a98	a85	a5	a36	a27	a43	a21	a61	a62	a88	a38	a75	a6	a36	a26	a82	a3	a97	a3	a97	a99	</S>
sous	0.04647	0.0682282	0.0665731	0.066577	0.0425296	0.043634	0.0405654	0.0303175	0.016846	0.0114042	0.0174203	0.0170293	0.0253011	0.025258	0.0323414	0.0204143	0.031166	0.0246842	0.0157107	0.0228696	0.0140479	0.0113551	0.0055457	0.00542804	0.00388317	0.00456029	0.00905329	0.010153	0.0120098	0.00577486	0.00659201	0.0125785	0.0132521	0.0202959	0.0148377	0.00995555	0.0091829	0.00564173	0.00688506	0.00862845	0.00788007	0.0157138	0.010475	0.0128761	0.021754	0.0185048	0.0225223	0.035273
cette	0.0120752	0.013149	0.0155533	0.00913651	0.0155025	0.0151266	0.0278753	0.0317476	0.0251512	0.052028	0.0368252	0.0345147	0.0702191	0.0641522	0.0606394	0.0771533	0.0776523	0.04714	0.02674	0.0332183	0.0176196	0.0124849	0.0117846	0.00565447	0.00592688	0.00467799	0.00803804	0.00647011	0.0063796	0.0081501	0.00571676	0.00930038	0.00322199	0.00286072	0.00285552	0.00338099	0.00585741	0.00618181	0.00730984	0.00744985	0.013256	0.0115002	0.0157488	0.0153126	0.0155184	0.0187051	0.0139541	0.00908334
pluie	0.0153555	0.015233	0.00890976	0.0109595	0.00907282	0.0146946	0.0168243	0.01562	0.0293431	0.048252	0.0699438	0.0600295	0.0766798	0.0929548	0.0945213	0.0839154	0.0840027	0.0693037	0.0251913	0.0369104	0.0221393	0.0104103	0.00738288	0.00790335	0.00889998	0.00807814	0.00470472	0.00579868	0.00640359	0.00506328	0.0025414	0.0053257	0.00390058	0.00202015	0.00489878	0.0025759	0.00217813	0.0019339	0.00124183	0.00212005	0.00115608	0.000715845	0.000757748	0.000905602	0.000657932	0.000794169	0.00105541	0.000719484
personne	0.00653064	0.00516042	0.00509584	0.00795949	0.00715821	0.00884432	0.00937267	0.012298	0.0106403	0.0266219	0.027948	0.0236218	0.0432424	0.0471146	0.040703	0.0651027	0.10397	0.0476204	0.0261531	0.0288091	0.0241212	0.0155452	0.0130283	0.0204753	0.0321056	0.0214607	0.00966902	0.0114438	0.016637	0.0202978	0.00918879	0.0202254	0.00785627	0.00976359	0.00764775	0.00649241	0.00814546	0.00826633	0.00598565	0.00933337	0.0157608	0.0202187	0.016288	0.0258267	0.0288128	0.0237375	0.0306116	0.00708757
n'	0.0316182	0.0099929	0.00299209	0.00396797	0.00339213	0.0085742	0.00465649	0.0129941	0.0147065	0.0467289	0.0264237	0.0185996	0.061628	0.0478801	0.0419358	0.0464156	0.06767	0.0609244	0.0299038	0.0229269	0.0286666	0.0209529	0.016345	0.0258534	0.0298049	0.0201789	0.0139812	0.0118883	0.0237144	0.032468	0.0187716	0.0241693	0.0137139	0.0148284	0.0207415	0.0121316	0.0122991	0.0150305	0.00955894	0.0106768	0.0109319	0.0060147	0.00758779	0.00928457	0.00702077	0.00803486	0.00823021	0.00318853
ose	0.0283587	0.0214711	0.0141641	0.014957	0.0109431	0.0131409	0.00652739	0.0104864	0.00845937	0.0155598	0.0209102	0.0243543	0.0348285	0.0280378	0.0317614	0.0391834	0.0305842	0.0428463	0.0432323	0.0631354	0.0497869	0.0378817	0.0321508	0.0245563	0.0179508	0.0127292	0.0128987	0.00999793	0.0110711	0.0112316	0.0175086	0.0160473	0.0100313	0.0161472	0.0111508	0.0092092	0.0107553	0.0150797	0.0134475	0.0137678	0.0202657	0.0126649	0.0173513	0.0195272	0.0192379	0.0163818	0.0232319	0.0149982
descendre	0.0187381	0.0159464	0.0148453	0.011366	0.00760709	0.00998418	0.00877358	0.0133723	0.0150823	0.0201331	0.0262151	0.0208913	0.0322193	0.0320775	0.036802	0.0482649	0.0468692	0.0594587	0.0677177	0.0634754	0.0648879	0.052777	0.0324198	0.0160955	0.0139665	0.0119115	0.0165214	0.0140325	0.0120057	0.00960158	0.00803207	0.0104211	0.00572345	0.013143	0.0110499	0.0100593	0.00848621	0.00908284	0.00914066	0.00871936	0.00815174	0.00652484	0.0077587	0.010008	0.0140044	0.0104337	0.0148455	0.0203565
en	0.023929	0.0285176	0.0273734	0.015634	0.00949362	0.0085452	0.00616887	0.00729411	0.00821075	0.0173526	0.0226147	0.0164045	0.0452464	0.0306121	0.0464427	0.0818064	0.0586005	0.053216	0.0662699	0.0625397	0.0512794	0.0353591	0.0200521	0.0119509	0.0126287	0.00964173	0.00996593	0.0103705	0.00842089	0.00684277	0.00630169	0.0071633	0.00532314	0.00786015	0.00740019	0.00935883	0.00914677	0.0065331	0.00854435	0.00882439	0.00870376	0.0119318	0.00882334	0.00964381	0.0211106	0.0133792	0.0154144	0.0217532
aval	0.0319475	0.0279098	0.0145476	0.0130197	0.00945896	0.00894341	0.00555679	0.00757725	0.00909752	0.0199309	0.0242073	0.016059	0.0673461	0.0371316	0.0559373	0.0887868	0.0465182	0.0526144	0.0473353	0.0445766	0.029631	0.0241549	0.013548	0.0129711	0.0124971	0.0112178	0.0136512	0.0130403	0.0100932	0.00840527	0.00690062	0.00825063	0.00548609	0.00598203	0.00574908	0.00752824	0.00743512	0.00676391	0.00819727	0.00888621	0.0110128	0.0163839	0.0141874	0.0168821	0.0261067	0.0196759	0.0257173	0.0211428
du	0.0288344	0.0281037	0.0219641	0.0148519	0.0130576	0.00997272	0.00485725	0.00632647	0.00833825	0.011519	0.0245713	0.0168867	0.0509573	0.0332176	0.0557855	0.0522196	0.0376782	0.0388735	0.0260828	0.0211139	0.0154977	0.00827107	0.00359535	0.00432063	0.0068209	0.00732794	0.0107722	0.012066	0.0150575	0.00989444	0.0125515	0.0184059	0.016328	0.0176136	0.0169909	0.0156848	0.0148914	0.0147914	0.0161144	0.0197661	0.0180445	0.0225398	0.0217729	0.0315258	0.0327053	0.0373802	0.0413795	0.0326786
