 	a15	a66	a87	a23	a99	a83	a44	a76	a92	a47	a31	a47	a31	a0	a75	a47	a7	a90	a98	a92	a56	a47	a96	a93	a94	a26	a57	a87	a23	a87	</S>
le	0.0254612	0.0368206	0.0418428	0.0459443	0.0699037	0.0641241	0.0569733	0.0421885	0.0270124	0.0275353	0.0327304	0.0280489	0.0235424	0.0270031	0.0292128	0.029073	0.0352133	0.0227407	0.018407	0.0200466	0.0216497	0.0311469	0.0392609	0.0202506	0.026907	0.0269816	0.0177896	0.0181415	0.0268603	0.020808	0.0463795
protoptère	0.00093027	0.00466067	0.00366092	0.00643327	0.0340298	0.057797	0.0852927	0.189036	0.142892	0.206672	0.0954605	0.063464	0.0374906	0.0159641	0.0131715	0.0115107	0.00621057	0.00556363	0.0039918	0.0053858	0.00160103	0.000684011	0.000900917	0.000672927	0.000883105	0.000218107	0.000565295	0.000346105	0.00045008	0.00334216	0.000717298
que	0.0176369	0.0483599	0.064484	0.109589	0.112298	0.110001	0.0782879	0.0741213	0.0738027	0.0796929	0.0576485	0.0487039	0.0297646	0.0152535	0.0123411	0.00999935	0.00824771	0.00922344	0.00714904	0.00551609	0.00305259	0.00265124	0.00182043	0.00353128	0.00165872	0.00201712	0.00232706	0.0015968	0.00189312	0.00565597	0.00167525
nous	0.0812087	0.0601397	0.0698308	0.0420864	0.0233025	0.0295882	0.0177015	0.0189027	0.0215716	0.0191002	0.0353914	0.0308633	0.0423869	0.0393219	0.0263243	0.0164965	0.0165225	0.0279314	0.0232685	0.0141257	0.0154421	0.0150214	0.00909819	0.0264108	0.0278545	0.0367932	0.0348845	0.0314307	0.0392075	0.0456051	0.0621875
avons	0.0501913	0.0370855	0.044526	0.0347378	0.0150631	0.0128065	0.0144375	0.0149888	0.0185739	0.0188889	0.0429633	0.0783613	0.0864461	0.0698643	0.0437749	0.03578	0.0444073	0.0626512	0.0286862	0.0198631	0.0201686	0.0270274	0.00977133	0.0195455	0.0215055	0.0222804	0.013379	0.0258803	0.014543	0.0285483	0.0232535
mangé	0.0805626	0.0478676	0.0626162	0.0392366	0.0265158	0.0189865	0.0188286	0.020836	0.0183204	0.0124789	0.0326518	0.0448295	0.0455244	0.0383899	0.0481119	0.0258354	0.0331496	0.0341566	0.0302913	0.0255546	0.0208189	0.0503043	0.0327405	0.0349403	0.0249696	0.0243443	0.0245916	0.0161458	0.0205859	0.0195557	0.0262589
hier	0.0589823	0.0432649	0.0778205	0.0640043	0.0471164	0.0464192	0.0325642	0.0355764	0.0299649	0.01762	0.0148563	0.0239444	0.0250504	0.0170933	0.0200659	0.014567	0.0199786	0.0464181	0.0505133	0.0416391	0.0252318	0.0406721	0.0358411	0.0180399	0.0311992	0.0277334	0.0216231	0.012084	0.020316	0.0178974	0.0219025
avait	0.0438401	0.0298996	0.0468879	0.0439874	0.043698	0.048696	0.047895	0.0593772	0.0412437	0.029387	0.0141363	0.0174857	0.0125404	0.00743081	0.0145815	0.0110696	0.0140684	0.0220424	0.0244027	0.0188315	0.0185032	0.0470477	0.0467593	0.0439126	0.0456594	0.0451793	0.0369875	0.035307	0.0262128	0.0307859	0.0321441
la	0.0298826	0.0230854	0.0285615	0.0221325	0.0213342	0.0206668	0.0260136	0.0271733	0.0228208	0.0201735	0.011599	0.0145423	0.0121954	0.0118605	0.00966374	0.00887335	0.00864923	0.0143687	0.0162383	0.0212235	0.0266578	0.0653953	0.0663549	0.08721	0.0801219	0.0691685	0.0718392	0.0391283	0.0464219	0.0357873	0.0408567
chair	0.0329739	0.0368164	0.0423165	0.038745	0.0425547	0.0434934	0.0455528	0.0519344	0.0431066	0.0303623	0.0172522	0.0148526	0.0124056	0.0121904	0.0119609	0.0115433	0.0103684	0.0112481	0.00781114	0.0109299	0.0122339	0.0335611	0.0314222	0.0262955	0.0594425	0.0397551	0.0467156	0.0267377	0.0692772	0.0515699	0.0745705
dure	0.0240763	0.0278026	0.0332972	0.0341404	0.0378024	0.0466588	0.0482502	0.0642824	0.0500965	0.0266624	0.0151976	0.0158542	0.0121423	0.0125293	0.0193977	0.0386665	0.0345248	0.026402	0.0440116	0.0389324	0.0460816	0.0420567	0.0467455	0.0165156	0.0272986	0.0254347	0.0247991	0.0205554	0.0335693	0.0282739	0.037942
</S>	0.0396168	0.0247298	0.0303504	0.0232873	0.0222429	0.033225	0.0320911	0.0308089	0.0136165	0.00672047	0.00801055	0.00983121	0.0108188	0.0185041	0.0189771	0.0158523	0.0227848	0.0190815	0.0149038	0.0198098	0.0209825	0.043563	0.0257873	0.0218147	0.0428772	0.0709082	0.0705171	0.0732685	0.0629118	0.0589162	0.0931907
