 	a10	a87	a10	a82	a40	a5	a12	a5	a6	a37	a54	a47	a6	a26	a27	a61	a88	a25	a75	a73	a15	a47	a0	a11	a75	a25	a90	a53	a90	a25	a92	a44	a57	a26	a54	a47	a36	a26	a57	a10	a3	a9	a10	</S>
les	0.0475485	0.0466022	0.0424953	0.02398	0.0220086	0.0744287	0.0671256	0.107351	0.0884257	0.0627515	0.0598713	0.0518095	0.0409431	0.0300229	0.00832324	0.0104908	0.00785158	0.010182	0.00803736	0.0112198	0.00703458	0.00753134	0.00617926	0.00506859	0.00646836	0.00639019	0.00618559	0.00667127	0.0143236	0.0082693	0.00406485	0.00481108	0.00507488	0.0046435	0.00451203	0.0042165	0.00651671	0.00751678	0.00974221	0.00823477	0.00746512	0.00984008	0.00916748	0.018603
feuilles	0.00531941	0.00618565	0.00614483	0.00497917	0.0255295	0.0402215	0.0629331	0.0539121	0.0832626	0.0956323	0.0941185	0.059239	0.0760407	0.0410057	0.0436042	0.0201914	0.0154994	0.0200752	0.0287302	0.0261492	0.0261388	0.0180065	0.0135735	0.0192265	0.0143715	0.0136518	0.0157264	0.0124636	0.00522885	0.00832969	0.00774874	0.00455848	0.00761453	0.0052474	0.00407893	0.00587802	0.00296083	0.00135268	0.00137206	0.000350834	0.0012238	0.000504615	0.000902669	0.000715895
de	0.0421175	0.0226243	0.0130848	0.0205268	0.0411221	0.0510439	0.0585564	0.055257	0.0840902	0.049076	0.0576309	0.0453803	0.0272787	0.0295191	0.0331687	0.0163576	0.0229321	0.0234876	0.021096	0.0235359	0.0172405	0.0161706	0.0188612	0.0263875	0.0219244	0.019924	0.0142869	0.0146582	0.00774978	0.00492173	0.00635014	0.00504746	0.00482062	0.00530901	0.00613918	0.0132772	0.0108599	0.00614566	0.00667273	0.00629386	0.00914867	0.00537833	0.0111111	0.00343525
manioc	0.0228309	0.0173825	0.00608386	0.00793052	0.0173544	0.017412	0.0172701	0.0185377	0.0293916	0.0346571	0.0268864	0.0220778	0.0171876	0.0213194	0.0253354	0.0151388	0.0199605	0.026439	0.0294919	0.0243401	0.016449	0.00928132	0.0126092	0.0107151	0.0073223	0.00496994	0.00491956	0.00700002	0.00721685	0.011278	0.0195292	0.0237201	0.0179297	0.0184309	0.0238515	0.0350789	0.0357788	0.048431	0.0465761	0.0632084	0.0388399	0.0447399	0.0546502	0.0204467
qu'	0.0204395	0.0105695	0.007989	0.00749555	0.0104798	0.00879682	0.00984538	0.006494	0.00806045	0.0290081	0.0242911	0.0288939	0.0276407	0.0554265	0.0504984	0.0363291	0.0486311	0.0572709	0.0734845	0.114436	0.0488578	0.0444482	0.0262847	0.0186659	0.0131173	0.00953608	0.00877906	0.00721027	0.00342658	0.00326598	0.00328926	0.00350214	0.00379023	0.00430133	0.00740966	0.00614124	0.0136487	0.0153914	0.026901	0.030319	0.0156873	0.013918	0.0191581	0.0168701
elle	0.048504	0.0182666	0.0138162	0.0100214	0.0126399	0.019415	0.0194071	0.018939	0.0183047	0.0333353	0.0197205	0.0318602	0.017912	0.0359663	0.0264299	0.0265969	0.0334705	0.0433315	0.0463229	0.0604109	0.0381994	0.0468039	0.034346	0.0185037	0.0246179	0.0153815	0.0129751	0.0142346	0.00926388	0.00796454	0.00514323	0.0085218	0.0149042	0.0203443	0.0202959	0.0218579	0.0206611	0.0153068	0.0174142	0.0245151	0.0117302	0.0100179	0.0118186	0.0205077
est	0.00984802	0.00218406	0.00158643	0.00138281	0.000876976	0.00101644	0.000906438	0.000505963	0.000531614	0.00146051	0.00114448	0.00158329	0.00195336	0.00542722	0.00393392	0.00701901	0.0153275	0.0165184	0.013669	0.0200637	0.0306013	0.0371689	0.0474435	0.0295802	0.0421071	0.0341327	0.0351008	0.0522381	0.0297136	0.0382809	0.0454095	0.0382813	0.0345704	0.0494313	0.0497642	0.0602907	0.0606525	0.0433701	0.030712	0.0389358	0.0243654	0.0184798	0.0133514	0.00907932
en	0.0139375	0.00608465	0.00421351	0.00340219	0.00125978	0.00141785	0.00127115	0.0014438	0.00140422	0.00303688	0.00178948	0.00311637	0.0031248	0.0110906	0.0149171	0.0159825	0.0231668	0.0254384	0.0144283	0.0168402	0.0288293	0.0308312	0.0444131	0.0354502	0.0503574	0.04725	0.0343842	0.0328377	0.0242841	0.0297917	0.0277451	0.0207934	0.0194182	0.0219	0.021036	0.0261809	0.0585147	0.0517029	0.0533413	0.0382881	0.0440029	0.033665	0.0272074	0.0304091
train	0.0231601	0.0169171	0.0139519	0.0152031	0.0116803	0.00757965	0.00972324	0.00828658	0.00891978	0.0139556	0.0146741	0.0131966	0.0133683	0.0268232	0.032121	0.0236572	0.0341511	0.0339106	0.0294104	0.0280927	0.0325497	0.0424147	0.0575136	0.0322838	0.0361565	0.0316031	0.023184	0.0195916	0.0181653	0.0235852	0.0202028	0.019989	0.0190796	0.0222801	0.0154709	0.0159506	0.0268884	0.0215786	0.0288826	0.0273333	0.0271492	0.0220156	0.0154447	0.0219045
de	0.0647631	0.0334786	0.0102515	0.00848041	0.0026261	0.00984634	0.00743074	0.0201873	0.0157741	0.0134579	0.00453364	0.0166922	0.00288735	0.00939471	0.011269	0.00425854	0.00870637	0.0130769	0.014132	0.015873	0.010081	0.00781323	0.00651744	0.00406744	0.00500803	0.00652564	0.00400661	0.00526849	0.00841704	0.0117767	0.00531322	0.0120795	0.0114443	0.0120568	0.0176242	0.0339258	0.0712272	0.0402189	0.0567865	0.0993457	0.074807	0.0614844	0.0651671	0.0819181
piler	0.0410981	0.0202611	0.00697774	0.00555979	0.00254819	0.00641655	0.00524	0.00707224	0.00735479	0.0197821	0.00583552	0.0200847	0.00590315	0.022182	0.0391434	0.0147037	0.0331136	0.0428508	0.0444379	0.0454288	0.0422403	0.0282151	0.0273502	0.0156391	0.0173379	0.018952	0.0124358	0.0201937	0.0254412	0.0192971	0.0159591	0.0217625	0.0140019	0.0151125	0.0164624	0.0163243	0.0370226	0.021252	0.0349832	0.0347435	0.0404094	0.0243301	0.0367676	0.0477719
ne	0.0555136	0.0289087	0.0116765	0.0106248	0.0027937	0.00426439	0.00346606	0.00340122	0.00373993	0.00870967	0.00468927	0.00810897	0.00430499	0.0109034	0.0162243	0.00624174	0.0109866	0.014677	0.0207283	0.02848	0.0168894	0.0162594	0.0149093	0.0140682	0.0140328	0.0150234	0.0116113	0.0201277	0.0219605	0.0216419	0.0165883	0.0290068	0.0305505	0.0249567	0.0254381	0.0338768	0.0447359	0.0340079	0.0600727	0.0500768	0.0495539	0.0438227	0.0344548	0.0978912
sont	0.0538199	0.0247582	0.0115977	0.00808497	0.00275813	0.00411478	0.00592762	0.00533597	0.00608918	0.00844784	0.00473026	0.00877505	0.00316481	0.00696488	0.00888435	0.00335874	0.00520681	0.00590311	0.0074047	0.0109948	0.00718248	0.00623635	0.00537643	0.00436503	0.00396802	0.00440018	0.00357235	0.00577711	0.00857999	0.0105521	0.00792746	0.0204674	0.0276022	0.026757	0.031879	0.0457968	0.0619906	0.0693594	0.0813531	0.0824096	0.0676228	0.075335	0.057779	0.0873889
pas	0.0306734	0.0225025	0.0189117	0.0156142	0.0083833	0.0133273	0.0172977	0.0113845	0.0129276	0.0247186	0.0217527	0.0299661	0.0239961	0.0296253	0.0340097	0.0169693	0.0257814	0.0263106	0.0379615	0.0450828	0.0382552	0.0338478	0.0285998	0.0197434	0.0184614	0.0165859	0.0159568	0.0147059	0.0174072	0.0162916	0.00968379	0.0127142	0.011151	0.0103912	0.0144941	0.0159233	0.0251714	0.0235206	0.0337531	0.0384849	0.0292648	0.0234769	0.0228509	0.0420686
