 	a66	a87	a97	a99	a30	a13	a93	a56	a75	a56	a21	a75	a92	a98	a85	a5	a21	a92	a37	a79	a7	a84	a57	a97	a40	a75	a47	a92	a56	a93	a70	a66	a11	a21	a47	a21	a85	a79	a7	a26	a3	a97	a99	a82	</S>
avant	0.0156827	0.0163624	0.0220128	0.0230114	0.0241701	0.0228042	0.0354287	0.0530532	0.121952	0.158042	0.101313	0.0593209	0.0549714	0.0261732	0.0221631	0.0115998	0.00742497	0.00675586	0.00686544	0.00539217	0.00547949	0.00636121	0.0062638	0.00616122	0.00429705	0.00482095	0.00554299	0.00820322	0.00943196	0.00708842	0.00619395	0.00523146	0.00338526	0.010963	0.00811554	0.00920383	0.00776779	0.0107795	0.0107595	0.00756163	0.00750785	0.00649389	0.0125723	0.01194	0.0233751
de	0.00815672	0.00375228	0.00211269	0.00304849	0.00571212	0.00719467	0.0111926	0.0192144	0.0161075	0.0258135	0.0365287	0.0376511	0.0422051	0.0432064	0.0620918	0.054792	0.0430957	0.0508788	0.052857	0.0340507	0.0431878	0.0196199	0.0138905	0.0122453	0.00660316	0.00934859	0.011328	0.0102914	0.00477949	0.00935754	0.00669641	0.00579306	0.00601397	0.00692309	0.0102743	0.0103589	0.0223392	0.0267537	0.0295564	0.0336821	0.0331304	0.0361225	0.0265316	0.0281694	0.0173411
cuire	0.0201065	0.01576	0.0106161	0.00849001	0.0116269	0.0111354	0.0219165	0.0341043	0.0228128	0.0202763	0.0411154	0.0318752	0.0508456	0.0558619	0.0511206	0.0463938	0.0472817	0.0463963	0.0456667	0.0190621	0.039967	0.0446736	0.0286248	0.0294975	0.0287754	0.0279346	0.0236398	0.0184776	0.0175969	0.0100164	0.00672562	0.00963429	0.0038826	0.00349029	0.00552129	0.00437316	0.0045765	0.004473	0.00510452	0.00611257	0.0068415	0.0113468	0.0130912	0.0126939	0.0204651
la	0.0418514	0.0227263	0.00974178	0.00722228	0.00390862	0.00451273	0.00563667	0.00383157	0.00281297	0.00484781	0.00949365	0.0163923	0.0220274	0.0228922	0.0167016	0.0126572	0.0108233	0.0277743	0.0253559	0.0156372	0.0310485	0.0538476	0.0599522	0.0614388	0.0888782	0.0535188	0.0345523	0.0250426	0.0239892	0.00854944	0.0119381	0.0215049	0.0192092	0.0183575	0.0163289	0.0137225	0.00633149	0.00892133	0.00657481	0.0143723	0.0248798	0.0253041	0.0337248	0.0254927	0.0256724
viande	0.0398035	0.0165868	0.00726092	0.00388244	0.00298656	0.00338819	0.00312671	0.00267541	0.000919192	0.00122214	0.00250174	0.00344077	0.0058984	0.00843376	0.00534366	0.00688534	0.0136064	0.0224337	0.0312301	0.044389	0.0651097	0.0581029	0.0558495	0.0570926	0.0839029	0.039815	0.0272265	0.0167177	0.0178633	0.012822	0.0144559	0.0217067	0.01591	0.0134634	0.0282341	0.0304898	0.0208452	0.0259576	0.0194334	0.0241764	0.0275731	0.0258357	0.0328285	0.0235674	0.015006
il	0.0140159	0.00681431	0.00360937	0.00247215	0.00204076	0.00351508	0.00603798	0.00663689	0.00856791	0.0131349	0.0232113	0.0321922	0.0524573	0.0415249	0.0397394	0.0265622	0.0225054	0.0445063	0.0487748	0.062957	0.0538438	0.0622368	0.0973839	0.0701311	0.0636226	0.0285041	0.0182555	0.0168063	0.0160651	0.00588449	0.00502436	0.011169	0.00374447	0.00484458	0.00390451	0.00555855	0.00351214	0.00514596	0.00370338	0.00544811	0.009772	0.00999567	0.0145505	0.014387	0.00522993
faut	0.0311309	0.0189301	0.0137149	0.0105992	0.00885517	0.00717915	0.00866354	0.00930233	0.00524235	0.00702219	0.0126107	0.0184092	0.0271061	0.0308705	0.0228607	0.0196103	0.0202724	0.0281596	0.0293878	0.0404597	0.0548144	0.0530415	0.0653613	0.0539632	0.0539878	0.0242278	0.0257514	0.0288206	0.0177646	0.0129758	0.00884511	0.0213392	0.0077026	0.0061788	0.0132996	0.029208	0.0114663	0.0200439	0.0133943	0.0138363	0.0279395	0.0154108	0.0251135	0.0162962	0.00883088
la	0.0367017	0.0252852	0.02326	0.0258319	0.0225211	0.0229843	0.023827	0.0193344	0.0178092	0.0154056	0.0218013	0.0202672	0.0272198	0.0326612	0.023089	0.0191504	0.0199554	0.0280361	0.0233877	0.0240547	0.0195926	0.0160019	0.0154529	0.0130764	0.00636575	0.00495012	0.00498271	0.00712188	0.00519973	0.00501474	0.00422202	0.0092957	0.00788375	0.00379336	0.00956557	0.0167576	0.0123896	0.0205964	0.0273721	0.0248623	0.0708895	0.0598384	0.0691957	0.0647163	0.0282797
découper	0.0412689	0.0329481	0.0249056	0.020007	0.0173749	0.0120356	0.00977163	0.0103881	0.00765791	0.00902648	0.011891	0.0130991	0.0282251	0.0376771	0.0222484	0.016247	0.0205438	0.0249136	0.0301133	0.0258518	0.0441933	0.0233134	0.0248825	0.0181368	0.0159221	0.0153131	0.0164393	0.0171987	0.0173604	0.0227991	0.0188456	0.0325222	0.0225973	0.0131217	0.0184847	0.0213125	0.0176896	0.0131609	0.0167367	0.0148091	0.0330718	0.0312644	0.0541903	0.0378503	0.02259
</S>	0.0533347	0.0226466	0.0101655	0.0108661	0.00984243	0.020665	0.0184247	0.0211801	0.0163737	0.0173298	0.0256797	0.0278687	0.0275396	0.0351188	0.0230561	0.0125684	0.013913	0.0171915	0.0241829	0.0110238	0.0223625	0.00895311	0.00886646	0.00889116	0.00857496	0.00781361	0.00680358	0.0115381	0.0114349	0.0108832	0.00956689	0.0174114	0.0102635	0.00606426	0.0176712	0.0262397	0.0214208	0.0206388	0.0322348	0.0224312	0.055359	0.0554563	0.0650481	0.0664173	0.0486842
