 	a87	a23	a30	a50	a62	a12	a0	a75	a79	a7	a90	a92	a93	a70	a0	a62	a34	a92	a79	a93	a56	a12	a96	a18	a50	a88	a38	a75	a5	a37	a18	a71	a9	a87	a23	a87	</S>
l'	0.0599592	0.0914665	0.0435311	0.0401581	0.0378797	0.0493136	0.0673671	0.0327792	0.0336055	0.0168464	0.0254435	0.0179255	0.0215983	0.0141323	0.0131673	0.0186115	0.0153719	0.0172464	0.0194114	0.0182693	0.0158181	0.0211528	0.0311942	0.0391537	0.0172286	0.0226376	0.0260128	0.0177875	0.0110444	0.0158948	0.0167636	0.0164709	0.0163677	0.0157584	0.0155246	0.015873	0.0312333
enseignant	0.00454217	0.00939886	0.0126685	0.0135925	0.0138452	0.0198761	0.036446	0.054177	0.108099	0.0931956	0.0600913	0.0835197	0.0755126	0.0556035	0.0435285	0.0405719	0.0309619	0.0301498	0.0532644	0.0225845	0.0186545	0.0168845	0.0234466	0.0137367	0.00815551	0.00420116	0.011674	0.00313602	0.00323103	0.00234859	0.00384385	0.00242555	0.00255945	0.00483094	0.00518434	0.0100704	0.00398808
a	0.0383086	0.0222882	0.0294043	0.0375729	0.0798513	0.0506008	0.0623289	0.0612891	0.0617864	0.0985334	0.0727506	0.077294	0.0457639	0.021253	0.0168771	0.0141324	0.0101508	0.00841571	0.00622422	0.00710053	0.00576274	0.00392238	0.00550973	0.00440979	0.00400452	0.00300987	0.00467668	0.00362986	0.00523659	0.00335732	0.00801506	0.00884391	0.0156548	0.017269	0.0312594	0.026803	0.026709
recalé	0.0202028	0.0150525	0.0176677	0.0131403	0.0105664	0.00663205	0.00708575	0.00615086	0.00723887	0.0159297	0.0218572	0.0316436	0.0454655	0.0479114	0.0658567	0.0645664	0.0604802	0.0636492	0.0800161	0.0633461	0.0401219	0.0377332	0.0243941	0.0247285	0.0233733	0.022896	0.0149981	0.0137479	0.0149903	0.0182338	0.0142902	0.0140047	0.0113644	0.0103989	0.0111625	0.0101501	0.0289528
cet	0.113755	0.0393765	0.0484891	0.0517736	0.031639	0.0274606	0.0413795	0.0448952	0.0524715	0.0292397	0.0300581	0.010461	0.0107426	0.00795872	0.00762395	0.0125532	0.0105358	0.0108743	0.0108854	0.0150309	0.00704635	0.0089842	0.0131889	0.0231356	0.0178478	0.026092	0.0262055	0.032039	0.0316186	0.0350698	0.016514	0.0102901	0.0157273	0.0123864	0.0167145	0.0233926	0.0765438
enfant	0.0505644	0.0251813	0.0290689	0.0359584	0.0312698	0.0266446	0.0417731	0.0289374	0.0315204	0.0147237	0.0182907	0.00765607	0.00897692	0.0105772	0.0192732	0.0385821	0.0430306	0.0359921	0.0235096	0.0240092	0.0186385	0.0195693	0.0237306	0.0251826	0.0303802	0.0270291	0.0281337	0.0262216	0.0310782	0.0243795	0.032703	0.0264048	0.0305966	0.024995	0.0365472	0.029775	0.0190954
à	0.050202	0.0339411	0.0440853	0.0468929	0.0471474	0.0321117	0.0337647	0.0324779	0.0278295	0.014116	0.0151559	0.00645743	0.00602226	0.00371607	0.00628589	0.0149164	0.015559	0.0140252	0.0124935	0.013012	0.00829249	0.00711054	0.0134704	0.0120241	0.0130335	0.0157989	0.0138634	0.0118731	0.0255969	0.01918	0.029424	0.0348032	0.0470149	0.0462444	0.0745211	0.065354	0.0921828
l'	0.035424	0.0207774	0.0192486	0.0181838	0.0135845	0.0146546	0.0163524	0.0208402	0.0222482	0.00971367	0.0119199	0.00443023	0.00704	0.00472138	0.00970221	0.0183327	0.0127177	0.0101304	0.011338	0.0101903	0.0128316	0.0118616	0.0132426	0.0172832	0.0181087	0.0276646	0.0220703	0.0175607	0.0647185	0.0546531	0.0584863	0.0622196	0.0792383	0.0651317	0.0757627	0.0592467	0.0483695
examen	0.0283725	0.0216408	0.0258882	0.0242641	0.0211339	0.0187993	0.0285617	0.0213684	0.0277595	0.0130524	0.0184917	0.00476154	0.00724329	0.00562438	0.0132757	0.0241132	0.0195889	0.0170173	0.0160715	0.0113624	0.0133677	0.0110101	0.0157016	0.0160768	0.0119762	0.0170568	0.0186314	0.014668	0.0274991	0.0372252	0.0588363	0.0821251	0.0788939	0.0657344	0.0691093	0.0531724	0.040525
</S>	0.0335974	0.0277438	0.0351868	0.0326007	0.0210644	0.0216342	0.0257455	0.0179147	0.0193793	0.00480151	0.0092931	0.00236337	0.00369999	0.00200883	0.00393708	0.00825695	0.00706807	0.00594763	0.00658879	0.0075092	0.00857737	0.00868199	0.010175	0.0155558	0.0132851	0.0244428	0.0238732	0.0289999	0.0623776	0.0716547	0.0605293	0.0653017	0.0683442	0.053431	0.057485	0.0459943	0.0849494
