 	a66	a87	a10	a87	a23	a13	a53	a15	a79	a44	a56	a43	a25	a20	a25	a69	a90	a25	a98	a25	a15	a79	a90	a94	a43	a31	a96	a7	a26	a82	a10	a87	a23	a87	a23	a99	a87	a82	</S>
sa	0.0365461	0.0389175	0.0563729	0.0519041	0.0773967	0.0534222	0.0375396	0.0402506	0.0353569	0.0304263	0.0584334	0.0336727	0.0320774	0.030369	0.0303784	0.0119236	0.0139694	0.00933445	0.0119648	0.0158328	0.0147241	0.0187199	0.01031	0.00793614	0.0101469	0.00527845	0.00757986	0.0137452	0.0115876	0.0153207	0.0111946	0.010354	0.0265139	0.0149404	0.0157711	0.0159226	0.0159127	0.0147119	0.0532413
mère	0.00670371	0.00618991	0.00792517	0.0146365	0.0241578	0.0177959	0.0196321	0.0187438	0.0428149	0.0631488	0.113891	0.061416	0.0860939	0.0646388	0.0510804	0.0221356	0.0274195	0.0263562	0.0356445	0.0406611	0.0324613	0.062118	0.0483082	0.0201046	0.0214507	0.0161361	0.00983019	0.01047	0.00605703	0.00287219	0.00206919	0.00169879	0.00151309	0.0011588	0.0018398	0.00113315	0.0017617	0.0037554	0.00417602
en	0.0205613	0.0207377	0.0172274	0.0161601	0.0180747	0.0163341	0.013064	0.0131978	0.0230494	0.0273496	0.0285156	0.12592	0.0692711	0.110912	0.0735709	0.0850483	0.0456855	0.0365672	0.016025	0.00991073	0.0162061	0.00658735	0.00578492	0.00304986	0.0105647	0.00573018	0.0134666	0.0167217	0.0172897	0.0105722	0.0135733	0.0127123	0.00983021	0.00853013	0.0111925	0.0100115	0.012304	0.0155111	0.0131791
a	0.0139397	0.00828911	0.00329271	0.00247512	0.00192404	0.00214724	0.00147681	0.0023307	0.00210885	0.00221947	0.00425883	0.0140109	0.030182	0.0202098	0.0300319	0.0501887	0.0673038	0.0873853	0.0805337	0.0799734	0.0993192	0.064464	0.0958944	0.0659127	0.050354	0.0469606	0.0147235	0.00821212	0.00445973	0.0028816	0.00227167	0.00249878	0.00348435	0.00410811	0.00413694	0.00354016	0.00436843	0.00603518	0.0120924
marre	0.0201691	0.0177159	0.0172194	0.0206382	0.0266445	0.0290137	0.0277332	0.0326367	0.0300581	0.0272862	0.0249271	0.0384987	0.0599468	0.0503408	0.0587565	0.0573279	0.0441344	0.0476911	0.0415566	0.0374107	0.0364002	0.0248091	0.0312763	0.0288534	0.0179598	0.0336665	0.0194879	0.0139475	0.00755499	0.00579563	0.00432253	0.00355226	0.00609161	0.00656616	0.00866418	0.00802613	0.00861058	0.00792222	0.0167874
de	0.0289456	0.0208036	0.0149803	0.0109557	0.0105737	0.00828233	0.00758754	0.0139991	0.030861	0.0369017	0.043358	0.0299207	0.0282996	0.0466902	0.0372937	0.0220191	0.0103911	0.00954878	0.00607058	0.0102801	0.0073815	0.00945745	0.014193	0.00948222	0.0130417	0.0131109	0.0190107	0.0297656	0.0358316	0.0396551	0.0368486	0.0397312	0.0375622	0.0350954	0.0462437	0.0475624	0.0426584	0.0354437	0.0601623
son	0.0444281	0.031394	0.0260781	0.024149	0.0245041	0.0197975	0.0185406	0.0177281	0.0222576	0.0248666	0.0247728	0.0188988	0.0259606	0.0276904	0.0300008	0.0249163	0.0152544	0.0134636	0.00823032	0.010854	0.0134801	0.01091	0.0115541	0.0080424	0.0122504	0.0101926	0.0154522	0.0202205	0.0270907	0.0291991	0.0297892	0.0369204	0.0343692	0.0365516	0.0494314	0.0546657	0.0477968	0.0432573	0.0550406
habitude	0.0477152	0.0369346	0.024193	0.0238853	0.0253878	0.0226435	0.0130772	0.0114044	0.0102403	0.0120879	0.0195324	0.0265632	0.0452942	0.0534564	0.0393637	0.0455976	0.0299161	0.0230834	0.0120433	0.0133465	0.0133137	0.00950241	0.00942987	0.00780631	0.00969363	0.0114478	0.019142	0.0262262	0.0273293	0.0272227	0.0229869	0.0260635	0.030364	0.0334145	0.0364034	0.0359997	0.0373457	0.0322505	0.0482919
de	0.0375251	0.0256902	0.0162525	0.0160441	0.0229089	0.0216604	0.0163595	0.0232015	0.0258075	0.024194	0.0398831	0.0281797	0.0434114	0.0342562	0.0289472	0.0155242	0.0137865	0.0117105	0.00663905	0.00743938	0.0171802	0.0243874	0.0212253	0.0128522	0.0443102	0.0129255	0.0213808	0.0204649	0.0250059	0.0227722	0.016446	0.0212979	0.0271873	0.034444	0.0439028	0.0489488	0.0400537	0.0411813	0.0446128
voler	0.0278963	0.0275969	0.0331795	0.0473828	0.0512774	0.0693402	0.0557321	0.0572691	0.0439146	0.0412072	0.0642088	0.0352017	0.0487031	0.0314738	0.0395966	0.0267965	0.0225868	0.01377	0.0100455	0.00858404	0.0171583	0.0158802	0.0120935	0.0179275	0.0219995	0.0111693	0.0188277	0.0113837	0.0132959	0.00952072	0.00684619	0.00795568	0.00867249	0.00961493	0.0123554	0.0107127	0.0104121	0.0108351	0.017576
</S>	0.0532288	0.0412275	0.0253505	0.0274984	0.0383098	0.035364	0.0379592	0.0402116	0.0445472	0.0445837	0.0505785	0.0427207	0.0463437	0.0342421	0.0294243	0.0179716	0.0224823	0.0145532	0.00964647	0.00917991	0.0170788	0.0175207	0.0150825	0.0103094	0.0236413	0.0109538	0.0169633	0.0172268	0.020396	0.0169612	0.0136119	0.0144647	0.0180601	0.0191565	0.0217986	0.0209756	0.019149	0.0205954	0.0206309
