 	a10	a87	a23	a13	a62	a24	a26	a35	a76	a94	a54	a14	a35	a75	a35	a24	a35	a85	a35	a76	a98	a44	a26	a61	a24	a35	a75	a14	a75	a41	a35	a66	a76	a94	a98	a25	a87	a23	a87	</S>
retire	0.0579798	0.0398643	0.027971	0.0343421	0.0224329	0.0216782	0.0184698	0.0183318	0.0171571	0.0144119	0.0126621	0.0085309	0.00856783	0.00660572	0.00588659	0.00709356	0.00572247	0.00731406	0.0082855	0.00947671	0.011208	0.012788	0.0104692	0.010036	0.00674173	0.00602147	0.00404405	0.0116597	0.0195806	0.0215046	0.0602332	0.0454054	0.0438993	0.0497531	0.0612818	0.0607788	0.0388914	0.0454499	0.0551428	0.0723267
l'	0.00388157	0.00519574	0.00815975	0.0102104	0.0185598	0.0435948	0.0352723	0.0460579	0.0447053	0.049061	0.0657989	0.0440902	0.0484936	0.031126	0.0328018	0.0358021	0.0298654	0.0155479	0.0392947	0.0079404	0.0083774	0.00807545	0.00789432	0.0123372	0.0151539	0.0145835	0.0150902	0.0186477	0.0184227	0.0275174	0.0250674	0.0220613	0.024636	0.0282457	0.0223884	0.0249267	0.0322163	0.0224072	0.0215893	0.0149023
aiguillon	0.0499304	0.020031	0.00856945	0.0168791	0.0190794	0.0581263	0.0698368	0.0638757	0.0711357	0.046843	0.0499923	0.0289413	0.0231366	0.0199536	0.0154847	0.0233729	0.0247534	0.0212494	0.0167812	0.0139002	0.0166403	0.00824065	0.0104368	0.0103972	0.0115794	0.00758283	0.00832666	0.00685172	0.00559837	0.0075971	0.00971495	0.00937325	0.00972327	0.0105753	0.0178864	0.0320978	0.0245688	0.0298322	0.0535319	0.0475724
de	0.0584601	0.0374362	0.0261757	0.0272226	0.0264236	0.028968	0.0237456	0.0217018	0.0293321	0.0243752	0.0226681	0.021378	0.0257472	0.0172811	0.0259482	0.0187089	0.0165002	0.0123431	0.0127073	0.0152894	0.0128854	0.0132687	0.0129674	0.0184195	0.0147205	0.0169501	0.016527	0.0185699	0.0261512	0.0177828	0.0212862	0.0215684	0.0228284	0.0270865	0.0414856	0.050531	0.0409474	0.0302621	0.0246387	0.0587105
l'	0.0197691	0.0174012	0.0146744	0.0160533	0.0140703	0.0129444	0.0122896	0.0122689	0.0127657	0.0148315	0.0186952	0.0215622	0.0211218	0.02053	0.0322093	0.0221226	0.0179569	0.019147	0.0235608	0.0361446	0.0480911	0.0637891	0.0380272	0.0377545	0.0248987	0.0276071	0.0198479	0.0214308	0.0180793	0.0133774	0.0151324	0.0220872	0.0179457	0.0260029	0.0346351	0.0378901	0.040913	0.0385885	0.0331556	0.0406275
abeille	0.053661	0.0530049	0.063131	0.0386774	0.0328632	0.0205757	0.0268929	0.024519	0.0187661	0.0211861	0.0322899	0.0376639	0.0308448	0.0393124	0.0603622	0.043577	0.0272761	0.024954	0.0162442	0.0250912	0.0305346	0.0244068	0.0268757	0.0417962	0.0273149	0.0155753	0.0150434	0.0150627	0.0128091	0.00910546	0.0122164	0.0126957	0.00840409	0.00695109	0.00720992	0.00828215	0.0087954	0.00740045	0.00630868	0.0123191
qui	0.0607897	0.046606	0.0442262	0.0275948	0.0267384	0.0307026	0.0299281	0.0264754	0.0365597	0.0379914	0.0405298	0.0239602	0.0227598	0.0170791	0.0209265	0.0218065	0.0155225	0.0161233	0.0285549	0.031163	0.0368467	0.0372586	0.0307844	0.032099	0.0200057	0.0087832	0.00645427	0.0100861	0.00990594	0.00470376	0.00698237	0.0132153	0.00989312	0.0127229	0.0163996	0.0239575	0.0203163	0.0304919	0.0241581	0.0388976
est	0.0867232	0.0529329	0.0432207	0.0394827	0.0186575	0.0121789	0.0110702	0.00567892	0.00601979	0.00684259	0.00493974	0.00422567	0.00399082	0.00347278	0.00572895	0.0055061	0.00293094	0.00302989	0.00428643	0.00549012	0.00648926	0.00506845	0.0074437	0.0104596	0.0126697	0.00876353	0.0124497	0.0205149	0.020764	0.0224901	0.0316785	0.0381721	0.0399732	0.0456387	0.0531589	0.0602568	0.0526846	0.0680879	0.0709175	0.0859101
enfoncé	0.0756241	0.0670587	0.0592185	0.0285302	0.0304768	0.0293422	0.0307762	0.0282212	0.0259766	0.027017	0.0236191	0.0237618	0.0231799	0.0202537	0.024604	0.0183254	0.0158997	0.0144635	0.0119136	0.015025	0.0189952	0.0129996	0.0188274	0.0221097	0.0198248	0.0100056	0.0112779	0.0153641	0.0110657	0.0101921	0.0143131	0.0155907	0.0184862	0.0197129	0.0198532	0.0218515	0.0202639	0.0346245	0.0321329	0.0592218
dans	0.0870073	0.0440961	0.0164473	0.0228283	0.0164637	0.0133115	0.00988294	0.00785687	0.00827934	0.0100289	0.00836876	0.00658434	0.00599832	0.0047736	0.00849407	0.00813049	0.00640008	0.00569551	0.00446025	0.0038705	0.00378454	0.0025818	0.00495068	0.00966628	0.00831234	0.0133031	0.0150001	0.0213755	0.0246043	0.0322926	0.0457764	0.0441742	0.0451965	0.0457268	0.050011	0.0630429	0.0577147	0.0551133	0.0650484	0.0933463
