 	a10	a30	a87	a99	a83	a54	a6	a5	a21	a61	a37	a85	a61	a21	a41	a61	a75	a85	a37	a96	a88	a71	a0	a47	a96	a61	a0	a75	a5	a61	a96	a62	a47	a70	a13	a93	a4	a13	a11	a90	a15	a7	a26	a82	a87	a23	a87	</S>
les	0.0441872	0.0523738	0.0301509	0.022932	0.01582	0.0285079	0.0261517	0.0686584	0.0761428	0.0404888	0.0593694	0.0412464	0.0326609	0.0183486	0.0109653	0.0120271	0.0131523	0.00997232	0.00823684	0.00641538	0.00931154	0.00638698	0.0105822	0.0115194	0.0151078	0.0158833	0.0161868	0.0153851	0.018883	0.0200755	0.0280768	0.0251899	0.0163712	0.0208973	0.0303115	0.0180656	0.0125466	0.0103076	0.00955361	0.00796766	0.00775276	0.00541173	0.00599285	0.00911304	0.00647542	0.00884369	0.0075573	0.0124355
médicaments	0.00252372	0.00702753	0.00832091	0.00744849	0.0141164	0.0151162	0.0212355	0.0348117	0.063247	0.0635429	0.141334	0.068716	0.0691243	0.045747	0.0906787	0.0551071	0.0418283	0.0347092	0.0304609	0.0429732	0.0215902	0.0235075	0.0185339	0.0160487	0.0098962	0.00496246	0.00461757	0.00571994	0.00320274	0.00269564	0.00100029	0.00139357	0.00100303	0.00198297	0.000607598	0.00123457	0.00247803	0.00149619	0.00235927	0.00134034	0.0022974	0.0013641	0.00175637	0.00146593	0.0013339	0.00212984	0.00360888	0.00230424
que	0.00655752	0.0208878	0.0153533	0.0111676	0.023009	0.0195899	0.0274154	0.0171753	0.0444514	0.0732695	0.0691936	0.0363616	0.0335926	0.032573	0.0425778	0.0373401	0.0473736	0.0562609	0.0552021	0.0520845	0.0390238	0.0374542	0.0464723	0.0314696	0.0175088	0.0169849	0.0127827	0.00958365	0.00946423	0.00736809	0.00341976	0.00261306	0.00205923	0.00405549	0.00279746	0.00276446	0.00426173	0.00334981	0.00220933	0.00153875	0.00241824	0.00188081	0.0045192	0.00256249	0.00110083	0.00158979	0.0065388	0.000772019
j'	0.0246853	0.0251113	0.0129825	0.0105791	0.0149444	0.0119998	0.00862156	0.00429354	0.0131843	0.013919	0.0228062	0.0125912	0.0153386	0.0105218	0.0285508	0.0201886	0.0259419	0.012929	0.023192	0.0236918	0.0240734	0.0239804	0.0409954	0.0453101	0.0367236	0.0370694	0.0366585	0.0166498	0.0214319	0.0132433	0.0117573	0.00971234	0.00733113	0.00674702	0.0170473	0.00898984	0.0134368	0.0138266	0.00986575	0.0149029	0.014586	0.026323	0.0399794	0.0224781	0.020431	0.032302	0.0665085	0.0315666
ai	0.0218095	0.0151038	0.00703392	0.00291254	0.00260097	0.00363402	0.00257736	0.00181073	0.0023272	0.00261307	0.00405669	0.00257871	0.00922979	0.00343716	0.0219054	0.0256852	0.0245735	0.0156485	0.0318383	0.0544779	0.051433	0.0536329	0.0419759	0.0560021	0.0556728	0.048228	0.0433232	0.0434117	0.0370127	0.0249931	0.0338604	0.0137796	0.0191691	0.0219802	0.0337031	0.00844789	0.0102339	0.00860669	0.00813131	0.00924693	0.010377	0.0168484	0.0184501	0.0148367	0.0170352	0.0121208	0.0236472	0.00798599
pris	0.0156952	0.0130773	0.0133003	0.00532118	0.00716639	0.00745276	0.00568507	0.00314199	0.00363119	0.00356711	0.00334347	0.00461233	0.0111987	0.00529475	0.0252789	0.0242661	0.0326554	0.030473	0.0394488	0.0683908	0.0708002	0.0666751	0.0487287	0.0535235	0.0447684	0.0307897	0.027972	0.0335524	0.024204	0.0153298	0.0204207	0.0118047	0.0126456	0.0143739	0.0286005	0.0152729	0.0164504	0.0141178	0.0120083	0.0191294	0.0103692	0.0146673	0.0147452	0.0168639	0.00929972	0.00665285	0.0181508	0.00508237
ont	0.0305079	0.0195882	0.0175382	0.00608923	0.0034094	0.00385724	0.00251399	0.00149025	0.00253264	0.00309962	0.00244208	0.0050258	0.00828577	0.00861832	0.0345814	0.0234067	0.0336128	0.0170903	0.0216077	0.0235021	0.0457238	0.0429107	0.0383929	0.0257502	0.0211819	0.0213194	0.0291597	0.0280238	0.0431752	0.0265138	0.0408991	0.0116724	0.0160252	0.0188824	0.0387342	0.0223005	0.025119	0.0241525	0.0170074	0.018786	0.014493	0.0209179	0.0270922	0.0253214	0.0191191	0.0186576	0.0336878	0.0161813
diminué	0.0244997	0.0187946	0.0137687	0.00974462	0.00658956	0.00917805	0.00741808	0.0034128	0.00602371	0.00960524	0.00539191	0.0147596	0.0268676	0.024335	0.0911971	0.0608767	0.0452001	0.0307762	0.02668	0.0248944	0.0471119	0.0422287	0.0391278	0.0259074	0.0177716	0.0175745	0.0175555	0.02389	0.0170899	0.0128859	0.0169724	0.00486968	0.00722265	0.00860334	0.0135612	0.00888248	0.0107632	0.0128383	0.0157965	0.018207	0.0149519	0.0186002	0.0220992	0.0172862	0.0191323	0.0167976	0.0348736	0.0173851
mes	0.0648042	0.0350138	0.0238436	0.0121761	0.0058837	0.00709908	0.00532782	0.00310447	0.00608059	0.00612859	0.00313061	0.00747643	0.0061106	0.00428463	0.00670583	0.00659396	0.00911148	0.00717548	0.010551	0.0126991	0.0273643	0.0211085	0.0232668	0.0244275	0.0190588	0.0265169	0.0350766	0.0239144	0.0194357	0.0150104	0.0236452	0.0191167	0.0270121	0.0195463	0.0197482	0.0212733	0.0194075	0.0280572	0.0301738	0.0405613	0.0293122	0.0408	0.0397849	0.0267422	0.0350383	0.0252866	0.043338	0.0326754
maux	0.0293461	0.0190176	0.012478	0.00606956	0.00313897	0.00351084	0.00296383	0.00316316	0.00320221	0.00285908	0.0020379	0.00401561	0.00388939	0.00249997	0.00714898	0.00524546	0.00642556	0.00485238	0.00596774	0.00751516	0.013455	0.01449	0.0127291	0.0129372	0.0125271	0.0148677	0.0258694	0.033209	0.0273682	0.0274077	0.0356098	0.0225332	0.030316	0.0314978	0.0270877	0.0417877	0.0341629	0.0386042	0.0466359	0.044831	0.0482495	0.0336651	0.0383404	0.0393416	0.0478861	0.0300226	0.0514325	0.0277879
