 	a66	a87	a23	a40	a36	a75	a56	a98	a79	a98	a92	a37	a47	a7	a90	a15	a79	a56	a98	a47	a7	a69	a58	a84	a87	a10	a83	a54	a7	a98	a47	a85	a6	a5	a61	a34	a79	a37	a75	a47	a36	a7	a36	a2	a57	a87	a23	a99	a97	</S>
les	0.0194441	0.0310863	0.0184935	0.00974038	0.0377239	0.0328061	0.0555873	0.0488063	0.0642332	0.055353	0.0228812	0.0127492	0.0104349	0.0138164	0.0170324	0.0177514	0.0188219	0.012521	0.0119001	0.0143507	0.0104173	0.0110308	0.0150567	0.00726801	0.00600643	0.00457421	0.00998399	0.00662854	0.00873027	0.00805697	0.00620211	0.00737812	0.00738737	0.0077106	0.00774633	0.00755544	0.00449927	0.00588749	0.00593922	0.00669587	0.0095232	0.0153328	0.0171906	0.0133743	0.0223623	0.0388318	0.0323813	0.0413798	0.0691957	0.0601396
champignons	0.00244199	0.00566608	0.00742157	0.0118725	0.0387203	0.0187272	0.0250099	0.0159084	0.0543722	0.0405296	0.0550224	0.0806638	0.0367857	0.0641413	0.0383242	0.0498504	0.0651178	0.0348422	0.0252781	0.0568602	0.0211662	0.0505424	0.0182058	0.0177417	0.0259385	0.0247258	0.0194426	0.0124549	0.0146792	0.00727833	0.00726442	0.0066049	0.00615562	0.00279049	0.00200873	0.00121503	0.00211089	0.00609974	0.00749872	0.0034371	0.00317996	0.0041271	0.000484632	0.000363121	0.00362779	0.000652428	0.000891942	0.000266945	0.000768153	0.000721023
mous	0.0156264	0.0299112	0.0274193	0.0285725	0.0484181	0.0307538	0.0227418	0.0241491	0.048656	0.0457027	0.0362701	0.0413989	0.0451552	0.0332717	0.0473581	0.0254473	0.0387864	0.0182889	0.0294709	0.0290141	0.0189328	0.0257189	0.021312	0.0270321	0.0270483	0.0243318	0.0289658	0.0216689	0.0151655	0.0116625	0.0119222	0.0101717	0.00906173	0.00764318	0.0100781	0.00740405	0.00800386	0.00578413	0.00826906	0.00419259	0.00201027	0.00374933	0.00309666	0.00224049	0.00299578	0.00305558	0.00251099	0.00261517	0.00298048	0.0039633
pourrissent	0.008502	0.0169706	0.0203659	0.021048	0.0147416	0.022056	0.0114517	0.00786766	0.0195489	0.0165742	0.0232264	0.0319561	0.0541257	0.0395097	0.0695102	0.0581334	0.0476949	0.0473829	0.041774	0.0451892	0.0403056	0.0304083	0.0214044	0.0207304	0.0315083	0.040306	0.0220989	0.0258823	0.0154844	0.0143471	0.0151385	0.00973256	0.00928126	0.00624688	0.0062001	0.00318044	0.00918605	0.00700865	0.00600102	0.00404424	0.00625186	0.00946638	0.00249911	0.00216634	0.00809371	0.00402109	0.00365977	0.00162619	0.00427666	0.00181436
dans	0.0285426	0.0304545	0.0203265	0.0481833	0.0178036	0.0382166	0.0130233	0.012387	0.0212051	0.018748	0.0209399	0.018689	0.0458633	0.0254487	0.0358914	0.0238088	0.0232489	0.0198945	0.0252348	0.0332123	0.0184229	0.0213085	0.0143913	0.0135901	0.0276634	0.0208961	0.0212995	0.0301312	0.0304263	0.0367742	0.0355848	0.0224898	0.0189717	0.00945148	0.00651243	0.00574022	0.00878053	0.00799688	0.00669264	0.00377352	0.0111476	0.0124066	0.0111291	0.00734012	0.0155909	0.00963361	0.0154504	0.0133719	0.0100651	0.0118456
la	0.00773491	0.00947647	0.00468341	0.00762338	0.00342039	0.00641758	0.00688985	0.00338176	0.00808814	0.00473377	0.0161847	0.0262671	0.0405627	0.0326673	0.0468313	0.0562759	0.0405395	0.0509475	0.0532309	0.035385	0.0342234	0.0380564	0.036192	0.0357278	0.0435612	0.0519583	0.0313914	0.03578	0.0293372	0.0203375	0.020679	0.00931915	0.00652095	0.0066769	0.00320878	0.00273665	0.00555199	0.00470673	0.00374494	0.00414441	0.0108359	0.0175058	0.015992	0.00837983	0.0226362	0.00975086	0.0128194	0.00854658	0.00421159	0.00412549
forêt	0.0136845	0.0183035	0.00735628	0.00515748	0.002606	0.00319323	0.00320984	0.00345299	0.010074	0.0062235	0.0113701	0.017941	0.0148342	0.0344261	0.0412447	0.051717	0.0407833	0.063863	0.0576741	0.0555226	0.066282	0.0574664	0.0488048	0.0434184	0.0367817	0.0267922	0.0322164	0.0186536	0.0194889	0.0164188	0.0149522	0.00812756	0.00730149	0.0208013	0.00975579	0.0105254	0.00915494	0.0039946	0.0063204	0.00913794	0.0189909	0.0156796	0.00480787	0.00352344	0.0141563	0.0038619	0.00539759	0.00159244	0.00256351	0.000394299
car	0.0236013	0.024705	0.0152133	0.0087259	0.00351462	0.00412456	0.00527441	0.00792384	0.0203771	0.0136384	0.0243294	0.0235128	0.0180398	0.0371751	0.0377107	0.0559802	0.0380605	0.0605021	0.0952229	0.0391717	0.0353296	0.0494632	0.0363076	0.0377602	0.0265206	0.0241639	0.0291257	0.0200757	0.0136908	0.00795667	0.00589485	0.00215257	0.00324266	0.0206294	0.0153792	0.0333965	0.025706	0.00940931	0.00639954	0.0100557	0.0057818	0.00447736	0.00204081	0.00142487	0.00425151	0.00250401	0.00327185	0.00231808	0.00285307	0.00161337
ils	0.0262944	0.0340347	0.0256836	0.0101585	0.00509989	0.0047437	0.0054466	0.00988467	0.0229163	0.0149912	0.0234422	0.0267029	0.017473	0.0452628	0.0299052	0.0426288	0.0463053	0.0570895	0.0788247	0.0518566	0.0435247	0.0615827	0.0367053	0.035862	0.0322106	0.0269926	0.0283859	0.0216667	0.0172635	0.0105168	0.00516481	0.00324354	0.00370104	0.0109858	0.00575424	0.0109432	0.00676499	0.00254045	0.00391275	0.00833512	0.0107292	0.00917193	0.00332975	0.00145765	0.0073293	0.00312182	0.00418765	0.00174545	0.00214494	0.00198099
sont	0.0234446	0.0219043	0.0147527	0.00614214	0.00303901	0.00280193	0.00221212	0.00235545	0.00534241	0.00448964	0.00522558	0.0175395	0.021269	0.0348187	0.0295973	0.0494677	0.0363227	0.0449432	0.0569958	0.0383736	0.03404	0.0500202	0.0266978	0.0357118	0.0329819	0.0341045	0.0363378	0.0363344	0.0328167	0.0296111	0.0235743	0.0155753	0.01808	0.0196417	0.0153356	0.0202238	0.0144385	0.0087248	0.0128465	0.0144494	0.0131164	0.00749632	0.00365122	0.00184504	0.00939665	0.00635346	0.00720082	0.00612391	0.00693429	0.00529849
