 	a66	a87	a97	a99	a97	a79	a4	a57	a53	a93	a75	a85	a47	a36	a47	a85	a0	a75	a85	a92	a61	a96	a93	a62	a47	a31	a62	a12	a98	a15	a7	a15	a7	a44	a54	a36	a2	a57	a97	a10	a97	</S>
okonza	0.0219481	0.0490191	0.0676067	0.0596493	0.059426	0.0608669	0.0811826	0.0677945	0.0667627	0.0526813	0.049912	0.0284183	0.0101699	0.0107584	0.00745866	0.0107419	0.00836447	0.00823292	0.0120946	0.00938237	0.00783468	0.00990222	0.010337	0.0160601	0.0168411	0.0251059	0.0306238	0.0152192	0.00914341	0.0171402	0.00637436	0.00569659	0.00644702	0.00461396	0.00430054	0.00704792	0.00518511	0.00723638	0.00466821	0.0057593	0.00820817	0.033784
a	0.0127788	0.0129169	0.0177827	0.0144263	0.0138954	0.0149048	0.0101672	0.00997634	0.0157544	0.0174725	0.0328414	0.0282239	0.0139767	0.0194293	0.0207013	0.0186699	0.02027	0.0216225	0.0165449	0.0188868	0.0141132	0.0134907	0.0098257	0.0143665	0.00812812	0.0116044	0.00993402	0.0117264	0.00940492	0.0121505	0.0185974	0.0175913	0.0324011	0.0303612	0.0357407	0.0529575	0.0683686	0.0635888	0.0553689	0.065509	0.0542485	0.0392806
dévoilé	0.0325626	0.032031	0.0271138	0.0236661	0.0344828	0.0262881	0.0129069	0.0197886	0.0104442	0.00731328	0.0387851	0.0187834	0.0155764	0.0270974	0.0214821	0.0233759	0.0116476	0.0145623	0.0109928	0.016457	0.0135316	0.0130233	0.0240015	0.0218081	0.0201213	0.0172945	0.013734	0.0132973	0.0115841	0.0082544	0.0110693	0.00842029	0.0208686	0.0111345	0.0171912	0.0175991	0.0332501	0.0677399	0.0488565	0.0524679	0.0598114	0.069584
la	0.0440951	0.0182366	0.016203	0.0137148	0.0161007	0.0192236	0.014056	0.0131465	0.0109261	0.0131688	0.0153715	0.0161722	0.0121742	0.00970945	0.0134266	0.0173194	0.00472097	0.00736577	0.00465367	0.00928237	0.00468729	0.013681	0.0124757	0.0227871	0.0188505	0.0308203	0.02318	0.0377483	0.0353892	0.031118	0.0443399	0.0266412	0.0279304	0.0420735	0.0357037	0.0340927	0.0162404	0.0250004	0.0394427	0.0517079	0.051267	0.0857553
personne	0.0502405	0.0250845	0.0117615	0.0114211	0.0154028	0.0108007	0.00693273	0.00604261	0.00422527	0.00631955	0.0123578	0.0231158	0.0373285	0.0385325	0.0403787	0.0527891	0.0296537	0.0402055	0.0351491	0.0425144	0.0402436	0.0357182	0.0704553	0.0441419	0.0390958	0.0555795	0.0270087	0.0288736	0.0272632	0.0158446	0.0101408	0.00568892	0.00603047	0.00796583	0.00914565	0.0079399	0.00533792	0.0187492	0.0112208	0.0110462	0.0110219	0.0112315
qui	0.0288111	0.018345	0.0145497	0.0114371	0.00773611	0.00705681	0.00389333	0.00439292	0.0050483	0.0151353	0.0316796	0.0734534	0.0508851	0.0330783	0.0307087	0.0351625	0.0236784	0.0335242	0.0294903	0.0295304	0.0177252	0.0332871	0.0250408	0.0179419	0.0152186	0.0299644	0.029846	0.0378315	0.0238036	0.0359467	0.0247836	0.0166744	0.0191982	0.0306022	0.0276554	0.0407441	0.0173708	0.0226195	0.0140067	0.0147016	0.00870387	0.00873684
a	0.0259732	0.0126476	0.0125002	0.0122169	0.013742	0.0125252	0.0072264	0.00598369	0.00961645	0.010064	0.0124714	0.0189081	0.01944	0.0159876	0.0289718	0.0281892	0.0418616	0.0451851	0.0493395	0.0361237	0.0483	0.0430888	0.0341098	0.0245739	0.0294498	0.0251668	0.0211692	0.0295508	0.0217534	0.024001	0.0211561	0.0141151	0.0212365	0.0299159	0.034215	0.0312314	0.0264962	0.0289985	0.0209571	0.0219537	0.0192281	0.0103596
volé	0.0805142	0.0369842	0.0385783	0.0328509	0.036663	0.0289246	0.016482	0.0223708	0.0189594	0.0186245	0.0139508	0.00972522	0.00588705	0.00819185	0.00884378	0.00906934	0.00550936	0.00722743	0.00541604	0.00637503	0.00402473	0.00731714	0.0100847	0.0115642	0.00972819	0.030516	0.0247633	0.0381459	0.049814	0.0285647	0.0339478	0.0206923	0.03526	0.0302329	0.0347147	0.0320716	0.0281925	0.0363295	0.0254326	0.034544	0.0278687	0.0350427
mes	0.0628424	0.043122	0.0394866	0.0327827	0.0314543	0.0309338	0.0117461	0.01471	0.0128631	0.013951	0.0162933	0.0141909	0.00920559	0.0105162	0.00961167	0.00995422	0.0060075	0.00792063	0.00743177	0.00878558	0.00468767	0.00991698	0.0106666	0.0154991	0.0163649	0.0387272	0.0373178	0.0233756	0.0402387	0.0174503	0.0176395	0.0120485	0.0190242	0.0136562	0.0222147	0.0320685	0.0313631	0.0440833	0.0267199	0.0388863	0.0541624	0.0800793
bananes	0.0571222	0.0404016	0.0498001	0.0380532	0.0317631	0.0280254	0.0126754	0.0168935	0.01281	0.00841419	0.0138442	0.0198565	0.0143864	0.016092	0.0174297	0.0164783	0.0102782	0.0114595	0.00814598	0.00862903	0.00450601	0.00678038	0.00698427	0.0087595	0.00912123	0.0146124	0.0171518	0.0147325	0.0186497	0.0144992	0.0199547	0.013546	0.0245078	0.0145607	0.0204106	0.0361217	0.0317647	0.0308167	0.0330183	0.0483066	0.0639112	0.114726
