 	a66	a87	a23	a87	a97	a83	a0	a47	a61	a47	a61	a43	a11	a34	a56	a75	a79	a7	a53	a56	a21	a85	a47	a36	a0	a54	a36	a2	a57	a82	a97	a87	a23	a87	</S>
nous	0.0565231	0.0516367	0.0289713	0.0299225	0.0230399	0.0376807	0.0223174	0.0201559	0.0211466	0.0144091	0.026025	0.0287897	0.0278285	0.0180093	0.0165215	0.0181129	0.0186722	0.0137451	0.0152765	0.00911103	0.01241	0.0265291	0.0199639	0.0272692	0.048144	0.0259261	0.0429289	0.0269446	0.033428	0.0309443	0.0341794	0.0294454	0.039919	0.0328996	0.0711735
avons	0.022112	0.0218167	0.0293298	0.0224003	0.00906845	0.0154897	0.0267807	0.0171072	0.0151517	0.0138988	0.0134002	0.0159547	0.0196099	0.02621	0.0484771	0.043225	0.0609193	0.0442935	0.0410284	0.0223041	0.0466258	0.0288062	0.03874	0.0370114	0.023261	0.0224321	0.023728	0.0388895	0.0269988	0.0294954	0.036675	0.0353744	0.0223299	0.0348926	0.0261624
passé	0.022906	0.0168757	0.0158842	0.010298	0.00849746	0.010625	0.0117101	0.00600548	0.00625127	0.0076279	0.00454201	0.00542876	0.00564086	0.00663847	0.017695	0.00811822	0.00917414	0.0306014	0.0211657	0.0151962	0.0272216	0.0315525	0.027248	0.0324239	0.0349641	0.0423441	0.0556004	0.0720036	0.0608346	0.0656992	0.102458	0.0617732	0.055542	0.0538736	0.0355794
la	0.135448	0.0546473	0.0277309	0.0232431	0.0203213	0.0119533	0.0129939	0.00785277	0.00907544	0.00906887	0.00598232	0.00359203	0.00295901	0.00554467	0.0137567	0.0101405	0.0217355	0.0498652	0.0491895	0.0482986	0.0381377	0.0284807	0.0286488	0.0283793	0.0376621	0.0266091	0.0364185	0.024058	0.027754	0.042753	0.0394345	0.0241744	0.0357721	0.0232978	0.0350205
nuit	0.0190522	0.0199628	0.0253004	0.0317322	0.0367013	0.0266362	0.0237107	0.0252021	0.0211253	0.0354983	0.0264499	0.0270368	0.017906	0.0169894	0.0253331	0.0318353	0.0459013	0.0932708	0.0890933	0.0223734	0.0407983	0.021968	0.0514282	0.059904	0.0405144	0.00807685	0.0394366	0.017812	0.00989154	0.0124388	0.0106039	0.00662473	0.00696138	0.0052379	0.00719266
dans	0.0761193	0.0514662	0.0502684	0.0672284	0.0291076	0.0218627	0.0179388	0.028843	0.0235433	0.0189518	0.0208465	0.0172556	0.00809891	0.013104	0.0110993	0.0173543	0.0201494	0.0120399	0.0197473	0.00950525	0.0169153	0.0221106	0.0321918	0.0541671	0.0443262	0.0270411	0.0730805	0.0450922	0.0259149	0.0413263	0.0239522	0.0136554	0.0154877	0.0139108	0.016298
un	0.0456563	0.03043	0.0165164	0.00934968	0.00434458	0.00503779	0.00350535	0.00612187	0.0059652	0.00384538	0.00467354	0.00490093	0.00407924	0.0050964	0.006444	0.0192698	0.0257142	0.00795406	0.017053	0.0118574	0.021539	0.0242909	0.0196215	0.0458128	0.0899753	0.0654709	0.11273	0.0744494	0.0478208	0.0409403	0.0533919	0.055055	0.0391161	0.0430396	0.0289312
village	0.0210687	0.0148425	0.0134544	0.00960783	0.00453515	0.00426892	0.00393166	0.00683099	0.00650677	0.00509548	0.00521565	0.00824369	0.00553191	0.00763113	0.00952174	0.0420126	0.0404244	0.015774	0.0315852	0.0215351	0.0331004	0.0373716	0.0333294	0.0748154	0.0840593	0.0453619	0.129737	0.0621367	0.0390686	0.0368552	0.0327818	0.0393694	0.0300349	0.0276952	0.0166655
de	0.0517638	0.0410627	0.0295974	0.0256163	0.00915976	0.00845638	0.0066628	0.00947323	0.011198	0.00738128	0.00717904	0.0101016	0.00710074	0.00725918	0.00554287	0.0116082	0.0120516	0.00462356	0.0116718	0.00851406	0.011907	0.0185111	0.0119717	0.0244377	0.0329101	0.051941	0.0573152	0.0592834	0.0440332	0.056832	0.0710525	0.0667063	0.056088	0.0823302	0.0686562
pygmées	0.0442673	0.0370808	0.0278221	0.0287408	0.0108467	0.00909393	0.00985347	0.013022	0.0141918	0.010606	0.0103793	0.0127322	0.00853615	0.00919583	0.00864917	0.0126961	0.0136969	0.00739835	0.0143769	0.0139193	0.0156758	0.0215246	0.0171072	0.0227731	0.0295142	0.0566376	0.0510139	0.0594541	0.0471309	0.0534517	0.0699196	0.0626574	0.0522121	0.0762254	0.0475975
</S>	0.0515692	0.0275936	0.0242078	0.0222476	0.0154793	0.0107481	0.0110381	0.010743	0.00985108	0.0119953	0.0105489	0.016488	0.00871099	0.00644034	0.00564801	0.00547752	0.00574494	0.00562168	0.00726223	0.00865796	0.0152103	0.0243483	0.0252258	0.0331855	0.0366627	0.0486149	0.0575291	0.0764134	0.048927	0.0470465	0.0808015	0.0760225	0.0500617	0.0649528	0.0389243
