 	a23	a10	a87	a23	a87	a97	a99	a13	a38	a30	a35	a30	a57	a54	a30	a14	a26	a27	a26	a24	a25	a87	a40	a30	a35	a75	a41	a94	a58	a82	a38	a75	a14	a35	a75	a35	a2	a75	a14	a35	a76	a41	a25	a87	a23	a87	</S>
les	0.0296273	0.0293809	0.0194711	0.0236158	0.0222969	0.0190165	0.0137694	0.0113206	0.0150119	0.0166818	0.0183617	0.0215016	0.0352999	0.0302761	0.03328	0.0243366	0.0429037	0.0207429	0.0261666	0.0283111	0.0271711	0.0192587	0.0146361	0.0179187	0.0298663	0.0270938	0.0462292	0.0193779	0.00953434	0.0154337	0.0202352	0.0125416	0.0129609	0.0122218	0.00999981	0.00743269	0.0127487	0.011638	0.0193668	0.0234938	0.0153906	0.0249865	0.016257	0.0173241	0.0212584	0.014965	0.0392865
enfants	0.00579271	0.00941082	0.00906271	0.0151911	0.0321493	0.0260839	0.0255537	0.0350005	0.0358925	0.0312241	0.0335906	0.0312921	0.0459065	0.0350636	0.0434389	0.0521269	0.0547678	0.0703591	0.073771	0.0204432	0.0253602	0.0262492	0.0293849	0.0222768	0.033547	0.0272021	0.0328057	0.0260013	0.0217433	0.0136638	0.00961463	0.00530501	0.0073512	0.00693254	0.00256416	0.00336539	0.00230515	0.00175748	0.00374253	0.00174984	0.0014007	0.00100225	0.00123498	0.00151838	0.0015096	0.00216016	0.00213052
de	0.0481153	0.0419413	0.0258869	0.0293167	0.0386571	0.0309667	0.0346119	0.0388973	0.04187	0.0282335	0.030375	0.02841	0.023916	0.0223197	0.0207226	0.0270612	0.0330702	0.0369303	0.0389054	0.031441	0.0148229	0.0198952	0.0183657	0.0219498	0.0246811	0.0142833	0.0137923	0.0162648	0.0133938	0.0121304	0.00909101	0.00899306	0.00886884	0.00842891	0.00535123	0.0041695	0.00700164	0.00457677	0.0144994	0.00785014	0.0194733	0.0141334	0.0200612	0.0117039	0.00882059	0.0167719	0.00897812
l'	0.00660417	0.00605477	0.00509607	0.00548557	0.00563647	0.00719481	0.00647926	0.0109553	0.0139309	0.0204424	0.0183552	0.0150585	0.0161421	0.011683	0.0135123	0.00717567	0.015781	0.0142842	0.0105351	0.0107862	0.00836826	0.0183309	0.0298598	0.0215339	0.0247562	0.018954	0.0217341	0.020576	0.0384808	0.0384174	0.0399292	0.0728404	0.0451371	0.0244236	0.0193246	0.0295035	0.0242848	0.0328602	0.0325168	0.0368796	0.0383364	0.0449788	0.0188802	0.0249685	0.0132723	0.0219657	0.0176941
époque	0.0416578	0.0433593	0.0254975	0.027921	0.0333816	0.0292146	0.0248537	0.0303433	0.034781	0.0274803	0.0233366	0.0279673	0.0162702	0.0225857	0.0176011	0.0186118	0.0244928	0.0208732	0.0185384	0.0274378	0.0218993	0.0180974	0.0142579	0.0172702	0.0252011	0.0268592	0.0243194	0.0314199	0.0381674	0.0244742	0.0129059	0.0257864	0.0251965	0.0145827	0.0193599	0.0105521	0.00950193	0.011292	0.0133128	0.00828278	0.00741134	0.00937891	0.00803928	0.0111413	0.00905893	0.00947236	0.016554
actuelle	0.0343222	0.0204745	0.0110296	0.00984541	0.0144236	0.0139491	0.0172516	0.0186008	0.0220227	0.0229181	0.0217269	0.0185102	0.0157614	0.0163894	0.0150218	0.0134819	0.0187381	0.0154947	0.0181049	0.035746	0.0282502	0.0274008	0.0182467	0.0192351	0.0244655	0.0203271	0.037733	0.0408017	0.0510932	0.0403622	0.0279772	0.029693	0.0258276	0.030162	0.0409669	0.0271658	0.0221316	0.0125647	0.0177623	0.011109	0.00793032	0.0100141	0.00927935	0.0105416	0.0134163	0.00857144	0.0131581
ne	0.0226326	0.0230053	0.0133817	0.0104574	0.0123817	0.0127298	0.0140344	0.0163682	0.0188223	0.0183349	0.0120509	0.0110569	0.00676062	0.00590148	0.00546583	0.00739586	0.00895878	0.0100151	0.0108949	0.0182172	0.0114397	0.0091625	0.00818505	0.00868407	0.0133864	0.0143383	0.023515	0.0270308	0.0233103	0.0334352	0.0225525	0.0309499	0.0449943	0.0593664	0.0650376	0.054417	0.0459203	0.0302008	0.035418	0.0343129	0.0154076	0.0264947	0.0208218	0.0183937	0.0226981	0.0234922	0.0181692
respectent	0.0322085	0.0240683	0.0164296	0.0187874	0.0260381	0.0183375	0.0222895	0.0295636	0.0295353	0.0286771	0.0185875	0.0245542	0.0168927	0.00863125	0.0103261	0.0186707	0.0160349	0.0218252	0.0226617	0.0223797	0.0210894	0.0235185	0.0210232	0.0160036	0.0112204	0.00695334	0.00807551	0.0139845	0.013104	0.0178815	0.0103165	0.0180364	0.0148753	0.0157212	0.0221117	0.0137274	0.0124291	0.00813118	0.0170837	0.0181438	0.0135043	0.0200474	0.0278437	0.0463401	0.0433006	0.0424171	0.0766175
plus	0.0649914	0.039547	0.022636	0.0322681	0.0317783	0.0249514	0.0161021	0.0153163	0.0171968	0.0120427	0.010803	0.0117912	0.0124259	0.0110983	0.0118162	0.0125994	0.0176027	0.0212617	0.0210905	0.018298	0.0241767	0.021158	0.0260681	0.0217805	0.0287027	0.0132794	0.0133665	0.012826	0.00795127	0.0135921	0.00801524	0.00784615	0.00760888	0.00881342	0.00932621	0.00792734	0.0144671	0.0119125	0.0295206	0.0281571	0.0212132	0.0312285	0.0233066	0.0348737	0.0263701	0.0322228	0.0886722
les	0.0590501	0.034005	0.0230357	0.023397	0.0303623	0.0198725	0.0170175	0.0155544	0.0201704	0.0131014	0.0134328	0.0139402	0.0128152	0.00905369	0.011393	0.0145198	0.0158687	0.0204724	0.0238643	0.0177107	0.0187627	0.0188229	0.0307723	0.0287505	0.0277219	0.0138782	0.0154481	0.0133012	0.00716624	0.0122767	0.00947877	0.0117459	0.012991	0.0188402	0.0249067	0.0218038	0.0213834	0.0179979	0.0290836	0.0400435	0.023369	0.0345245	0.0231788	0.0227164	0.0216629	0.0272201	0.043516
parents	0.0363971	0.0204694	0.0141017	0.0148279	0.0150069	0.0134661	0.010433	0.00937778	0.00871124	0.00844548	0.00657542	0.00834027	0.00772089	0.00693727	0.0101857	0.00980738	0.0094287	0.0136487	0.013209	0.0168655	0.0213529	0.0288495	0.026783	0.0199499	0.0220964	0.0195776	0.0219346	0.0200946	0.014025	0.0195702	0.0156443	0.0143339	0.0142145	0.0184647	0.0176034	0.0169522	0.0250269	0.0274162	0.0399412	0.0413346	0.0310523	0.0356622	0.0387778	0.0436403	0.0493285	0.0527071	0.0497108
</S>	0.0494851	0.0269879	0.0180631	0.0167346	0.0170666	0.0125241	0.00939807	0.00917048	0.0100892	0.00855932	0.00441257	0.00618109	0.00237585	0.00302513	0.00509418	0.00642873	0.00496068	0.00832951	0.00888742	0.0122097	0.0144295	0.0150088	0.011318	0.0145102	0.0121458	0.0112207	0.0112301	0.0117981	0.00603589	0.00960932	0.00639767	0.00524721	0.01237	0.012449	0.0129756	0.014672	0.0249408	0.0284489	0.0342444	0.0357253	0.0307875	0.0379409	0.049521	0.0837411	0.0631508	0.0758725	0.114226
