 	a23	a87	a23	a87	a23	a40	a44	a76	a92	a47	a75	a73	a90	a20	a41	a27	a11	a24	a54	a47	a85	a47	a7	a2	a53	a15	a92	a96	a47	a75	a79	a44	a84	a53	a93	a66	a9	a10	a87	a23	a87	</S>
son	0.0433181	0.0366454	0.0193984	0.0181046	0.020946	0.0235292	0.0379429	0.0458249	0.0464895	0.0502757	0.0369764	0.0274855	0.054921	0.0374485	0.0390733	0.0906232	0.0762099	0.0791771	0.0426333	0.0181581	0.00516659	0.00486373	0.00235758	0.00299374	0.00241056	0.00371093	0.0045812	0.00294627	0.00296909	0.00434831	0.00355089	0.0043028	0.00746385	0.00891836	0.0136896	0.00827634	0.0117357	0.00789567	0.00946558	0.01343	0.00815806	0.0215841
père	0.00100297	0.00148611	0.00641898	0.0139468	0.0126762	0.0415417	0.05024	0.0720823	0.0759882	0.0618502	0.0754806	0.0843584	0.0568235	0.0293109	0.0461213	0.0477658	0.0660284	0.0530824	0.0727582	0.0372818	0.0158299	0.0158423	0.00774892	0.00553513	0.00596952	0.00602431	0.0116691	0.0042608	0.00191846	0.00165813	0.00189504	0.00176799	0.002629	0.00103878	0.000704972	0.000485894	0.000961924	0.000462889	0.0012013	0.00148434	0.00183367	0.00283292
l'	0.0350965	0.0207431	0.0376511	0.0276102	0.0253624	0.0441873	0.0363775	0.0203912	0.0293872	0.0231806	0.0304989	0.0369009	0.0257856	0.0655906	0.0534858	0.0488793	0.0629661	0.0369077	0.0607566	0.0475097	0.0353041	0.0154147	0.0148979	0.00930725	0.00736146	0.0122451	0.00637239	0.00619796	0.00363647	0.00420185	0.00379941	0.00144437	0.00225283	0.00370318	0.0037381	0.00563562	0.00509054	0.00675282	0.0114783	0.0143519	0.0357635	0.0217818
a	0.0155875	0.00876821	0.0143851	0.00712489	0.00854822	0.0119863	0.0120923	0.00513021	0.00465181	0.00392707	0.00401963	0.00348837	0.00143346	0.00501117	0.00676366	0.0127966	0.0157757	0.0114074	0.0204107	0.0262359	0.117174	0.0407657	0.0595519	0.0193795	0.0399814	0.041899	0.0350682	0.0571295	0.0524195	0.0487051	0.0622766	0.0312055	0.0495144	0.0168739	0.0098623	0.0111497	0.0185963	0.0118778	0.0224413	0.0225994	0.012029	0.0199556
blâmé	0.0284484	0.0359389	0.0173289	0.0143046	0.0212318	0.008136	0.0114392	0.0130251	0.0197425	0.0396059	0.0299951	0.0255389	0.0168872	0.0269475	0.0660151	0.04712	0.0585176	0.0231922	0.0196979	0.0260379	0.0248624	0.0121661	0.0110244	0.0126418	0.0451938	0.0291424	0.034442	0.0305155	0.0329597	0.0371853	0.0467214	0.0222246	0.0203581	0.00965121	0.0112936	0.0117342	0.0101367	0.0113367	0.010426	0.00855071	0.0096788	0.00860392
parce	0.0412251	0.0284635	0.0412276	0.0295173	0.0279326	0.0511902	0.039403	0.0226508	0.0199723	0.0137724	0.0120445	0.0148598	0.019818	0.0244841	0.0259256	0.0192457	0.0387945	0.0410356	0.0342803	0.0474182	0.0148989	0.0171601	0.00572426	0.0038952	0.00591646	0.00330929	0.00743662	0.00233135	0.00893492	0.00629166	0.00586351	0.00594178	0.0115184	0.0206874	0.0171966	0.0183097	0.0254941	0.0366937	0.0418368	0.0393731	0.0429919	0.0649334
qu'	0.0404482	0.0238081	0.0296444	0.0264635	0.0226192	0.0392207	0.0364987	0.0237351	0.0243302	0.0204142	0.0265172	0.0348607	0.0261315	0.0400708	0.0289625	0.0435184	0.054033	0.0452094	0.0462473	0.041582	0.0116508	0.0115545	0.00459045	0.0040507	0.00716337	0.00630958	0.00777529	0.00410138	0.00558413	0.0046118	0.00311204	0.00303548	0.00431504	0.0057163	0.00710405	0.014371	0.0144748	0.0379137	0.02841	0.033486	0.0398597	0.0664952
il	0.0359385	0.0263972	0.0227826	0.0213475	0.021076	0.0222018	0.0234361	0.0194218	0.0159816	0.0143601	0.0128064	0.0157883	0.0189023	0.0193557	0.0160869	0.0169678	0.0174105	0.0314228	0.0199927	0.0143744	0.0234026	0.0198606	0.0136748	0.0152294	0.0162618	0.0174368	0.0196929	0.0223376	0.0295164	0.0317525	0.0159112	0.0185169	0.0220376	0.0139479	0.0222469	0.0325173	0.0429658	0.0545986	0.0444301	0.0384621	0.0379073	0.0412417
rentre	0.0261883	0.0250478	0.018409	0.0194243	0.0234175	0.0150823	0.00966046	0.00606509	0.00460785	0.00589481	0.00221091	0.00233566	0.00531685	0.00732751	0.0128554	0.00538431	0.00705523	0.0119041	0.00696077	0.00832721	0.0200719	0.0175179	0.0139804	0.0110407	0.0180295	0.026737	0.0203492	0.0305966	0.0327754	0.0445607	0.0271901	0.0326407	0.0570126	0.0220968	0.0533114	0.0378986	0.0822283	0.0438689	0.0423485	0.042878	0.0398932	0.0594986
à	0.0491747	0.0264456	0.0137582	0.0147188	0.0160529	0.0104248	0.0109624	0.0101046	0.00764078	0.0087353	0.00693995	0.00735216	0.0070677	0.0124682	0.0130723	0.0104285	0.0145982	0.0197164	0.0149304	0.0190955	0.0174755	0.0208433	0.0117375	0.0118588	0.00766227	0.00795974	0.0109272	0.00918779	0.0140995	0.0250367	0.01396	0.0231015	0.0359542	0.0316385	0.0547374	0.0591518	0.0626997	0.0683889	0.038495	0.0474595	0.0431914	0.0907462
