 	a66	a87	a23	a79	a56	a75	a92	a79	a44	a96	a66	a98	a92	a37	a34	a61	a0	a75	a92	a21	a12	a61	a18	a75	a5	a37	a26	a27	a2	a57	a87	a23	a97	a87	a23	a87	</S>
le	0.045496	0.0712742	0.0741187	0.0665713	0.0526397	0.0476735	0.0673257	0.0298783	0.0223796	0.0166761	0.0114092	0.0189992	0.0188871	0.0196483	0.0104772	0.0166626	0.0111957	0.0117424	0.00813528	0.00603511	0.0072777	0.00868932	0.0152046	0.0107831	0.0132328	0.0152486	0.0253817	0.0241186	0.0257161	0.0267861	0.0290624	0.0216718	0.028651	0.0238506	0.0324844	0.0225737	0.0420421
pêcheur	0.0105155	0.0654202	0.0589815	0.103792	0.0594627	0.0567979	0.0383287	0.101535	0.0605396	0.0336058	0.0499729	0.0452341	0.0487682	0.0508814	0.0476385	0.0362016	0.0254912	0.0197729	0.0128585	0.00868692	0.0129096	0.0165653	0.0103557	0.00256266	0.00381304	0.00322247	0.00279029	0.00223878	0.00244025	0.00155041	0.00155208	0.000858821	0.0010775	0.000794111	0.00121771	0.000884355	0.00068138
a	0.0313059	0.0446614	0.0309103	0.0200385	0.0409631	0.0443798	0.02919	0.0995748	0.0892849	0.0459214	0.0461176	0.0422391	0.0419848	0.0427546	0.0187436	0.0253791	0.0324819	0.0288783	0.0311064	0.0255258	0.0262909	0.0282695	0.0399267	0.018144	0.0105145	0.0136283	0.00698735	0.00726747	0.00483008	0.00322356	0.00401043	0.00282149	0.00389547	0.00428725	0.005371	0.00511665	0.00397402
conservé	0.0118834	0.0113836	0.0121468	0.00899961	0.0168295	0.00984995	0.018525	0.0284279	0.0356795	0.0281367	0.104253	0.162007	0.150899	0.0656495	0.0345536	0.0408808	0.0220048	0.0155892	0.0125704	0.0195537	0.0142363	0.0209057	0.0114897	0.00765364	0.00873835	0.0101872	0.0113047	0.0105553	0.0123501	0.0109382	0.00975737	0.0117131	0.0101996	0.0100344	0.0110626	0.00783423	0.011217
ses	0.0206582	0.0122473	0.006832	0.00743693	0.009258	0.0216991	0.055188	0.044097	0.0966473	0.0922074	0.0715319	0.090917	0.0309698	0.0116338	0.0137229	0.00663836	0.00568864	0.00490049	0.00391268	0.00526164	0.00586275	0.00660884	0.00734181	0.0188652	0.0150309	0.0150436	0.0191242	0.0241975	0.0217229	0.0233743	0.0210563	0.0345775	0.020586	0.0323698	0.0237443	0.0385609	0.0604848
appâts	0.00838675	0.009144	0.00959674	0.00922497	0.0144942	0.027475	0.0356117	0.026138	0.0494174	0.0466921	0.046182	0.0362084	0.0201229	0.00895681	0.0185371	0.00681552	0.0103027	0.00805748	0.0054068	0.00880718	0.0106116	0.0118664	0.0129251	0.0308389	0.0288381	0.029857	0.0473907	0.0439831	0.0409895	0.0386971	0.0343906	0.0585741	0.0413995	0.0488233	0.0427541	0.0408001	0.0316832
dans	0.0503177	0.0299185	0.0232246	0.0165433	0.0169369	0.0338573	0.0321021	0.0303974	0.0392276	0.0292817	0.0180319	0.0126138	0.00720155	0.00579448	0.0042509	0.00390735	0.00474197	0.00339121	0.00249769	0.00228508	0.00232613	0.00446373	0.0179811	0.0208532	0.0289109	0.0255479	0.0440562	0.0362547	0.0440311	0.0345148	0.0417346	0.052153	0.0420767	0.0512992	0.0873367	0.0388987	0.0610382
une	0.0621428	0.0605181	0.0330875	0.0303156	0.0207567	0.0262331	0.0229559	0.0142684	0.0106636	0.00663719	0.0047822	0.00429096	0.00206914	0.00345648	0.0053544	0.00688441	0.0129561	0.0190541	0.0238199	0.0243341	0.027175	0.0201652	0.0221184	0.0256526	0.0225434	0.0212094	0.0270069	0.0421628	0.0367277	0.0287211	0.0327447	0.0308657	0.0328407	0.0394041	0.0896566	0.0416139	0.0648112
boîte	0.0311709	0.0303744	0.0286505	0.0271749	0.0232106	0.0206641	0.0269088	0.0238192	0.023975	0.0201696	0.0248365	0.0207664	0.0164532	0.0140687	0.0265888	0.022927	0.0241725	0.0342459	0.0315919	0.0271543	0.0303042	0.0259407	0.0388799	0.047638	0.0422542	0.0266334	0.0397211	0.0504481	0.037168	0.0236682	0.0220359	0.0224144	0.0176386	0.0182798	0.0261912	0.022577	0.00928451
</S>	0.0142833	0.0193962	0.0170572	0.0207678	0.0214366	0.0248713	0.025279	0.0147438	0.0157378	0.0100469	0.00694831	0.00462427	0.00339123	0.00516202	0.00409439	0.00520121	0.00508885	0.00669239	0.00658138	0.00747538	0.00752401	0.0078435	0.00910008	0.0127777	0.0108035	0.0152461	0.0301479	0.0412211	0.0643589	0.045759	0.0412383	0.0505507	0.0597223	0.0556038	0.106622	0.0883329	0.114269
