 	a66	a87	a23	a38	a44	a37	a43	a31	a47	a62	a31	a43	a0	a75	a85	a37	a61	a88	a62	a21	a92	a56	a94	a90	a69	a58	a20	a58	a82	a87	a23	a87	</S>
cet	0.0374787	0.059363	0.046714	0.0465858	0.0616442	0.0316147	0.0293092	0.0234398	0.0153638	0.0138087	0.0151264	0.0108042	0.0148464	0.0100922	0.0159275	0.0190062	0.0112657	0.014736	0.0239726	0.0363842	0.0307135	0.0339296	0.0428882	0.0434509	0.0469422	0.0565292	0.0381837	0.0340631	0.0380406	0.0315424	0.026593	0.0228192	0.0168211
oiseau	0.00985034	0.018282	0.0284217	0.0432211	0.0481907	0.0270751	0.0221527	0.0249419	0.0273987	0.0327238	0.0232916	0.0277974	0.0266373	0.0808904	0.0467797	0.0187635	0.0198397	0.0571771	0.0612535	0.0732395	0.0737106	0.0522271	0.0330933	0.0187032	0.0165266	0.00964125	0.00902219	0.0061565	0.0092594	0.0205209	0.00741184	0.00794759	0.0178516
qui	0.0897892	0.0582877	0.156996	0.115164	0.0482242	0.0419828	0.0303382	0.0257614	0.0259729	0.0202994	0.029562	0.0101675	0.00759688	0.00895737	0.00716331	0.0032813	0.0021921	0.00232439	0.00246879	0.00439025	0.00383217	0.00528047	0.00548521	0.00704443	0.0174092	0.0217146	0.0181686	0.0221532	0.0346023	0.0314207	0.0254039	0.0497881	0.0667772
est	0.102249	0.0214174	0.0206278	0.0144516	0.0162464	0.0250888	0.0304577	0.0424805	0.0657465	0.0338137	0.0321584	0.0255491	0.0164463	0.0254653	0.0211324	0.0262281	0.026884	0.0217705	0.0166716	0.0130415	0.0144138	0.0257536	0.0158417	0.0206611	0.0218051	0.0200765	0.0223394	0.0186366	0.0299452	0.0414369	0.0459134	0.0389325	0.0863179
perché	0.0296523	0.0098523	0.00626117	0.00662568	0.00812676	0.0184142	0.0534509	0.0766318	0.0771243	0.0722926	0.0708038	0.0562896	0.0387273	0.0562056	0.0327974	0.0320703	0.0342369	0.0231732	0.0232832	0.0208132	0.0201783	0.0403202	0.0246818	0.00955704	0.0156139	0.00956442	0.00760034	0.00779155	0.0082344	0.0160992	0.0216823	0.017134	0.0547101
sur	0.0757468	0.021358	0.018189	0.0124871	0.0094526	0.0110762	0.00868442	0.0114166	0.0086599	0.00645783	0.0156094	0.00826681	0.00806312	0.0111206	0.0060939	0.0212414	0.0136726	0.0085457	0.0127239	0.00865637	0.00778091	0.0186616	0.0233953	0.0136708	0.0572367	0.0403029	0.0382168	0.0813129	0.0846811	0.0897091	0.0694548	0.0755478	0.102507
le	0.0439274	0.018475	0.0147335	0.0114182	0.0098272	0.0105631	0.0101975	0.0115716	0.00906121	0.00790169	0.0107313	0.00549894	0.00738056	0.00889377	0.0101963	0.0121134	0.00761748	0.00683889	0.0108469	0.0153347	0.0110923	0.037608	0.0335788	0.0225071	0.0767622	0.0386705	0.0406183	0.0683065	0.0667181	0.088623	0.0792012	0.0961535	0.097032
palmier	0.02668	0.01968	0.0136354	0.00958796	0.010965	0.0158505	0.0419335	0.0315256	0.0189744	0.0188206	0.0231805	0.0117507	0.018747	0.0140533	0.0320628	0.0570265	0.0256007	0.0399369	0.0573135	0.0705858	0.0509463	0.09504	0.0704056	0.0188904	0.0324081	0.0199586	0.0167269	0.0266431	0.025346	0.0167993	0.0200663	0.0277866	0.0210719
est	0.0354689	0.0278967	0.0215349	0.015964	0.0213762	0.0291068	0.0430755	0.038321	0.0294852	0.0373304	0.0494633	0.0548614	0.0618091	0.0621344	0.0549002	0.0559745	0.0301937	0.0307807	0.0214884	0.0218415	0.0177317	0.0260789	0.016826	0.0104055	0.0238182	0.0286188	0.0143465	0.0191984	0.0183014	0.0116403	0.0153609	0.0235145	0.0311524
un	0.0158329	0.0195349	0.017896	0.0138982	0.0157405	0.0185055	0.0363266	0.0343097	0.0300062	0.0338037	0.031201	0.0432263	0.0463242	0.0593684	0.0847219	0.0601739	0.0518378	0.0482405	0.0377618	0.0427066	0.0454009	0.0298226	0.0289009	0.00760664	0.0193103	0.0102159	0.0100438	0.0167897	0.0172606	0.0155731	0.0154027	0.0261824	0.0160737
