 	a66	a87	a23	a13	a9	a57	a4	a70	a99	a24	a62	a75	a5	a18	a11	a47	a96	a61	a12	a75	a6	a0	a11	a83	a66	a54	a7	a44	a13	a70	a13	a38	a9	a38	a7	a84	a57	a87	</S>
le	0.0133645	0.0214982	0.039912	0.0218909	0.0169919	0.014265	0.018485	0.0259822	0.0246195	0.0197061	0.0236943	0.0218714	0.0434167	0.0537868	0.0302323	0.0352066	0.0299271	0.0324631	0.0233563	0.0204277	0.0201827	0.0230956	0.0268571	0.0265068	0.0396264	0.0204777	0.011978	0.00988882	0.0170716	0.0215682	0.0138906	0.0126362	0.0178552	0.0199006	0.0166391	0.0285146	0.0208716	0.0221361	0.0992054
président	0.00090806	0.00399645	0.00252584	0.00148018	0.00577996	0.00590412	0.00513111	0.00683985	0.00655895	0.0177814	0.0125918	0.0258138	0.0497866	0.0490843	0.0689938	0.0514851	0.0889538	0.069064	0.122204	0.0951927	0.108006	0.0557381	0.0323911	0.0385315	0.0152889	0.0108914	0.0136169	0.00738663	0.00471637	0.00259541	0.00125618	0.00116828	0.00126728	0.00106124	0.00143459	0.00156798	0.00175976	0.00523186	0.00601486
de	0.0114435	0.021996	0.0183627	0.0614184	0.0811359	0.0560028	0.0510771	0.0542246	0.0968934	0.100159	0.0576701	0.0420611	0.0333942	0.0552123	0.0646809	0.0346951	0.0241861	0.0270643	0.0185163	0.0115295	0.0112698	0.011512	0.00775011	0.00321807	0.0049742	0.00285116	0.00231778	0.001728	0.00153909	0.00218411	0.001939	0.00345999	0.00165635	0.00193259	0.00193541	0.00553562	0.00348297	0.0058164	0.00317395
la	0.0425287	0.0388558	0.0520979	0.0476525	0.0259871	0.0124696	0.0150523	0.0123631	0.0273259	0.0298644	0.029435	0.0337496	0.0274645	0.0302673	0.0395566	0.0269274	0.0411776	0.0589823	0.0254312	0.0215425	0.0204006	0.0159023	0.0137758	0.0204049	0.0110718	0.0124005	0.0122741	0.0098939	0.00916162	0.0119202	0.0117627	0.011933	0.0102184	0.0164628	0.019252	0.0347332	0.0284424	0.0325104	0.058748
république	0.0418876	0.0432838	0.0438963	0.0632169	0.0681413	0.0345376	0.0738718	0.0260258	0.0411277	0.025054	0.0202704	0.0345492	0.0314554	0.0244192	0.0189509	0.0225517	0.0134416	0.0159854	0.0144407	0.0231497	0.0272843	0.025046	0.0132421	0.0188502	0.0152503	0.0119856	0.00924041	0.00784855	0.0116146	0.0197932	0.0161663	0.0215172	0.00900769	0.0101214	0.017676	0.025485	0.0230154	0.0194903	0.0171085
arrive	0.0499195	0.0153272	0.0322766	0.0570282	0.042116	0.0253042	0.0486502	0.0390833	0.0548723	0.0298181	0.0608837	0.0452206	0.0451208	0.050041	0.0266022	0.0365475	0.0188065	0.0170087	0.00778964	0.00799387	0.00854129	0.0117017	0.0113026	0.00942832	0.00935484	0.00759432	0.00544866	0.00581238	0.00906672	0.00833702	0.00845514	0.00977621	0.00866267	0.0118277	0.0153626	0.0212004	0.0140096	0.0209849	0.0927229
aujourd'	0.0684502	0.0253559	0.0446297	0.0394033	0.0310133	0.01579	0.0162077	0.0131901	0.0308688	0.0136959	0.0159913	0.00886167	0.00675549	0.014144	0.0329942	0.024598	0.0311096	0.0313962	0.0276401	0.0131612	0.0172627	0.014362	0.0137304	0.0139104	0.0092119	0.0138219	0.00957803	0.0101574	0.0289279	0.0304302	0.0367537	0.0344245	0.0269103	0.0337184	0.0457963	0.045971	0.031099	0.0490689	0.0296086
hui	0.0635325	0.0334094	0.0565872	0.0341086	0.0322083	0.0124054	0.0161479	0.0120834	0.037967	0.0135921	0.0124013	0.0103547	0.00790487	0.024746	0.0611801	0.0451386	0.0452435	0.0434563	0.0449408	0.0252033	0.0254292	0.0163247	0.0171741	0.0270385	0.0118396	0.019749	0.0119205	0.0126595	0.0242448	0.0332951	0.0255952	0.0220634	0.0184101	0.0160449	0.0220575	0.0192601	0.0152002	0.0180213	0.0110611
à	0.0295122	0.0250666	0.0431577	0.0348894	0.0197673	0.0129047	0.0221251	0.0171875	0.02478	0.0188126	0.0232447	0.0226626	0.022046	0.0249869	0.0304213	0.0222297	0.0189572	0.0141669	0.0109518	0.00732842	0.00628388	0.00593442	0.006388	0.00617852	0.00715024	0.00741966	0.00651542	0.00961212	0.0150981	0.0253621	0.027074	0.0369998	0.0478284	0.0409013	0.0531149	0.0653289	0.0586786	0.0509789	0.0779542
boundji	0.0251727	0.02786	0.0370527	0.0205594	0.0162285	0.0131032	0.0166508	0.0111275	0.0155224	0.0112298	0.00903669	0.009209	0.00916531	0.0137779	0.0205089	0.0148043	0.0173809	0.0160226	0.0158005	0.0109916	0.00860143	0.00745361	0.00968109	0.0115914	0.00850648	0.0149632	0.0121769	0.0124379	0.0279001	0.0409651	0.0322686	0.0494032	0.0508113	0.0397479	0.0506581	0.0655368	0.0599636	0.073509	0.09262
</S>	0.0296637	0.0214204	0.0325689	0.0294548	0.0228092	0.021246	0.0166423	0.0166919	0.0258207	0.0163896	0.0192157	0.0134646	0.0107482	0.0144243	0.020596	0.0174477	0.017709	0.0184284	0.014699	0.0114389	0.0126825	0.0120324	0.0118364	0.0109184	0.0138202	0.0126138	0.0114538	0.0128416	0.0216629	0.0243179	0.0279324	0.044762	0.0403031	0.033699	0.0538598	0.0694805	0.0504511	0.0593402	0.0851128
