 	a66	a87	a23	a54	a92	a6	a47	a36	a0	a56	a25	a69	a90	a92	a98	a6	a36	a85	a6	a0	a37	a75	a92	a37	a61	a75	a25	a69	a90	a79	a94	a62	a21	a85	a47	a36	a54	a6	a36	a26	a57	a87	a23	a99	a3	</S>
l'	0.0241009	0.0822461	0.033754	0.0525457	0.0745393	0.0837424	0.0649988	0.0432902	0.0378279	0.027568	0.0395844	0.0567173	0.0348109	0.0289269	0.0311203	0.0281878	0.0235042	0.0151004	0.0224226	0.0198467	0.00628763	0.0058842	0.00436628	0.00374294	0.00312072	0.00390182	0.00397257	0.00242217	0.00205696	0.00222838	0.00401611	0.00431879	0.00319608	0.00567665	0.00280174	0.00496331	0.0108587	0.00833233	0.00894453	0.00500167	0.00689738	0.007726	0.0152484	0.0149076	0.0137163	0.0205759
enfant	0.00365286	0.0116653	0.023364	0.0771121	0.0916953	0.124024	0.0761285	0.105775	0.0266687	0.0582101	0.0201682	0.0206541	0.0313374	0.0185327	0.0280793	0.0420847	0.0300054	0.0255377	0.0188952	0.0174749	0.0099728	0.0169836	0.00711484	0.00772563	0.00601837	0.00640636	0.00831841	0.00553564	0.00539331	0.00785966	0.0068072	0.00967801	0.00839142	0.0112657	0.00703002	0.007356	0.00311968	0.00230793	0.00266046	0.00120494	0.00100761	0.000800048	0.00110501	0.00101673	0.00197013	0.00188402
se	0.0138049	0.0187231	0.0251703	0.0355135	0.0301684	0.0852432	0.124863	0.0993279	0.0489124	0.0563123	0.0582399	0.0570857	0.0228244	0.0130658	0.00808247	0.0151388	0.0131494	0.0127605	0.0109501	0.021205	0.0221499	0.015541	0.0220005	0.0196676	0.0217596	0.0129663	0.0113104	0.00696739	0.0131383	0.00794557	0.00576426	0.00351877	0.00486482	0.00772082	0.00697188	0.00695285	0.00541039	0.00367966	0.00543547	0.00390417	0.00249632	0.00230706	0.00523963	0.00551793	0.00380358	0.00242404
vante	0.0279833	0.0105525	0.00938174	0.00398636	0.00407267	0.00635045	0.0089824	0.0261668	0.0176975	0.017729	0.0214942	0.0134322	0.0123055	0.0120723	0.021721	0.0260136	0.0236838	0.0134158	0.0271094	0.0254315	0.0209019	0.0291817	0.03126	0.0434602	0.051395	0.0581011	0.0327639	0.023332	0.0311201	0.00931897	0.00762118	0.00743993	0.00997205	0.0172685	0.0111027	0.015516	0.0146943	0.0159751	0.0192239	0.0278986	0.018251	0.0360934	0.045939	0.0267656	0.0328852	0.0329366
devant	0.0165336	0.015822	0.0106785	0.012299	0.0115488	0.0213087	0.0177402	0.0473163	0.0262227	0.0490465	0.0445726	0.0355063	0.0163182	0.0398124	0.0284208	0.0293082	0.0559016	0.0648574	0.0426071	0.0525996	0.0265877	0.0289017	0.0168507	0.0155017	0.020577	0.0159199	0.0158119	0.0218073	0.0185325	0.0140885	0.0235003	0.015759	0.0164419	0.00419082	0.00569027	0.00876293	0.00845882	0.00888391	0.0114047	0.012555	0.00700425	0.00984469	0.0107492	0.00555789	0.0102983	0.00789864
son	0.00761642	0.00535336	0.00672617	0.00812457	0.00950465	0.0117092	0.0155557	0.0330029	0.035703	0.0626587	0.0715306	0.0715458	0.0475471	0.0469227	0.0384985	0.0420183	0.0485326	0.0726734	0.0348185	0.0719507	0.0292646	0.0260863	0.0193404	0.0145438	0.0122006	0.006346	0.00395327	0.00391347	0.00536893	0.00462011	0.00764729	0.00559651	0.00617614	0.00475242	0.0027796	0.0060201	0.00756728	0.00810356	0.0149603	0.0166676	0.00835832	0.00954534	0.0107464	0.00779917	0.0103274	0.00532218
père	0.00933024	0.00672623	0.010822	0.0113409	0.0119474	0.0171761	0.0259243	0.0250251	0.0206812	0.0436685	0.0368236	0.0298377	0.0150059	0.0167862	0.0104205	0.0148265	0.0251803	0.0225531	0.0168669	0.0407211	0.0238805	0.0233732	0.0213788	0.017616	0.0174968	0.0115628	0.014545	0.0134051	0.018584	0.0154326	0.0280444	0.0269781	0.0366951	0.0325642	0.0197016	0.0319916	0.0328309	0.0368763	0.0292504	0.0284603	0.0198017	0.0107865	0.0197212	0.0227701	0.0216644	0.0129245
parce	0.0227101	0.0203764	0.0213441	0.0138465	0.0171681	0.0186082	0.0345238	0.0424665	0.0450041	0.0605632	0.0566049	0.0524756	0.0367855	0.0362317	0.02031	0.0331853	0.037176	0.0336501	0.0183137	0.0375997	0.0228547	0.0205362	0.0152133	0.0150569	0.0126583	0.0121564	0.0146775	0.012345	0.0160629	0.0111743	0.0221157	0.0148735	0.00983684	0.0105334	0.0106325	0.00694404	0.0104132	0.00906397	0.0106745	0.0121007	0.0098475	0.00704186	0.0111268	0.0134989	0.0170132	0.0126047
qu'	0.0171406	0.0197244	0.020148	0.0207419	0.0169024	0.0177102	0.0174461	0.0161551	0.0163203	0.041083	0.0530009	0.0519063	0.042749	0.0390751	0.0366709	0.0424228	0.0437325	0.0305141	0.0367549	0.0414929	0.0265418	0.0324329	0.0157274	0.0177161	0.0141692	0.00863004	0.00878611	0.00615532	0.0088558	0.00439557	0.00698233	0.00288954	0.00216227	0.00249595	0.00218144	0.00256251	0.0119409	0.00992818	0.0160088	0.0117501	0.0167335	0.0344351	0.0442622	0.0360828	0.0227737	0.0117091
il	0.0372719	0.0351322	0.0259741	0.0138001	0.0122068	0.00636225	0.00496949	0.00524344	0.00489921	0.0173797	0.0208481	0.0184952	0.0212781	0.0194226	0.0285473	0.0282591	0.0279261	0.020797	0.0288025	0.0367249	0.0345634	0.0506144	0.0234639	0.036748	0.0224236	0.0212315	0.0302148	0.0155738	0.0184628	0.011641	0.02212	0.0147154	0.00821915	0.0118538	0.0154188	0.0069085	0.0199148	0.0191155	0.0209389	0.0112796	0.016751	0.0368297	0.0288026	0.0309957	0.0405383	0.0163205
