 	a15	a84	a87	a23	a50	a62	a61	a35	a56	a34	a21	a85	a92	a98	a92	a56	a75	a21	a47	a21	a12	a18	a50	a62	a47	a62	a88	a62	a83	a88	a0	a75	a12	a96	a12	a5	a36	a27	a82	a87	a23	a99	a97	</S>
la	0.0601221	0.0854497	0.0505581	0.0296087	0.0258307	0.0150002	0.0194848	0.0204344	0.0283904	0.0544985	0.0470019	0.025979	0.0278957	0.013153	0.00990216	0.00841945	0.00607135	0.00823768	0.00824639	0.0084733	0.00895776	0.00960084	0.0131321	0.0173395	0.0175575	0.0224672	0.0193376	0.0309544	0.0134915	0.0169667	0.0190058	0.0183943	0.0105313	0.00874798	0.00930841	0.0112921	0.0118982	0.0119385	0.0184967	0.0217143	0.0204194	0.0358344	0.0328538	0.0470021
manière	0.000575325	0.0043509	0.00404667	0.00720704	0.00494909	0.00713208	0.00978782	0.0196355	0.0391322	0.0722115	0.0722207	0.122739	0.145967	0.145686	0.068132	0.0514955	0.0422567	0.052343	0.0343958	0.0271469	0.0207475	0.0184162	0.0115843	0.00389269	0.00609511	0.00153615	0.000954635	0.000236847	0.000563643	0.000272915	0.000320101	0.000277656	0.000291961	0.000280744	0.000150977	0.000154481	0.000577748	5.70514e-05	0.00018283	0.000395503	0.000343995	0.000351658	0.000588102	0.00031664
dont	0.0265449	0.0260602	0.0195085	0.0197535	0.0211897	0.0260438	0.0310345	0.039964	0.0342251	0.0410616	0.0339852	0.0433762	0.035992	0.0564749	0.046316	0.045166	0.0547237	0.0478671	0.0333691	0.0248895	0.0210565	0.0111643	0.0086783	0.0175089	0.0242039	0.0262361	0.0194575	0.0215603	0.00948594	0.00832946	0.0052736	0.010346	0.00446851	0.00422924	0.00676252	0.00575048	0.00676362	0.00707089	0.00354806	0.0132184	0.016521	0.0172013	0.0122731	0.0113464
monte	0.00958917	0.00768317	0.0045124	0.00273927	0.00255865	0.00282445	0.0024794	0.003311	0.0102468	0.00948684	0.0132856	0.0140884	0.0120576	0.0118825	0.0164774	0.0126876	0.020471	0.0312177	0.0365975	0.0777619	0.113082	0.0669017	0.0673698	0.0884482	0.048959	0.0463791	0.0136908	0.017645	0.0223068	0.0157729	0.0157722	0.0200835	0.0134967	0.0155838	0.0204532	0.0183668	0.0156996	0.0129936	0.00908388	0.0111708	0.0173594	0.0112047	0.00940592	0.00681153
le	0.0198632	0.00812232	0.00459307	0.00296364	0.00346972	0.00332978	0.00383507	0.00423858	0.00868869	0.00884736	0.00837816	0.0101912	0.00633465	0.010131	0.0154372	0.0133262	0.0219437	0.0276215	0.0371364	0.0719665	0.106	0.0846861	0.0773884	0.0935612	0.0777227	0.0682559	0.0155154	0.021298	0.0209776	0.0107559	0.0131741	0.0111166	0.010735	0.00625715	0.0145188	0.00802862	0.00917294	0.00785169	0.00493299	0.00966898	0.011432	0.0128659	0.0106252	0.00304053
riz	0.0245972	0.0108857	0.00678627	0.00529375	0.00802317	0.0121156	0.017822	0.0186027	0.0240731	0.0160283	0.0191646	0.0210736	0.0171911	0.0217739	0.0303968	0.0436354	0.0427285	0.0481142	0.0490381	0.037603	0.0506718	0.034613	0.0329049	0.0272203	0.0337811	0.0546342	0.0274455	0.048243	0.027241	0.0117974	0.0137994	0.0129702	0.0143354	0.00664231	0.0202698	0.00838995	0.0115395	0.00836976	0.00742458	0.0133213	0.0160588	0.0187212	0.018161	0.00649767
va	0.0189517	0.0171326	0.0168418	0.0150201	0.0179904	0.0261746	0.023486	0.013367	0.0150777	0.0106785	0.00974779	0.0144719	0.0154227	0.0189887	0.0277533	0.028172	0.026454	0.0297954	0.0249295	0.0226996	0.0353565	0.0244922	0.0292916	0.0220125	0.0309898	0.0480804	0.0317419	0.0374089	0.0241538	0.0145842	0.0205896	0.0150234	0.012414	0.00866713	0.015059	0.0120811	0.015384	0.0164222	0.0107297	0.0227183	0.0336403	0.0362897	0.0583613	0.0313532
éteindre	0.0260112	0.0263973	0.0254057	0.0154268	0.0113381	0.00829106	0.0061455	0.00886045	0.007035	0.00435075	0.0032178	0.00461559	0.00485339	0.00372677	0.00525335	0.00552582	0.00369872	0.00481867	0.00473627	0.00458231	0.00492011	0.00413621	0.00535348	0.00562387	0.00597757	0.0128623	0.0188239	0.0264289	0.0194242	0.019276	0.0280712	0.0327819	0.0330797	0.0298353	0.0570026	0.0490377	0.0432845	0.0507091	0.0329162	0.0473484	0.0647791	0.0558304	0.089813	0.0783937
le	0.0174442	0.0160064	0.0155743	0.00803366	0.0083788	0.00565299	0.00540489	0.00880972	0.0102886	0.00913668	0.0112741	0.0125384	0.0153247	0.0118777	0.0096937	0.0103713	0.00864964	0.00754203	0.00759868	0.0077494	0.00618263	0.00500919	0.00459246	0.00628645	0.00562719	0.00659687	0.00849959	0.0116732	0.0127016	0.0147842	0.0175738	0.0318741	0.0389393	0.0395087	0.0661016	0.0580981	0.0574971	0.0450768	0.0585774	0.0590454	0.0565203	0.0566786	0.0731198	0.0520858
feu	0.0162732	0.0142535	0.012585	0.00823446	0.0104514	0.00992924	0.00912304	0.0103271	0.00957801	0.0119824	0.0163808	0.0228163	0.0249093	0.0236759	0.021903	0.0203966	0.0189402	0.0183032	0.0191737	0.0186366	0.0190004	0.0149485	0.0130702	0.0169555	0.0149418	0.0155658	0.0130524	0.0180367	0.016262	0.0176595	0.023358	0.031329	0.029716	0.0291065	0.0348789	0.0296111	0.0330254	0.0234409	0.0457292	0.0499997	0.0443953	0.0509057	0.0623001	0.0348386
