 	a66	a87	a23	a83	a54	a6	a92	a61	a96	a83	a98	a15	a98	a92	a61	a47	a34	a75	a56	a93	a75	a21	a34	a96	a12	a18	a71	a25	a99	a87	a23	a99	a87	</S>
ce	0.0458803	0.062396	0.0789746	0.0688547	0.0644676	0.0496001	0.0743497	0.0413016	0.0157364	0.0224107	0.0263937	0.0377147	0.0256921	0.0294261	0.0226482	0.017375	0.0208731	0.0195117	0.0291975	0.0253	0.0293971	0.0144254	0.0126699	0.00976364	0.0110409	0.011632	0.00957143	0.011579	0.00918856	0.0129108	0.0108196	0.0169933	0.0143791	0.0475256
jeune	0.00543729	0.0078464	0.0118085	0.0111689	0.0112643	0.0303252	0.136871	0.128825	0.120704	0.132725	0.0866277	0.0977861	0.0465517	0.0414974	0.0287234	0.0165585	0.0129001	0.0150058	0.0175164	0.0063685	0.0081178	0.00304853	0.00417781	0.0014851	0.00151094	0.00092688	0.000794786	0.000722471	0.000744993	0.00107044	0.00151727	0.00191659	0.00292217	0.0045342
garçon	0.0345404	0.0335607	0.0328013	0.0592057	0.0569753	0.0465431	0.0242679	0.0751392	0.156171	0.0881435	0.0848891	0.0354635	0.0262724	0.0202191	0.0199005	0.0233623	0.0182895	0.0162063	0.0135615	0.00634788	0.00643796	0.00744443	0.00782081	0.00602101	0.00481613	0.00496017	0.0065524	0.00602028	0.0099601	0.0101345	0.0165906	0.00984295	0.0191656	0.0123727
a	0.0118773	0.0100386	0.00833621	0.00816503	0.00926843	0.00938811	0.00663634	0.0109654	0.0164775	0.0205322	0.0396171	0.081111	0.08795	0.103667	0.0531348	0.0633409	0.03816	0.0387521	0.0388637	0.0305926	0.0340019	0.0388249	0.0227361	0.0141659	0.0193344	0.0205442	0.0129565	0.0163374	0.020056	0.0194868	0.0227611	0.0185227	0.0228366	0.0305617
une	0.0641276	0.0575275	0.0470825	0.0395209	0.0486551	0.0445438	0.0169903	0.00810421	0.00662423	0.00727079	0.00937388	0.0188623	0.0297646	0.0465429	0.0494892	0.0599008	0.0521609	0.0445427	0.0536378	0.0449035	0.0339013	0.0271283	0.0229515	0.0119739	0.0208499	0.0134692	0.0100812	0.0108902	0.0139669	0.0186299	0.0157155	0.0119081	0.015779	0.0231299
large	0.0553612	0.0426013	0.0281056	0.031666	0.0287307	0.0292609	0.0283663	0.0260328	0.0266728	0.0318655	0.036789	0.0369689	0.0352197	0.0324367	0.0303844	0.0428939	0.045379	0.0401242	0.0500124	0.0366749	0.0248452	0.0316128	0.0207748	0.0116396	0.0250848	0.0143851	0.0116693	0.0153409	0.0178658	0.0300218	0.0258811	0.0130126	0.0215477	0.0207726
pomme	0.0550665	0.040312	0.0353131	0.0279647	0.0235088	0.0227905	0.0206376	0.0284539	0.0187887	0.0206313	0.0285998	0.0280347	0.0319932	0.0508821	0.0491895	0.0562293	0.0510543	0.0323747	0.0325719	0.0232682	0.0162329	0.0110067	0.00956668	0.00973039	0.0119568	0.0118989	0.00823402	0.0197792	0.0282216	0.0277647	0.0370145	0.0319617	0.0343474	0.0646197
d'	0.0297306	0.0222977	0.0210205	0.0159947	0.0169744	0.0172803	0.0106117	0.0146554	0.0243724	0.0196612	0.0293687	0.0166	0.0366555	0.0481246	0.0568931	0.0463774	0.0544247	0.0403066	0.0340667	0.0327586	0.0230965	0.0201967	0.0190822	0.0138866	0.0119425	0.016724	0.0143329	0.0248697	0.0350894	0.0314696	0.0417344	0.0510078	0.0423643	0.0660285
adam	0.0365129	0.0321641	0.0263906	0.0200279	0.0220247	0.0219573	0.0173606	0.0154924	0.0229208	0.0218499	0.0241312	0.0311537	0.0351867	0.045767	0.0466959	0.048878	0.0497104	0.0508769	0.0463708	0.0436566	0.0380855	0.0357906	0.0290223	0.0124803	0.0177828	0.0169245	0.0115588	0.0167065	0.0211737	0.0283479	0.0280021	0.0284949	0.027879	0.0286224
</S>	0.0319326	0.0281207	0.0251959	0.0183414	0.0185029	0.0180491	0.0152974	0.0184785	0.0202511	0.0194119	0.0242456	0.0340254	0.0398247	0.0518432	0.046143	0.0443317	0.0398773	0.0340497	0.034503	0.0284561	0.0267974	0.0239702	0.0219197	0.0160339	0.0170956	0.0192174	0.0112082	0.024064	0.0311171	0.0365195	0.0370304	0.0410464	0.0367827	0.0663165
