 	a15	a66	a87	a23	a50	a88	a61	a47	a31	a0	a31	a47	a61	a47	a31	a75	a85	a98	a79	a98	a47	a36	a75	a85	a47	a85	a37	a21	a12	a47	a12	a31	a62	a75	a85	a47	a7	a2	a57	a87	a10	a87	a23	a87	</S>
la	0.0709597	0.0603134	0.0414104	0.0206334	0.0305004	0.0198025	0.0238595	0.0303289	0.0256831	0.0117866	0.0130628	0.0190636	0.0104331	0.0160691	0.0100499	0.0163489	0.005499	0.0134616	0.0118529	0.0223737	0.0402147	0.0324707	0.0386051	0.034302	0.0370113	0.0297484	0.0206071	0.0105391	0.0199611	0.0124399	0.0120048	0.0133918	0.0127191	0.019337	0.0205247	0.021965	0.0173722	0.0188675	0.0182911	0.0147323	0.011392	0.0126407	0.0121444	0.0146731	0.0305519
manière	0.00182753	0.004624	0.00409661	0.00475055	0.00700368	0.00607117	0.0115888	0.00882144	0.0183514	0.0108948	0.0197663	0.0571058	0.042832	0.0720423	0.200221	0.0905968	0.219398	0.0672573	0.020968	0.0313901	0.0320059	0.0137201	0.0157369	0.00650154	0.00801595	0.00388061	0.00194446	0.00352567	0.00189549	0.00495448	0.00215354	0.00131219	0.00107493	0.000266081	0.000275072	0.000125626	0.000202502	0.000203653	0.000183933	0.000132548	0.00014613	0.000223077	0.000212165	0.00119373	0.000505434
dont	0.0521819	0.0637897	0.0505206	0.0496041	0.023744	0.0298949	0.0220707	0.0235703	0.0227402	0.0291233	0.035905	0.0377761	0.027162	0.0563515	0.0372066	0.0904887	0.0808535	0.053064	0.0364078	0.0190377	0.00818382	0.00298145	0.00289204	0.00320761	0.00735198	0.00350393	0.00329986	0.00322893	0.00271629	0.00425252	0.00313717	0.00514643	0.00247955	0.00223233	0.00253724	0.00315764	0.00275299	0.00302709	0.00936615	0.00847716	0.00841233	0.0101214	0.0190067	0.0275253	0.00950982
elle	0.0245705	0.0341999	0.0173416	0.0147232	0.00921448	0.00594128	0.00644045	0.00792801	0.0120681	0.0137037	0.0217495	0.0191988	0.0109448	0.0106159	0.0212267	0.0585577	0.0457224	0.0649942	0.055578	0.060697	0.0314787	0.0171766	0.0183936	0.0105159	0.00844559	0.00755902	0.0222439	0.0222645	0.0214925	0.0226246	0.034846	0.0253486	0.0154948	0.0114033	0.0144912	0.0165258	0.0171022	0.00962918	0.0237235	0.0223696	0.027585	0.0272272	0.0308	0.0160734	0.00976916
imite	0.009862	0.0129415	0.00656335	0.00545244	0.00691344	0.00419384	0.00762129	0.00679138	0.00433348	0.00320817	0.00484601	0.00496936	0.00295697	0.00361084	0.00754768	0.0236042	0.0110797	0.0243917	0.0347713	0.0705388	0.0853734	0.109266	0.0708355	0.0563761	0.0508004	0.0334186	0.0514356	0.0275834	0.0226727	0.0164835	0.0215094	0.0269057	0.0161991	0.00843461	0.00945096	0.00688626	0.00927389	0.0053568	0.0106666	0.0121165	0.0178487	0.0257173	0.023215	0.0175594	0.00841708
sa	0.0321151	0.0150274	0.0128095	0.00830693	0.01095	0.00670351	0.0103971	0.0141487	0.00820149	0.011345	0.00949004	0.0128957	0.0194944	0.0311727	0.0129424	0.0404438	0.00958266	0.0229114	0.0247123	0.0507348	0.0416052	0.0723676	0.0654303	0.0476006	0.0293601	0.0197273	0.0327574	0.0204146	0.0213562	0.0195667	0.0227214	0.0236194	0.0157716	0.00795719	0.0127067	0.0132623	0.00717606	0.0044313	0.0074744	0.011348	0.0183793	0.0231192	0.0384795	0.0317856	0.027197
tante	0.0256258	0.0192707	0.0127868	0.010192	0.00850259	0.00800389	0.00617403	0.00957834	0.00618922	0.00907417	0.00732561	0.0157865	0.0221944	0.028311	0.0180496	0.0215017	0.00927033	0.0170591	0.0214161	0.0492162	0.0521003	0.0558954	0.0526276	0.0251773	0.0189825	0.0153995	0.0251268	0.0171507	0.0165401	0.0189734	0.0177279	0.0147839	0.00833436	0.0179535	0.0161705	0.0225896	0.0197879	0.0199988	0.0176716	0.0183911	0.0331491	0.0434279	0.0535605	0.0370867	0.0358649
est	0.0209119	0.0255746	0.0246643	0.0266573	0.0164882	0.010472	0.0065522	0.00801382	0.00755203	0.00849332	0.00657315	0.00712547	0.0107353	0.00983531	0.00221597	0.0055144	0.00646458	0.00634315	0.0117172	0.0111092	0.0137042	0.0123962	0.0130066	0.00756392	0.00974863	0.00787651	0.00620349	0.00346008	0.00352921	0.00636669	0.0124302	0.0254461	0.0271286	0.0454719	0.0275163	0.0397133	0.0494795	0.0463449	0.058649	0.0535503	0.0576364	0.0688934	0.0537788	0.0545716	0.0625206
épouvantable	0.0115743	0.0125206	0.011674	0.0115015	0.010456	0.0087228	0.00722557	0.0137879	0.0111873	0.0154342	0.0151119	0.0153131	0.0260641	0.026634	0.0104044	0.0224374	0.0190958	0.0242136	0.0282455	0.0155394	0.0147292	0.0102522	0.0116539	0.0148996	0.0114799	0.00858868	0.0058349	0.00727577	0.0039554	0.00431778	0.00714118	0.00856255	0.00811189	0.0146917	0.0199671	0.0356887	0.0329586	0.0405497	0.0454317	0.0445167	0.0507524	0.0472393	0.0472874	0.0521113	0.134859
</S>	0.0215993	0.0201291	0.0151255	0.0126584	0.0149282	0.0121347	0.00976726	0.0202585	0.0181276	0.0164854	0.0195643	0.0180414	0.0271629	0.0287112	0.0120651	0.0239753	0.0186226	0.0217494	0.026041	0.0185136	0.0249138	0.0205681	0.0220191	0.027172	0.0293656	0.0269752	0.0190228	0.0153778	0.0140796	0.00990018	0.0110723	0.0147793	0.0124925	0.0218429	0.0203395	0.042289	0.0145945	0.0155355	0.0287412	0.0229854	0.0217354	0.022273	0.0255114	0.0443653	0.096388
