 	a66	a87	a23	a30	a53	a15	a79	a56	a94	a21	a12	a75	a98	a92	a21	a47	a96	a18	a75	a85	a5	a23	a21	a5	a18	a82	a83	a75	a85	a47	a79	a93	a44	a93	a44	a54	a6	a7	a36	a2	a57	a87	a23	a87	</S>
sa	0.0271118	0.0255781	0.0220123	0.0231036	0.0555422	0.0616977	0.051948	0.041069	0.0439683	0.0459987	0.0547372	0.0624221	0.0309006	0.018178	0.0196592	0.0109852	0.0100765	0.00667732	0.00955945	0.00750324	0.00742644	0.0057209	0.00487037	0.0045804	0.00875657	0.00721044	0.00615134	0.00821859	0.00476641	0.00467465	0.00554775	0.0118341	0.00599154	0.00573324	0.0125528	0.0142245	0.0120045	0.0209317	0.0229606	0.0199864	0.032183	0.038663	0.0393778	0.02823	0.0386746
mère	0.0100967	0.0183668	0.0195338	0.0457765	0.0419231	0.216259	0.144784	0.0268303	0.023406	0.0106029	0.0222236	0.0136973	0.0216557	0.00840416	0.00680028	0.00988518	0.0201545	0.0275085	0.0351755	0.0401819	0.0263573	0.0169882	0.0254231	0.0210415	0.0231476	0.0125735	0.0101938	0.0115873	0.0152225	0.012621	0.0158124	0.00337616	0.0159977	0.00530787	0.00330263	0.00222562	0.00222953	0.00118164	0.00158583	0.00155772	0.00167079	0.00219308	0.000912062	0.0028072	0.00141853
lui	0.0254925	0.0275199	0.0422559	0.0277822	0.0363376	0.0518523	0.0472412	0.0543108	0.0847955	0.0506854	0.0535496	0.013663	0.0175148	0.00590044	0.0053561	0.00642322	0.0154468	0.0276011	0.0204737	0.0280205	0.0216971	0.0206022	0.0276669	0.0193583	0.0156422	0.0139639	0.0191304	0.0239601	0.0110259	0.00542329	0.0131837	0.00707455	0.0125438	0.0126329	0.0135719	0.0121868	0.0165021	0.010142	0.00879284	0.0173039	0.0150218	0.0172032	0.00541246	0.0146856	0.00304961
reproche	0.0175346	0.0087735	0.00960455	0.0056551	0.00345516	0.0151553	0.0221829	0.0691869	0.053597	0.089794	0.0207136	0.021388	0.041648	0.0484836	0.0322364	0.0317037	0.031231	0.0279713	0.0290559	0.0241975	0.0346112	0.0142808	0.0121082	0.0137859	0.0178708	0.0119702	0.0184577	0.020283	0.0186201	0.0137147	0.01506	0.0157001	0.00906651	0.0105419	0.0105092	0.015577	0.0122859	0.0136465	0.0190865	0.0101848	0.0134799	0.0146555	0.0179145	0.0150098	0.0280116
de	0.0166777	0.0126641	0.00791347	0.0093961	0.00977396	0.0132964	0.00914671	0.0158066	0.00528689	0.0208667	0.0211061	0.032253	0.0754234	0.065176	0.0817799	0.0488223	0.0641747	0.0591093	0.0338059	0.0325207	0.0465526	0.0248673	0.0162075	0.015093	0.014323	0.0185409	0.0259319	0.0195653	0.00971958	0.00645577	0.00979325	0.0129599	0.0117837	0.0117278	0.0103157	0.0171812	0.0149368	0.0123703	0.01667	0.00605684	0.00761716	0.00673445	0.0094659	0.00972953	0.0104009
toucher	0.00877838	0.00623475	0.00284699	0.00230109	0.00381947	0.00565121	0.00938259	0.0202889	0.0109366	0.0206464	0.0236477	0.0314333	0.0410843	0.0646173	0.0504496	0.0552852	0.0537341	0.0518489	0.0476625	0.0337819	0.0457514	0.0459861	0.0312548	0.0344234	0.0310254	0.0321138	0.0441282	0.0350471	0.0186399	0.0173636	0.0190736	0.0262004	0.0105646	0.00798619	0.00646635	0.00830018	0.00782925	0.00514073	0.00836071	0.00265159	0.00354067	0.00233135	0.00349349	0.00324748	0.00464828
à	0.0112054	0.0102153	0.00513194	0.00367243	0.00285948	0.00736061	0.0132253	0.0194463	0.0189291	0.0266338	0.0315415	0.0315694	0.0514238	0.0418054	0.0476734	0.0493739	0.0487336	0.0438896	0.0430519	0.0414523	0.0353243	0.0292987	0.0216423	0.0262825	0.0176077	0.0225318	0.0159533	0.0142248	0.0077242	0.00772266	0.00771005	0.010769	0.00562322	0.0105988	0.0151129	0.0233827	0.020038	0.0201912	0.0273389	0.0216461	0.0185559	0.0153694	0.0162175	0.0169109	0.0230283
tout	0.0111184	0.00611379	0.00511169	0.00409081	0.00350421	0.00529751	0.0102044	0.0128824	0.0116916	0.0178342	0.0234553	0.0274217	0.0444172	0.0382017	0.0479342	0.0587454	0.0548948	0.0485555	0.0438855	0.0414667	0.0271115	0.0269702	0.0236147	0.0240458	0.0160667	0.0173189	0.0146752	0.012788	0.00870522	0.00735943	0.00828873	0.0102985	0.0108603	0.0147523	0.0194512	0.0217316	0.0185333	0.01909	0.0269637	0.0218475	0.0225195	0.0246062	0.0259626	0.0199263	0.0396854
mais	0.0240209	0.00977584	0.00865056	0.00558745	0.00447389	0.00354867	0.01337	0.035083	0.0328804	0.0449467	0.0615272	0.0715498	0.0519663	0.0396622	0.043196	0.04001	0.0324804	0.0303646	0.0235323	0.0262165	0.0182714	0.0193567	0.0138923	0.0123321	0.01068	0.0114308	0.01055	0.0059333	0.00543536	0.00874736	0.00747922	0.0113541	0.0118939	0.0168476	0.0267786	0.0248957	0.0195856	0.0255891	0.0277902	0.0243309	0.0293494	0.0132942	0.0207776	0.011249	0.00931266
il	0.00893097	0.00911192	0.00735011	0.00673103	0.00534897	0.00430876	0.00872627	0.0189182	0.00888506	0.0281253	0.0169019	0.042493	0.0249256	0.0364344	0.0375858	0.0320374	0.0231154	0.0262627	0.0193481	0.0214567	0.0196638	0.0298084	0.0149457	0.0262026	0.0184206	0.0162242	0.0156786	0.00711659	0.0101582	0.0223897	0.0104691	0.0200533	0.0157225	0.0139366	0.0238789	0.0201454	0.01778	0.0237176	0.0283954	0.0260092	0.0642526	0.0325644	0.0475355	0.0373098	0.0506237
