 	a66	a87	a23	a83	a21	a5	a21	a85	a5	a18	a43	a31	a47	a43	a61	a43	a75	a56	a75	a5	a92	a21	a5	a61	a43	a11	a10	a87	a23	a87	a97	</S>
le	0.0496237	0.068898	0.0704723	0.0618715	0.0616016	0.0388529	0.0308417	0.0213915	0.0219777	0.013433	0.0119705	0.0140655	0.0114237	0.00896607	0.0106338	0.00999672	0.00994603	0.0144214	0.0217719	0.0244936	0.0270126	0.0331058	0.0312864	0.0316193	0.023665	0.0233794	0.0241196	0.020017	0.0364998	0.0505687	0.0531119	0.0689614
grillon	0.00201431	0.0134186	0.0219245	0.0495968	0.0630141	0.131913	0.18742	0.157354	0.0959501	0.0422486	0.0518949	0.0286168	0.031762	0.028142	0.0243527	0.0184236	0.0101958	0.00637147	0.00672976	0.00369848	0.00332464	0.00227478	0.0013798	0.00125109	0.00112811	0.000715789	0.00125535	0.00181318	0.00343141	0.00185649	0.00407006	0.00245732
a	0.0142727	0.0184718	0.0380067	0.0526392	0.082211	0.176749	0.151723	0.158396	0.0903936	0.0273458	0.0141543	0.0318651	0.0419609	0.0191764	0.0253126	0.0136853	0.00559232	0.00276013	0.00292759	0.00124952	0.00179002	0.00132537	0.00104681	0.00135193	0.00128969	0.00138808	0.00233786	0.00486536	0.0024723	0.00379059	0.00845289	0.000995827
fait	0.0249582	0.0224481	0.0180642	0.00947335	0.0255967	0.0327307	0.0490152	0.0929946	0.0946989	0.0646179	0.0696756	0.104453	0.0752395	0.0681933	0.0586918	0.0684054	0.0353095	0.0175547	0.0106656	0.0046059	0.003539	0.00224793	0.00303218	0.00263456	0.00365538	0.00489111	0.00533356	0.00427633	0.00584269	0.00573452	0.00460819	0.00681244
un	0.0637072	0.0546343	0.0287926	0.0273241	0.0300158	0.0209919	0.0173765	0.0190851	0.0172785	0.0306719	0.0454081	0.0434576	0.0366211	0.0301284	0.0248067	0.0431145	0.0479191	0.0532418	0.0412122	0.0363499	0.0345837	0.034446	0.0209469	0.0312349	0.0332735	0.0308404	0.031251	0.00971397	0.0202522	0.012789	0.0146637	0.0138672
bond	0.0302483	0.0262324	0.017701	0.0182974	0.0221593	0.019479	0.0240655	0.0344458	0.0651042	0.0550933	0.0758749	0.0725071	0.0580648	0.0503706	0.050046	0.0495393	0.0436482	0.0464511	0.0309876	0.0271807	0.0205089	0.0308492	0.0107953	0.0156252	0.0169096	0.00907718	0.0236097	0.00771178	0.0210133	0.00966746	0.00965393	0.00708192
de	0.0484704	0.0451237	0.0327455	0.0361079	0.0317756	0.0296763	0.0337893	0.0228543	0.0230989	0.0208209	0.0228242	0.0184105	0.0173773	0.0155493	0.0195708	0.022923	0.0285968	0.027221	0.0285012	0.0323034	0.0264394	0.0362135	0.0279661	0.0404052	0.0320911	0.0297724	0.0478454	0.0351995	0.0416983	0.0491285	0.0363438	0.0391566
sable	0.0512902	0.0483289	0.0389092	0.0365864	0.0349011	0.0305247	0.0373726	0.0427768	0.0232283	0.0324899	0.0256306	0.0387823	0.0401767	0.0171631	0.0284448	0.0325049	0.0293365	0.0221456	0.0202187	0.0183752	0.0217963	0.0192005	0.0162471	0.020249	0.023413	0.0232298	0.0423513	0.0394913	0.0273005	0.035603	0.0380572	0.0438745
dans	0.0592623	0.0711164	0.051071	0.0327575	0.029821	0.0146039	0.0171145	0.0294344	0.0304339	0.0240976	0.01736	0.020834	0.0172947	0.0122286	0.0205383	0.0197946	0.0247328	0.0174644	0.0126567	0.016393	0.0139342	0.0268637	0.021826	0.0429265	0.0248231	0.0241352	0.0444338	0.0324324	0.0606857	0.0387697	0.0709869	0.0591735
notre	0.0458292	0.0446327	0.0451049	0.0281613	0.0222663	0.0152166	0.0149872	0.0132161	0.0112102	0.00918683	0.00725748	0.00829473	0.00821281	0.00641682	0.0104286	0.0106023	0.0141653	0.0164054	0.0203393	0.0227173	0.0260337	0.0327385	0.0463828	0.0537696	0.0480848	0.0412834	0.0530976	0.0381532	0.0598486	0.0581797	0.0721459	0.0956307
parcelle	0.0274066	0.0255979	0.0239493	0.0184771	0.0174005	0.0142668	0.0139918	0.0202188	0.019648	0.0378218	0.0333305	0.0363167	0.0359108	0.0328137	0.0332039	0.0379298	0.0280972	0.0229414	0.0180665	0.024517	0.0294906	0.0265374	0.0399001	0.0372483	0.0456453	0.045355	0.0510678	0.0329468	0.0399702	0.0270923	0.0380696	0.0647704
</S>	0.0555033	0.0517389	0.0510903	0.044729	0.0364203	0.0331941	0.0259824	0.0128538	0.0109799	0.00663072	0.00499727	0.00588299	0.00642177	0.00343032	0.00531176	0.0082457	0.00908971	0.0108795	0.0119476	0.0157751	0.0213072	0.0281545	0.0275246	0.0413936	0.0402347	0.0298436	0.0495403	0.0394813	0.0485453	0.0486299	0.0809672	0.133273
