 	a15	a10	a87	a85	a87	a23	a90	a98	a92	a90	a69	a54	a85	a6	a61	a18	a9	a27	a90	a25	a15	a25	a69	a7	a58	a82	a10	a50	a62	a21	a85	a47	a36	a26	a98	a79	a94	a57	a82	a10	a57	a87	a23	a87	</S>
cet	0.0183001	0.0189011	0.0171612	0.0171831	0.0195466	0.0194356	0.0163023	0.0396216	0.0253248	0.0388028	0.0597163	0.0538255	0.0633199	0.0499692	0.0237844	0.0280527	0.0159386	0.0150407	0.0142749	0.0133082	0.0133097	0.0120508	0.0114434	0.0124086	0.0138482	0.0142196	0.0102743	0.0120899	0.0219548	0.0155347	0.0142556	0.0117624	0.0185953	0.0224911	0.0175181	0.0237734	0.0225705	0.0163452	0.0216893	0.0189458	0.0193247	0.0220972	0.0176526	0.0142335	0.0338015
enfant	0.00332639	0.00620785	0.00610293	0.0125363	0.010223	0.0183455	0.0310091	0.0631435	0.0844091	0.0887873	0.0715669	0.0612439	0.0986408	0.0638034	0.0725811	0.0535879	0.0379092	0.0355844	0.0181275	0.0295224	0.0167139	0.00742378	0.00431534	0.0053407	0.00612967	0.0114656	0.00740603	0.013359	0.00788905	0.00904547	0.00565589	0.00325887	0.00423466	0.00579837	0.0034802	0.00216932	0.00294542	0.00148386	0.00183877	0.00144952	0.00196226	0.00181486	0.00220091	0.00129446	0.0046654
est	0.0120558	0.0104192	0.013617	0.0113303	0.0128058	0.0129682	0.0156187	0.0206673	0.0224535	0.0214982	0.0203046	0.0177046	0.0364355	0.038405	0.0898953	0.0895557	0.0411246	0.0449277	0.0507196	0.0704405	0.0509119	0.0452696	0.0539259	0.0223042	0.0130213	0.00700312	0.007771	0.0019248	0.00231364	0.0020865	0.00193002	0.0022633	0.00441413	0.00937885	0.00883208	0.0110083	0.010565	0.00948261	0.0121442	0.0111954	0.0111003	0.0112311	0.0114062	0.0132125	0.0123569
le	0.0127029	0.00476105	0.00371732	0.00347487	0.00446301	0.00493852	0.00658298	0.00976666	0.0110663	0.00711387	0.0091997	0.0182728	0.021971	0.0205321	0.0207814	0.0198989	0.0121155	0.0116064	0.017292	0.0491815	0.0580758	0.0671487	0.0907668	0.102863	0.0692422	0.0424142	0.0571374	0.0205222	0.0186149	0.0195258	0.0254157	0.0204605	0.0108723	0.00938101	0.00523819	0.00544117	0.00567928	0.0103444	0.0141395	0.0129907	0.0113695	0.0116724	0.0115777	0.0111898	0.0184776
fils	0.00979389	0.0142166	0.0149333	0.010462	0.0155738	0.0174237	0.0160926	0.0238519	0.0203366	0.0182774	0.0281532	0.0300129	0.0245257	0.0236656	0.0222822	0.0261647	0.0229599	0.0222866	0.0246685	0.0214251	0.0161444	0.0186748	0.0218191	0.0344725	0.0660116	0.0583191	0.048352	0.0639973	0.07521	0.0266971	0.0457078	0.0272883	0.0181137	0.0101471	0.00610315	0.00489563	0.0073163	0.00427663	0.00582715	0.00646274	0.00474907	0.00553491	0.00459047	0.00608805	0.00609489
de	0.0342087	0.0166466	0.011906	0.00637936	0.00859487	0.00634776	0.00900573	0.0118394	0.00575792	0.00590052	0.020708	0.039446	0.0230677	0.0385129	0.031233	0.0401123	0.0303591	0.0485829	0.0415084	0.0311054	0.0362707	0.0545523	0.0372881	0.035574	0.0406859	0.0246738	0.0181697	0.0117996	0.0279246	0.0166842	0.0227372	0.0177329	0.0224472	0.0122626	0.00997159	0.0104501	0.0114964	0.00937975	0.0097653	0.0190799	0.0137603	0.0157393	0.0200919	0.0168644	0.0233756
l'	0.0282682	0.0153589	0.00740676	0.0041772	0.00420788	0.00404717	0.00511536	0.0100854	0.00795928	0.012388	0.0302945	0.0335792	0.0209339	0.0422547	0.0301733	0.0297339	0.0265705	0.0366613	0.0350024	0.0314543	0.0445794	0.0566238	0.0473631	0.0321029	0.0347817	0.0200857	0.0156234	0.00591632	0.00893018	0.0101328	0.00854115	0.0101649	0.0100728	0.0105839	0.0107802	0.0104745	0.0145359	0.0114459	0.0152844	0.0287404	0.0245656	0.0262177	0.0360306	0.0291718	0.0615789
arrière-petit-fils	0.0234844	0.0109971	0.00531177	0.00427942	0.00428498	0.00507291	0.00725118	0.0128596	0.0133383	0.0256653	0.0334861	0.0549309	0.0381305	0.0918235	0.0791841	0.0556326	0.0394539	0.0390797	0.0328728	0.032501	0.0313233	0.0269871	0.0314918	0.0262156	0.0302668	0.0238414	0.0245676	0.018607	0.0223002	0.0178705	0.0140241	0.00886997	0.00674166	0.00747834	0.00423353	0.0036958	0.00646576	0.00390592	0.007911	0.0114216	0.00925914	0.0114342	0.0134088	0.0121242	0.0159146
d'	0.0291936	0.0216644	0.0191459	0.0102518	0.0155327	0.0173454	0.011132	0.0251196	0.0198437	0.0177502	0.0468992	0.0426488	0.0483466	0.0541682	0.0231703	0.0254555	0.0203162	0.0265231	0.0181568	0.0151417	0.0131687	0.0106426	0.0106725	0.00637113	0.012169	0.0115743	0.00820771	0.00712186	0.0152141	0.0146246	0.0138119	0.00679805	0.0132145	0.0151038	0.0119197	0.012214	0.0173123	0.0145473	0.0260874	0.0362331	0.0325358	0.0348967	0.046134	0.0384787	0.0631406
akwango	0.0401814	0.0262666	0.0236832	0.0191685	0.0244008	0.0206013	0.0161138	0.0160057	0.00990878	0.00981027	0.0164992	0.0153833	0.0115573	0.0147733	0.0137622	0.0107327	0.00991175	0.0139756	0.0173606	0.0237898	0.0302044	0.0252711	0.0296586	0.0294388	0.0180322	0.0225998	0.0175914	0.0109061	0.0150766	0.0294081	0.0247716	0.0168806	0.0257049	0.0328196	0.0113458	0.0147188	0.0201394	0.0141354	0.022604	0.0352991	0.0321596	0.0337664	0.0442546	0.0444855	0.0448411
</S>	0.028855	0.0229923	0.0232856	0.0177966	0.0157603	0.0157862	0.0119609	0.0145487	0.0069017	0.00774457	0.0168329	0.0165201	0.0115549	0.0127143	0.00920402	0.00900582	0.0101598	0.0136331	0.0141943	0.0140551	0.0190534	0.0231441	0.0231943	0.021477	0.0159599	0.0151033	0.0155639	0.0102625	0.0148255	0.0210994	0.0196737	0.0158803	0.0235743	0.019593	0.0218987	0.0302673	0.034594	0.0259783	0.0379626	0.0390847	0.0355249	0.0375059	0.0462034	0.0503227	0.0887467
