 	a87	a23	a87	a23	a87	a10	a87	a23	a83	a24	a31	a21	a12	a43	a47	a61	a75	a90	a98	a85	a61	a66	a9	a13	a9	a87	a23	a99	a83	a37	a61	a75	a47	a6	a43	a11	a75	a47	a37	a61	a0	a54	a20	a69	a15	a47	a36	a2	a57	a87	a23	a87	a23	a87	a10	</S>
quel	0.0681077	0.0309793	0.0249681	0.0193059	0.017163	0.0142221	0.00740028	0.0136924	0.0110134	0.0104181	0.0169232	0.0213274	0.0245937	0.0234725	0.0462459	0.0243385	0.014057	0.012211	0.0092086	0.00751446	0.0105237	0.0130829	0.0158209	0.00755544	0.0147238	0.010674	0.00950482	0.00879353	0.0116258	0.0100402	0.00950615	0.0148633	0.0167073	0.0124497	0.0118385	0.0161954	0.0189555	0.0133833	0.0333576	0.027856	0.0216138	0.0232338	0.0211647	0.0116833	0.0197038	0.0131839	0.0186523	0.0138953	0.0152366	0.0138697	0.0237722	0.0176438	0.0135898	0.0201589	0.0180994	0.029878
événement	0.0371058	0.0415977	0.0354537	0.0304545	0.0170795	0.017006	0.014544	0.0195435	0.00835165	0.00597705	0.00785802	0.00359967	0.00485054	0.00523242	0.00892787	0.0172893	0.0151976	0.0165126	0.0168857	0.0172016	0.0187018	0.019202	0.0279413	0.0186415	0.0257668	0.0122564	0.0135723	0.0110947	0.00950866	0.0123776	0.00857739	0.0101574	0.00758151	0.0117458	0.00551549	0.00559563	0.00607533	0.0168662	0.0129575	0.0153079	0.00403911	0.0128086	0.0153804	0.00839612	0.0132518	0.011134	0.015284	0.0235764	0.0416511	0.0598306	0.0369047	0.0421614	0.0306428	0.0271434	0.0341923	0.0134917
insolite	0.0348832	0.0409375	0.0429261	0.0516403	0.0358785	0.0222547	0.0186959	0.0334418	0.0281667	0.0293904	0.018523	0.0130102	0.0138812	0.00903691	0.00741171	0.00908346	0.00531043	0.0073434	0.0109596	0.0140546	0.0196392	0.0184122	0.0242962	0.0157109	0.0187829	0.0171978	0.0150714	0.0146234	0.0131418	0.0164147	0.0154589	0.0191008	0.0231234	0.0285681	0.0130378	0.0141617	0.0151533	0.0137793	0.0135799	0.0203404	0.0121305	0.0168923	0.0115046	0.00526786	0.00398326	0.00418057	0.00428837	0.00437894	0.00922909	0.01118	0.023046	0.0116474	0.019211	0.0225004	0.0280143	0.0161215
le	0.0201926	0.0122323	0.00821343	0.00604387	0.00329397	0.00280071	0.00531272	0.00325298	0.00456326	0.00424015	0.00248053	0.00470411	0.00698436	0.00771129	0.00616776	0.00696023	0.00524892	0.00475333	0.00699389	0.00871704	0.0182922	0.0191582	0.0265593	0.0227963	0.0352293	0.0566528	0.0441989	0.0585761	0.0507011	0.0608279	0.0600817	0.0339989	0.050876	0.0329722	0.00990576	0.0106887	0.00961179	0.0126719	0.00755389	0.0554866	0.0100289	0.0141085	0.0132893	0.0159286	0.00714626	0.0071755	0.0118374	0.00593877	0.00764735	0.00777573	0.0140897	0.0131205	0.0206026	0.0171472	0.0141054	0.0123516
chef	0.0105774	0.014124	0.0101901	0.0117256	0.00894628	0.00604425	0.00823518	0.0110921	0.0209577	0.0344715	0.00937004	0.0257859	0.0273265	0.0313967	0.0100797	0.00754735	0.00535086	0.00493931	0.0133351	0.0158639	0.0304748	0.029186	0.0195828	0.0209807	0.0285138	0.0571789	0.0379598	0.0366293	0.0497703	0.0402114	0.0401944	0.0221124	0.0322222	0.0188062	0.0249983	0.0179806	0.0140824	0.0118599	0.0141875	0.0370445	0.0158603	0.0116688	0.00884155	0.0118567	0.0101033	0.0069205	0.00845911	0.00361967	0.00355416	0.00615916	0.0045093	0.00639899	0.006855	0.00530358	0.00780213	0.010752
coutumier	0.0394413	0.0327116	0.0190667	0.0182643	0.0136943	0.00904621	0.00760407	0.00608362	0.0168864	0.0162953	0.010704	0.00934826	0.0121122	0.0110628	0.00850531	0.00859541	0.00796081	0.00817191	0.00995109	0.0135162	0.018075	0.0173984	0.0171313	0.0251252	0.0251831	0.0303569	0.0232165	0.03907	0.0327071	0.0300111	0.0198759	0.0140943	0.0181544	0.00788809	0.00932753	0.00959242	0.00632897	0.00759292	0.0078344	0.0219072	0.0127674	0.0133539	0.011547	0.0214396	0.0215358	0.0232623	0.0418815	0.0272382	0.0216114	0.0249942	0.0231133	0.0226658	0.0201751	0.016259	0.0157444	0.0225184
atsaa	0.0239124	0.0139658	0.0153451	0.014603	0.0122449	0.0111202	0.0136372	0.013003	0.0114052	0.00957935	0.0122851	0.00583155	0.00967722	0.00842987	0.00972702	0.0102553	0.00964691	0.01327	0.0156772	0.0176357	0.0194586	0.0203687	0.0193451	0.0356687	0.0332653	0.0264799	0.0336409	0.0439709	0.0270898	0.0295906	0.021978	0.0345582	0.0364213	0.0245378	0.00940605	0.0136033	0.00718673	0.0106341	0.00948057	0.0201119	0.0139622	0.0106443	0.0068787	0.0127095	0.0155294	0.0107063	0.0199846	0.0173385	0.0136449	0.0157923	0.0197602	0.0232974	0.023319	0.0177415	0.0197366	0.0309065
est	0.0819619	0.0297481	0.0261437	0.0200338	0.0107884	0.00836402	0.00362656	0.00762281	0.00554747	0.00398195	0.00848819	0.00145436	0.00347684	0.00148494	0.00676721	0.0055575	0.00690606	0.0104896	0.0120359	0.0144933	0.0118516	0.0127144	0.0177871	0.0261121	0.0244176	0.0122307	0.0127168	0.0200944	0.0140912	0.0133106	0.00879998	0.0129298	0.00886	0.0138247	0.00819316	0.0106172	0.00976253	0.0177631	0.0072954	0.0153302	0.0108475	0.0132075	0.0114035	0.0135528	0.019158	0.0158261	0.0315944	0.0337294	0.0299295	0.051975	0.0406346	0.0378807	0.038747	0.0319355	0.0351945	0.0367086
mort	0.0387801	0.0178913	0.0183698	0.0169476	0.00995334	0.00834644	0.00804778	0.00504857	0.00811711	0.00731672	0.0101955	0.00481704	0.0059719	0.00386354	0.0107639	0.0103179	0.012577	0.0206559	0.0202405	0.0238381	0.0192663	0.0190069	0.0157485	0.0245922	0.0236058	0.017476	0.0182154	0.0204264	0.0246156	0.0190793	0.017495	0.0252991	0.0268304	0.0284658	0.0195411	0.0239814	0.0182967	0.0238361	0.0142602	0.0204991	0.0181123	0.0201154	0.0171416	0.0127561	0.0150124	0.00996501	0.0166439	0.0227332	0.0190846	0.0283098	0.0286147	0.0241062	0.0192774	0.0210459	0.0228169	0.0216669
</S>	0.0402939	0.0196096	0.0136169	0.0102906	0.00652341	0.00543745	0.00126495	0.00364683	0.00624321	0.00447243	0.00888269	0.00244259	0.00424587	0.00251216	0.0129239	0.0182912	0.0116606	0.0163396	0.00641414	0.00828837	0.00530062	0.00714647	0.00588656	0.00486406	0.00784974	0.00303444	0.00264596	0.00355377	0.00355915	0.00281062	0.00192174	0.0025052	0.00232096	0.00492061	0.00843008	0.0107555	0.0108671	0.0155821	0.00658108	0.0217441	0.0222706	0.0212395	0.0205523	0.0234818	0.0242999	0.0202331	0.0348866	0.0420612	0.0441833	0.049189	0.060108	0.0644766	0.0554996	0.0512031	0.0537447	0.0768905
