 	a66	a87	a10	a87	a23	a93	a13	a93	a56	a34	a96	a56	a44	a93	a90	a92	a98	a47	a7	a15	a25	a92	a37	a90	a56	a32	a24	a9	a87	a23	a87	</S>
le	0.0386217	0.0356037	0.0372822	0.0358244	0.0268621	0.0246293	0.0242494	0.0316146	0.0245823	0.0267383	0.0295895	0.0390585	0.0333202	0.0344299	0.0286793	0.0199635	0.0219667	0.0201724	0.0181146	0.0161313	0.0222087	0.0441715	0.0392358	0.0683343	0.0556194	0.0458037	0.048353	0.0396323	0.0182517	0.0138903	0.0126034	0.024462
vanier	0.00120808	0.00430796	0.00733624	0.0137224	0.014155	0.020278	0.0828366	0.0481375	0.10419	0.0803169	0.0616788	0.06565	0.0723072	0.100576	0.0241907	0.0315533	0.0262421	0.0168834	0.0248042	0.0263266	0.0402743	0.0387728	0.0225958	0.0134542	0.0104657	0.00450862	0.00424849	0.0118056	0.0072722	0.00626493	0.00945766	0.00417857
est	0.0046704	0.0122533	0.0174732	0.0189029	0.0233382	0.021783	0.0294552	0.0227831	0.0387959	0.0380427	0.0384189	0.0780246	0.0757788	0.0474682	0.0398525	0.0457664	0.039464	0.0750696	0.0617738	0.0683273	0.0591007	0.0341297	0.0152707	0.00971491	0.0148657	0.0101779	0.0152446	0.00624961	0.0102655	0.00809707	0.0137155	0.00572633
en	0.00496632	0.00481959	0.00259654	0.00266534	0.00221324	0.00281905	0.00372361	0.00485186	0.00517986	0.0120636	0.028499	0.0459505	0.0563579	0.0676637	0.0531984	0.0501593	0.0332667	0.0563881	0.0984786	0.0724873	0.0741312	0.0422409	0.0401055	0.0390029	0.0283655	0.0349218	0.0190306	0.0203505	0.0292724	0.0212552	0.0288652	0.0141098
train	0.010051	0.0124608	0.0123729	0.012055	0.0149624	0.0133497	0.013002	0.0132071	0.0161479	0.0225312	0.0425788	0.0368298	0.0342902	0.0433245	0.0566091	0.0797474	0.0940676	0.14184	0.075776	0.0526267	0.0451871	0.0210401	0.0214805	0.0174025	0.0178231	0.0161484	0.0145923	0.0074567	0.0130107	0.00687795	0.00922666	0.0119234
de	0.0147115	0.0101779	0.00930796	0.00867871	0.0115195	0.0125085	0.021402	0.025279	0.0520679	0.0594215	0.0462906	0.026931	0.0164364	0.00719366	0.00477127	0.00336429	0.00387313	0.00446479	0.00562084	0.00233204	0.00370511	0.00735151	0.0119939	0.0181628	0.0253625	0.0361114	0.0876574	0.125348	0.063249	0.0874959	0.0690435	0.118167
redresser	0.00793344	0.0129215	0.0154723	0.0163149	0.0221287	0.0198699	0.0327579	0.0403639	0.06554	0.0567564	0.0805555	0.048534	0.0507289	0.04379	0.0431279	0.0432449	0.0585152	0.0482548	0.063371	0.0419539	0.0427708	0.0183672	0.0129883	0.0122061	0.0127708	0.0110718	0.0122084	0.0110506	0.0110188	0.0148145	0.0159061	0.0126915
la	0.0272036	0.0193729	0.0210927	0.00755695	0.0210493	0.0203418	0.0133011	0.0163869	0.0289	0.0208915	0.0333318	0.0259393	0.0309006	0.0164975	0.0132953	0.0135475	0.0135755	0.0117171	0.0166382	0.0159713	0.0124755	0.00680833	0.0112022	0.0120568	0.023317	0.0247654	0.0467573	0.0492146	0.109325	0.0909261	0.0944842	0.131156
liane	0.0195307	0.00922874	0.00872379	0.0031818	0.0056453	0.00476136	0.00237374	0.00256058	0.00410469	0.00255431	0.0055429	0.00574506	0.00854264	0.00625941	0.00711082	0.0064565	0.00534731	0.0068094	0.00915939	0.0100802	0.0155988	0.0202113	0.0302221	0.0293177	0.0734444	0.0589442	0.0946959	0.0863933	0.122313	0.131495	0.107333	0.0963124
</S>	0.0356355	0.0286251	0.0313721	0.0174747	0.024412	0.0235816	0.011349	0.0114498	0.0141828	0.0122621	0.0143793	0.0168943	0.019206	0.016911	0.0152132	0.0126182	0.0109247	0.0134438	0.0110954	0.0143085	0.0191654	0.020022	0.0248434	0.0222155	0.0325494	0.0332801	0.0810236	0.0618095	0.0602682	0.062288	0.0515134	0.175683
