 	a15	a66	a87	a23	a87	a23	a99	a94	a70	a13	a53	a4	a15	a6	a56	a37	a34	a96	a90	a79	a44	a93	a4	a70	a13	a3	a97	a87	a23	a87	a23	a10	a87	</S>
les	0.0497916	0.0450067	0.0615066	0.039021	0.0375588	0.0408206	0.0526673	0.0563295	0.0392025	0.0299522	0.0335972	0.0231219	0.0211972	0.0813877	0.019383	0.00843604	0.0058653	0.00637307	0.00436454	0.00714836	0.00920383	0.0181671	0.0294186	0.0353741	0.0341229	0.0370695	0.0181874	0.028259	0.0211189	0.0169243	0.0131301	0.0218897	0.0127819	0.0416215
gens	0.00389159	0.0044924	0.0110881	0.0122079	0.0158043	0.0516539	0.0824457	0.0755752	0.0707603	0.0605384	0.0458592	0.0421642	0.0662177	0.091065	0.0803739	0.0350307	0.0350464	0.0388221	0.0147157	0.0129377	0.0151846	0.0161835	0.0193066	0.0087028	0.0118189	0.00827189	0.00659674	0.00944458	0.00648805	0.00705855	0.0134747	0.00643219	0.013652	0.00669442
sont	0.0361239	0.0366686	0.053616	0.0438393	0.05279	0.0357756	0.0255079	0.0336984	0.0423721	0.031791	0.0275592	0.0243941	0.0361182	0.0384492	0.0281285	0.0319323	0.0430061	0.0139548	0.0256742	0.0187063	0.00664318	0.0142229	0.0105507	0.00896979	0.0193263	0.0357932	0.0112695	0.0215037	0.0325572	0.0298868	0.0469387	0.022192	0.0383453	0.0216952
en	0.0180473	0.0116659	0.0144574	0.00910905	0.00960928	0.00683445	0.00881822	0.0101504	0.00887683	0.0116244	0.0347126	0.030372	0.0216209	0.0547382	0.0678374	0.170343	0.162854	0.120619	0.0735916	0.0229242	0.00895609	0.0110803	0.0116043	0.0118072	0.0104057	0.00829803	0.0113399	0.00495225	0.00690213	0.00767339	0.0123659	0.00551064	0.00831527	0.0119822
train	0.0375123	0.0369225	0.0346461	0.0308887	0.0286988	0.0176567	0.0145655	0.0101132	0.0135829	0.0203842	0.0225334	0.0211937	0.0385397	0.0909626	0.0700663	0.135947	0.068092	0.0558378	0.0357145	0.0215308	0.0118682	0.0152599	0.0174583	0.0126306	0.0161553	0.0191821	0.0103411	0.00828656	0.0134515	0.0123758	0.0121905	0.00909047	0.0101289	0.0261919
de	0.0268557	0.0183975	0.0124585	0.0106305	0.0150005	0.0138805	0.00973528	0.0160317	0.0364578	0.0324276	0.0322794	0.0397322	0.0436105	0.0365706	0.0172683	0.0113768	0.0121311	0.0053285	0.00919916	0.00738787	0.0246316	0.0192023	0.0173633	0.0212922	0.0393933	0.0543927	0.0569311	0.064438	0.0566094	0.0472168	0.0398719	0.0439467	0.0391582	0.0687929
huer	0.0592368	0.0337033	0.0235159	0.0318943	0.0331667	0.0372191	0.036877	0.0322906	0.0461548	0.0421919	0.0296848	0.0490984	0.0692317	0.0621607	0.0307189	0.0112089	0.0172554	0.00798479	0.0133627	0.0182812	0.0294759	0.0432995	0.0310702	0.0305141	0.0290097	0.0224094	0.0212956	0.0134298	0.0124432	0.0134355	0.0162825	0.0130427	0.0153357	0.0237183
le	0.041147	0.0301261	0.0265987	0.0257761	0.0265408	0.022896	0.0172144	0.0144282	0.025202	0.0134991	0.0114893	0.0115624	0.0176507	0.01292	0.0191034	0.0214074	0.0244419	0.0239067	0.0294675	0.0193115	0.0368694	0.0365475	0.0356204	0.0385638	0.047736	0.0487913	0.0506165	0.0379563	0.0426345	0.0460372	0.0461436	0.0326312	0.0276564	0.0375069
voleur	0.0446656	0.0347291	0.0303129	0.0261044	0.0303813	0.0268608	0.0231061	0.0219607	0.0248089	0.0160311	0.0162058	0.0179396	0.0252755	0.0263552	0.0234588	0.0237671	0.0243873	0.0193625	0.0289617	0.021089	0.0236439	0.0240639	0.0204168	0.0207785	0.0333077	0.0410133	0.0334438	0.0414156	0.0391364	0.0481918	0.0494499	0.0414568	0.046688	0.0312302
</S>	0.0466677	0.0366854	0.0218577	0.0218534	0.0312993	0.0278748	0.016992	0.0178656	0.0218911	0.0134076	0.0163313	0.024373	0.029402	0.0232133	0.0166963	0.0167873	0.0088088	0.0053303	0.00793296	0.00887168	0.0151593	0.0130068	0.0124133	0.0150807	0.0195947	0.0394172	0.0326532	0.050421	0.0533299	0.0529271	0.0612926	0.0664814	0.076359	0.0777222
