 	a23	a79	a20	a73	a44	a94	a9	a87	a23	a10	a75	a73	a84	a57	a87	a79	a20	a4	a13	a38	a75	a56	a75	a73	a94	a69	a57	a54	a44	a11	a94	a44	a94	a96	a13	a38	a25	a73	a54	a73	a94	a11	a75	a56	a75	a94	a58	a82	a87	</S>
elle	0.0249742	0.0425739	0.0801586	0.0888178	0.0970378	0.0840844	0.0510297	0.0751364	0.0493452	0.0444675	0.0466938	0.0428709	0.0172411	0.0115772	0.00531901	0.00827406	0.0116493	0.00912756	0.00982103	0.00608109	0.00504563	0.00463829	0.00405103	0.00328043	0.00252154	0.00239032	0.00311638	0.00251109	0.00341763	0.00369349	0.00368289	0.00254475	0.00293146	0.00268459	0.00273501	0.00205104	0.00362417	0.00450774	0.0067765	0.00472882	0.0107343	0.00640632	0.0132539	0.0130889	0.0173762	0.0153379	0.0158476	0.0134836	0.00744362	0.00981414
a	0.00124324	0.00202695	0.00208036	0.00284116	0.00720823	0.038775	0.0638056	0.0702652	0.056656	0.0620942	0.0791211	0.0571855	0.0318848	0.0187065	0.016912	0.0151972	0.0174279	0.0115569	0.00925871	0.0092462	0.0115499	0.00977088	0.0258456	0.0242243	0.0156345	0.0178664	0.0305598	0.022312	0.0291321	0.0142239	0.0150496	0.0222068	0.0168293	0.0104629	0.0133595	0.00993562	0.00924568	0.00838527	0.0118393	0.00987822	0.0147581	0.0128411	0.0171712	0.0140262	0.00820923	0.00750809	0.0060054	0.00514518	0.00751882	0.00501223
mis	0.0147475	0.0112157	0.013238	0.00440031	0.0109566	0.021621	0.0432179	0.0349432	0.0339535	0.0327072	0.0459813	0.0334267	0.0170499	0.0110565	0.0152	0.00951807	0.0161734	0.00592355	0.00640381	0.00775227	0.0161304	0.0103379	0.0367093	0.0483635	0.0398275	0.0362348	0.0493722	0.0231408	0.00995366	0.00727089	0.00825889	0.0169192	0.0122749	0.00778667	0.0095184	0.0060299	0.00614805	0.00596556	0.00965765	0.0120255	0.0139855	0.0153608	0.0240605	0.0348337	0.0249562	0.0229961	0.023424	0.0163924	0.0250026	0.0375761
ses	0.0415023	0.0241818	0.0214449	0.0190987	0.0278078	0.0148474	0.0218552	0.0204165	0.038847	0.0595422	0.0297608	0.0387951	0.039965	0.0462657	0.0361744	0.0306874	0.0379492	0.0495279	0.032888	0.030332	0.0216487	0.0244695	0.017946	0.0219982	0.0176761	0.0150035	0.0192919	0.0150654	0.0141083	0.0103357	0.0142742	0.0128058	0.0165526	0.0126053	0.013707	0.0122577	0.00949373	0.0103378	0.00609772	0.00494336	0.00414001	0.00585407	0.00367119	0.00393324	0.00384046	0.0048095	0.00425239	0.00375608	0.00470248	0.00853291
plus	0.0120729	0.00715972	0.00661261	0.00887044	0.0112483	0.0107001	0.0169307	0.0168769	0.0285862	0.0447843	0.0284341	0.0268443	0.0254751	0.0284222	0.0237422	0.032081	0.0261978	0.0364519	0.038032	0.0284684	0.0366456	0.0343199	0.0310421	0.0164964	0.0235417	0.0174308	0.0163042	0.0210003	0.0220351	0.0176465	0.0281217	0.0220361	0.0261399	0.0208514	0.0266837	0.0167877	0.0174235	0.0163279	0.012424	0.00838539	0.0109469	0.0079141	0.011181	0.00951228	0.00914251	0.0134416	0.0131632	0.00982934	0.0136283	0.0116058
beaux	0.0145658	0.00901644	0.0103219	0.0092648	0.0148852	0.0247574	0.0293131	0.0331638	0.0344277	0.0397883	0.0337059	0.0389662	0.0545879	0.0492857	0.0356114	0.0361581	0.0567441	0.0399751	0.0408535	0.0442063	0.0470718	0.0249547	0.0324534	0.0347929	0.0232722	0.0158163	0.00889887	0.00705816	0.00675886	0.00453691	0.00537626	0.00401373	0.004826	0.00425645	0.00408048	0.00332613	0.0038216	0.00451723	0.00517186	0.00413537	0.00625447	0.0055604	0.00671241	0.00737752	0.00846856	0.0132911	0.0140756	0.00829517	0.0111788	0.0200479
atours	0.0217942	0.0246356	0.0234498	0.0174672	0.0210692	0.0294583	0.0258185	0.0222913	0.0310526	0.0317967	0.0301679	0.0218552	0.0242029	0.0255689	0.0255714	0.0184842	0.0317634	0.0194028	0.0230382	0.0241965	0.0218951	0.0196332	0.0213292	0.0208849	0.0175794	0.0159413	0.0188665	0.0184498	0.0176059	0.0140946	0.0123888	0.00989678	0.0102527	0.00885421	0.0119684	0.0110383	0.0129589	0.0106034	0.00912018	0.0101417	0.0111482	0.0143054	0.0165429	0.0157949	0.0222886	0.0283686	0.0311344	0.0194324	0.0209707	0.0334259
pour	0.0247015	0.0177169	0.0156816	0.0159199	0.0122633	0.0229773	0.028878	0.0267619	0.0288307	0.0424747	0.0413309	0.0103095	0.0138706	0.0133882	0.00813206	0.012251	0.0168999	0.0156848	0.0153209	0.0298605	0.0285049	0.0154115	0.0118595	0.0114681	0.00473552	0.00400213	0.00191814	0.00253204	0.00246885	0.0018598	0.00231037	0.00313142	0.00376588	0.00492217	0.00633251	0.00633034	0.00824966	0.00702808	0.0101413	0.0131399	0.023235	0.0225073	0.0351714	0.0463197	0.0432433	0.0701638	0.0655954	0.0473845	0.0487794	0.034234
aller	0.0197122	0.0153718	0.0172981	0.00781543	0.0166382	0.0224833	0.0128052	0.0100134	0.00817806	0.0099383	0.0135357	0.00686807	0.00766554	0.00875254	0.00787093	0.00875073	0.0116656	0.0142331	0.016611	0.0241393	0.0395837	0.0403546	0.0421635	0.0364084	0.0366898	0.0346965	0.0365641	0.0327454	0.0305512	0.0351572	0.0276665	0.014569	0.0143011	0.0123407	0.0109589	0.0139711	0.0166054	0.0100707	0.00864818	0.0105414	0.0102673	0.0109784	0.0137186	0.0229205	0.0198429	0.0318319	0.0259846	0.0209596	0.0321733	0.0463891
à	0.02892	0.0215136	0.0152377	0.0118882	0.0155349	0.0134694	0.00964087	0.00834538	0.00695992	0.00609906	0.0151948	0.00535928	0.00687906	0.00881143	0.00783921	0.0116956	0.0104964	0.0183828	0.0134502	0.0140438	0.0173131	0.0155358	0.0120232	0.00909642	0.00533924	0.00456031	0.00640638	0.00757832	0.00829541	0.0110884	0.0117551	0.00789181	0.00753121	0.00822082	0.00824643	0.00862599	0.010919	0.011604	0.0168621	0.0227061	0.0288918	0.028817	0.0584786	0.070746	0.0627346	0.0537211	0.0485004	0.0503628	0.0598819	0.0765049
la	0.0215658	0.015548	0.0106906	0.0070845	0.00920329	0.00802835	0.00661213	0.00580026	0.00428537	0.00360762	0.00907233	0.00344279	0.00409364	0.00511573	0.00497022	0.00729815	0.00674232	0.0127385	0.00862607	0.00852298	0.0142481	0.0128125	0.0115712	0.0084419	0.00592977	0.00459437	0.00615571	0.00702682	0.00952934	0.0119584	0.0139502	0.00948722	0.00951706	0.00920362	0.00926973	0.0086404	0.010632	0.0128253	0.0195809	0.023472	0.0313485	0.0317243	0.0579586	0.0809497	0.0744524	0.0625004	0.0731201	0.0480651	0.0665309	0.0914548
ville	0.0042765	0.00414156	0.00420392	0.00146352	0.00269609	0.00293538	0.00390805	0.00293403	0.00238855	0.00269944	0.00552277	0.0021707	0.00303037	0.00353784	0.00297497	0.00982511	0.00506165	0.0103477	0.00774591	0.00598669	0.0203242	0.0224243	0.0151972	0.0134773	0.00754758	0.00769367	0.00671168	0.00971551	0.0103737	0.0114797	0.0155482	0.0113877	0.0133784	0.016081	0.0175622	0.0122995	0.0181765	0.0185868	0.0211173	0.0231915	0.0307265	0.0301412	0.0504631	0.0662427	0.0658656	0.0644843	0.0777175	0.0597676	0.0661474	0.108319
</S>	0.00503712	0.00917968	0.0128212	0.0131801	0.0197381	0.0165218	0.0148189	0.00962577	0.0085206	0.005132	0.00932694	0.0024131	0.00147379	0.00233696	0.00106274	0.00386803	0.00143038	0.00363637	0.00335226	0.0034856	0.00513018	0.00588637	0.00511378	0.00448232	0.00185341	0.00165302	0.00232163	0.00257023	0.00294749	0.00470939	0.00502688	0.00517412	0.00602816	0.00552902	0.00684987	0.00794819	0.0127385	0.0183753	0.0234516	0.0205914	0.0364878	0.0281383	0.0873256	0.0822191	0.0963764	0.0992783	0.0880959	0.0948191	0.0457919	0.0461252
