 	a66	a87	a97	a87	a97	a87	a97	a40	a6	a37	a75	a5	a37	a98	a47	a7	a25	a79	a44	a56	a43	a75	a85	a6	a5	a12	a18	a0	a88	a9	a97	a87	a97	a87	a97	a10	a97	a30	</S>
le	0.0426552	0.0391325	0.0339642	0.0182417	0.0202584	0.0325514	0.0253674	0.0593858	0.107799	0.0740719	0.110245	0.0771046	0.0258419	0.0198845	0.0184787	0.0155765	0.0132271	0.0133611	0.00475717	0.00597168	0.0049582	0.00557618	0.00758644	0.00905914	0.0103131	0.0126799	0.0165884	0.0156409	0.0149289	0.0127671	0.0125075	0.0144586	0.011264	0.0106779	0.00993047	0.0108434	0.0179923	0.00996114	0.0343912
vin	0.00073798	0.00171949	0.00211371	0.00415744	0.00603128	0.017722	0.0265799	0.0659681	0.0725175	0.0601865	0.0889346	0.10874	0.103525	0.0596384	0.143517	0.0916754	0.0677876	0.0352865	0.0236101	0.00544143	0.00188257	0.00132875	0.00132312	0.000947333	0.00076969	0.000830984	0.000860933	0.000730662	0.000698057	0.000702008	0.000745448	0.000661645	0.000662301	0.000542915	0.000495942	0.00027946	0.000265662	0.000260452	0.000122168
de	0.0267576	0.0636222	0.0651744	0.0373508	0.0535951	0.050802	0.0827959	0.0893013	0.0932868	0.0972279	0.0417439	0.0497795	0.0279555	0.0195799	0.0220698	0.0161145	0.0150179	0.00718811	0.0114295	0.0138319	0.0135184	0.0112801	0.00681921	0.00637944	0.00514901	0.00531351	0.00650967	0.00575503	0.00716549	0.0073926	0.0099031	0.00623142	0.00792983	0.00456454	0.0048174	0.00177309	0.00223769	0.00176263	0.000873699
palme	0.0456938	0.0502587	0.0400848	0.0147913	0.0146762	0.0128698	0.0139434	0.023995	0.0232529	0.0267962	0.0190931	0.0151011	0.0076684	0.00752019	0.00723373	0.0100745	0.00808212	0.0156224	0.021314	0.0268638	0.0327718	0.0335855	0.0253169	0.0266437	0.0202885	0.0174184	0.0218231	0.0230465	0.0344074	0.0594731	0.0342944	0.0317291	0.0277457	0.0333796	0.0468887	0.0331091	0.0300649	0.0420664	0.0210118
qu'	0.049613	0.0291494	0.0238001	0.0245126	0.0272915	0.0259911	0.0222498	0.0208718	0.0207256	0.0251923	0.0239903	0.0314388	0.0231357	0.0148086	0.0126694	0.0213998	0.0219074	0.0151184	0.0121688	0.0211243	0.00993271	0.0101662	0.00838621	0.00982287	0.00863195	0.00669622	0.00854752	0.00865324	0.00978847	0.0154609	0.0145669	0.0163688	0.0216095	0.0311134	0.0547721	0.0423533	0.0651608	0.0566907	0.134119
il	0.0616126	0.0491073	0.044071	0.0237077	0.0283663	0.028	0.0284962	0.0355649	0.0259274	0.0230184	0.0166856	0.0193663	0.0154244	0.0122184	0.00844498	0.0135955	0.00982244	0.00620665	0.00474798	0.00903943	0.0139602	0.0150535	0.0193594	0.0347508	0.0363246	0.0352442	0.0482288	0.0356128	0.0257988	0.0203082	0.0343615	0.0263507	0.0247091	0.0202539	0.0318648	0.0347127	0.0243487	0.0312021	0.0241317
nous	0.0327085	0.0229987	0.0204844	0.0222455	0.0279743	0.020722	0.0201053	0.0169886	0.0159016	0.0200785	0.0138307	0.013649	0.032901	0.0330754	0.020783	0.0312467	0.0335905	0.0662776	0.0712918	0.0786441	0.0591177	0.0396406	0.0197079	0.0150258	0.0102288	0.0115423	0.0146639	0.0182372	0.0165059	0.0154619	0.016323	0.015272	0.0191835	0.0194335	0.0178367	0.0230054	0.0156646	0.0206099	0.0170423
a	0.0153091	0.0188144	0.0206376	0.019078	0.0188867	0.0128021	0.01493	0.0163732	0.0224248	0.0225316	0.0163372	0.0146816	0.0174752	0.0263141	0.0159172	0.0238848	0.0194064	0.0318368	0.0196743	0.0869225	0.0612691	0.0426307	0.0282269	0.0322328	0.0197386	0.0174479	0.0120927	0.015893	0.025954	0.0157428	0.0123362	0.018625	0.0221172	0.0306746	0.0271227	0.0359271	0.0298348	0.0471317	0.0507643
offert	0.0209562	0.0154683	0.0124689	0.0115389	0.0150564	0.00939082	0.0148341	0.0160186	0.0192653	0.0237388	0.0280059	0.0219441	0.0241329	0.021417	0.0187405	0.0282095	0.0338883	0.0239814	0.0258389	0.0609201	0.0704729	0.0781095	0.05349	0.0364611	0.0239353	0.0200117	0.0184382	0.0184439	0.0200135	0.0141502	0.0108751	0.014229	0.015382	0.02434	0.018337	0.0272557	0.0294253	0.0320404	0.0287742
date	0.0265645	0.0222625	0.017962	0.0168993	0.015338	0.0120248	0.0148488	0.0115207	0.0138036	0.0159075	0.00990624	0.0154749	0.0209204	0.0149113	0.0190343	0.0328164	0.050202	0.0318924	0.0327643	0.0623068	0.0567809	0.056825	0.0309497	0.0183496	0.010923	0.00947032	0.0102702	0.0114115	0.0181629	0.0116153	0.00896054	0.0148042	0.0165681	0.0301745	0.0226387	0.058526	0.0447962	0.0551068	0.0563058
de	0.0556674	0.0357373	0.030097	0.0334857	0.0384216	0.0319926	0.0226507	0.0183006	0.0162233	0.0124143	0.0177462	0.013922	0.0184188	0.0185253	0.0130875	0.0260321	0.0189481	0.0157668	0.0140896	0.0182989	0.0254617	0.028746	0.0387984	0.0393906	0.0364177	0.0316985	0.0307753	0.0295449	0.0226788	0.0238085	0.0246962	0.0225969	0.0276326	0.0243158	0.0243701	0.0310867	0.0212652	0.0270362	0.0198543
plus	0.0587874	0.0468277	0.0507008	0.0438214	0.0342578	0.0327537	0.028883	0.0178695	0.0185606	0.01535	0.00790314	0.00795258	0.00826361	0.0103885	0.00734363	0.0118488	0.0119309	0.0107458	0.0108248	0.0216338	0.0364032	0.0318479	0.0337114	0.0343238	0.0232219	0.0226687	0.0305931	0.0280693	0.0191261	0.0233932	0.0269346	0.0224989	0.0277526	0.0269708	0.0419171	0.0240236	0.0271233	0.0264592	0.0363139
