 	a15	a66	a87	a97	a87	a23	a83	a94	a93	a90	a25	a92	a75	a92	a56	a75	a56	a44	a90	a25	a92	a56	a75	a6	a36	a75	a5	a61	a75	a6	a37	a85	a47	a36	a26	a82	a3	a82	a3	a38	a82	a84	</S>
le	0.0369886	0.027754	0.0303003	0.0184108	0.0141672	0.0163176	0.0115101	0.0194539	0.0178429	0.0184899	0.0230627	0.0496878	0.0576034	0.0363809	0.0413967	0.0229598	0.0169683	0.0105495	0.0110334	0.0102009	0.00719984	0.00690127	0.00741469	0.00694795	0.011058	0.0256965	0.0165439	0.0389389	0.0189362	0.0242756	0.0104879	0.0189087	0.00865132	0.0106871	0.0271331	0.0293621	0.045934	0.0358934	0.0249169	0.0237835	0.0425657	0.022967	0.0437178
voleur	0.00289151	0.00582228	0.00325506	0.00801781	0.00667116	0.0214733	0.0302154	0.0502299	0.0324455	0.0415101	0.0491822	0.0540955	0.0496488	0.0681754	0.107578	0.0979169	0.0615055	0.064444	0.02887	0.044907	0.0355624	0.0201668	0.0156191	0.0232544	0.0199638	0.0110402	0.00915923	0.0112014	0.00897205	0.00480229	0.00149407	0.00124698	0.000747662	0.000854936	0.00134566	0.000999771	0.000553076	0.000374596	0.000630574	0.00125187	0.000324291	0.000845859	0.000733074
a	0.0243288	0.0169557	0.0116881	0.0115491	0.00796725	0.00922617	0.0109682	0.0162073	0.0179042	0.0187126	0.0220096	0.0347969	0.0396731	0.0431506	0.0429385	0.0860983	0.109599	0.112518	0.125105	0.0615689	0.0362874	0.0408899	0.0303027	0.0176925	0.0110898	0.00672178	0.0052436	0.00271072	0.00476964	0.0019909	0.00195646	0.00173421	0.00206595	0.00229304	0.00210343	0.0013878	0.000817978	0.000807699	0.000929796	0.00222996	0.000822451	0.00146407	0.000723132
glissé	0.0192919	0.0193076	0.0133259	0.00987784	0.00755173	0.00597554	0.00916873	0.0137745	0.0221507	0.0360318	0.0317791	0.030004	0.0476779	0.0338428	0.0478207	0.0505351	0.0626253	0.0642482	0.0719212	0.0743554	0.0604968	0.0421787	0.0259176	0.035016	0.0191356	0.00933427	0.00722556	0.00721228	0.00537947	0.00479179	0.00686299	0.00738406	0.00858972	0.0082865	0.00847979	0.0138943	0.00800602	0.0116206	0.0108169	0.00607368	0.00468296	0.0080064	0.00934191
sa	0.0406352	0.0370349	0.0326535	0.0289567	0.0410109	0.0279249	0.0183911	0.0330693	0.0494374	0.0647925	0.0488043	0.0601035	0.0716375	0.0388469	0.0483881	0.0320364	0.025346	0.0081941	0.00909546	0.00904736	0.00464561	0.00367287	0.00342311	0.00777117	0.00928096	0.0090133	0.0107561	0.00709478	0.00706892	0.00457477	0.00908849	0.0170724	0.0185288	0.0158686	0.0222354	0.0172346	0.0173214	0.0174897	0.0151534	0.011129	0.0166582	0.0117927	0.0177196
main	0.0199338	0.015213	0.0157997	0.0151609	0.0167143	0.0149814	0.00987444	0.0139612	0.0272366	0.0401334	0.0410344	0.0344818	0.0344331	0.0345647	0.0353603	0.0391288	0.0352843	0.0273341	0.0421375	0.0463576	0.0333416	0.0310559	0.0207226	0.0211071	0.0208436	0.0255632	0.0253922	0.0202987	0.0208877	0.0207568	0.0116813	0.018503	0.0180833	0.0210676	0.0152182	0.0174715	0.0214615	0.012202	0.0150452	0.0109764	0.0152694	0.0117088	0.012217
dans	0.0303264	0.0138517	0.0123677	0.00883248	0.00667082	0.00619519	0.00583264	0.0105789	0.0161193	0.0193576	0.0213531	0.0252727	0.0279749	0.0317428	0.0323789	0.0372957	0.0263333	0.0228398	0.0287023	0.0194794	0.0104905	0.0122042	0.0107444	0.00779273	0.0100754	0.0172713	0.0141699	0.0167585	0.0129416	0.0187264	0.0233068	0.0345531	0.0536102	0.0754606	0.0546504	0.0576075	0.0252018	0.0295282	0.0341128	0.0209612	0.0207876	0.0199293	0.0156103
mon	0.0226543	0.0118854	0.00895258	0.00480043	0.00314944	0.00276119	0.00244348	0.00490298	0.00764431	0.00963646	0.00734249	0.00703346	0.00719294	0.0083108	0.0108156	0.0162317	0.0120641	0.0173953	0.014013	0.0113796	0.0115895	0.0105854	0.0134446	0.0109812	0.0198036	0.0303415	0.0331831	0.0333036	0.02734	0.0283376	0.0345306	0.0523858	0.063906	0.0777749	0.0909074	0.0742266	0.0449697	0.029332	0.0362035	0.019905	0.0259381	0.022668	0.0177329
sac	0.0143465	0.0113282	0.0123892	0.00924861	0.00697649	0.00649131	0.00439937	0.00683954	0.0111222	0.0144944	0.0136909	0.0132301	0.0106486	0.0121983	0.0137018	0.0132006	0.010032	0.0186907	0.0154099	0.0143859	0.0164364	0.0159424	0.0236897	0.0195089	0.019774	0.0290168	0.0280317	0.0353936	0.0215658	0.0240363	0.0288076	0.032212	0.0344787	0.0386318	0.075978	0.0748448	0.052719	0.0368847	0.0446819	0.0417639	0.0209167	0.0300247	0.0218361
</S>	0.0205235	0.0177409	0.015242	0.0101224	0.0064752	0.005838	0.00513287	0.00987058	0.00945203	0.00986531	0.00899124	0.0093249	0.0139555	0.0177033	0.0218439	0.0177034	0.011852	0.00973261	0.00743487	0.00455873	0.00308572	0.00260342	0.0027726	0.00301242	0.00820064	0.0116227	0.0128133	0.0214319	0.00962824	0.0138733	0.0222658	0.0281041	0.029286	0.0436866	0.0715798	0.0784237	0.0936527	0.0629498	0.0601143	0.0479515	0.0435663	0.0377004	0.0583116
