 	a10	a87	a23	a40	a47	a44	a98	a44	a90	a25	a94	a83	a90	a92	a70	a75	a44	a90	a44	a98	a44	a98	a85	a11	a75	a15	a69	a4	a53	a4	a83	a54	a7	a57	a87	a23	a87	</S>
les	0.0527061	0.0575476	0.0357244	0.0288121	0.0588666	0.0434033	0.0465603	0.0655464	0.0424211	0.0558747	0.0669467	0.0715514	0.0512679	0.0270609	0.0281408	0.0306475	0.0289401	0.0194178	0.0162683	0.0185313	0.00889985	0.00958113	0.00474895	0.0051846	0.00400278	0.00403152	0.00428769	0.00524321	0.00372455	0.0112863	0.00945133	0.00959238	0.00794013	0.00949538	0.011885	0.0128901	0.0118579	0.0196618
hommes	0.0043285	0.00519683	0.00561121	0.00813966	0.0121166	0.0241321	0.0589015	0.0770389	0.066071	0.0752309	0.0945325	0.0509875	0.061779	0.0628651	0.13159	0.0622388	0.0450284	0.0360047	0.0157425	0.0179138	0.0121842	0.00978747	0.0134054	0.00741261	0.00377254	0.00192657	0.0027428	0.00121776	0.000875423	0.00227724	0.00208206	0.00208137	0.00225274	0.00248627	0.0062783	0.00443188	0.00619797	0.00313748
d'	0.0328816	0.0439313	0.0314892	0.0481377	0.0434275	0.0583732	0.0654761	0.0485534	0.0309479	0.0248829	0.0310541	0.0145194	0.0176918	0.0259266	0.00976353	0.0115907	0.00794965	0.00747987	0.0102439	0.0071171	0.00734141	0.0108538	0.0164231	0.022122	0.0240121	0.0174449	0.0314452	0.0200159	0.00601665	0.0152731	0.0310238	0.0224279	0.0254769	0.0362007	0.03839	0.0234464	0.0514828	0.0291658
ongondza	0.0528072	0.0394875	0.0209362	0.0119259	0.0140404	0.0183674	0.0316573	0.036536	0.0596162	0.0522309	0.0764296	0.0774511	0.0740205	0.0864571	0.03335	0.0291217	0.0205612	0.0187909	0.0163072	0.0112734	0.00699953	0.00951456	0.00599706	0.00714173	0.00499974	0.00647635	0.00919158	0.0107204	0.0146742	0.016596	0.014999	0.0164139	0.0176163	0.0140412	0.0151008	0.0127205	0.0148003	0.0206293
sont	0.0735275	0.0230207	0.0166615	0.0154137	0.0238129	0.0254749	0.0355009	0.0334026	0.0330321	0.0279633	0.0794287	0.0546367	0.0639904	0.0863117	0.0302656	0.025258	0.0215519	0.0219143	0.0311484	0.0201991	0.0245847	0.0284598	0.0222284	0.0161966	0.0223409	0.0142725	0.0274764	0.0134724	0.00373806	0.00656432	0.00880642	0.00741121	0.00920114	0.00847233	0.00689144	0.00581865	0.0109846	0.0205651
en	0.0484748	0.0232778	0.0193877	0.0140019	0.00744442	0.00466816	0.00631608	0.00588981	0.00624472	0.00666773	0.0100924	0.0158564	0.0231728	0.0377229	0.0272047	0.0260032	0.0179575	0.0165153	0.0194597	0.0177228	0.0140927	0.0166386	0.0142751	0.0113458	0.0161528	0.0117305	0.0211701	0.0204463	0.00933615	0.0246483	0.0266189	0.0504851	0.057105	0.0708003	0.0765789	0.0566333	0.0725081	0.0753534
train	0.0241239	0.0131316	0.00741232	0.0111336	0.0144233	0.0106651	0.00894039	0.0123583	0.0226296	0.0237773	0.0263921	0.0759887	0.0662375	0.065784	0.0698298	0.052765	0.0405697	0.0416935	0.0348873	0.0329655	0.0187209	0.0178896	0.0221444	0.0151664	0.0189256	0.00985637	0.0134969	0.00884494	0.00416413	0.0180057	0.0124051	0.0151006	0.0285333	0.0275376	0.0405898	0.025252	0.0233288	0.0243288
de	0.128562	0.045084	0.031203	0.0234035	0.0146884	0.00623683	0.00657914	0.00950434	0.00759702	0.00807203	0.0204526	0.0105198	0.00389265	0.00510819	0.0029405	0.00585981	0.00226802	0.00260868	0.00202732	0.00283401	0.0011854	0.00131427	0.00131923	0.000946967	0.00158678	0.00133197	0.00360911	0.00470894	0.00643844	0.0230147	0.0305686	0.072033	0.0835808	0.147812	0.0927861	0.0993213	0.0662063	0.0227937
pêcher	0.0730134	0.0476394	0.0204218	0.0171644	0.0125437	0.00572784	0.0074566	0.0119782	0.0141923	0.0161947	0.0261456	0.018789	0.011756	0.0344399	0.0104686	0.0337722	0.0173558	0.0272159	0.0296118	0.0288013	0.0237863	0.0304463	0.0435864	0.0296125	0.038975	0.023793	0.0325117	0.023532	0.0154468	0.0355757	0.0196274	0.0222199	0.0216419	0.0304094	0.0437295	0.0312672	0.0402361	0.0289145
au	0.0504176	0.0349876	0.0173452	0.0103872	0.0107565	0.00575232	0.0036588	0.00447716	0.00506794	0.00653567	0.00604565	0.0101797	0.00994922	0.0158384	0.00982937	0.01977	0.0218153	0.0188713	0.0142734	0.0154825	0.0195236	0.0194745	0.0209163	0.0244036	0.017104	0.0154256	0.0185101	0.0148651	0.00837971	0.0376837	0.0302062	0.0371496	0.0502214	0.0584692	0.0814801	0.0831966	0.0747877	0.0967621
harpon	0.0417837	0.0312016	0.0228214	0.0196742	0.0173156	0.0128554	0.0102518	0.0120372	0.00905814	0.0114908	0.0136136	0.010789	0.0121306	0.0196331	0.00880785	0.0258917	0.0227909	0.0190167	0.02003	0.0182455	0.0191963	0.0200059	0.0172996	0.0228443	0.0173269	0.0173311	0.0253976	0.0248359	0.0101947	0.0270165	0.0255162	0.0245872	0.0422281	0.0415745	0.0628809	0.067758	0.0677672	0.1068
au	0.0539784	0.03607	0.0298093	0.0143686	0.0136703	0.00771048	0.00680134	0.0104447	0.00408026	0.00534606	0.00890734	0.011065	0.0118723	0.0234055	0.00657581	0.0222319	0.0169792	0.0127838	0.0152042	0.0132819	0.0113232	0.0120681	0.00784307	0.0118437	0.00952243	0.0118271	0.0137752	0.0200555	0.0209724	0.0374753	0.0268282	0.0406415	0.0349502	0.0476816	0.050606	0.0795409	0.067846	0.170613
vouma	0.0468604	0.0418033	0.0320883	0.0229729	0.0288282	0.0210542	0.0146375	0.0253777	0.0113128	0.0172628	0.0230459	0.0170417	0.0164069	0.0216168	0.00961414	0.0299206	0.026115	0.020385	0.0276904	0.0218884	0.017118	0.017726	0.0156956	0.0223256	0.0199413	0.0301044	0.0418448	0.0516211	0.0251112	0.0439062	0.0329879	0.0192866	0.0260122	0.0216191	0.028748	0.0269769	0.0376481	0.0454043
</S>	0.101116	0.0922466	0.0684351	0.0207643	0.0191074	0.00841221	0.00813203	0.00746227	0.00535487	0.00548523	0.00747706	0.00784404	0.00641175	0.00910414	0.00285687	0.00624024	0.00633218	0.00506665	0.00521588	0.00509117	0.00507515	0.00559915	0.00306758	0.00555903	0.00460437	0.00850827	0.00822477	0.0136679	0.0170352	0.0369669	0.0281099	0.0419563	0.0379432	0.0555361	0.0631769	0.0853223	0.0686341	0.112857
