 	a23	a41	a94	a98	a73	a94	a20	a73	a90	a58	a82	a53	a69	a90	a69	a4	a57	a82	a87	a79	a20	a84	a40	a54	a73	a94	a98	a71	a3	a79	a90	a79	a98	a79	a94	a76	a94	a13	a98	a25	a90	a13	a82	a87	</S>
donne-le	0.0237127	0.0204107	0.023039	0.015345	0.0210502	0.034654	0.0294393	0.0394378	0.0251242	0.0564686	0.0386231	0.058023	0.0624375	0.0422827	0.0320283	0.0280861	0.0315408	0.0281332	0.0343088	0.028422	0.0167636	0.0160883	0.0113453	0.0109429	0.0132442	0.0249856	0.0154939	0.0115152	0.0168918	0.0267819	0.0185803	0.0268357	0.0136308	0.00746813	0.00454801	0.00928302	0.00589566	0.0113963	0.0123176	0.0105942	0.00695408	0.00855121	0.00930863	0.00873731	0.00927889
moi	0.0216449	0.082615	0.0908979	0.0549028	0.0439934	0.0223327	0.0381587	0.0420082	0.0439048	0.0248621	0.0247729	0.0253846	0.0242895	0.0250303	0.0393601	0.0272906	0.0279861	0.034371	0.0350314	0.0370764	0.0398464	0.037439	0.015026	0.0129857	0.0168697	0.0131114	0.014748	0.0118519	0.00562885	0.00784348	0.00722953	0.00433011	0.00550637	0.00673385	0.00487379	0.00366949	0.00301265	0.00311721	0.00310655	0.00215843	0.00224093	0.0026196	0.00286737	0.00310675	0.0041636
tout	0.0146732	0.0151106	0.0255706	0.0191084	0.0182886	0.0160535	0.038199	0.0453197	0.0267581	0.0121675	0.0431762	0.042114	0.0374999	0.0317433	0.0677676	0.082626	0.0336375	0.110942	0.0461771	0.0722795	0.038374	0.0290906	0.0264999	0.00704283	0.00437701	0.00657506	0.00469359	0.00676822	0.013393	0.00469833	0.00171632	0.00283753	0.0016349	0.00149532	0.00273697	0.00195855	0.00272247	0.00229811	0.00271024	0.00455635	0.00680716	0.00671618	0.00620249	0.00894666	0.00593616
de	0.100098	0.0652432	0.080421	0.0460583	0.0278306	0.0246792	0.0358891	0.0379456	0.026317	0.0360004	0.0346787	0.0397009	0.0380696	0.0393887	0.0514162	0.0304996	0.0257252	0.0315582	0.0206961	0.0221402	0.020796	0.0170552	0.00958288	0.00303065	0.00316115	0.00354586	0.00488733	0.00442256	0.00374206	0.00390394	0.0028467	0.00354593	0.00303558	0.00580511	0.0040033	0.00267505	0.0038722	0.0028779	0.00640931	0.00998498	0.0110624	0.0146551	0.0110979	0.012565	0.0170803
suite	0.0321161	0.0356149	0.0382927	0.0340449	0.0205263	0.0201334	0.0185287	0.0301136	0.0273336	0.0209433	0.0418284	0.0274816	0.026153	0.0221439	0.0473308	0.0373255	0.0210231	0.0232401	0.0187526	0.019852	0.0211513	0.0205239	0.0251187	0.0121406	0.01592	0.0110785	0.0109772	0.0132109	0.0117358	0.013628	0.00772373	0.0139486	0.0165031	0.0221749	0.0113887	0.0157306	0.011603	0.0081004	0.015078	0.0270764	0.0115687	0.022555	0.0251276	0.0274363	0.0457215
autrement	0.0335188	0.0174575	0.0195069	0.0161912	0.0109573	0.00737911	0.00706886	0.00909401	0.00847393	0.00777252	0.0134715	0.010272	0.0130271	0.00919032	0.0174014	0.0285882	0.0205736	0.0332097	0.0283652	0.0254354	0.0383532	0.0259823	0.0304747	0.0156399	0.026126	0.0393404	0.0315852	0.0343253	0.0347789	0.0360459	0.0131769	0.0202614	0.0230877	0.0222092	0.024408	0.0220689	0.0232293	0.0159519	0.0164547	0.0209556	0.02393	0.0312285	0.0297797	0.0259782	0.0376736
tu	0.0112781	0.00920116	0.0110313	0.0111716	0.00684776	0.00631835	0.0110432	0.0105298	0.0096295	0.00718057	0.0141308	0.0082745	0.0136376	0.00982005	0.0193018	0.0230328	0.0197834	0.0299181	0.0322813	0.0315811	0.0392652	0.0246495	0.0319887	0.0236939	0.0231744	0.0454777	0.0336093	0.0318883	0.0548255	0.057904	0.0276384	0.0365801	0.0422629	0.0196492	0.0112206	0.0103669	0.00794173	0.00811522	0.0120094	0.0139599	0.0121052	0.0250864	0.0305834	0.0287321	0.0512793
seras	0.0126323	0.0176364	0.0129166	0.0155198	0.00817071	0.00406487	0.00919593	0.00694646	0.00597989	0.00868127	0.0137654	0.00529942	0.0115173	0.00782187	0.0157879	0.0177479	0.0130459	0.0128191	0.0109588	0.00855938	0.0113333	0.00625291	0.0103303	0.00884172	0.00816581	0.012777	0.0264205	0.022906	0.0229793	0.0505929	0.0179475	0.0405857	0.044925	0.039836	0.0278543	0.0298447	0.028997	0.0357273	0.0484134	0.0462451	0.0430672	0.0585296	0.047499	0.0621623	0.0286991
puni	0.012114	0.0109364	0.00834583	0.00885176	0.0077712	0.00847164	0.00819891	0.00852039	0.00882227	0.0109656	0.0119493	0.00723329	0.0115022	0.00658274	0.0152376	0.0147681	0.0124822	0.0121748	0.0125033	0.0141042	0.0113871	0.0107186	0.0199613	0.0216583	0.0252401	0.0368321	0.0254946	0.0310352	0.0639747	0.0402495	0.0383908	0.0579878	0.0335383	0.0297461	0.0234055	0.0222904	0.020025	0.0302402	0.0433386	0.0384831	0.0241663	0.0334004	0.0323833	0.0259611	0.0485561
</S>	0.0303057	0.0235727	0.0159182	0.0137917	0.00764378	0.00568498	0.00721517	0.0057014	0.00436592	0.00692172	0.0077359	0.00489736	0.00696991	0.00622219	0.0117164	0.0115822	0.0127692	0.0120456	0.0113537	0.0123781	0.0106549	0.0112934	0.00971359	0.00714703	0.0129303	0.0169217	0.0159652	0.0186792	0.0206967	0.0255375	0.0219691	0.038285	0.0310712	0.0316384	0.0177779	0.0220812	0.0178089	0.0231852	0.0459279	0.0612066	0.0495087	0.0625831	0.0670466	0.067054	0.074525
