 	a66	a87	a23	a87	a23	a11	a56	a43	a47	a62	a31	a62	a24	a62	a75	a92	a37	a21	a61	a75	a96	a11	a93	a70	a13	a70	a0	a75	a6	a36	a75	a5	a61	a18	a71	a9	a87	a10	a87	a23	a87	</S>
un	0.0327397	0.0505494	0.0352421	0.0353465	0.0546209	0.0515646	0.0579878	0.0378693	0.0492748	0.042581	0.0243631	0.0159618	0.0157704	0.0123177	0.0118901	0.0120806	0.011809	0.0150011	0.0190858	0.0137286	0.0233668	0.0126916	0.0148554	0.0122409	0.0102501	0.0101689	0.0111822	0.0138939	0.0114124	0.0118293	0.0165148	0.0264814	0.0279904	0.0380034	0.0167505	0.0184683	0.016792	0.0163089	0.0149569	0.0236692	0.0156002	0.0367883
poulet	0.00813931	0.00893457	0.0168227	0.018187	0.0306641	0.0254872	0.018951	0.0189019	0.0182517	0.0161501	0.0172271	0.0637745	0.0300053	0.0415282	0.103801	0.0589751	0.105241	0.053168	0.0477338	0.0255765	0.0155406	0.01739	0.0464561	0.0171483	0.00824106	0.0276312	0.0152419	0.0163065	0.00586355	0.0146127	0.0134534	0.0106883	0.00767617	0.00927436	0.00278478	0.00411215	0.00312774	0.00334243	0.00546626	0.00820066	0.0134308	0.00649136
charnu	0.0321874	0.0235938	0.0511122	0.0332427	0.0517983	0.036199	0.0265843	0.026998	0.0205834	0.0436025	0.0608942	0.124356	0.0352204	0.0795651	0.0944896	0.0666147	0.0571706	0.041151	0.0171518	0.00971126	0.00677047	0.00769024	0.00489554	0.00242819	0.00187719	0.00183182	0.000892634	0.00173231	0.00213743	0.00304916	0.00611064	0.00252215	0.00268403	0.00243575	0.000857315	0.0012535	0.000926565	0.00136731	0.00389776	0.0024888	0.00784712	0.0020781
est	0.114998	0.0751346	0.112263	0.0523412	0.0502731	0.0224138	0.0371934	0.0412631	0.0371033	0.023486	0.0198399	0.0209983	0.014809	0.0261344	0.0213323	0.0224688	0.0282906	0.0316619	0.0209613	0.0131471	0.0136093	0.00953001	0.00786298	0.00594199	0.00614208	0.0037816	0.00206418	0.00357626	0.00616769	0.00350804	0.00428201	0.0048314	0.00805228	0.0115959	0.0133381	0.0144897	0.0121052	0.0167692	0.0167489	0.0107913	0.0131537	0.0255452
mangé	0.0295472	0.017254	0.0226106	0.0168726	0.019187	0.0179845	0.0226342	0.0242278	0.0254922	0.0206713	0.0199029	0.0366734	0.0247859	0.0414359	0.0343034	0.0313397	0.0392998	0.0221174	0.024603	0.0389071	0.0238337	0.0458724	0.0527073	0.0578524	0.028362	0.0270069	0.0232113	0.0180204	0.0212525	0.0245757	0.0211673	0.0258964	0.0206949	0.0140786	0.00935496	0.00874871	0.00897298	0.00820058	0.00616907	0.00794259	0.00444037	0.0117889
à	0.0258971	0.0188236	0.0196435	0.0117043	0.0160691	0.0166406	0.022739	0.031737	0.0345158	0.0356584	0.0387209	0.0462042	0.0369773	0.0386155	0.0428062	0.0305105	0.0370375	0.0281343	0.0357961	0.0286761	0.0187222	0.0212639	0.0146122	0.0134436	0.00783701	0.0119301	0.00775766	0.0116881	0.0171786	0.0227604	0.0218287	0.0200058	0.0242732	0.0228656	0.0138843	0.0281472	0.0187772	0.0273664	0.0261034	0.0176693	0.0115371	0.0234411
la	0.0402496	0.0157184	0.0296734	0.0197353	0.0198698	0.0152193	0.0173533	0.0228538	0.0210148	0.0218558	0.0316932	0.0395538	0.0284412	0.0597796	0.0434003	0.0367215	0.0399418	0.0327704	0.0248652	0.0243023	0.0100769	0.0141708	0.010485	0.0104555	0.00698122	0.00838867	0.00621639	0.013065	0.020357	0.0280803	0.0280949	0.0211343	0.0227261	0.0218337	0.0152181	0.0254428	0.0178544	0.0256717	0.0342343	0.0204629	0.0235486	0.0304888
sauvette	0.0349879	0.0119783	0.0207409	0.014187	0.0151726	0.00887774	0.00823984	0.0139107	0.0126601	0.0172012	0.0317367	0.0418957	0.0348507	0.0839294	0.0447878	0.0367113	0.0369543	0.0292436	0.0147439	0.0192765	0.00988251	0.0160055	0.0102893	0.0106539	0.0117029	0.0121122	0.0094115	0.0188957	0.0200867	0.0381546	0.0446761	0.0269218	0.0312669	0.0278916	0.0207797	0.0216962	0.0164812	0.0257067	0.0397737	0.0159317	0.0186484	0.0209448
pourquoi	0.0335868	0.0226854	0.0302721	0.0240002	0.0256049	0.0227464	0.0250803	0.0290135	0.0314462	0.0262596	0.0260625	0.0255764	0.0287453	0.0418844	0.0289412	0.029763	0.0371133	0.0313926	0.0247744	0.015249	0.0161696	0.0162406	0.013326	0.0120555	0.00985654	0.0101262	0.0103991	0.0152395	0.0174826	0.0190588	0.026093	0.0199663	0.0269633	0.0195769	0.0272457	0.0294041	0.0209176	0.023287	0.0326329	0.0198759	0.0255867	0.0282991
pas	0.041973	0.0341499	0.0371659	0.0244775	0.0253283	0.0172189	0.0247154	0.0284426	0.0295895	0.0276477	0.027047	0.0296583	0.0205155	0.0276548	0.0268539	0.0233982	0.0209393	0.0255853	0.0154256	0.0131782	0.0127061	0.0126438	0.0100289	0.0144403	0.0120506	0.0108703	0.00922101	0.0131304	0.012811	0.0133043	0.037683	0.0222582	0.0236147	0.0166108	0.0283262	0.0139645	0.0126461	0.0242688	0.0243301	0.0352258	0.0544466	0.064454
aussi	0.0454752	0.0374437	0.0415919	0.0296031	0.0300511	0.0225823	0.0266255	0.0224589	0.0223667	0.022851	0.021854	0.0261593	0.0192502	0.0263828	0.0228146	0.0208264	0.0178939	0.0205474	0.0117961	0.0106875	0.0104902	0.0118135	0.00977258	0.00919423	0.0111298	0.011456	0.008094	0.0106747	0.0115912	0.00948444	0.0184942	0.0181577	0.0223867	0.0209478	0.0380218	0.0160126	0.0152356	0.0333959	0.027382	0.0461794	0.0802245	0.0605995
une	0.0845825	0.0439644	0.0387621	0.0211633	0.017942	0.0144442	0.018158	0.0203452	0.0208388	0.031092	0.0319461	0.0318716	0.0186823	0.0265531	0.028328	0.0254149	0.0163504	0.0249278	0.0167542	0.0145572	0.0136658	0.0269662	0.00998658	0.00756217	0.00884275	0.00589168	0.00314765	0.00506815	0.00824228	0.00495925	0.0177143	0.012055	0.0156895	0.0174924	0.0316764	0.0168918	0.0170447	0.0332399	0.0295964	0.0428495	0.0710592	0.0536802
alouette	0.0723933	0.0315655	0.0294492	0.02008	0.0181734	0.0192401	0.0186308	0.0207524	0.0229886	0.0317511	0.0395421	0.0403843	0.0252289	0.0407639	0.0332433	0.0291546	0.0196739	0.022158	0.0150941	0.0118655	0.0109611	0.0168386	0.0080969	0.00632996	0.00558322	0.00399935	0.00238069	0.0042306	0.00642943	0.00501756	0.0232704	0.0151858	0.0190296	0.0159748	0.0257623	0.0156014	0.0151278	0.0221787	0.024191	0.0523419	0.0844855	0.0548506
</S>	0.0742127	0.0538837	0.0373846	0.0236651	0.0248578	0.0131441	0.0228125	0.0152811	0.0194979	0.0335568	0.0114663	0.0117793	0.0101199	0.00784348	0.0118459	0.0121523	0.00958686	0.0114267	0.020095	0.0172501	0.0344655	0.0419296	0.0231018	0.0223152	0.0240079	0.0148055	0.0089146	0.00917952	0.0131681	0.0081168	0.0192392	0.0211579	0.0219073	0.0242461	0.0186445	0.016217	0.0273211	0.0332066	0.042646	0.0417078	0.0463672	0.0454724
