 	a66	a87	a23	a40	a37	a61	a34	a56	a79	a44	a54	a47	a37	a75	a98	a79	a98	a6	a37	a85	a6	a37	a44	a56	a75	a5	a25	a56	a0	a11	a66	a71	a9	a87	a23	a87	a97	</S>
les	0.0299669	0.0399987	0.0243857	0.0280119	0.0346355	0.0671647	0.0875773	0.134603	0.13457	0.0493953	0.0202934	0.0175978	0.0108028	0.00497608	0.00885071	0.00439581	0.00694606	0.0147089	0.0101499	0.0217569	0.0188737	0.017116	0.0158229	0.0152416	0.0214139	0.0156561	0.0156286	0.0138775	0.0133527	0.0103228	0.00940358	0.0107821	0.00762321	0.0064489	0.00930628	0.0119206	0.00859519	0.0278275
femmes	0.00137496	0.00287984	0.00378335	0.00641068	0.0175269	0.013349	0.0471278	0.0812952	0.162119	0.147997	0.057049	0.0608428	0.0454216	0.0137929	0.0706564	0.0439077	0.0679001	0.0625317	0.0292534	0.0197491	0.00734428	0.00385599	0.00991129	0.00361907	0.00383299	0.00243437	0.00174725	0.00236457	0.000817101	0.00075588	0.000728861	0.000528118	0.000520774	0.000686306	0.00125281	0.00132682	0.00226772	0.00103732
sont	0.0372996	0.0428231	0.0390125	0.0668408	0.0765819	0.0811043	0.0726029	0.0338301	0.0854405	0.0622727	0.0767555	0.0655631	0.0225575	0.0102598	0.0210536	0.0312622	0.0150907	0.0101053	0.0171756	0.0106806	0.0110146	0.017231	0.0172952	0.0120503	0.00824033	0.00474947	0.00525573	0.00475213	0.00346511	0.00268035	0.0039552	0.00197439	0.00113887	0.00346829	0.00596291	0.00610555	0.00929472	0.00305348
parties	0.0122339	0.00810907	0.00691772	0.00751441	0.0175859	0.0148576	0.0192436	0.0163234	0.0202743	0.0211913	0.0490749	0.0456233	0.08993	0.0510917	0.0476655	0.035832	0.0205783	0.0260495	0.0546583	0.0154078	0.0140488	0.0204515	0.0403311	0.0174893	0.0122188	0.0180838	0.0118365	0.0282128	0.022223	0.0189903	0.0304676	0.0375459	0.0346589	0.0405555	0.019324	0.0211857	0.0239935	0.00822057
occuper	0.0384278	0.0170964	0.0208307	0.0238629	0.0184813	0.00966236	0.0133716	0.0180274	0.0409833	0.0487218	0.0638047	0.0645081	0.0669741	0.0901495	0.084231	0.055862	0.0437197	0.0454991	0.0397218	0.0166727	0.0198074	0.0175446	0.0162018	0.0160086	0.00798805	0.00584081	0.0077705	0.0206337	0.0126831	0.00435662	0.00790047	0.00590055	0.00447777	0.0047172	0.00461714	0.0050653	0.00537655	0.0125016
les	0.0367968	0.0168562	0.0122585	0.00817548	0.00760474	0.00519225	0.00626017	0.0109757	0.0147982	0.0285262	0.0628075	0.0616037	0.0974647	0.162999	0.0619697	0.0632815	0.0343771	0.0300405	0.0307967	0.0136886	0.0134282	0.0141348	0.0113513	0.0129472	0.012059	0.0117015	0.0144593	0.0264048	0.0342581	0.0134899	0.0150136	0.0137443	0.00680921	0.00601959	0.00565183	0.00612691	0.00576294	0.0101643
espaces	0.0439918	0.0332258	0.0206065	0.0127314	0.00826563	0.00704006	0.00544352	0.0056632	0.00562687	0.0194568	0.0705718	0.0702427	0.0913501	0.106424	0.0599356	0.0452979	0.0216586	0.0231302	0.0149749	0.0107206	0.0125853	0.0139969	0.0119044	0.0108186	0.0131943	0.0171626	0.0184661	0.0203258	0.0162492	0.0192811	0.0213955	0.0156168	0.0199689	0.0131149	0.0276386	0.0281667	0.025381	0.0183752
favorables	0.0373016	0.0292505	0.0258713	0.0147556	0.0105582	0.0116814	0.0139709	0.0188707	0.0259878	0.0196372	0.0387684	0.040731	0.0762602	0.119304	0.031167	0.0410518	0.0215193	0.0272075	0.0285219	0.0164232	0.0242829	0.029133	0.0246066	0.024078	0.0101684	0.0107608	0.00803442	0.0097002	0.00922131	0.0100263	0.0140126	0.015179	0.0181264	0.0260305	0.0366304	0.038189	0.0275441	0.015437
à	0.0475486	0.0356418	0.0381466	0.0345195	0.0315275	0.0372184	0.0280478	0.0305328	0.028517	0.0245018	0.0228481	0.0270533	0.0297524	0.0221144	0.0300771	0.0167882	0.0189843	0.0209857	0.0108102	0.0129195	0.0300539	0.0190594	0.0124719	0.0228896	0.0159119	0.0154978	0.0155788	0.0192117	0.0163827	0.0224951	0.0265331	0.0266968	0.0210481	0.0310956	0.0343009	0.035261	0.0426057	0.044371
la	0.0148967	0.0164826	0.0148112	0.010275	0.00822437	0.0104407	0.00874285	0.0073414	0.00710127	0.0110296	0.0208693	0.0280399	0.0447313	0.0398832	0.0189781	0.0259204	0.016481	0.0230186	0.0185495	0.0173927	0.0295203	0.0350281	0.0258776	0.0280888	0.0209071	0.0170849	0.0179624	0.0164334	0.0157867	0.0187822	0.0307643	0.048886	0.0407854	0.082471	0.062546	0.0671685	0.055886	0.0228112
