 	a66	a87	a23	a87	a23	a87	a23	a79	a13	a99	a53	a94	a98	a99	a88	a13	a57	a30	a99	a38	a9	a83	a9	a13	a99	a97	a87	a23	a87	a23	a87	a23	a87	</S>
son	0.0816331	0.0493952	0.0514046	0.0458348	0.0271832	0.0300873	0.0281025	0.0240852	0.00825567	0.00761425	0.00821338	0.00749894	0.00571434	0.00570442	0.00518128	0.0039059	0.00558946	0.00609456	0.00597775	0.0048189	0.00513123	0.011389	0.015143	0.0487436	0.0691423	0.0602597	0.064105	0.0423533	0.05454	0.0418664	0.0315337	0.0511834	0.0256966	0.066618
aîné	0.00980522	0.0105704	0.0108734	0.0200412	0.0230295	0.0275208	0.0415039	0.0362936	0.0641603	0.104572	0.129675	0.121566	0.0678082	0.0353294	0.0253175	0.020773	0.0217075	0.0256447	0.0157641	0.0160561	0.0171495	0.0178333	0.0324996	0.0174695	0.0223078	0.00995243	0.01043	0.00560157	0.00665523	0.00673341	0.00866123	0.00628901	0.00588995	0.0045154
lui	0.0610423	0.0953602	0.100889	0.0886087	0.0621132	0.0451146	0.0478648	0.0347565	0.0308195	0.0291325	0.045465	0.0233496	0.0227502	0.037686	0.00997544	0.0101588	0.0128004	0.00810365	0.00806057	0.00879275	0.00637531	0.00791733	0.00917654	0.00844823	0.00965934	0.00845315	0.0103109	0.0140445	0.0164995	0.0256348	0.0228304	0.0214146	0.0328276	0.0235637
a	0.0106729	0.00532527	0.00761776	0.00612653	0.0087655	0.00929148	0.0155503	0.0234526	0.040991	0.0467424	0.0250356	0.0187688	0.0169159	0.0251774	0.0362606	0.0214851	0.0272097	0.0224895	0.00985668	0.0275833	0.017764	0.0164544	0.0158348	0.00773287	0.0208645	0.00981242	0.020708	0.0505204	0.0274894	0.05909	0.04566	0.0525244	0.0723259	0.177901
flanqué	0.0307071	0.0214297	0.0230689	0.0228768	0.0285215	0.0282535	0.0374652	0.0518327	0.0275706	0.0217429	0.0269774	0.0417631	0.0812366	0.0851028	0.0765414	0.0922294	0.0719433	0.0433897	0.022591	0.0184577	0.0136761	0.0123136	0.00906926	0.00522912	0.00562737	0.00371711	0.00771247	0.00891476	0.00491122	0.00825396	0.00765097	0.00959434	0.0159512	0.0336772
une	0.0107581	0.00645098	0.00755462	0.0112845	0.0159957	0.0222979	0.01954	0.0162736	0.0172282	0.0368959	0.0929034	0.118208	0.107025	0.0716055	0.0571276	0.0470722	0.0339785	0.0154722	0.0195923	0.0163497	0.0087984	0.0107685	0.00820459	0.00836375	0.00700817	0.00904849	0.00806695	0.0127132	0.0139035	0.0232088	0.0288154	0.0258905	0.0299083	0.0616868
taloche	0.0157266	0.0146659	0.0155968	0.015	0.0274728	0.0314899	0.0209523	0.0160228	0.0152788	0.0196301	0.0428524	0.0493742	0.0606214	0.0759103	0.0332574	0.0439575	0.0218727	0.019023	0.0175711	0.0194506	0.0115212	0.014625	0.0137276	0.014404	0.0118763	0.0140304	0.0138652	0.0246559	0.0291544	0.0517738	0.0542257	0.0510496	0.054827	0.0645374
sur	0.0268724	0.0193022	0.0159236	0.0163081	0.014697	0.019071	0.0226184	0.0290325	0.0217809	0.0212748	0.0288527	0.0279838	0.0363176	0.036665	0.0236579	0.0104077	0.0116587	0.00619375	0.00665215	0.0083655	0.00588337	0.0102667	0.0100759	0.0110317	0.0143425	0.0157633	0.0168909	0.0296702	0.0487951	0.0720921	0.0900993	0.084255	0.089099	0.0980991
la	0.00933959	0.00391012	0.00273103	0.00237938	0.00295219	0.00175478	0.00152231	0.0019857	0.00222785	0.00499696	0.00686746	0.0102609	0.0176038	0.0150721	0.0143065	0.0107077	0.0214465	0.0167556	0.0211822	0.0502617	0.0252914	0.0367701	0.048035	0.0434736	0.0283478	0.0672736	0.0338356	0.0650431	0.0839963	0.075763	0.0765991	0.0690241	0.0736318	0.0546512
tête	0.00882729	0.00414682	0.00398084	0.00432788	0.00481378	0.0037838	0.00411799	0.00491934	0.00706278	0.00883465	0.0159763	0.0141275	0.0188824	0.0232181	0.0150826	0.0161147	0.0227713	0.0145043	0.0130293	0.0162701	0.0112478	0.0199015	0.028066	0.0454262	0.0386598	0.0887589	0.053956	0.0940615	0.0707492	0.0730775	0.067941	0.0679796	0.0570469	0.0583363
</S>	0.0129541	0.00882528	0.0115887	0.0111908	0.0115029	0.0100255	0.0104206	0.0147037	0.0117007	0.00948158	0.0191601	0.0234841	0.0318479	0.0324616	0.01943	0.0235744	0.0143345	0.0198287	0.0139142	0.0112183	0.0109665	0.0136051	0.0241023	0.0299114	0.0258793	0.0598656	0.02932	0.050413	0.0413082	0.0661942	0.06297	0.0665121	0.0638669	0.133438
