 	a57	a10	a87	a57	a13	a54	a79	a44	a93	a54	a47	a37	a70	a44	a54	a15	a44	a98	a92	a5	a18	a27	a75	a18	a38	a11	a90	a75	a56	a70	a34	a79	a69	a58	a53	a44	a13	a9	a87	a23	a87	</S>
le	0.0237067	0.025254	0.0321823	0.0225098	0.0251114	0.0435053	0.0629301	0.0610222	0.0212852	0.0474708	0.0334702	0.0319713	0.0229979	0.0244294	0.0131699	0.0106291	0.00945029	0.0129354	0.0123674	0.0148913	0.0151195	0.0302506	0.0241225	0.0339084	0.0371986	0.026132	0.0330601	0.0180497	0.0178664	0.01522	0.0301834	0.0117435	0.0151168	0.0133198	0.0167224	0.0207067	0.0173857	0.012436	0.0095373	0.0128912	0.013808	0.0239312
guérisseur	0.00174027	0.00488898	0.016632	0.0132304	0.0352577	0.0596753	0.0846837	0.124299	0.0411269	0.0835741	0.0707567	0.0884033	0.115473	0.0627949	0.047951	0.0176491	0.011685	0.0144751	0.0107725	0.019039	0.0134729	0.0101335	0.00852791	0.00883777	0.00501556	0.00355673	0.002133	0.00279293	0.00360197	0.00104994	0.00159755	0.0013327	0.00205847	0.000562671	0.000825197	0.00101351	0.000860989	0.00107489	0.00114187	0.00164772	0.00229861	0.00235555
a	0.016252	0.0142119	0.0197332	0.0173548	0.0158662	0.0178476	0.0136043	0.0110348	0.0366235	0.0278033	0.0277445	0.0615048	0.101885	0.0404574	0.128816	0.0622597	0.0475287	0.0534595	0.0458068	0.0423366	0.0176122	0.0162627	0.00889423	0.0077638	0.00387744	0.00433531	0.00543889	0.00414936	0.00584238	0.0107446	0.00675444	0.0136841	0.0132109	0.00995386	0.00696775	0.0078597	0.00633446	0.0102639	0.00590461	0.0128872	0.00909738	0.0100308
crachoté	0.0109463	0.00851066	0.00580457	0.00634877	0.00292138	0.00461569	0.00585891	0.0118058	0.0134909	0.0156379	0.015801	0.0254191	0.0533767	0.0428818	0.0623959	0.0889659	0.10797	0.0902084	0.0822201	0.0908349	0.0477051	0.0303173	0.0246467	0.0227966	0.00966033	0.0110624	0.00551273	0.00710534	0.00812317	0.00630136	0.00539096	0.00503402	0.00712366	0.00290398	0.00639148	0.00705752	0.0113978	0.00573283	0.00517152	0.00713932	0.00635296	0.0110583
de	0.0347216	0.0130605	0.00744161	0.00518478	0.00589837	0.00704967	0.00997455	0.0134941	0.016397	0.0187623	0.043711	0.0761621	0.0827881	0.0417002	0.0616085	0.0543622	0.0352175	0.0389817	0.0559599	0.0275415	0.037171	0.0603393	0.0371406	0.0359792	0.0208264	0.0203791	0.0112583	0.0144116	0.0110849	0.014012	0.00311939	0.00339906	0.0045661	0.00367132	0.00387034	0.00373103	0.0123739	0.00811675	0.0081774	0.0105181	0.0130811	0.0127558
l'	0.017799	0.0106154	0.0078236	0.0081649	0.00525977	0.00860626	0.0119527	0.0152971	0.0109728	0.0133394	0.019299	0.0245873	0.0314088	0.0341221	0.0429222	0.0466093	0.0364248	0.0381552	0.0257754	0.0360963	0.0424384	0.0457376	0.0316379	0.0261419	0.0273514	0.0198865	0.0250323	0.0174458	0.0195917	0.0239149	0.0225728	0.0241187	0.0230129	0.0204451	0.0324898	0.0231874	0.041941	0.0188523	0.0128105	0.0173663	0.0136308	0.0251627
herbe	0.0156404	0.0100625	0.011412	0.00898416	0.0075485	0.00900829	0.0107753	0.0102933	0.0119951	0.0198137	0.0132225	0.0165335	0.0128746	0.016299	0.0173557	0.0194974	0.0189552	0.0408975	0.0392767	0.0349361	0.0412337	0.0556161	0.0451819	0.0401114	0.0506076	0.0459785	0.0435449	0.0358991	0.0236295	0.0459352	0.0217227	0.0345362	0.0163884	0.0174655	0.0194995	0.0142791	0.0173023	0.0180329	0.0221104	0.0121024	0.0115848	0.0218564
mâchée	0.019929	0.00976851	0.014402	0.00818613	0.00662299	0.00808106	0.00953869	0.0113951	0.0115651	0.0166679	0.0132088	0.0238981	0.0286042	0.0290941	0.0309985	0.0415206	0.0532696	0.0690589	0.074825	0.0403292	0.047681	0.0684649	0.0353294	0.0355588	0.0253502	0.018926	0.0125471	0.0109702	0.00630898	0.0103709	0.00572641	0.00852038	0.00420643	0.00954691	0.0162209	0.0162779	0.0182269	0.0228891	0.0394298	0.0207695	0.021646	0.024069
sur	0.0531109	0.0325908	0.0235834	0.0148979	0.02003	0.0196628	0.0278236	0.0265934	0.024366	0.040233	0.0251314	0.0348884	0.020906	0.015258	0.011305	0.00647133	0.00450577	0.0123784	0.0339201	0.0275712	0.0226499	0.0342391	0.0250002	0.0320506	0.0271469	0.0184325	0.0189557	0.0192403	0.00905515	0.0119715	0.0159495	0.0211151	0.0141277	0.0158776	0.0275972	0.0224676	0.0180362	0.0306259	0.0412532	0.0297647	0.0419082	0.0273078
le	0.0295476	0.0156527	0.0149308	0.0108237	0.00892085	0.00913782	0.0118374	0.010731	0.0091526	0.0185116	0.0134768	0.0156907	0.0182593	0.0201894	0.0165956	0.0211392	0.0167474	0.0224085	0.0260298	0.0333811	0.0336078	0.035479	0.0277999	0.0263797	0.0237515	0.0175809	0.0246941	0.0212403	0.0194657	0.0252283	0.0348312	0.0536525	0.0385594	0.0383609	0.0288508	0.0293042	0.0319779	0.0253858	0.0324426	0.0312097	0.0282624	0.0287717
malade	0.0440758	0.0377114	0.0406211	0.0294427	0.0235453	0.0238148	0.0215239	0.018727	0.0205239	0.0259998	0.0122571	0.0120889	0.0153339	0.0169773	0.00929756	0.0119384	0.0123075	0.0187395	0.0201711	0.0219869	0.0245949	0.0281239	0.0189154	0.0205247	0.0228562	0.0177609	0.0189901	0.0131397	0.00978765	0.0135983	0.0101795	0.00771817	0.0106752	0.0239997	0.0177685	0.0372223	0.0254321	0.0364748	0.0609771	0.0486329	0.0369933	0.0585505
</S>	0.0307868	0.0175364	0.0200115	0.0126905	0.0119721	0.01267	0.0135272	0.0168958	0.0110601	0.0155622	0.0130551	0.0119583	0.0103828	0.00887708	0.00524552	0.00375845	0.00324563	0.00686237	0.0114683	0.0126381	0.0157815	0.0196774	0.0112446	0.011437	0.00794629	0.00510741	0.00663597	0.0053672	0.00482182	0.00849241	0.0123727	0.0105703	0.00937828	0.0207097	0.0356217	0.057321	0.0429881	0.0695509	0.114607	0.0743621	0.0860225	0.11978
