 	a66	a87	a23	a87	a23	a40	a6	a0	a12	a75	a6	a36	a75	a79	a98	a6	a5	a12	a96	a18	a98	a47	a7	a44	a70	a83	a13	a30	a13	a53	a69	a44	a11	a96	a18	a71	a9	a10	a87	a23	a87	a23	</S>
on	0.0533235	0.0574051	0.0395567	0.0352909	0.0298195	0.0318133	0.0539764	0.0898392	0.076286	0.0446252	0.0267015	0.0175207	0.0204888	0.0146438	0.0201447	0.00999352	0.0082417	0.00787809	0.00785168	0.00840831	0.00644188	0.00789322	0.0111576	0.0172813	0.0201835	0.0244226	0.0380639	0.0374311	0.0265155	0.0268146	0.0158792	0.0133417	0.00765665	0.0079321	0.00672048	0.00796389	0.0063869	0.00981578	0.00867495	0.00843234	0.00923902	0.00680905	0.0211339
m'	0.0277059	0.0181811	0.0259082	0.0226314	0.0150947	0.0278276	0.0281837	0.0195487	0.019879	0.0355026	0.0237055	0.0173755	0.018027	0.0206689	0.0264584	0.0212637	0.0193722	0.0222124	0.0200661	0.0269594	0.0215726	0.0193398	0.0104867	0.0143365	0.0213243	0.0124772	0.0116461	0.0111362	0.0100002	0.0141505	0.0140728	0.0317427	0.0326799	0.0265814	0.0251549	0.027966	0.0313898	0.0255618	0.0307071	0.0266791	0.0294441	0.0491862	0.0457923
a	0.0329535	0.0194713	0.0269865	0.0218087	0.0242611	0.0442165	0.0455277	0.0377245	0.0554908	0.0661118	0.0255479	0.0279334	0.0268927	0.0192992	0.0346457	0.0192557	0.0190678	0.0196518	0.0345675	0.0604793	0.0488437	0.0306247	0.0109537	0.00863962	0.00780284	0.00510004	0.00234801	0.00336066	0.00575532	0.00713173	0.00734162	0.00632208	0.0112518	0.0157113	0.0143132	0.0208817	0.0193083	0.0181721	0.0146085	0.0175189	0.0153827	0.0216625	0.0250717
informé	0.0349391	0.0300894	0.0284206	0.0249705	0.0193704	0.0269142	0.0331028	0.0429138	0.0276348	0.0141081	0.0214802	0.0182326	0.0188851	0.023983	0.01389	0.014152	0.0171964	0.0168099	0.0207059	0.0149492	0.0219386	0.0248667	0.0262281	0.0243215	0.0304636	0.0288128	0.0236183	0.0183343	0.0232549	0.0221205	0.0208403	0.0215894	0.0144874	0.0193247	0.0168195	0.0134948	0.0127952	0.0213444	0.0341603	0.0272954	0.0231993	0.0185488	0.0493933
qu'	0.0360712	0.0174986	0.011008	0.0104271	0.00764406	0.0109906	0.0165914	0.0257804	0.031807	0.0170588	0.0203983	0.0130629	0.0163266	0.0091865	0.0148638	0.0198993	0.0178476	0.0222891	0.0197778	0.0174653	0.0139023	0.014579	0.0168343	0.0225585	0.0286495	0.0270054	0.0251214	0.0429786	0.0322398	0.0436212	0.0429474	0.0448434	0.0305524	0.0368217	0.0289825	0.0143744	0.00753907	0.023402	0.0413314	0.0270464	0.0257083	0.0272775	0.0256892
ils	0.0265015	0.0150063	0.0127067	0.00968957	0.00498004	0.0147332	0.0206523	0.0254655	0.0449538	0.0324788	0.0327219	0.0348313	0.0387661	0.0276978	0.0554071	0.0508913	0.0303983	0.0620847	0.0557838	0.0544774	0.0330969	0.0434234	0.0232929	0.0264955	0.0245962	0.0190027	0.0147975	0.0222304	0.0149387	0.0149422	0.00679936	0.0108491	0.00761175	0.0118073	0.00805015	0.00656076	0.00443771	0.00948011	0.0108014	0.00898386	0.00837922	0.0110114	0.00818389
ont	0.0416132	0.0213684	0.0204397	0.0143594	0.00431991	0.00886743	0.00824447	0.00916115	0.0120814	0.0135463	0.0159054	0.0260718	0.0281392	0.0355511	0.0503167	0.0525893	0.0510791	0.060298	0.0632386	0.056731	0.049401	0.0532481	0.0367256	0.0352951	0.0302772	0.0160348	0.0147361	0.0173207	0.0141469	0.012522	0.00829732	0.00886121	0.00999674	0.0119242	0.0113965	0.00977128	0.00674235	0.0115405	0.0106922	0.0119558	0.00866963	0.0111633	0.00535989
abattu	0.0354025	0.0186426	0.0121725	0.00883248	0.00445653	0.00509487	0.00455817	0.0031262	0.00569948	0.00803554	0.0136417	0.0217632	0.0284036	0.0275325	0.0571344	0.0586903	0.0374302	0.060902	0.0515743	0.0444309	0.0346007	0.0458367	0.0289561	0.0427149	0.0309201	0.0184395	0.0200629	0.0253108	0.0183147	0.0175474	0.00980272	0.0109813	0.011895	0.0177924	0.0182359	0.0165074	0.0134914	0.023477	0.0211015	0.0181313	0.0149874	0.0165337	0.0168356
un	0.0492354	0.0375898	0.0255733	0.0215166	0.00669242	0.00704981	0.00405099	0.00248777	0.00534944	0.00870225	0.0137977	0.0174277	0.0192905	0.0274421	0.0332672	0.0438748	0.01958	0.0244485	0.0219265	0.0185204	0.0130109	0.0185461	0.0148105	0.0206557	0.0162938	0.0137654	0.0217236	0.0267541	0.0295916	0.0271584	0.016858	0.0140724	0.0137121	0.0199238	0.0266536	0.0387892	0.0273687	0.0421905	0.0366016	0.0349056	0.0367702	0.0329283	0.0490925
hippopotame	0.0167883	0.00635659	0.00585567	0.0044141	0.00307688	0.00587008	0.00471793	0.00448875	0.00759724	0.0104014	0.0190187	0.0284976	0.0302789	0.0308509	0.0328772	0.051354	0.0363277	0.0638995	0.0540415	0.0399939	0.0236495	0.038138	0.0339951	0.0398715	0.0362569	0.0284079	0.0222759	0.0232989	0.0211185	0.0203158	0.0143511	0.0153964	0.0130369	0.0146013	0.0164895	0.0144022	0.0121336	0.0310653	0.026437	0.0260141	0.0222897	0.031401	0.0183469
