 	a66	a87	a23	a40	a37	a5	a37	a47	a36	a37	a92	a25	a79	a56	a44	a75	a85	a36	a61	a34	a75	a47	a7	a54	a36	a2	a57	a87	a23	a87	</S>
le	0.0653781	0.0805088	0.0395992	0.047026	0.0615526	0.0735552	0.0814282	0.0351665	0.0221353	0.0220204	0.0119695	0.00809126	0.010522	0.01214	0.0120389	0.0128032	0.0135898	0.0123434	0.0152591	0.0295498	0.019281	0.0217411	0.0291898	0.0275382	0.0224543	0.0181392	0.0190516	0.0144983	0.0326381	0.0280629	0.100728
vin	0.00112646	0.00525497	0.00465062	0.0188304	0.051659	0.0744363	0.0479551	0.108773	0.172965	0.228103	0.101569	0.0783589	0.0533002	0.0180497	0.00621136	0.00576106	0.00650938	0.00592181	0.00329705	0.00154016	0.00141857	0.000915137	0.000617217	0.000316748	0.000320839	0.000169992	0.000224402	0.000336519	0.000259005	0.000866857	0.000281853
qu'	0.0180682	0.05943	0.0404078	0.0738696	0.19373	0.169759	0.154947	0.0486081	0.048797	0.0347433	0.0399387	0.0118466	0.0173944	0.0145873	0.0152553	0.0149884	0.00576832	0.00985037	0.00744867	0.0042532	0.00262866	0.00273821	0.000928877	0.00103031	0.00115083	0.00116123	0.000897822	0.000945757	0.000953781	0.00251482	0.00135911
il	0.031062	0.038416	0.0131157	0.0125633	0.0371205	0.0235524	0.0291004	0.0193348	0.0147231	0.0121933	0.015585	0.010948	0.0078876	0.0107171	0.0344497	0.0456308	0.0270117	0.0631861	0.0652164	0.0825437	0.0284801	0.0325792	0.0395201	0.0451823	0.026374	0.0266285	0.0283198	0.0217925	0.0296881	0.0472335	0.0798443
m'	0.0420858	0.027538	0.00909138	0.00706704	0.00946891	0.00870234	0.0103917	0.0103788	0.0129708	0.0222189	0.0369844	0.0207303	0.0282202	0.018782	0.0247925	0.0385575	0.0241706	0.0532286	0.0236462	0.047957	0.020406	0.0338324	0.0446068	0.0528926	0.0394791	0.0385331	0.0405009	0.0284815	0.0407482	0.0432613	0.140276
a	0.0399365	0.0256583	0.0152295	0.0161917	0.0226254	0.012834	0.0105993	0.0185391	0.0243817	0.0512771	0.0514511	0.0339707	0.0554666	0.0365353	0.0351355	0.0562134	0.0358933	0.0626553	0.0348141	0.0434304	0.0326467	0.0283155	0.0394836	0.0439547	0.0533797	0.029966	0.019662	0.014266	0.0145124	0.0146539	0.0263211
offert	0.039193	0.0173956	0.0140425	0.00952782	0.0231896	0.0192523	0.0122634	0.0282767	0.0327497	0.0489974	0.0339593	0.0254771	0.0212324	0.036899	0.0358217	0.0488447	0.0496679	0.0477512	0.0381216	0.0363592	0.0248875	0.0228451	0.0275582	0.0392032	0.0478673	0.0563036	0.0375381	0.0381152	0.0188451	0.0274269	0.0403875
est	0.0413361	0.0241728	0.0183804	0.016629	0.0236978	0.0310279	0.0155914	0.0333861	0.0325192	0.0300264	0.0214688	0.0174307	0.0142129	0.029306	0.0284876	0.0331188	0.0382954	0.0348698	0.0406464	0.0402361	0.0241005	0.0162333	0.0296343	0.0330203	0.0460972	0.0474726	0.0398462	0.0447818	0.0365442	0.0423603	0.0750699
trop	0.0404093	0.0216093	0.00780507	0.00390741	0.00436878	0.00586854	0.00811577	0.00716377	0.011534	0.0113623	0.0176481	0.0254179	0.0332223	0.0287151	0.0294056	0.0268563	0.0449169	0.0324573	0.0273448	0.0333571	0.0351892	0.0298683	0.0388692	0.0414914	0.0449587	0.0342682	0.0469555	0.037279	0.0543202	0.0637373	0.151577
faible	0.050852	0.0366887	0.0243063	0.0168109	0.0152409	0.0123451	0.0123931	0.0146101	0.0171863	0.0182284	0.0147128	0.00556203	0.00669478	0.00568395	0.00534033	0.00838772	0.00889198	0.0109688	0.00798267	0.0109795	0.0112528	0.0206677	0.0504115	0.0455239	0.0819035	0.0495653	0.0803973	0.0933552	0.0948022	0.0911393	0.0771148
</S>	0.0772715	0.0798415	0.0544319	0.0303041	0.0268255	0.018493	0.0188932	0.0204104	0.0207785	0.0216947	0.0246038	0.00866986	0.0127085	0.0105255	0.0099032	0.0179159	0.0173995	0.0171222	0.00856728	0.0110831	0.0110108	0.0211304	0.0395968	0.0257419	0.0402293	0.0237482	0.054499	0.0627707	0.0586651	0.0821155	0.0730492
