 	a66	a87	a23	a83	a62	a75	a92	a98	a85	a5	a43	a21	a12	a18	a47	a62	a47	a88	a71	a9	a87	a23	a50	a83	a71	a75	a85	a5	a6	a37	a92	a37	a70	a34	a12	a18	a25	a87	a23	a87	a23	a99	a97	</S>
c'	0.0378241	0.057022	0.0392319	0.0271931	0.0310207	0.0320475	0.0243667	0.0489657	0.0584532	0.0142881	0.0173984	0.0181402	0.0110939	0.015483	0.0126021	0.0101157	0.0093406	0.0110608	0.0141604	0.0177066	0.00654468	0.00655549	0.00963482	0.00976769	0.009673	0.0134708	0.019009	0.0218466	0.017128	0.0196318	0.0146977	0.0224774	0.0279451	0.02658	0.0232491	0.0351316	0.0281255	0.0265663	0.0235226	0.0172812	0.0279036	0.02438	0.0281548	0.0332084
est	0.0323982	0.0253422	0.0276231	0.0220886	0.0369375	0.0516458	0.0381027	0.0538276	0.0424908	0.0261449	0.0205932	0.0276154	0.0214556	0.0166705	0.0161092	0.0135498	0.0153549	0.0113083	0.00942945	0.00944273	0.0132205	0.016811	0.0159534	0.0167235	0.0159293	0.011991	0.0105728	0.0192843	0.0140511	0.0112673	0.0156252	0.0267653	0.0180517	0.0272132	0.0266224	0.0335407	0.0212763	0.0147457	0.0180256	0.0270659	0.021524	0.0332185	0.0288163	0.0235748
vraiment	0.0600846	0.0437751	0.0302484	0.0217329	0.0233879	0.0251201	0.0166175	0.0219505	0.0133219	0.0168025	0.0120381	0.0128143	0.015985	0.0117873	0.0141446	0.0126485	0.0100173	0.0165883	0.018249	0.0294342	0.02712	0.0357335	0.0396158	0.0391568	0.0380815	0.0560094	0.0298189	0.0206351	0.0165319	0.00814419	0.0156032	0.0150644	0.0124579	0.012952	0.0103283	0.0162768	0.011829	0.0123907	0.0123024	0.0229516	0.0200342	0.032419	0.0371617	0.0306337
insolite	0.0190646	0.0115251	0.00680692	0.00514345	0.00452989	0.00381609	0.00465909	0.00539527	0.00334011	0.00494695	0.0063161	0.0109532	0.00830089	0.00971206	0.0180319	0.0182488	0.0258799	0.0229089	0.0183592	0.0172384	0.0154563	0.0253773	0.0161567	0.0295592	0.0151997	0.0274467	0.0332782	0.0367075	0.0333453	0.0305041	0.0354295	0.0226109	0.0290576	0.0245635	0.0390491	0.0299249	0.0396852	0.0276107	0.037255	0.0383524	0.0446131	0.0444749	0.0522548	0.0469106
de	0.0241516	0.0101395	0.00535028	0.00477947	0.00471716	0.00378359	0.00657564	0.00551188	0.00341168	0.00347847	0.00614437	0.00771427	0.010581	0.0225491	0.0354036	0.0489693	0.0701402	0.0365271	0.0274959	0.0211862	0.0310686	0.0466703	0.0486479	0.0615148	0.0232075	0.0680348	0.0375332	0.0285536	0.0281938	0.0180974	0.0408452	0.0340274	0.02638	0.0253628	0.0363284	0.0244905	0.00968213	0.00258885	0.00679747	0.0106602	0.00607081	0.00949266	0.0121616	0.00497948
voir	0.0451127	0.0250849	0.015159	0.0121636	0.00925073	0.00869318	0.0151383	0.00969136	0.00643458	0.00525785	0.00535861	0.00622907	0.0119413	0.0237764	0.0310287	0.0724609	0.0754908	0.0516122	0.0536492	0.0497878	0.0576789	0.0755861	0.0524609	0.0569552	0.0298289	0.0432379	0.0180742	0.00892253	0.0106951	0.00646962	0.0114223	0.0103422	0.0116655	0.00747309	0.0227889	0.0105765	0.00630371	0.00237157	0.00392649	0.00524475	0.00338697	0.00396851	0.00562804	0.00167127
une	0.0305218	0.00933671	0.00556763	0.00365127	0.00279964	0.00322642	0.00323521	0.00297726	0.00220748	0.00257049	0.002986	0.00612904	0.00612418	0.0112254	0.0219674	0.035932	0.0659021	0.0554784	0.0664589	0.0577532	0.0601763	0.0740068	0.0628469	0.0658568	0.0307619	0.042089	0.0315219	0.0221745	0.0247505	0.0183478	0.0174013	0.0192395	0.018679	0.0129091	0.0448971	0.0107931	0.00697813	0.00223186	0.00479239	0.0106545	0.00434679	0.00789478	0.0089601	0.00163954
bête	0.0304482	0.0171607	0.00913119	0.00646821	0.00646877	0.00716761	0.00712709	0.00829124	0.00543319	0.00582753	0.00488894	0.0087973	0.0111033	0.0106117	0.0111019	0.0133001	0.0130137	0.0116995	0.0154754	0.0237068	0.0192687	0.0266191	0.0260479	0.0362318	0.0228261	0.0256561	0.0191286	0.0209604	0.0318936	0.0251787	0.0423707	0.042496	0.0508577	0.0361953	0.0719182	0.0419266	0.0288331	0.0172823	0.0325828	0.0348881	0.0258746	0.0324403	0.0389557	0.0223454
bossue	0.0367963	0.0171486	0.00852423	0.00574849	0.00641395	0.00807304	0.00670036	0.011642	0.00953623	0.00975675	0.00828729	0.0101496	0.010691	0.00888074	0.0109073	0.0114267	0.00753915	0.0138619	0.0173099	0.0212452	0.0125527	0.0130472	0.0131013	0.0180367	0.0211284	0.0208724	0.0174227	0.0151787	0.0207128	0.0170125	0.0175218	0.0409964	0.0327253	0.0379052	0.0407428	0.0333879	0.0291877	0.0263178	0.0346159	0.0568482	0.0336357	0.05921	0.0752243	0.0719771
</S>	0.0300414	0.0179856	0.00919334	0.00652294	0.00769971	0.00828252	0.00745846	0.0112018	0.00860939	0.00977176	0.0106839	0.0121951	0.0135615	0.0137215	0.0166245	0.0193601	0.0126686	0.0205068	0.0212627	0.0232941	0.0184642	0.0212746	0.021791	0.0247433	0.0294175	0.0348114	0.0198579	0.0141651	0.0205049	0.016296	0.0151931	0.0306518	0.0229959	0.0240557	0.0291253	0.0274371	0.0238546	0.0224231	0.032112	0.0456099	0.0297549	0.050295	0.0744334	0.0700866
