 	a23	a85	a66	a87	a23	a18	a24	a88	a71	a38	a12	a24	a41	a35	a26	a76	a90	a58	a38	a75	a41	a37	a31	a43	a11	a90	a94	a66	a90	a57	a9	a10	a53	a76	a20	a84	a87	</S>
c'	0.0995982	0.124768	0.141703	0.100755	0.100858	0.0365462	0.0331656	0.0260437	0.0132243	0.0128423	0.0114932	0.0130644	0.0148498	0.00677779	0.00511276	0.00497249	0.00721827	0.00661198	0.00689347	0.004476	0.00625143	0.00583237	0.00679585	0.00693435	0.00890295	0.00657436	0.00962817	0.00927735	0.0121058	0.0147284	0.00969685	0.0155693	0.0113169	0.0134099	0.0193746	0.0297981	0.0221252	0.0207034
est	0.0147588	0.0128186	0.0140873	0.00753398	0.00585615	0.0072423	0.00953576	0.0170221	0.0217841	0.0417962	0.0227909	0.0562143	0.0339648	0.0117882	0.0188013	0.0108474	0.0117312	0.0119773	0.00926514	0.0114903	0.011836	0.0124598	0.0207173	0.0272405	0.0137322	0.00958271	0.0120712	0.0103602	0.0124451	0.0310699	0.0308229	0.0565524	0.0504	0.113995	0.0815935	0.0562576	0.065554	0.0320035
un	0.0251186	0.0196793	0.012244	0.0110083	0.00832756	0.00853288	0.0126545	0.0103939	0.012582	0.0146857	0.014413	0.0127119	0.00920066	0.0126716	0.0100475	0.00836512	0.00739055	0.00793101	0.00877788	0.010627	0.00531622	0.0124071	0.00795283	0.00672431	0.00754909	0.00750876	0.00727306	0.00614307	0.00573796	0.012723	0.0103533	0.0168312	0.0341973	0.0662389	0.0915212	0.0846325	0.173858	0.20567
bon	0.00251211	0.00177985	0.00139205	0.00160282	0.00193937	0.00750005	0.0111962	0.0245952	0.030181	0.0229539	0.0233313	0.0307555	0.022177	0.0192943	0.0278163	0.0491865	0.0273669	0.0109511	0.0300237	0.0119704	0.0268912	0.0126303	0.0265921	0.016159	0.0468963	0.0427866	0.0568874	0.0634065	0.0536841	0.0523333	0.0564459	0.05103	0.0519061	0.0309253	0.0147702	0.0179111	0.0103662	0.00985284
remède	0.00791015	0.00578821	0.00379714	0.00424879	0.00570538	0.0108778	0.0110719	0.0189686	0.0127536	0.00843746	0.00393553	0.00572738	0.00723524	0.00918154	0.0116074	0.0114779	0.0050179	0.00479417	0.00741989	0.00463799	0.00724412	0.00877824	0.00782179	0.0169416	0.0217969	0.0209589	0.0305643	0.0466264	0.131306	0.0618166	0.0520719	0.0486208	0.0529605	0.0736789	0.0798954	0.0880076	0.0433034	0.0470125
pour	0.0691043	0.0323589	0.0176898	0.0204705	0.0262114	0.0425039	0.0337949	0.0372136	0.0351603	0.0249887	0.0128508	0.0170777	0.016733	0.0134475	0.015614	0.0138091	0.0114258	0.00993336	0.0172758	0.0136294	0.0239791	0.0127377	0.0166402	0.0269922	0.0279085	0.0158603	0.0176303	0.0200878	0.0304198	0.0214849	0.0290002	0.0292472	0.0312884	0.0396029	0.0494119	0.0445786	0.033784	0.0480532
les	0.0430401	0.0337891	0.0248663	0.0257993	0.0281941	0.020259	0.0215105	0.0183051	0.0235	0.0168636	0.0126625	0.0181018	0.0165864	0.0128625	0.0183556	0.0138805	0.01268	0.0101379	0.0193495	0.0259098	0.0291246	0.0299295	0.0265806	0.0353713	0.0418719	0.0278563	0.0274772	0.0269507	0.0283943	0.036699	0.0481954	0.0287616	0.0466461	0.0335216	0.0304564	0.0267215	0.0276007	0.0311875
maux	0.0284223	0.0258879	0.016708	0.015894	0.0229518	0.0146269	0.0156401	0.0128775	0.0102101	0.00877635	0.00636548	0.00634076	0.00636058	0.00472464	0.00625669	0.00505184	0.00386606	0.00336248	0.00613153	0.0105166	0.0144368	0.0135447	0.00848263	0.0187898	0.0305175	0.0238977	0.0297961	0.0365271	0.0365886	0.054767	0.0691286	0.0811133	0.0877085	0.0702944	0.0489617	0.0583282	0.0457753	0.0403706
de	0.0838001	0.0656625	0.0535176	0.03529	0.0345903	0.045781	0.0446406	0.0543536	0.0188354	0.0201677	0.0156032	0.0136083	0.0143121	0.0214015	0.014998	0.0107378	0.00699743	0.00635585	0.0040812	0.00507924	0.00179496	0.00446648	0.00304559	0.00610912	0.00383496	0.00276525	0.00440757	0.00394503	0.00683313	0.00816048	0.00755382	0.0152773	0.0121524	0.0260202	0.0359167	0.044142	0.118874	0.124887
ventre	0.0472049	0.0274246	0.0196256	0.016948	0.0187766	0.0248815	0.0236501	0.0291857	0.0167159	0.0153467	0.00898836	0.010962	0.00861668	0.00930154	0.00944825	0.00924439	0.00805613	0.00907623	0.00850416	0.0124647	0.00336837	0.0167025	0.00873564	0.0233596	0.0163777	0.0108936	0.0206273	0.0201031	0.0430978	0.0551373	0.054634	0.0460504	0.0371509	0.0451777	0.0447786	0.0489356	0.0696008	0.100847
</S>	0.0687393	0.0468932	0.0406273	0.0310439	0.0306466	0.0304007	0.030461	0.0645476	0.0156386	0.016948	0.0117599	0.00937725	0.00823904	0.0153671	0.00965177	0.00955904	0.00823356	0.00994963	0.00913959	0.0112682	0.00369881	0.00989898	0.00589099	0.00735846	0.00972226	0.00400655	0.00677504	0.00732382	0.0180552	0.0315176	0.0243053	0.0294943	0.0396927	0.0584074	0.0654642	0.0602085	0.0701574	0.0695312
