 	a66	a87	a23	a87	a99	a53	a7	a54	a5	a61	a62	a12	a18	a53	a90	a4	a11	a75	a92	a56	a75	a47	a36	a2	a57	a87	a23	a87	</S>
jette	0.143008	0.107886	0.0997385	0.0922099	0.0307571	0.0143555	0.00965453	0.0130044	0.00967736	0.0115917	0.0065471	0.00350718	0.00603334	0.00754742	0.00399123	0.00408589	0.00393436	0.0162114	0.0272668	0.0248442	0.018957	0.023399	0.0273828	0.0283865	0.0356058	0.0537111	0.0534248	0.0462016	0.0770801
ce	0.0416182	0.0476245	0.0236228	0.0116936	0.00894037	0.0136108	0.0178344	0.030543	0.0539522	0.0395769	0.0314827	0.0351987	0.0142714	0.0171085	0.020003	0.0246541	0.0206715	0.0155181	0.036045	0.0245232	0.0568019	0.0662592	0.0668451	0.0589141	0.0513943	0.0510545	0.0417924	0.0657515	0.0126941
morceau	0.0397736	0.0428603	0.0461746	0.0409379	0.0319543	0.0262365	0.0312044	0.0444944	0.0459265	0.0410029	0.0263064	0.0180344	0.021252	0.0198552	0.00977968	0.0282592	0.029573	0.0162419	0.0191857	0.0126169	0.0302371	0.0283775	0.0317979	0.0501204	0.0697046	0.0575871	0.040015	0.0673312	0.0331592
de	0.151419	0.074739	0.0408235	0.0214979	0.0290605	0.044416	0.0472982	0.0599726	0.0498499	0.0275183	0.0275625	0.0384166	0.0361568	0.0359295	0.0583452	0.0563615	0.0285726	0.0130078	0.0101693	0.00829654	0.00993463	0.0103221	0.0134473	0.0128774	0.0149238	0.0205871	0.0158426	0.0258864	0.0167652
manioc	0.0669524	0.0300767	0.0177612	0.0140254	0.0270558	0.0127783	0.00888196	0.00846391	0.00926677	0.00574151	0.00726385	0.00522255	0.00795742	0.00975043	0.00865777	0.0096519	0.0256866	0.0150303	0.034886	0.0305691	0.059183	0.0606502	0.0482009	0.0471273	0.0829064	0.0901629	0.0685328	0.149146	0.0384103
endurci	0.11603	0.0505707	0.0206614	0.0128212	0.0107526	0.00454978	0.00243232	0.00392576	0.00529635	0.00666736	0.00775715	0.00469204	0.0116459	0.016103	0.0105164	0.012945	0.0187111	0.0266508	0.0665909	0.0448398	0.0936248	0.0930563	0.0604827	0.0478208	0.0605079	0.0475604	0.0607163	0.0523417	0.0297291
dans	0.0518443	0.0332035	0.0254844	0.013209	0.0121017	0.00949108	0.00530403	0.00643545	0.0050275	0.00506116	0.00650981	0.00261309	0.0050392	0.00797443	0.00551906	0.00942197	0.019144	0.0218033	0.0659378	0.0413074	0.0858141	0.0997875	0.0661481	0.0780129	0.0652203	0.0602606	0.068349	0.0796899	0.0442857
la	0.0223415	0.0148611	0.0106805	0.00923085	0.00377673	0.00182489	0.00116487	0.00140346	0.00139676	0.00167176	0.00201953	0.000896724	0.00247369	0.00341668	0.00369938	0.00544075	0.0174505	0.0193919	0.0463852	0.0343321	0.0458281	0.083801	0.0694128	0.0909884	0.0719652	0.125019	0.112068	0.130841	0.0662186
poubelle	0.0208262	0.0225633	0.0213353	0.0139331	0.0105804	0.00775227	0.00643947	0.00837783	0.0138963	0.0143759	0.0140844	0.00764886	0.0107358	0.0129754	0.0102331	0.0142576	0.0323569	0.0230016	0.0577687	0.0385656	0.0424609	0.0848761	0.044172	0.0608501	0.0663291	0.101512	0.0764734	0.121429	0.0401897
</S>	0.0729856	0.0557187	0.0532886	0.0162918	0.00353723	0.00373961	0.0026193	0.00271308	0.0040291	0.0026331	0.00496406	0.00139781	0.00172625	0.00298037	0.00206341	0.00211204	0.00903671	0.0116481	0.0328638	0.0274617	0.0427253	0.0572898	0.0525918	0.0501618	0.0938664	0.0956044	0.112001	0.124808	0.057141
