 	a87	a23	a83	a62	a70	a4	a93	a56	a70	a11	a34	a21	a47	a0	a62	a88	a11	a90	a98	a92	a11	a75	a79	a96	a83	a93	a83	a18	a27	a57	a87	a23	a87	</S>
je	0.0596139	0.0458865	0.0355218	0.0411175	0.0205969	0.0237512	0.0292781	0.0271374	0.0188357	0.025295	0.0335596	0.0198534	0.0207148	0.0168223	0.013004	0.0115478	0.00929595	0.0111138	0.0114328	0.0137682	0.0136677	0.0136373	0.0157084	0.0323443	0.0394699	0.0362369	0.039812	0.04882	0.0593085	0.050475	0.0315831	0.0588808	0.0352851	0.0366244
viens	0.0158964	0.0155319	0.0366733	0.0476669	0.0629985	0.0922807	0.047312	0.0767266	0.0260442	0.0193237	0.0190651	0.0133131	0.0148657	0.0200918	0.0235324	0.0311431	0.0347455	0.045251	0.0384391	0.0320394	0.0320662	0.0286055	0.0271221	0.0149403	0.0164356	0.0200836	0.0163748	0.0134671	0.0119936	0.0140471	0.0155728	0.0188608	0.0268468	0.0306436
d'	0.0334708	0.0273163	0.0164131	0.0174109	0.0272224	0.0270115	0.0417889	0.0586006	0.0389752	0.0399552	0.0497708	0.0125457	0.0520543	0.0318846	0.0307112	0.029203	0.0186557	0.0193755	0.0146824	0.0131505	0.0207928	0.0198224	0.0134761	0.0109318	0.0207016	0.016731	0.0195981	0.0273139	0.0268379	0.0327277	0.0331178	0.0208936	0.0719218	0.064935
abattre	0.0382206	0.0221273	0.0200521	0.0175078	0.0204387	0.0186836	0.0273231	0.0278409	0.0258588	0.0274471	0.0472509	0.0269774	0.0395109	0.0549049	0.0541643	0.0569284	0.0432314	0.0453497	0.067092	0.0598643	0.0520083	0.0395255	0.0254941	0.0177866	0.0265999	0.0234632	0.021092	0.0120653	0.00744497	0.00835245	0.00951605	0.00630033	0.00492588	0.00465135
un	0.0377491	0.0125169	0.0084804	0.00953891	0.00954325	0.00997448	0.015249	0.0143845	0.0234549	0.0235373	0.0381963	0.0147881	0.0177729	0.030646	0.0262607	0.0413543	0.0172393	0.0232273	0.0323648	0.029952	0.0486681	0.0470972	0.0707956	0.0539839	0.0829814	0.0674762	0.0596953	0.0246115	0.0175957	0.017358	0.0229498	0.0145821	0.0208255	0.0151493
arbre	0.0355885	0.0170213	0.0100276	0.0099678	0.00792539	0.00661953	0.0040465	0.00669019	0.00676994	0.00858208	0.013108	0.00830801	0.00620235	0.0144791	0.0110808	0.0130738	0.0114001	0.0213242	0.0259907	0.0580237	0.0724569	0.0792173	0.12345	0.0983173	0.103474	0.0910739	0.0562191	0.0219247	0.0141978	0.0110098	0.0105146	0.0104468	0.00533053	0.00613789
dans	0.0977948	0.0405687	0.0302308	0.0287998	0.0199236	0.0231553	0.0324973	0.0261389	0.0328027	0.0268962	0.027286	0.0139062	0.0150974	0.0143251	0.0146059	0.0137108	0.00761177	0.00940911	0.00830196	0.00647124	0.0118313	0.0119405	0.0164629	0.0128411	0.0205014	0.0273777	0.0464891	0.0382908	0.0514431	0.0673329	0.0622339	0.046661	0.0690212	0.0280396
mon	0.0476615	0.0199889	0.0167078	0.0243381	0.0144203	0.0147586	0.0088125	0.00687547	0.00672624	0.0102523	0.0242212	0.0090986	0.0287688	0.0114337	0.0176051	0.0139465	0.00769192	0.0132321	0.0153822	0.00915671	0.0118983	0.00973064	0.0151899	0.0202902	0.0315336	0.0497165	0.0679884	0.0529148	0.0704371	0.0904393	0.096825	0.0621807	0.0694975	0.0302794
champ	0.0447976	0.0190953	0.0176606	0.022517	0.0236153	0.0204663	0.0208382	0.0149085	0.0130635	0.0126602	0.0217093	0.00641506	0.021966	0.0155324	0.0208504	0.0281941	0.00988563	0.0195235	0.0235785	0.0190538	0.030404	0.0248701	0.02714	0.0238573	0.0426829	0.0447413	0.0431218	0.0440993	0.0563749	0.0800879	0.0551256	0.0332862	0.0504408	0.0474368
</S>	0.0200526	0.00778467	0.00965916	0.0108709	0.00493259	0.00522426	0.004872	0.00379621	0.00530462	0.00582408	0.00999793	0.00588986	0.0126438	0.00684623	0.00880999	0.00759756	0.00401464	0.0041802	0.00575548	0.00339324	0.00272474	0.00256005	0.010112	0.0117279	0.0408412	0.0784831	0.11706	0.117989	0.12786	0.0700303	0.0941068	0.0657031	0.0626965	0.0506556
