 	a66	a87	a23	a40	a37	a18	a61	a62	a88	a70	a93	a34	a96	a83	a75	a85	a37	a79	a98	a47	a36	a37	a96	a12	a96	a62	a88	a71	a38	a66	a38	a84	a57	a3	a97	a87	a23	a99	a3	a87	a82	</S>
les	0.0737864	0.065674	0.0587186	0.0359667	0.0268237	0.0569359	0.0861607	0.0888416	0.0323139	0.0280349	0.0174858	0.0115662	0.0130451	0.0228767	0.0139971	0.00802144	0.00785677	0.0132728	0.0240971	0.0253371	0.021067	0.0198588	0.0205788	0.0243176	0.0247068	0.0237578	0.0232928	0.0125855	0.0127047	0.0119421	0.00612526	0.00760799	0.00410497	0.00490621	0.00461851	0.00410396	0.00543565	0.00571507	0.00784545	0.0112417	0.00769812	0.0249726
femmes	0.0166723	0.0280702	0.0447226	0.0314893	0.0774798	0.0901264	0.0600458	0.0585664	0.0471101	0.0644386	0.0312852	0.0464328	0.0411267	0.0505216	0.0401978	0.0235569	0.0392598	0.0294032	0.0255812	0.0167992	0.0119478	0.00633691	0.00784961	0.00733434	0.00772877	0.00531056	0.00736658	0.010848	0.007918	0.00436966	0.00531346	0.00397138	0.00331771	0.00281217	0.00402487	0.00424829	0.0049377	0.00524205	0.00501513	0.00649178	0.00557774	0.00915161
de	0.0430353	0.0274284	0.0280184	0.0317615	0.0737316	0.0767943	0.0543964	0.0339587	0.0459535	0.0757359	0.0692297	0.0799931	0.0545889	0.0342882	0.0249484	0.0155209	0.0220854	0.0169421	0.00889053	0.0154508	0.0163049	0.0144838	0.0134425	0.0105181	0.00841385	0.00785016	0.0096394	0.0124749	0.0036388	0.00236197	0.00133339	0.00154235	0.00184598	0.00211995	0.00264868	0.00421998	0.00745606	0.00911591	0.00897025	0.0165455	0.00692911	0.00539252
l'	0.0189358	0.0126266	0.00515552	0.00496253	0.00596806	0.00809748	0.0120342	0.0193385	0.0288289	0.0410116	0.0335906	0.0474539	0.0461907	0.035919	0.0434972	0.0204085	0.0166613	0.0123885	0.00740524	0.0122439	0.0188101	0.0149542	0.0103087	0.00930479	0.0202544	0.0101433	0.0154865	0.00737525	0.00719965	0.0121695	0.0203498	0.0103619	0.0251416	0.0422217	0.0429672	0.0382765	0.0616564	0.0465735	0.048489	0.040555	0.0380498	0.0266335
association	0.0198822	0.014671	0.0137777	0.0169215	0.0141584	0.0187432	0.0348456	0.0403653	0.0340897	0.0254077	0.0533416	0.0516648	0.0398204	0.052172	0.0463417	0.0484596	0.0602985	0.0599708	0.0461144	0.0310076	0.0281949	0.0204528	0.0201152	0.0145486	0.0196692	0.01416	0.0196087	0.0109129	0.00741558	0.00649455	0.00551807	0.00556711	0.00411972	0.00385111	0.00540667	0.00723096	0.00796779	0.00951202	0.0122114	0.0241299	0.0096786	0.0211806
folklorique	0.0475535	0.0335584	0.0179621	0.0209078	0.0202963	0.0168346	0.0173948	0.0295871	0.0222561	0.0192318	0.0554832	0.0429664	0.0369555	0.0436961	0.034455	0.0323125	0.0351392	0.0287438	0.0287115	0.0288009	0.031522	0.0267849	0.0268047	0.0288486	0.0296675	0.0267397	0.030705	0.0180756	0.0170015	0.00807272	0.0117192	0.00491086	0.005244	0.00419902	0.00569155	0.00823734	0.0102247	0.0136379	0.0164742	0.0309817	0.0135065	0.0181041
etouri-ikanga	0.0385573	0.0213926	0.015264	0.015758	0.0150883	0.0142883	0.0121372	0.0184629	0.0303167	0.0520015	0.0552218	0.0625838	0.0487297	0.0524708	0.0489031	0.0450936	0.0310832	0.0249977	0.0249943	0.0188075	0.0237849	0.0192226	0.0221586	0.0223293	0.0276713	0.0230438	0.0190582	0.0190233	0.0086029	0.00555071	0.0094386	0.00328436	0.00500971	0.00457208	0.00698274	0.0132835	0.0185326	0.0187161	0.0186458	0.0276978	0.0187962	0.0184424
dansent	0.0269031	0.0189362	0.0199516	0.0148294	0.0131088	0.0124061	0.00986976	0.00931319	0.012277	0.0213589	0.0179564	0.0294715	0.0242747	0.0428053	0.0368964	0.0257127	0.0260702	0.0302222	0.0305905	0.0264108	0.0277367	0.0292891	0.0315369	0.0267392	0.0249017	0.02298	0.0273748	0.0128162	0.0136143	0.00685364	0.0183977	0.0114653	0.0146473	0.0137563	0.0194425	0.0294527	0.0369822	0.0432451	0.0335654	0.0449657	0.0310701	0.0298023
avec	0.0317052	0.029414	0.027794	0.0264949	0.0206443	0.0205753	0.015189	0.0121547	0.0127758	0.0167121	0.0149947	0.0219132	0.0152414	0.0307588	0.0208486	0.011669	0.0144893	0.0209645	0.0301343	0.0235516	0.0293305	0.027048	0.0305054	0.0224601	0.0305271	0.0247573	0.0319354	0.0189736	0.0199255	0.0121759	0.0267043	0.017167	0.0211471	0.0156763	0.0220264	0.0252572	0.0315322	0.0347975	0.0356249	0.0457893	0.0273075	0.0313068
des	0.0312125	0.0244582	0.028387	0.0215337	0.0119042	0.0120957	0.00871618	0.00766835	0.0107407	0.0144368	0.0106518	0.0221279	0.0163591	0.0304719	0.0224465	0.0152322	0.0156359	0.0202606	0.0262416	0.0216115	0.0296042	0.0267592	0.0294966	0.0190642	0.0323447	0.0240377	0.0326146	0.0241117	0.0222687	0.0253324	0.0348688	0.0261482	0.0276978	0.0201318	0.0224297	0.0274527	0.0281632	0.030577	0.0332072	0.0472987	0.033938	0.030261
jupes	0.0458158	0.0491799	0.063301	0.0426312	0.0244999	0.0228369	0.0135937	0.0118377	0.0100445	0.0115797	0.00869951	0.0161277	0.0111723	0.0143998	0.0113625	0.0101429	0.00972366	0.0120474	0.0171562	0.0128629	0.0143207	0.01598	0.0169526	0.0116433	0.0186222	0.0135471	0.0180791	0.0169828	0.0150247	0.0213612	0.028436	0.0245441	0.0325276	0.0230874	0.0277666	0.029074	0.0391358	0.039208	0.035922	0.0468902	0.0397359	0.0521439
de	0.0252376	0.0321052	0.0359733	0.0351786	0.0154628	0.0161501	0.0130623	0.011677	0.0138682	0.0175162	0.020786	0.0238684	0.0166948	0.0184322	0.0124157	0.00894059	0.0135957	0.0169642	0.0157387	0.0113473	0.018556	0.0173882	0.0140374	0.0064854	0.0163014	0.00870733	0.0103685	0.00646234	0.00426325	0.00742822	0.0151089	0.0246025	0.0262123	0.0329903	0.0627848	0.0525125	0.0771089	0.0751282	0.0549685	0.0368247	0.0266205	0.030125
raphia	0.0312013	0.034022	0.0363943	0.029391	0.0153856	0.0145403	0.0101687	0.011782	0.01385	0.0177863	0.0211924	0.025319	0.0166924	0.0176855	0.01413	0.0110714	0.0122489	0.0157886	0.0235488	0.0200445	0.0234554	0.0243111	0.0286409	0.0178628	0.0305337	0.0230439	0.0213991	0.0181189	0.00746406	0.00951792	0.0185604	0.0152734	0.0142883	0.0214712	0.0313871	0.0374806	0.0454358	0.0494775	0.0481901	0.0562077	0.0354571	0.0301802
</S>	0.0402274	0.0258462	0.0235347	0.0168993	0.0083707	0.00933705	0.0112141	0.0122593	0.0172656	0.0336796	0.0140868	0.0205505	0.0143148	0.0142785	0.0159687	0.00961466	0.00977572	0.0157752	0.022336	0.0205708	0.0199129	0.031357	0.0267835	0.0234127	0.0303102	0.0268856	0.0235257	0.015168	0.00817055	0.0133784	0.0216841	0.019004	0.02499	0.0325566	0.0480381	0.0401771	0.0361154	0.0387678	0.045874	0.0449791	0.0337935	0.0392103
