 	a66	a87	a23	a87	a23	a87	a23	a10	a87	a99	a83	a53	a93	a70	a62	a96	a90	a69	a44	a70	a44	a94	a93	a34	a90	a69	a4	a13	a54	a12	a96	a70	a4	a13	a53	a56	a70	a83	a99	a18	a50	a83	a18	a9	a99	a9	a87	a97	a87	a23	a87	a97	</S>
va	0.0196247	0.019944	0.011635	0.0171604	0.0123329	0.0101175	0.00797061	0.0120677	0.0156083	0.0322858	0.108257	0.0499337	0.035719	0.0171889	0.0263435	0.019668	0.0104734	0.0138003	0.0123568	0.0168245	0.012227	0.00861352	0.00855504	0.00719421	0.014231	0.0105077	0.0196649	0.0282759	0.024065	0.034586	0.039059	0.036951	0.0218741	0.0257721	0.0260418	0.0140719	0.0157235	0.0115294	0.0103639	0.0161755	0.0113357	0.0118638	0.0117445	0.0121824	0.00979495	0.0109454	0.0116681	0.0104691	0.00984404	0.00825443	0.0111209	0.00966149	0.0163211
avertir	0.0197332	0.0187077	0.0187672	0.0109046	0.0105178	0.0100736	0.0131071	0.0112711	0.00780194	0.00641385	0.00469897	0.00327484	0.00388035	0.0048103	0.00843382	0.0160594	0.0171908	0.0197893	0.0287616	0.0251917	0.0255393	0.0298912	0.0368709	0.0376456	0.0117118	0.0132092	0.0140068	0.0184436	0.0212844	0.0177168	0.0222683	0.0232823	0.01735	0.0158627	0.0218046	0.0264716	0.013967	0.0225605	0.0218618	0.0290094	0.0161688	0.0181552	0.0193853	0.0180394	0.0169706	0.0219736	0.0268515	0.029582	0.0238504	0.0259606	0.0231452	0.0246601	0.0351104
le	0.0473279	0.0230024	0.0190279	0.0124291	0.0108869	0.00858856	0.0124361	0.0148412	0.0131864	0.013356	0.0113439	0.00655627	0.00940872	0.00988986	0.0118273	0.0134893	0.0199428	0.0228047	0.0468708	0.0248923	0.0318645	0.0302353	0.0401349	0.0410742	0.0235206	0.018681	0.020535	0.0205797	0.0161936	0.0118241	0.0180875	0.0169728	0.0122186	0.0105322	0.00677658	0.00619602	0.0126998	0.00504975	0.00567075	0.00621408	0.00501127	0.00686696	0.0049373	0.00816217	0.00663639	0.0110549	0.0269256	0.0366066	0.0296107	0.0313599	0.0289782	0.0393731	0.0573075
notable	0.0198195	0.0122948	0.0145593	0.0145785	0.0107309	0.00822459	0.00766213	0.007335	0.00570064	0.00715696	0.00534974	0.00939769	0.0140827	0.0227255	0.0152416	0.0356378	0.017549	0.0164073	0.0321835	0.0414468	0.0529239	0.062243	0.0368827	0.0580272	0.065792	0.045617	0.023895	0.0282961	0.045775	0.0229098	0.02653	0.0244691	0.0214617	0.0196229	0.0145702	0.0184625	0.0249145	0.0121945	0.00828924	0.00672378	0.00250788	0.00349495	0.00256088	0.00278197	0.00360829	0.00406114	0.00591126	0.00835725	0.00522058	0.0066004	0.00603687	0.00577108	0.00540355
que	0.0464681	0.0269407	0.0274564	0.0217582	0.0141768	0.00893621	0.00774101	0.00865051	0.00706408	0.00746152	0.00820225	0.00742776	0.0271491	0.0462612	0.0364009	0.057394	0.0446371	0.0565504	0.0601399	0.0597482	0.0658914	0.0379044	0.0378458	0.0279827	0.0317248	0.0287079	0.0113268	0.0128088	0.0166848	0.00732194	0.0082855	0.0069765	0.0052132	0.00442216	0.00264119	0.00248573	0.00440736	0.00286694	0.002454	0.00292635	0.00309187	0.00570334	0.00761183	0.00599083	0.00543114	0.00798462	0.0109244	0.0120587	0.00547447	0.00589587	0.00660564	0.00685645	0.014928
le	0.0370556	0.0282648	0.015566	0.00623846	0.00502009	0.00316559	0.00356987	0.00329512	0.00268776	0.00252113	0.00366194	0.00274483	0.00441779	0.00595131	0.0116609	0.0144188	0.0284035	0.0513989	0.113248	0.0479991	0.0505787	0.0306684	0.0420595	0.0202306	0.0125839	0.010923	0.00671239	0.00926919	0.00977782	0.0085722	0.0173259	0.023684	0.0158269	0.0159715	0.00513857	0.00852594	0.0143945	0.00925602	0.00744848	0.0105301	0.0146097	0.0168871	0.0160392	0.0157845	0.0135348	0.0179564	0.0198905	0.0256701	0.0278633	0.0280207	0.0270305	0.0341105	0.0218358
recensement	0.0370526	0.0224622	0.0151383	0.00800497	0.0051631	0.00329985	0.00344203	0.00383178	0.00358779	0.00391734	0.00478951	0.00395614	0.00728227	0.0132644	0.0239178	0.0269403	0.0238189	0.0351731	0.05085	0.0415506	0.0400226	0.0333241	0.0492909	0.0505582	0.0363016	0.0216549	0.0216819	0.0267684	0.0356151	0.0191381	0.0293169	0.0313163	0.0170898	0.00892927	0.00686596	0.00527857	0.00645517	0.0046713	0.00306243	0.00301983	0.00649523	0.0075514	0.0118019	0.0108715	0.00890532	0.0146417	0.0134456	0.0251831	0.0178298	0.0200685	0.0269703	0.0259998	0.0224318
commence	0.0565097	0.0224879	0.0156605	0.0124651	0.011914	0.00997874	0.00972483	0.0101234	0.00824965	0.0066047	0.00506652	0.00414057	0.00599065	0.00810356	0.0141609	0.0145088	0.0101332	0.012913	0.0258767	0.025544	0.0179889	0.0121517	0.0172326	0.0142846	0.0216815	0.0110096	0.0106092	0.0115838	0.0140678	0.00988495	0.0114455	0.0172143	0.0168496	0.0125946	0.0072145	0.0111795	0.0351328	0.0193729	0.021419	0.0148429	0.0182885	0.0201694	0.0167043	0.0230306	0.0182454	0.0246119	0.0373638	0.0382797	0.0515604	0.0451317	0.0352876	0.0539368	0.0194731
demain	0.049893	0.0310103	0.0332971	0.0229852	0.0150454	0.00757976	0.00741798	0.00579688	0.00727055	0.00901428	0.010004	0.00601774	0.00556479	0.00668142	0.0128424	0.0143732	0.0162846	0.0196011	0.0246703	0.0138596	0.0125685	0.0105446	0.0164139	0.0103808	0.0103981	0.00648025	0.00617698	0.00870756	0.0106282	0.0090345	0.0129988	0.0151271	0.00936934	0.00735843	0.0038076	0.00656269	0.0132115	0.0139372	0.0132508	0.0136176	0.0133276	0.023578	0.0257919	0.0353424	0.0387306	0.0432085	0.0379839	0.0394104	0.0332261	0.0362089	0.0378903	0.0439112	0.0616062
</S>	0.0292221	0.0164347	0.017454	0.0153782	0.0103542	0.0062772	0.00576162	0.00434605	0.00331758	0.0042946	0.00420508	0.00341289	0.00593918	0.00896233	0.0132778	0.0127661	0.0113767	0.0152778	0.0176452	0.02003	0.019437	0.0237434	0.0217016	0.0253617	0.0244447	0.0220795	0.0198609	0.0267818	0.0280394	0.0221566	0.0246463	0.0233577	0.0174839	0.0130794	0.00928971	0.0110482	0.0152172	0.0189951	0.0177376	0.0218564	0.0219024	0.0290829	0.0308799	0.0335921	0.03475	0.0323403	0.0272176	0.0250148	0.0251025	0.0243848	0.0245487	0.0233076	0.0358249
