 	a66	a87	a23	a50	a83	a24	a31	a12	a31	a24	a31	a47	a31	a21	a98	a79	a98	a47	a7	a43	a21	a85	a6	a36	a27	a61	a47	a88	a50	a62	a21	a85	a6	a36	a6	a37	a18	a82	a87	a23	a87	</S>
la	0.0457872	0.0304446	0.0331453	0.022912	0.0273657	0.0256172	0.0222308	0.0280904	0.0137167	0.0173157	0.0135639	0.0109224	0.0113694	0.0055503	0.00637809	0.00894408	0.0119442	0.0181552	0.0179064	0.0208498	0.0338168	0.035786	0.0383769	0.0423263	0.0253071	0.0123777	0.0336289	0.0415368	0.0174081	0.0269175	0.0193385	0.014378	0.0208698	0.0141497	0.0169974	0.0215829	0.0200224	0.0228805	0.0289372	0.0260262	0.0343454	0.0607807
manière	0.00203208	0.00318207	0.0040709	0.00442145	0.00305457	0.00446072	0.00435123	0.00229698	0.00711822	0.0172882	0.0312395	0.0818309	0.147072	0.148083	0.137062	0.115082	0.145067	0.0462966	0.0137896	0.0234897	0.0110783	0.0138113	0.0230878	0.00425734	0.00182837	0.000907338	0.000462909	0.000345851	0.000320464	0.00015671	0.000162337	0.000149303	0.000151782	0.000180459	0.000146043	0.000181268	0.000268598	0.000176903	0.000179443	0.000138556	0.000387097	0.000333477
dont	0.0414277	0.0326721	0.0290817	0.0336393	0.0145253	0.0156101	0.0253361	0.0118475	0.0135656	0.0206668	0.0284002	0.0649162	0.0729652	0.0390309	0.0756342	0.0676191	0.0600202	0.0525271	0.0281305	0.0291465	0.033029	0.028515	0.0200661	0.00494688	0.0204256	0.0092665	0.0171215	0.00757624	0.00895424	0.0127047	0.00849296	0.00802395	0.00458862	0.00973252	0.00555281	0.0077222	0.00983158	0.00404057	0.00746463	0.00518144	0.00858984	0.00141078
il	0.0173282	0.0148021	0.00941198	0.00648822	0.00581762	0.00607288	0.00634669	0.0077725	0.00869044	0.0117564	0.0212943	0.023068	0.0257893	0.0142388	0.0219876	0.0249226	0.0234488	0.0506785	0.058246	0.0496791	0.0492562	0.0631383	0.0830343	0.0381368	0.0642782	0.0271359	0.0249889	0.0142033	0.019862	0.0214573	0.0263351	0.0161273	0.009503	0.0154064	0.0118026	0.0122541	0.0195382	0.0139717	0.0218299	0.0161207	0.0177862	0.00599378
monte	0.018948	0.0119526	0.00408937	0.00413074	0.00597419	0.0103325	0.00458481	0.00672747	0.00368688	0.00532693	0.00565637	0.00259779	0.01447	0.0262094	0.0134201	0.0183403	0.0421406	0.0671222	0.072744	0.10443	0.0960716	0.0816705	0.0933516	0.0557969	0.0494173	0.0207107	0.0186983	0.0135967	0.0106776	0.0126299	0.0053342	0.00853674	0.00587056	0.014201	0.00951642	0.0112069	0.00966857	0.00623551	0.00850801	0.00796827	0.0103791	0.00706991
sur	0.0259054	0.0122904	0.00483638	0.00435543	0.00495663	0.0104283	0.00540921	0.0112388	0.00892871	0.0128862	0.0128119	0.00346632	0.0173946	0.0399328	0.00917436	0.0115915	0.0243636	0.0364689	0.0368285	0.0454188	0.0388092	0.0463171	0.041889	0.0292017	0.0407239	0.0301116	0.0514317	0.0430387	0.0232455	0.0235759	0.0273759	0.0314829	0.0237827	0.0361349	0.0226293	0.036845	0.0284367	0.0162003	0.0191094	0.0178274	0.0113071	0.0218374
les	0.0153273	0.0102288	0.00538723	0.00434426	0.00585288	0.0124688	0.00587175	0.0152436	0.0152322	0.0167755	0.021892	0.00377634	0.0202831	0.0255104	0.0105098	0.0137272	0.0187513	0.026622	0.0331133	0.0271442	0.0445513	0.0362635	0.0299714	0.0207042	0.0350805	0.0373104	0.0495949	0.0402209	0.0243228	0.0398184	0.0394473	0.0341582	0.0267518	0.0324917	0.0284054	0.0240013	0.0313161	0.0278226	0.0254517	0.0227329	0.0139882	0.0275325
palmiers	0.0176762	0.00646379	0.00410976	0.00308282	0.00422632	0.0040749	0.00542256	0.0075017	0.013285	0.0170266	0.0173586	0.0133885	0.0192741	0.0167724	0.0109979	0.0132887	0.0126982	0.0136885	0.0209945	0.0149399	0.0215513	0.0155537	0.00913751	0.0112908	0.00887678	0.00802229	0.018867	0.014365	0.0197302	0.0239155	0.0241191	0.018954	0.0317531	0.0205617	0.0266413	0.0321109	0.0604481	0.0840738	0.10674	0.0624893	0.0647764	0.0797507
est	0.0398664	0.0179542	0.00643303	0.00476888	0.00323281	0.00507451	0.0038288	0.0145917	0.0168214	0.0190926	0.0191624	0.0197553	0.0378109	0.0259928	0.0227092	0.0314725	0.0279424	0.0294774	0.0171063	0.0144533	0.01495	0.0147069	0.00389435	0.00358148	0.0121375	0.00723068	0.0427448	0.00946098	0.0179066	0.0540571	0.0406489	0.0493856	0.036563	0.0339986	0.0190082	0.0792476	0.0701593	0.0284236	0.0412188	0.0145135	0.0266976	0.00191802
celle	0.0264794	0.0105769	0.00330239	0.00349455	0.00293581	0.00356104	0.00276454	0.0102949	0.00814989	0.00486141	0.00872689	0.00397277	0.0172172	0.0156693	0.00820049	0.0108874	0.0128938	0.0261474	0.0220873	0.019973	0.0267959	0.016469	0.012749	0.00999339	0.0230739	0.0141698	0.0581473	0.0213588	0.0337621	0.0865235	0.0485344	0.072481	0.0489132	0.050738	0.0178727	0.056731	0.0302769	0.0316777	0.0515392	0.0276084	0.0334832	0.00490541
des	0.0371749	0.0128727	0.00675457	0.00526454	0.00509516	0.00463713	0.00562489	0.0106683	0.0100056	0.00821519	0.00968271	0.00830422	0.0241941	0.0191666	0.0121997	0.0124853	0.0100315	0.0259459	0.0178694	0.0137862	0.0252077	0.0349234	0.0113522	0.0111261	0.0324896	0.0360874	0.0348409	0.0389421	0.0716181	0.0821386	0.0294742	0.0678233	0.0384335	0.0404713	0.0155741	0.0329818	0.0272796	0.0196802	0.0279326	0.0226778	0.032948	0.00601921
récolteurs	0.085811	0.0286161	0.0125707	0.0127938	0.0181302	0.017311	0.0163217	0.0279799	0.017716	0.0172877	0.0152799	0.00807846	0.0188502	0.0206483	0.0114499	0.0136719	0.0147749	0.0204843	0.0172744	0.0143126	0.0171327	0.0363362	0.00775224	0.0113123	0.042848	0.0501833	0.0319235	0.0351899	0.0466608	0.0556327	0.0170871	0.0461767	0.020482	0.0332541	0.0140713	0.0305133	0.0228969	0.0116626	0.0163793	0.013663	0.0245397	0.00493949
de	0.032708	0.0167266	0.00795459	0.00887632	0.00545215	0.00549481	0.00563135	0.00960388	0.00356424	0.00417677	0.00435487	0.0022236	0.00987329	0.00457741	0.0039633	0.00613835	0.00933887	0.0271595	0.0178146	0.0208898	0.0448443	0.0435348	0.0322122	0.0227147	0.0718352	0.0323197	0.0484248	0.0433016	0.0235426	0.0529904	0.0205692	0.0281174	0.0231336	0.0364521	0.0341108	0.0745126	0.0473344	0.032149	0.0328894	0.0260242	0.0198538	0.00261099
vin	0.0237907	0.0126028	0.0074082	0.0119339	0.0103902	0.0148247	0.00801164	0.0121904	0.00800412	0.00982846	0.0088778	0.0061184	0.0170792	0.0285429	0.0148246	0.0269848	0.0412934	0.0580831	0.0215194	0.0346989	0.0324692	0.0892752	0.0256076	0.0177453	0.0894814	0.0674714	0.0323875	0.032042	0.0296978	0.03764	0.016617	0.0274771	0.0103805	0.0235916	0.0132412	0.0237566	0.0129336	0.00676521	0.0131472	0.00866853	0.00963467	0.002962
de	0.0609206	0.0377053	0.0226848	0.0188813	0.0180097	0.0189632	0.0157833	0.0235481	0.00819469	0.0186871	0.00772709	0.003544	0.0182851	0.0136831	0.0118978	0.0191436	0.024797	0.0291489	0.0187641	0.0235311	0.0303025	0.0460272	0.0130028	0.0135883	0.0427643	0.0360868	0.0409063	0.0379904	0.0319805	0.0459021	0.0194252	0.035288	0.0139301	0.0336512	0.0169897	0.0321645	0.0215526	0.0118052	0.0198424	0.0206106	0.0160968	0.00619256
