 	a66	a87	a23	a54	a47	a6	a36	a0	a75	a79	a36	a61	a62	a88	a38	a61	a0	a62	a34	a90	a69	a58	a93	a44	a66	a9	a99	a87	a23	a87	</S>
notre	0.0282048	0.0500715	0.0531872	0.0716409	0.0989542	0.0729383	0.0771485	0.0255903	0.0122124	0.00826906	0.00686517	0.00704529	0.0063107	0.00826086	0.0128382	0.0201411	0.0219502	0.0327342	0.0245455	0.0221274	0.0620234	0.0343663	0.029952	0.0353726	0.0351067	0.0265011	0.0246217	0.0212174	0.021798	0.0214169	0.0265883
père	0.00602641	0.0224392	0.113265	0.171069	0.183509	0.11309	0.0405955	0.02474	0.0607951	0.0633996	0.0361327	0.0143098	0.0101278	0.00795298	0.00569484	0.00268119	0.0101321	0.0142834	0.0184688	0.0129468	0.0150339	0.0124367	0.00399891	0.00669981	0.00255093	0.0033703	0.00336185	0.00296586	0.00494954	0.00666832	0.00630541
a	0.0588469	0.076017	0.0346911	0.0325784	0.0434483	0.0785138	0.052396	0.0380586	0.0228812	0.0189705	0.0216375	0.0178834	0.0225677	0.031282	0.0379701	0.0254593	0.0272505	0.0389808	0.0365543	0.0267434	0.0150475	0.0233189	0.00656757	0.0149858	0.0121592	0.0191505	0.0254957	0.0254535	0.0221289	0.0701152	0.0228462
attrapé	0.0340266	0.0171527	0.0120228	0.0150855	0.0146195	0.0161943	0.0155645	0.0174015	0.0460369	0.0582064	0.0447687	0.0593211	0.0587049	0.0785949	0.0791366	0.0581706	0.0291467	0.0285638	0.0194839	0.0145259	0.0129084	0.0306592	0.014827	0.0348373	0.0279781	0.0209157	0.0217315	0.0208163	0.0276147	0.0232768	0.0477072
une	0.0130094	0.00973345	0.00871031	0.0127752	0.0116113	0.00493117	0.00651884	0.00793761	0.011257	0.0285739	0.0182865	0.0616227	0.125167	0.134812	0.127116	0.112754	0.0830858	0.0768419	0.0408972	0.028015	0.013962	0.00603865	0.00341521	0.00788107	0.00962109	0.00519603	0.00448215	0.00378252	0.00825126	0.00481417	0.00890017
tortue	0.0118025	0.0107972	0.0106906	0.0152672	0.0159711	0.00779129	0.00922865	0.0139794	0.0170765	0.0240278	0.0421572	0.0852883	0.11585	0.124703	0.121551	0.0876239	0.0783193	0.0640641	0.0433276	0.0257374	0.0140948	0.00548132	0.00283574	0.00305426	0.00474846	0.00435719	0.00466053	0.00456395	0.0115776	0.00873809	0.0106338
dans	0.0410084	0.0229043	0.0118215	0.0112929	0.0114139	0.00999892	0.0174517	0.0325905	0.0213545	0.0277656	0.0309339	0.0342168	0.0426481	0.0431347	0.037755	0.0512413	0.0524598	0.0684169	0.0538435	0.0556445	0.0486526	0.0196318	0.0268018	0.0231918	0.0401077	0.0295863	0.0275532	0.025939	0.0243075	0.0234876	0.0328439
la	0.10856	0.0278061	0.012648	0.00913726	0.00697265	0.00567357	0.0067546	0.0142601	0.0221823	0.0369968	0.0297774	0.0264621	0.0329905	0.0301538	0.0317993	0.0462122	0.0362519	0.0382961	0.0384245	0.0553529	0.043886	0.0162876	0.0193796	0.0237865	0.0339792	0.0256699	0.0268699	0.0410618	0.0426964	0.0542301	0.0554415
nasse	0.0327179	0.0384263	0.031158	0.026928	0.0146094	0.00991907	0.0103879	0.00999433	0.0106094	0.0193588	0.016537	0.0291597	0.0275304	0.0402047	0.0504188	0.072403	0.0450525	0.0218178	0.0270568	0.0502643	0.036427	0.0256233	0.0217737	0.0345774	0.0408299	0.0336657	0.0302082	0.0386374	0.0519294	0.0615592	0.0402148
</S>	0.0983572	0.0442387	0.0160918	0.0148029	0.008463	0.00807435	0.00993993	0.0118239	0.0139471	0.027865	0.0188398	0.0174279	0.025738	0.0217304	0.0266423	0.0380725	0.024885	0.0304938	0.0128058	0.0320183	0.0252994	0.0123821	0.0141247	0.0271091	0.0454862	0.033826	0.056108	0.0736374	0.061318	0.0687533	0.0796979
